metric,value
split_name,full_bundle
scenario_count,830
multi_group_count,51
multi_group_ratio,0.06144578313253012
mean_teacher_group_count,1.0614457831325301
max_teacher_group_count,2
mean_teacher_gain_vs_single,0.004313080617054787
max_teacher_gain_vs_single,0.07945174187052606
positive_gain_count,51
positive_gain_ratio,0.06144578313253012
