mobility_schema_version,scenario_id,timestamp_s,serving_gnb,user_count
1.0,sumo_coupled_00000113,6.6,gnb_1,2
1.0,sumo_coupled_00000114,6.6,gnb_2,2
1.0,sumo_coupled_00000115,6.7,gnb_1,2
1.0,sumo_coupled_00000116,6.7,gnb_2,2
1.0,sumo_coupled_00000117,6.8,gnb_1,2
1.0,sumo_coupled_00000118,6.8,gnb_2,2
1.0,sumo_coupled_00000119,6.9,gnb_1,2
1.0,sumo_coupled_00000120,6.9,gnb_2,2
1.0,sumo_coupled_00000121,7,gnb_1,2
1.0,sumo_coupled_00000122,7,gnb_2,2
1.0,sumo_coupled_00000123,7.1,gnb_1,2
1.0,sumo_coupled_00000124,7.1,gnb_2,2
1.0,sumo_coupled_00000125,7.2,gnb_1,2
1.0,sumo_coupled_00000126,7.2,gnb_2,2
1.0,sumo_coupled_00000127,7.3,gnb_1,2
1.0,sumo_coupled_00000128,7.3,gnb_2,2
1.0,sumo_coupled_00000129,7.4,gnb_1,2
1.0,sumo_coupled_00000130,7.4,gnb_2,2
1.0,sumo_coupled_00000131,7.5,gnb_1,2
1.0,sumo_coupled_00000132,7.5,gnb_2,2
1.0,sumo_coupled_00000133,7.6,gnb_1,2
1.0,sumo_coupled_00000134,7.6,gnb_2,2
1.0,sumo_coupled_00000135,7.7,gnb_1,2
1.0,sumo_coupled_00000136,7.7,gnb_2,2
1.0,sumo_coupled_00000137,7.8,gnb_1,2
1.0,sumo_coupled_00000138,7.8,gnb_2,2
1.0,sumo_coupled_00000139,7.9,gnb_1,2
1.0,sumo_coupled_00000140,7.9,gnb_2,2
1.0,sumo_coupled_00000141,8,gnb_1,2
1.0,sumo_coupled_00000142,8,gnb_2,2
1.0,sumo_coupled_00000143,8.1,gnb_1,2
1.0,sumo_coupled_00000144,8.1,gnb_2,2
1.0,sumo_coupled_00000145,8.2,gnb_1,2
1.0,sumo_coupled_00000146,8.2,gnb_2,2
1.0,sumo_coupled_00000147,8.3,gnb_1,2
1.0,sumo_coupled_00000148,8.3,gnb_2,2
1.0,sumo_coupled_00000149,8.4,gnb_1,2
1.0,sumo_coupled_00000150,8.4,gnb_2,2
1.0,sumo_coupled_00000151,8.5,gnb_1,2
1.0,sumo_coupled_00000152,8.5,gnb_2,2
1.0,sumo_coupled_00000153,8.6,gnb_1,2
1.0,sumo_coupled_00000154,8.6,gnb_2,2
1.0,sumo_coupled_00000155,8.7,gnb_1,2
1.0,sumo_coupled_00000156,8.7,gnb_2,2
1.0,sumo_coupled_00000157,8.8,gnb_1,2
1.0,sumo_coupled_00000158,8.8,gnb_2,2
1.0,sumo_coupled_00000159,8.9,gnb_1,2
1.0,sumo_coupled_00000160,8.9,gnb_2,2
1.0,sumo_coupled_00000161,9,gnb_1,2
1.0,sumo_coupled_00000162,9,gnb_2,2
1.0,sumo_coupled_00000163,9.1,gnb_1,2
1.0,sumo_coupled_00000164,9.1,gnb_2,2
1.0,sumo_coupled_00000165,9.2,gnb_1,2
1.0,sumo_coupled_00000166,9.2,gnb_2,2
1.0,sumo_coupled_00000167,9.3,gnb_1,2
1.0,sumo_coupled_00000168,9.3,gnb_2,2
1.0,sumo_coupled_00000169,9.4,gnb_1,2
1.0,sumo_coupled_00000170,9.4,gnb_2,2
1.0,sumo_coupled_00000171,9.5,gnb_1,2
1.0,sumo_coupled_00000172,9.5,gnb_2,2
1.0,sumo_coupled_00000173,9.6,gnb_1,2
1.0,sumo_coupled_00000174,9.6,gnb_2,2
1.0,sumo_coupled_00000175,9.7,gnb_1,2
1.0,sumo_coupled_00000176,9.7,gnb_2,2
1.0,sumo_coupled_00000177,9.8,gnb_1,2
1.0,sumo_coupled_00000178,9.8,gnb_2,3
1.0,sumo_coupled_00000179,9.9,gnb_1,2
1.0,sumo_coupled_00000180,9.9,gnb_2,3
1.0,sumo_coupled_00000181,10,gnb_1,2
1.0,sumo_coupled_00000182,10,gnb_2,3
1.0,sumo_coupled_00000183,10.1,gnb_1,2
1.0,sumo_coupled_00000184,10.1,gnb_2,3
1.0,sumo_coupled_00000185,10.2,gnb_1,2
1.0,sumo_coupled_00000186,10.2,gnb_2,3
1.0,sumo_coupled_00000187,10.3,gnb_1,2
1.0,sumo_coupled_00000188,10.3,gnb_2,3
1.0,sumo_coupled_00000189,10.4,gnb_1,2
1.0,sumo_coupled_00000190,10.4,gnb_2,3
1.0,sumo_coupled_00000191,10.5,gnb_1,2
1.0,sumo_coupled_00000192,10.5,gnb_2,3
1.0,sumo_coupled_00000193,10.6,gnb_1,2
1.0,sumo_coupled_00000194,10.6,gnb_2,3
1.0,sumo_coupled_00000195,10.7,gnb_1,2
1.0,sumo_coupled_00000196,10.7,gnb_2,3
1.0,sumo_coupled_00000197,10.8,gnb_1,2
1.0,sumo_coupled_00000198,10.8,gnb_2,3
1.0,sumo_coupled_00000199,10.9,gnb_1,2
1.0,sumo_coupled_00000200,10.9,gnb_2,3
1.0,sumo_coupled_00000201,11,gnb_1,2
1.0,sumo_coupled_00000202,11,gnb_2,3
1.0,sumo_coupled_00000203,11.1,gnb_1,2
1.0,sumo_coupled_00000204,11.1,gnb_2,3
1.0,sumo_coupled_00000205,11.2,gnb_1,2
1.0,sumo_coupled_00000206,11.2,gnb_2,3
1.0,sumo_coupled_00000207,11.3,gnb_1,2
1.0,sumo_coupled_00000208,11.3,gnb_2,3
1.0,sumo_coupled_00000209,11.4,gnb_1,2
1.0,sumo_coupled_00000210,11.4,gnb_2,3
1.0,sumo_coupled_00000211,11.5,gnb_1,2
1.0,sumo_coupled_00000212,11.5,gnb_2,3
1.0,sumo_coupled_00000213,11.6,gnb_1,2
1.0,sumo_coupled_00000214,11.6,gnb_2,3
1.0,sumo_coupled_00000215,11.7,gnb_1,2
1.0,sumo_coupled_00000216,11.7,gnb_2,3
1.0,sumo_coupled_00000217,11.8,gnb_1,2
1.0,sumo_coupled_00000218,11.8,gnb_2,3
1.0,sumo_coupled_00000219,11.9,gnb_1,2
1.0,sumo_coupled_00000220,11.9,gnb_2,3
1.0,sumo_coupled_00000221,12,gnb_1,2
1.0,sumo_coupled_00000222,12,gnb_2,3
1.0,sumo_coupled_00000223,12.1,gnb_1,2
1.0,sumo_coupled_00000224,12.1,gnb_2,3
1.0,sumo_coupled_00000225,12.2,gnb_1,2
1.0,sumo_coupled_00000226,12.2,gnb_2,3
1.0,sumo_coupled_00000227,12.3,gnb_1,2
1.0,sumo_coupled_00000228,12.3,gnb_2,3
1.0,sumo_coupled_00000229,12.4,gnb_1,2
1.0,sumo_coupled_00000230,12.4,gnb_2,3
1.0,sumo_coupled_00000231,12.5,gnb_1,2
1.0,sumo_coupled_00000232,12.5,gnb_2,3
1.0,sumo_coupled_00000233,12.6,gnb_1,2
1.0,sumo_coupled_00000234,12.6,gnb_2,3
1.0,sumo_coupled_00000235,12.7,gnb_1,2
1.0,sumo_coupled_00000236,12.7,gnb_2,3
1.0,sumo_coupled_00000237,12.8,gnb_1,2
1.0,sumo_coupled_00000238,12.8,gnb_2,3
1.0,sumo_coupled_00000239,12.9,gnb_1,2
1.0,sumo_coupled_00000240,12.9,gnb_2,3
1.0,sumo_coupled_00000241,13,gnb_1,2
1.0,sumo_coupled_00000242,13,gnb_2,3
1.0,sumo_coupled_00000243,13.1,gnb_1,2
1.0,sumo_coupled_00000244,13.1,gnb_2,3
1.0,sumo_coupled_00000245,13.2,gnb_1,2
1.0,sumo_coupled_00000246,13.2,gnb_2,3
1.0,sumo_coupled_00000247,13.3,gnb_1,2
1.0,sumo_coupled_00000248,13.3,gnb_2,3
1.0,sumo_coupled_00000249,13.4,gnb_1,2
1.0,sumo_coupled_00000250,13.4,gnb_2,3
1.0,sumo_coupled_00000251,13.5,gnb_1,2
1.0,sumo_coupled_00000252,13.5,gnb_2,3
1.0,sumo_coupled_00000253,13.6,gnb_1,2
1.0,sumo_coupled_00000254,13.6,gnb_2,4
1.0,sumo_coupled_00000255,13.7,gnb_1,2
1.0,sumo_coupled_00000256,13.7,gnb_2,4
1.0,sumo_coupled_00000257,13.8,gnb_1,2
1.0,sumo_coupled_00000258,13.8,gnb_2,4
1.0,sumo_coupled_00000259,13.9,gnb_1,2
1.0,sumo_coupled_00000260,13.9,gnb_2,4
1.0,sumo_coupled_00000261,14,gnb_1,2
1.0,sumo_coupled_00000262,14,gnb_2,4
1.0,sumo_coupled_00000263,14.1,gnb_1,2
1.0,sumo_coupled_00000264,14.1,gnb_2,4
1.0,sumo_coupled_00000265,14.2,gnb_1,2
1.0,sumo_coupled_00000266,14.2,gnb_2,4
