candidate_seed,selected,restart_selection_mode,support_pairwise_accuracy,support_ari,support_nmi,support_utility,support_teacher_utility,support_utility_gap,support_contrastive_loss,support_weak_bce,support_weak_margin_min,support_weak_margin_mean,support_proto_sep_margin,selected_epoch,selection_validation_loss
7,0,margin_aware,1.0,1.0,1.0,0.6994443967965234,0.6994443967965234,0.0,0.001971866500255415,0.6564728637717172,0.0861708148430241,0.09063354617714585,0.6366121673223596,12,0.0018182429174121776
9,0,margin_aware,1.0,1.0,1.0,0.6994443967965234,0.6994443967965234,0.0,0.0012793597213578993,0.643149105726496,-0.04091105558474956,-0.028847856697516234,0.6680137786784305,12,0.0013645276524397417
11,1,margin_aware,1.0,1.0,1.0,0.6994443967965234,0.6994443967965234,0.0,0.0021914493181611617,0.6530533899598536,0.11064521536136507,0.12355862235694647,0.47523709289816957,12,0.0020675459874214238
