dispersion,load,seed,step,is_warmup,utility,adr_kbps,served_ratio,average_quality,fairness,avg_switching,quality_switch_rate,quality_change_levels,pairwise_group_churn,cqi_mean,cqi_std,cqi_iqr,cqi_range,cqi_saturation_ratio,cqi_temporal_delta,cqi_history_volatility,previous_quality_mean,previous_quality_std,previous_quality_range,previous_quality_cqi_mismatch,cost_mean,cost_std_across_users,cqi_cost_rank_alignment,cqi_cost_rank_disagreement,previous_quality_rb_pressure,rb_available,best_cqi_candidate_utility,best_cost_candidate_utility,best_switching_candidate_utility,best_same_state_2way_utility,switching_marginal_same_state,switching_strictly_best,best_sources,selected_group_sources,selected_primary_source,selected_k,unique_candidate_count,diff_vs_cqi_trajectory,diff_vs_2way_trajectory
low,medium,seed_0005,0,1,0.4471841780840183,3000.0,1.0,3.0,1.0,0.6,1.0,3.0,0.0,14.708333333333334,0.8405933750763339,0.0,3.0,0.9166666666666666,0.3333333333333333,0.2381025645962592,0.0,0.0,0.0,4.916666666666667,3.6875,0.07316426217258852,0.8332689490483726,0.08336552547581372,4.0,6.0,0.4471841780840183,0.4471841780840183,0.4471841780840183,0.4471841780840183,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,4,0.0,0.0
low,medium,seed_0005,1,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.666666666666666,0.6871842709362768,0.25,3.0,0.9583333333333334,0.2916666666666667,0.2698430051832832,3.0,0.0,0.0,1.9583333333333333,3.6805555555555554,0.06660877115712113,0.4588314677411236,0.2705842661294382,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,4,0.0,0.0
low,medium,seed_0005,2,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.916666666666666,0.2763853991962833,0.0,1.0,1.0,0.25,0.2707852914950167,3.0,0.0,0.0,2.0,3.6666666666666665,0.0,0.0,0.5,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,medium,seed_0005,3,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.791666666666666,0.4982608642958916,0.0,2.0,0.9583333333333334,0.125,0.22373617513014663,3.0,0.0,0.0,1.9583333333333333,3.6666666666666665,0.0,0.0,0.5,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,3,0.0,0.0
low,medium,seed_0005,4,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.916666666666666,0.2763853991962833,0.0,1.0,1.0,0.20833333333333334,0.20688079002834328,3.0,0.0,0.0,2.0,3.6666666666666665,0.0,0.0,0.5,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,medium,seed_0005,5,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.958333333333334,0.19982631347136331,0.0,1.0,1.0,0.041666666666666664,0.15749149571305296,3.0,0.0,0.0,2.0,3.6666666666666665,0.0,0.0,0.5,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,medium,seed_0005,6,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.791666666666666,0.6441510347391795,0.0,3.0,0.9583333333333334,0.25,0.17041241452319314,3.0,0.0,0.0,1.9583333333333333,3.6736111111111107,0.03330438557856061,0.6030226891555273,0.19848865542223637,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,4,0.0,0.0
low,medium,seed_0005,7,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.875,0.33071891388307384,0.0,1.0,1.0,0.16666666666666666,0.17415816237971962,3.0,0.0,0.0,2.0,3.6666666666666665,0.0,0.0,0.5,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,medium,seed_0005,8,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.875,0.4389855730355308,0.0,2.0,0.9583333333333334,0.16666666666666666,0.1306085379057191,3.0,0.0,0.0,1.9583333333333333,3.6666666666666665,0.0,0.0,0.5,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,3,0.0,0.0
low,medium,seed_0005,9,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.791666666666666,0.4982608642958916,0.0,2.0,0.9583333333333334,0.16666666666666666,0.13243507533816698,3.0,0.0,0.0,1.9583333333333333,3.6805555555555554,0.06660877115712113,0.5345224838248489,0.23273875808757555,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,4,0.0,0.0
low,medium,seed_0005,10,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.833333333333334,0.3726779962499649,0.0,1.0,1.0,0.20833333333333334,0.15608276150343048,3.0,0.0,0.0,2.0,3.6666666666666665,0.0,0.0,0.5,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,medium,seed_0005,11,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.833333333333334,0.3726779962499649,0.0,1.0,1.0,0.16666666666666666,0.18758955740431596,3.0,0.0,0.0,2.0,3.6666666666666665,0.0,0.0,0.5,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,medium,seed_0005,12,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.833333333333334,0.3726779962499649,0.0,1.0,1.0,0.16666666666666666,0.19990921750574864,3.0,0.0,0.0,2.0,3.6666666666666665,0.0,0.0,0.5,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,medium,seed_0005,13,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.791666666666666,0.4982608642958916,0.0,2.0,0.9583333333333334,0.2916666666666667,0.21283013631588876,3.0,0.0,0.0,1.9583333333333333,3.6736111111111107,0.03330438557856061,0.5345224838248489,0.23273875808757555,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,4,0.0,0.0
low,medium,seed_0005,14,0,0.7471841780840182,3000.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.833333333333334,0.4714045207910317,0.0,2.0,0.9583333333333334,0.2916666666666667,0.22247448713915893,3.0,0.0,0.0,1.9583333333333333,3.6805555555555554,0.06660877115712113,0.6030226891555273,0.19848865542223637,16.0,6.0,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.7471841780840182,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,heavy,seed_0005,0,1,0.35593639169248764,1500.0,1.0,2.0,1.0,0.4000000000000001,1.0,2.0,0.0,14.708333333333334,0.8405933750763339,0.0,3.0,0.9166666666666666,0.3333333333333333,0.2381025645962592,0.0,0.0,0.0,4.916666666666667,3.6875,0.07316426217258852,0.8332689490483726,0.08336552547581372,12.0,2.0,0.35593639169248764,0.35593639169248764,0.35593639169248764,0.35593639169248764,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,4,0.0,0.0
low,heavy,seed_0005,1,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.666666666666666,0.6871842709362768,0.25,3.0,0.9583333333333334,0.2916666666666667,0.2698430051832832,2.0,0.0,0.0,2.9583333333333335,3.6805555555555554,0.06660877115712113,0.4588314677411236,0.2705842661294382,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,4,0.0,0.0
low,heavy,seed_0005,2,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.916666666666666,0.2763853991962833,0.0,1.0,1.0,0.25,0.2707852914950167,2.0,0.0,0.0,3.0,3.6666666666666665,0.0,0.0,0.5,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,heavy,seed_0005,3,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.791666666666666,0.4982608642958916,0.0,2.0,0.9583333333333334,0.125,0.22373617513014663,2.0,0.0,0.0,2.9583333333333335,3.6666666666666665,0.0,0.0,0.5,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,3,0.0,0.0
low,heavy,seed_0005,4,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.916666666666666,0.2763853991962833,0.0,1.0,1.0,0.20833333333333334,0.20688079002834328,2.0,0.0,0.0,3.0,3.6666666666666665,0.0,0.0,0.5,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,heavy,seed_0005,5,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.958333333333334,0.19982631347136331,0.0,1.0,1.0,0.041666666666666664,0.15749149571305296,2.0,0.0,0.0,3.0,3.6666666666666665,0.0,0.0,0.5,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,heavy,seed_0005,6,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.791666666666666,0.6441510347391795,0.0,3.0,0.9583333333333334,0.25,0.17041241452319314,2.0,0.0,0.0,2.9583333333333335,3.6736111111111107,0.03330438557856061,0.6030226891555273,0.19848865542223637,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,4,0.0,0.0
low,heavy,seed_0005,7,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.875,0.33071891388307384,0.0,1.0,1.0,0.16666666666666666,0.17415816237971962,2.0,0.0,0.0,3.0,3.6666666666666665,0.0,0.0,0.5,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,heavy,seed_0005,8,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.875,0.4389855730355308,0.0,2.0,0.9583333333333334,0.16666666666666666,0.1306085379057191,2.0,0.0,0.0,2.9583333333333335,3.6666666666666665,0.0,0.0,0.5,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,3,0.0,0.0
low,heavy,seed_0005,9,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.791666666666666,0.4982608642958916,0.0,2.0,0.9583333333333334,0.16666666666666666,0.13243507533816698,2.0,0.0,0.0,2.9583333333333335,3.6805555555555554,0.06660877115712113,0.5345224838248489,0.23273875808757555,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,4,0.0,0.0
low,heavy,seed_0005,10,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.833333333333334,0.3726779962499649,0.0,1.0,1.0,0.20833333333333334,0.15608276150343048,2.0,0.0,0.0,3.0,3.6666666666666665,0.0,0.0,0.5,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,heavy,seed_0005,11,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.833333333333334,0.3726779962499649,0.0,1.0,1.0,0.16666666666666666,0.18758955740431596,2.0,0.0,0.0,3.0,3.6666666666666665,0.0,0.0,0.5,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
low,heavy,seed_0005,12,0,0.5559363916924877,1500.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,14.833333333333334,0.3726779962499649,0.0,1.0,1.0,0.16666666666666666,0.19990921750574864,2.0,0.0,0.0,3.0,3.6666666666666665,0.0,0.0,0.5,24.0,2.0,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.5559363916924877,0.0,0,cqi|cost|switching,cqi|cost|switching,cqi,1,2,0.0,0.0
