n_transitions,positive_transitions,positive_prevalence,leave_one_seed_out_roc_auc,leave_one_seed_out_average_precision,threshold,precision,recall,f1,balanced_accuracy
840,60,0.07142857142857142,0.7756623931623933,0.1644786862145287,0.5,0.14150943396226415,0.75,0.23809523809523808,0.7
