quality_mean_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
"high[3,4)",282,0,0.0,1.0,0.0,0.0
low(<2),227,24,0.10572687224669604,1.105726872246696,0.0040819563253013825,0.038608503576809006
"mid[2,3)",311,0,0.0,1.0,0.0,0.0
