user_count,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
2,259,0,0.0,1.0,0.0,0.0
3,107,0,0.0,1.0,0.0,0.0
4,171,0,0.0,1.0,0.0,1.1102230246251565e-16
5,183,1,0.00546448087431694,1.005464480874317,6.905598679312173e-05,0.012637245583141055
6,50,0,0.0,1.0,0.0,0.0
7,60,3,0.05,1.05,0.0028579701071857313,0.05715940214371462
