metric,value
split_name,full_bundle
scenario_count,830
multi_group_count,4
multi_group_ratio,0.004819277108433735
mean_teacher_group_count,1.0048192771084337
max_teacher_group_count,2
mean_teacher_gain_vs_single,0.00022182584580034354
max_teacher_gain_vs_single,0.05715940214371462
positive_gain_count,4
positive_gain_ratio,0.004819277108433735
