metric,value
split_name,full_bundle
scenario_count,830
multi_group_count,10
multi_group_ratio,0.012048192771084338
mean_teacher_group_count,1.0120481927710843
max_teacher_group_count,2
mean_teacher_gain_vs_single,0.00024166154992220226
max_teacher_gain_vs_single,0.03242487072117384
positive_gain_count,10
positive_gain_ratio,0.012048192771084338
