quality_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,627,4,0.006379585326953748,1.0063795853269537,0.000206018403944488,0.03242487072117384
1,201,6,0.029850746268656716,1.0298507462686568,0.00035525147841907416,0.011900924527038947
2,2,0,0.0,1.0,0.0,0.0
