quality_mean_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
"high[3,4)",248,0,0.0,1.0,0.0,0.0
low(<2),311,10,0.03215434083601286,1.0321543408360128,0.0006449488309820832,0.03242487072117384
"mid[2,3)",271,0,0.0,1.0,0.0,0.0
