quality_mean_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
"high[3,4)",248,0,0.0,1.0,0.0,0.0
low(<2),352,25,0.07102272727272728,1.0710227272727273,0.0006900106636175559,0.05715940214371462
"mid[2,3)",230,0,0.0,1.0,0.0,0.0
