method,utility,adr_kbps,used_spectral_efficiency,system_spectral_efficiency,served_ratio,unserved_ratio,average_quality,rb_utilization,avg_switching,fairness,avg_groups,selected_epoch,selection_validation_loss,pair_sampling,train_positive_pairs,train_negative_pairs,train_active_negative_ratio,train_mean_negative_distance,dataset,feature_mode,max_groups,rb_budget_ratio,focus_ue_ids,train_window_end,test_window_start,test_window_end,seed
No grouping,0.5471841780840183,3000.0,23.333333333333332,16.666666666666668,1.0,0.0,3.0,0.7142857142857143,0.39999999999999997,1.0,1.0,12,0.000939194733862907,random_balanced,6.23781388478582,0.050221565731166914,0.0066469719350073855,0.8753390528178198,p3_6g_temporal_focus,history_cost_quality,3,0.28,0|1|15|2|3|4|5,43.7,43.8,43.9,9
CQI k-means,0.5790831051936908,5050.0,28.055555555555557,28.055555555555557,1.0,0.0,3.5714285714285716,1.0,0.5142857142857143,0.8831270019911696,2.0,12,0.000939194733862907,random_balanced,6.23781388478582,0.050221565731166914,0.0066469719350073855,0.8753390528178198,p3_6g_temporal_focus,history_cost_quality,3,0.28,0|1|15|2|3|4|5,43.7,43.8,43.9,9
Resource-cost k-means,0.5790831051936908,5050.0,28.055555555555557,28.055555555555557,1.0,0.0,3.5714285714285716,1.0,0.5142857142857143,0.8831270019911696,2.0,12,0.000939194733862907,random_balanced,6.23781388478582,0.050221565731166914,0.0066469719350073855,0.8753390528178198,p3_6g_temporal_focus,history_cost_quality,3,0.28,0|1|15|2|3|4|5,43.7,43.8,43.9,9
Multi-feature k-means,0.5790831051936908,5050.0,28.055555555555557,28.055555555555557,1.0,0.0,3.5714285714285716,1.0,0.5142857142857143,0.8831270019911696,2.0,12,0.000939194733862907,random_balanced,6.23781388478582,0.050221565731166914,0.0066469719350073855,0.8753390528178198,p3_6g_temporal_focus,history_cost_quality,3,0.28,0|1|15|2|3|4|5,43.7,43.8,43.9,9
Offline teacher,0.5796090488051922,4571.428571428572,25.396825396825395,25.396825396825395,1.0,0.0,3.4285714285714284,1.0,0.48571428571428577,0.8470510381338406,2.0,12,0.000939194733862907,random_balanced,6.23781388478582,0.050221565731166914,0.0066469719350073855,0.8753390528178198,p3_6g_temporal_focus,history_cost_quality,3,0.28,0|1|15|2|3|4|5,43.7,43.8,43.9,9
LE-GRA MVP,0.5790831051936908,5050.0,28.055555555555557,28.055555555555557,1.0,0.0,3.5714285714285716,1.0,0.5142857142857143,0.8831270019911696,2.0,12,0.000939194733862907,random_balanced,6.23781388478582,0.050221565731166914,0.0066469719350073855,0.8753390528178198,p3_6g_temporal_focus,history_cost_quality,3,0.28,0|1|15|2|3|4|5,43.7,43.8,43.9,9
