timestamp_s,ue_id,serving_gnb,wideband_cqi,previous_quality,total_rbs,rb_available,wideband_sinr_db,rsrp_dbm,rsrq_db,mcs
4.9,15,gnb_1,13.600000,3,25,7,,,,
4.9,31,gnb_1,14.640000,3,25,7,,,,
5.0,0,gnb_2,13.760000,3,25,7,,,,
5.0,1,gnb_2,14.320000,1,25,7,,,,
5.0,15,gnb_1,13.600000,3,25,7,,,,
5.0,31,gnb_1,14.360000,3,25,7,,,,
5.1,0,gnb_2,13.760000,3,25,7,,,,
5.1,1,gnb_2,14.320000,2,25,7,,,,
5.1,15,gnb_1,13.600000,3,25,7,,,,
5.1,31,gnb_1,14.360000,3,25,7,,,,
5.2,0,gnb_2,13.760000,3,25,7,,,,
5.2,1,gnb_2,14.320000,3,25,7,,,,
5.2,15,gnb_1,13.600000,3,25,7,,,,
5.2,31,gnb_1,14.360000,3,25,7,,,,
5.3,0,gnb_2,13.760000,3,25,7,,,,
5.3,1,gnb_2,14.320000,3,25,7,,,,
5.3,15,gnb_1,13.600000,3,25,7,,,,
5.3,31,gnb_1,14.360000,3,25,7,,,,
5.4,0,gnb_2,13.760000,3,25,7,,,,
5.4,1,gnb_2,14.320000,3,25,7,,,,
5.4,15,gnb_1,13.640000,3,25,7,,,,
5.4,31,gnb_1,14.360000,3,25,7,,,,
5.5,0,gnb_2,13.760000,3,25,7,,,,
5.5,1,gnb_2,14.320000,3,25,7,,,,
5.5,15,gnb_1,13.640000,3,25,7,,,,
5.5,31,gnb_1,14.360000,3,25,7,,,,
5.6,0,gnb_2,13.760000,3,25,7,,,,
5.6,1,gnb_2,14.320000,3,25,7,,,,
5.6,15,gnb_1,13.640000,3,25,7,,,,
5.6,31,gnb_1,14.360000,3,25,7,,,,
5.7,0,gnb_2,13.760000,3,25,7,,,,
5.7,1,gnb_2,14.320000,3,25,7,,,,
5.7,15,gnb_1,13.640000,3,25,7,,,,
5.7,31,gnb_1,14.360000,3,25,7,,,,
5.8,0,gnb_2,13.760000,3,25,7,,,,
5.8,1,gnb_2,14.320000,3,25,7,,,,
5.8,15,gnb_1,13.640000,3,25,7,,,,
5.8,31,gnb_1,14.360000,3,25,7,,,,
5.9,0,gnb_2,13.800000,3,25,7,,,,
5.9,1,gnb_2,14.320000,3,25,7,,,,
5.9,15,gnb_1,14.880000,3,25,7,,,,
5.9,31,gnb_1,14.360000,3,25,7,,,,
6.0,0,gnb_2,14.040000,3,25,7,,,,
6.0,1,gnb_2,14.280000,3,25,7,,,,
