split,count,mean_teacher_gain_vs_cqi,mean_resource_gain_vs_cqi,mean_multifeature_gain_vs_cqi,mean_cqi_span,mean_same_cqi_cost_std
train,12.0,0.01746950407893159,0.0010221123478056555,0.00037923223436548786,5.666666666666667,0.005883894140130366
test,6.0,0.0146966142125076,0.0007092036138432456,0.004747830231936849,5.666666666666667,0.005672635742824196
