timestamp_s,ue_id,serving_gnb,wideband_cqi,previous_quality,total_rbs,rb_available,wideband_sinr_db,rsrp_dbm,rsrq_db,mcs
0.2,0,gnb_1,15.000000,3,25,12,34.080375,-65.419625,,
0.3,0,gnb_1,15.000000,3,25,12,34.082001,-65.417999,,
0.4,0,gnb_1,15.000000,3,25,12,34.084512,-65.415488,,
0.5,0,gnb_1,15.000000,3,25,12,34.087732,-65.412268,,
0.6,0,gnb_1,15.000000,3,25,12,34.091519,-65.408481,,
0.7,0,gnb_1,15.000000,3,25,12,34.095771,-65.404229,,
0.8,0,gnb_1,15.000000,3,25,12,34.100908,-65.399092,,
0.9,0,gnb_1,15.000000,3,25,12,34.106732,-65.393268,,
1.0,0,gnb_1,15.000000,3,25,12,34.113097,-65.386903,,
1.1,0,gnb_1,15.000000,3,25,12,34.119881,-65.380119,,
1.2,0,gnb_1,15.000000,3,25,12,34.127378,-65.372622,,
1.3,0,gnb_1,15.000000,3,25,12,34.135011,-65.364989,,
1.4,0,gnb_1,15.000000,3,25,12,34.143355,-65.356645,,
1.5,0,gnb_1,15.000000,3,25,12,34.152445,-65.347555,,
1.6,0,gnb_1,15.000000,3,25,12,34.161942,-65.338058,,
1.7,0,gnb_1,15.000000,3,25,12,34.171880,-65.328120,,
1.8,0,gnb_1,15.000000,3,25,12,34.182546,-65.317454,,
1.9,0,gnb_1,15.000000,3,25,12,34.193362,-65.306638,,
2.0,0,gnb_1,15.000000,3,25,12,34.204509,-65.295491,,
2.1,0,gnb_1,15.000000,3,25,12,34.216541,-65.283459,,
2.2,0,gnb_1,15.000000,3,25,12,34.228924,-65.271076,,
2.3,0,gnb_1,15.000000,3,25,12,34.241571,-65.258429,,
2.4,0,gnb_1,15.000000,3,25,12,34.254771,-65.245229,,
2.5,0,gnb_1,15.000000,3,25,12,34.268326,-65.231674,,
2.6,0,gnb_1,15.000000,3,25,12,34.282445,-65.217555,,
2.7,0,gnb_1,15.000000,3,25,12,34.296651,-65.203349,,
2.8,0,gnb_1,15.000000,3,25,12,34.311376,-65.188624,,
2.9,0,gnb_1,15.000000,3,25,12,34.326541,-65.173459,,
3.0,0,gnb_1,15.000000,3,25,12,34.342430,-65.157570,,
3.1,0,gnb_1,15.000000,3,25,12,34.359127,-65.140873,,
3.2,0,gnb_1,15.000000,3,25,12,34.376643,-65.123357,,
3.3,0,gnb_1,15.000000,3,25,12,34.395005,-65.104995,,
3.4,0,gnb_1,15.000000,3,25,12,34.414217,-65.085783,,
3.5,0,gnb_1,15.000000,3,25,12,34.433699,-65.066301,,
3.6,0,gnb_1,15.000000,3,25,12,34.453687,-65.046313,,
3.7,0,gnb_1,15.000000,3,25,12,38.610200,-60.889800,,
3.8,0,gnb_1,15.000000,3,25,12,38.631113,-60.868887,,
3.9,0,gnb_1,15.000000,3,25,12,38.652417,-60.847583,,
4.0,0,gnb_1,15.000000,3,25,12,38.674406,-60.825594,,
4.1,0,gnb_1,15.000000,3,25,12,38.696735,-60.803265,,
4.2,0,gnb_1,15.000000,3,25,12,38.719231,-60.780769,,
4.3,0,gnb_1,15.000000,3,25,12,38.742275,-60.757725,,
4.4,0,gnb_1,15.000000,3,25,12,38.765983,-60.734017,,
4.5,0,gnb_1,15.000000,3,25,12,38.790401,-60.709599,,
4.6,0,gnb_1,15.000000,3,25,12,38.815710,-60.684290,,
4.7,0,gnb_1,15.000000,3,25,12,38.841435,-60.658565,,
4.8,0,gnb_1,15.000000,3,25,12,38.867400,-60.632600,,
4.9,0,gnb_1,15.000000,3,25,12,38.894297,-60.605703,,
5.0,0,gnb_1,15.000000,3,25,12,38.921919,-60.578081,,
5.1,0,gnb_1,15.000000,3,25,12,38.950235,-60.549765,,
5.2,0,gnb_1,15.000000,3,25,12,38.978637,-60.521363,,
5.3,0,gnb_1,15.000000,3,25,12,39.007730,-60.492270,,
5.3,1,gnb_1,15.000000,3,25,12,44.303810,-55.196190,,
5.4,0,gnb_1,15.000000,3,25,12,39.037484,-60.462516,,
5.4,1,gnb_1,15.000000,3,25,12,44.305528,-55.194472,,
5.5,0,gnb_1,15.000000,3,25,12,39.067889,-60.432111,,
5.5,1,gnb_1,15.000000,3,25,12,44.308044,-55.191956,,
5.6,0,gnb_1,15.000000,3,25,12,39.098439,-60.401561,,
5.6,1,gnb_1,15.000000,3,25,12,44.311409,-55.188591,,
5.7,0,gnb_1,15.000000,3,25,12,39.129097,-60.370903,,
5.7,1,gnb_1,15.000000,3,25,12,44.315516,-55.184484,,
5.8,0,gnb_1,15.000000,3,25,12,39.159965,-60.340035,,
5.8,1,gnb_1,15.000000,3,25,12,44.320225,-55.179775,,
5.9,0,gnb_1,15.000000,3,25,12,39.191124,-60.308876,,
5.9,1,gnb_1,15.000000,3,25,12,44.325320,-55.174680,,
6,0,gnb_1,15.000000,3,25,12,39.191124,-60.308876,,
6,1,gnb_1,15.000000,3,25,12,44.325320,-55.174680,,
