rb_budget_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
tight(<0.45),820,15,0.018292682926829267,1.0182926829268293,0.002972034759868046,0.44027234131265747
