timestamp_s,ue_id,demand_class,serving_gnb,active_ues_same_gnb,raw_feedback_timestamp_s,achievable_kbps_if_all_budget_assigned,effective_capacity_kbps,ewma_capacity_kbps,buffer_s,previous_quality,next_quality,stalled
0.2,0,conservative,gnb_2,1,0.294,9280.000000,9280.000000,4454.400000,7.740000,0,1,0
0.3,0,conservative,gnb_2,1,0.396,9280.000000,9280.000000,5516.032000,9.327273,1,2,0
0.4,0,conservative,gnb_2,1,0.498,9280.000000,9280.000000,6344.104960,9.845939,2,3,0
0.5,0,conservative,gnb_2,1,0.594,9280.000000,9280.000000,6990.001869,10.055273,3,4,0
0.6,0,conservative,gnb_2,1,0.696,9280.000000,9280.000000,7493.801458,10.115273,4,4,0
0.7,0,conservative,gnb_2,1,0.798,9280.000000,9280.000000,7886.765137,10.175273,4,5,0
0.8,0,conservative,gnb_2,1,0.894,9280.000000,9280.000000,8193.276807,10.199006,5,5,0
0.9,0,conservative,gnb_2,1,0.996,9280.000000,9280.000000,8432.355909,10.222739,5,5,0
1.0,0,conservative,gnb_2,1,1.098,9280.000000,9280.000000,8618.837609,10.246473,5,5,0
1.1,0,conservative,gnb_2,1,1.194,9280.000000,9280.000000,8764.293335,10.270206,5,5,0
1.2,0,conservative,gnb_2,1,1.296,9280.000000,9280.000000,8877.748801,10.293939,5,5,0
1.3,0,conservative,gnb_2,1,1.398,9280.000000,9280.000000,8966.244065,10.317673,5,5,0
1.4,0,conservative,gnb_2,1,1.494,9280.000000,9280.000000,9035.270371,10.341406,5,5,0
1.5,0,conservative,gnb_2,1,1.596,9280.000000,9280.000000,9089.110889,10.365139,5,5,0
1.6,0,conservative,gnb_2,1,1.698,9280.000000,9280.000000,9131.106494,10.388873,5,5,0
1.7,0,conservative,gnb_2,1,1.794,9280.000000,9280.000000,9163.863065,10.412606,5,5,0
1.8,0,conservative,gnb_2,1,1.896,9280.000000,9280.000000,9189.413191,10.436339,5,5,0
1.9,0,conservative,gnb_2,1,1.998,9280.000000,9280.000000,9209.342289,10.460073,5,5,0
2.0,0,conservative,gnb_2,1,2.094,9184.000000,9184.000000,9203.766985,10.482526,5,5,0
2.1,0,conservative,gnb_2,1,2.196,9184.000000,9184.000000,9199.418248,10.504979,5,5,0
2.2,0,conservative,gnb_2,1,2.298,9184.000000,9184.000000,9196.026234,10.527433,5,5,0
2.3,0,conservative,gnb_2,1,2.394,9184.000000,9184.000000,9193.380462,10.549886,5,5,0
2.4,0,conservative,gnb_2,1,2.496,9184.000000,9184.000000,9191.316761,10.572339,5,5,0
2.5,0,conservative,gnb_2,1,2.598,9184.000000,9184.000000,9189.707073,10.594793,5,5,0
