rb_budget_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
tight(<0.45),820,0,0.0,1.0,4.0617915535066705e-19,1.1102230246251565e-16
