load_level,seed,split,scenario_index,dispersion,teacher_k,teacher_group_ids,teacher_utility,no_group_utility,teacher_gain_over_no_group,top1_top2_gap,near_optimal_within_0.001,near_optimal_within_0.005,candidate_count
light,23,train,12,mid,3,2|0|0|0|2|2|1|2|1|2|1|1|1|1|2|1|1|1|1|1|1|1|2|2,0.8424941345063756,0.8291666666666667,0.01332746783970884,0.0010638054207647851,1,78,277
light,23,train,13,mid,3,2|1|0|0|1|0|0|0|2|2|2|0|0|0|1|0|0|0|0|1|0|1|0|1,0.8572695279125685,0.85,0.007269527912568519,0.0012115879854280864,1,22,277
light,23,train,14,high,3,2|1|0|0|0|0|2|0|0|0|0|1|2|0|0|0|2|1|0|0|1|0|0|0,0.679393650791296,0.4101030583591543,0.2692905924321417,0.00015340022002141573,2,2,277
light,23,train,15,high,3,1|1|1|1|1|1|1|1|0|1|1|1|2|0|1|2|1|0|1|1|1|1|1|1,0.7296129272609829,0.43926972502582107,0.29034320223516186,0.005664264158786958,1,1,277
light,23,train,16,low,3,0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|2|2|2|2|2|2|2|2|2,0.9524231759708561,0.9500000000000001,0.002423175970856062,0.0,2,277,277
light,23,train,17,mid,3,1|2|2|2|1|1|0|0|1|1|1|2|1|1|1|1|2|1|1|1|1|1|1|1,0.8685579399271405,0.8624999999999999,0.006057939927140543,0.0,24,156,277
light,23,train,18,high,3,2|1|0|0|2|0|2|0|1|0|0|1|1|0|1|2|1|1|1|1|2|1|1|1,0.7428591374277386,0.6305175114173516,0.112341626010387,0.000971312437095806,5,8,277
light,23,train,19,high,3,0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|2|0|0|1|0|0|0,0.6362056827988322,0.14994639978752514,0.48625928301130705,0.0009077004457120896,2,2,277
light,23,train,20,high,3,0|0|1|1|2|1|0|1|1|1|0|1|1|2|1|2|0|0|1|1|0|0|1|1,0.6562805631022838,0.4226030583591543,0.23367750474312948,0.002200659246499148,1,2,277
light,23,train,21,low,3,0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|2|2|2|2|2|2|2,0.9268912732604738,0.9208333333333334,0.006057939927140432,0.0012115879854280864,1,30,277
light,23,train,22,mid,3,0|1|1|1|2|1|2|1|1|2|2|1|1|1|2|2|2|1|1|2|2|2|2|2,0.8657506438105651,0.85,0.015750643810565124,0.0012115879854280864,1,87,277
light,23,train,23,mid,3,1|1|0|0|2|0|1|2|0|1|1|1|2|0|0|0|0|1|0|1|2|0|1|1,0.8871158798542808,0.875,0.012115879854280753,0.0012115879854279754,1,51,277
light,23,train,24,high,3,2|0|0|2|0|1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|0|0|0|0,0.7078531217242973,0.4559363916924877,0.2519167300318096,0.0034122472319273456,1,2,277
light,23,train,25,low,3,0|0|1|1|1|1|1|1|1|1|2|1|1|1|2|1|1|1|1|1|1|1|1|1,0.9256796852750457,0.9208333333333334,0.004846351941712346,0.0012115879854280864,1,277,277
light,23,train,26,low,3,0|0|0|0|0|0|0|0|1|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2,0.9185579399271404,0.9125,0.006057939927140432,0.0012115879854279754,1,105,277
light,23,train,27,low,3,0|0|0|0|0|0|0|1|1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|2,0.9084811158979965,0.9,0.008481115897996494,0.0012115879854279754,1,21,277
light,23,train,28,mid,3,0|1|1|2|1|0|2|1|1|1|1|1|1|1|1|2|1|1|1|2|2|1|1|2,0.8572695279125685,0.85,0.007269527912568519,0.0,23,161,277
light,23,train,29,mid,3,0|0|0|1|2|0|0|0|1|1|0|0|1|1|0|2|0|0|0|2|0|0|0|2,0.8977246065938073,0.8916666666666666,0.006057939927140654,0.0012115879854281975,1,138,277
light,23,train,30,high,3,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0,0.7521496349871252,0.6430175114173516,0.10913212356977353,0.0,2,4,277
light,23,train,31,high,3,0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0,0.7656153297688628,0.6221841780840183,0.14343115168484455,0.0002488061040168965,2,2,277
light,23,train,32,high,2,1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|1,0.6561687272344234,0.47260305835915434,0.1835656688752691,0.007463044435591315,1,1,277
light,23,train,33,low,3,2|0|1|1|1|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.9209811158979965,0.9125,0.008481115897996494,0.0012115879854279754,1,15,277
light,23,train,34,mid,3,0|0|0|2|0|2|0|2|2|2|2|0|2|2|0|2|0|1|2|1|0|1|2|2,0.846276681027323,0.8332447783169407,0.013031902710382348,0.0001477825646633013,2,30,277
light,23,train,35,low,3,0|0|0|2|0|0|0|0|0|0|0|0|0|1|1|2|1|1|1|1|1|1|2|2,0.9173463519417124,0.9125,0.004846351941712457,0.0,23,277,277
light,23,train,36,high,3,0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|1|0|2|0|0|1|0|2|1,0.6708695056899711,0.43510305835915436,0.2357664473308167,0.0072142383315743075,1,1,277
light,23,train,37,low,3,0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|1|1|1|1|1|1|2|2|2,0.9239361945792351,0.9166666666666666,0.007269527912568519,0.0012115879854279754,1,63,277
light,23,train,38,high,2,0|1|0|0|1|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0,0.6561687272344234,0.439269725025821,0.21689900220860242,0.0072142383315744185,1,1,277
light,23,train,39,low,3,0|0|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.897724606593807,0.8916666666666666,0.006057939927140432,0.0,23,170,277
light,23,test,0,mid,2,0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|1|1|0|0|0|1|0,0.8935579399271404,0.8875000000000001,0.006057939927140321,0.0,23,122,277
light,23,test,1,low,3,0|0|0|0|0|2|0|0|0|2|0|0|0|0|0|0|0|0|1|1|0|1|1|1,0.922724606593807,0.9166666666666666,0.006057939927140321,0.0012115879854280864,1,30,277
light,23,test,2,mid,3,1|1|0|2|2|1|1|2|1|1|2|2|1|1|2|1|2|2|2|2|2|2|2|1,0.8711288984626598,0.8541666666666666,0.01696223179599321,0.0012115879854279754,1,107,277
light,23,test,3,low,3,0|0|0|0|0|0|0|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.9369680972896176,0.9333333333333332,0.0036347639562843703,0.0012115879854279754,1,277,277
light,23,test,4,mid,3,2|2|1|0|1|1|1|2|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1,0.9018912732604738,0.8958333333333334,0.006057939927140432,0.0012115879854279754,1,154,277
light,23,test,5,low,3,0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2,0.8734042918688526,0.8624999999999999,0.010904291868852667,0.0012115879854279754,1,33,277
light,23,test,6,mid,3,1|0|1|1|2|1|0|1|1|2|1|1|1|2|1|2|2|2|2|2|1|1|1|1,0.870449213187614,0.8583333333333334,0.012115879854280642,0.0012115879854279754,1,73,277
light,23,test,7,low,3,2|0|0|0|0|1|0|1|2|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.932801430622951,0.9291666666666667,0.0036347639562842593,0.0012115879854281975,1,277,277
light,23,test,8,high,3,0|1|0|0|0|1|0|1|0|0|2|1|0|0|0|1|0|1|0|0|0|0|0|0,0.650377471444324,0.42676972502582095,0.22360774641850306,0.0072142383315744185,1,1,277
light,23,test,9,mid,3,1|2|1|0|0|2|2|1|1|0|1|1|1|1|2|0|1|2|1|1|2|1|2|1,0.8549941345063754,0.8416666666666668,0.013327467839708618,0.001063805420764674,1,45,277
light,23,test,10,high,2,0|1|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0,0.714959348327494,0.41843639169248764,0.29652295663500633,0.0072142383315744185,1,1,277
light,23,test,11,low,3,0|0|0|0|2|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.9173463519417123,0.9125,0.004846351941712346,0.0,2,277,277
light,23,test,12,mid,3,0|0|2|1|1|1|1|1|0|1|0|1|1|1|2|1|2|1|1|1|1|1|1|1,0.8334811158979966,0.8249999999999998,0.008481115897996716,0.0012115879854280864,1,91,277
light,23,test,13,low,3,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|2,0.9239361945792351,0.9166666666666666,0.007269527912568519,0.0012115879854279754,1,16,277
light,23,test,14,mid,3,2|2|0|1|0|2|1|2|1|2|1|1|1|1|2|1|1|2|1|2|2|2|2|1,0.8699173104772316,0.8624999999999998,0.00741731047723182,0.00014778256466307926,3,148,277
light,23,test,15,low,3,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|2,0.9209811158979965,0.9125,0.008481115897996494,0.0012115879854279754,1,19,277
light,23,test,16,low,3,2|0|0|0|0|0|2|2|0|0|0|1|0|1|1|1|2|2|2|2|2|2|2|2,0.9173463519417124,0.9125,0.004846351941712457,0.0012115879854279754,1,277,277
light,23,test,17,high,3,0|0|0|0|1|0|1|2|0|1|0|1|1|1|0|0|1|1|1|2|0|1|1|1,0.7544651446963195,0.389269725025821,0.3651954196704985,0.0012115879854279754,1,6,277
light,23,test,18,high,3,0|2|1|1|1|0|2|1|0|1|1|0|2|1|1|1|1|1|1|1|1|2|1|1,0.5738082964650443,0.451769725025821,0.12203857143922325,0.00220065924649937,1,3,277
light,23,test,19,high,2,0|0|0|1|0|1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1,0.8076293778543379,0.6180175114173516,0.18961186643698624,0.002200659246499148,1,2,277
medium,9,train,0,mid,1,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.8833333333333333,0.8833333333333333,0.0,0.002200659246499259,1,3,277
medium,9,train,1,low,3,0|0|0|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.9161347639562841,0.9125,0.0036347639562841483,0.0,2,38,277
medium,9,train,2,mid,2,0|0|0|1|1|0|0|1|0|1|0|1|0|0|0|0|1|1|1|1|1|1|1|1,0.8574173104772317,0.8416666666666665,0.015750643810565235,0.0012115879854279754,1,5,277
medium,9,train,3,mid,2,1|0|1|0|1|0|1|0|1|0|0|0|1|1|1|1|0|1|0|0|0|1|1|1,0.8574173104772317,0.8416666666666667,0.015750643810565013,0.007121745347905217,1,1,277
medium,9,train,4,high,3,0|0|2|1|0|2|0|1|1|1|0|0|2|2|1|0|2|0|1|0|1|0|0|1,0.5069729317372047,0.09994639978752513,0.4070265319496796,0.007931127009295214,1,1,277
medium,9,train,5,high,3,2|0|1|1|0|1|1|0|0|0|1|0|0|0|0|1|0|1|0|0|0|2|0|0,0.5745817974972272,0.11244639978752513,0.462135397709702,0.007463044435591315,1,1,277
medium,9,train,6,low,3,0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1,0.8970449213187615,0.8958333333333334,0.0012115879854280864,0.0,3,32,277
medium,9,train,7,high,3,1|1|2|1|2|1|1|0|0|1|0|1|1|1|1|2|1|0|0|1|0|1|0|1,0.44222494709512317,0.18327973312085852,0.2589452139742646,0.0038019910996471284,1,2,277
medium,9,train,8,mid,1,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.8624999999999999,0.8625000000000002,-2.220446049250313e-16,0.002200659246499148,1,2,277
medium,9,train,9,low,3,0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2,0.9060579399271403,0.9,0.006057939927140321,0.0012115879854279754,1,45,277
medium,9,train,10,mid,2,0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.8786347639562843,0.875,0.0036347639562842593,0.0012115879854281975,1,10,277
medium,9,train,11,low,3,0|0|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.9024231759708563,0.9,0.002423175970856284,0.0,6,64,277
medium,9,train,12,high,3,0|0|1|1|0|0|0|0|0|0|2|0|1|0|0|0|0|0|0|0|0|0|0|0,0.49765348173668195,0.12911306645419182,0.36854041528249015,0.0,3,3,277
medium,9,train,13,mid,2,0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0.8457447783169408,0.8457447783169405,3.3306690738754696e-16,2.220446049250313e-16,8,9,277
medium,9,train,14,low,3,0|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.8786347639562844,0.875,0.0036347639562843703,0.0012115879854280864,1,52,277
medium,9,train,15,low,3,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|1,0.9357565093041895,0.9333333333333332,0.002423175970856284,0.0,5,35,277
medium,9,train,16,low,3,0|0|0|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|2|1|1,0.9322695279125686,0.9249999999999999,0.00726952791256863,0.0012115879854280864,1,24,277
medium,9,train,17,high,3,0|1|0|2|1|2|1|0|1|1|1|1|1|1|1|1|0|2|0|1|1|1|1|0,0.5005631060537066,0.1166130664541918,0.3839500395995148,0.005265518992975393,1,1,277
medium,9,train,18,low,3,0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2,0.9055260372167578,0.8958333333333334,0.00969270388342447,0.0012115879854279754,1,27,277
medium,9,train,19,mid,1,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.8500000000000001,0.8500000000000001,0.0,1.1102230246251565e-16,3,6,277
medium,9,train,20,high,3,0|1|1|1|1|1|0|1|1|2|0|0|1|0|0|1|0|1|0|1|0|2|0|0,0.5597983140320991,0.10827973312085848,0.45151858091124064,0.00033276853200159273,2,4,277
medium,9,train,21,low,3,0|0|0|0|0|0|0|0|0|0|1|2|1|1|1|1|1|1|1|1|1|2|1|2,0.8990839771438983,0.8833333333333334,0.0157506438105649,0.0012115879854279754,1,48,277
medium,9,train,22,mid,2,0|1|1|0|1|0|1|1|0|1|1|0|0|0|0|0|1|1|1|1|0|0|1|1,0.8990839771438983,0.8916666666666667,0.007417310477231598,0.0012115879854279754,1,5,277
medium,9,train,23,low,3,1|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1,0.9102246065938071,0.9041666666666667,0.006057939927140432,0.0,5,33,277
medium,9,train,24,mid,2,1|1|1|0|0|1|0|1|0|0|1|0|0|1|1|0|1|1|1|1|1|0|1|0,0.8794622317959933,0.8625000000000002,0.0169622317959931,0.0012115879854283085,1,5,277
medium,9,train,25,high,3,0|1|0|1|2|1|1|0|0|1|0|1|1|0|2|2|0|0|0|1|0|1|1|0,0.4699329114937116,0.14577973312085848,0.32415317837285307,0.002031859490818133,1,2,277
medium,9,train,26,high,3,1|0|2|1|2|1|2|1|0|0|0|2|0|2|2|2|0|2|0|0|0|2|0|1,0.4237692947902157,0.10827973312085848,0.3154895616693572,0.0078563039133549,1,1,277
medium,9,train,27,high,2,0|0|0|1|1|1|1|0|1|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0,0.6082564299182466,0.08327973312085847,0.5249766967973881,0.015547571664907833,1,1,277
medium,9,train,28,high,3,1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|1|0|1|1|0,0.5737115085994852,0.4226030583591544,0.15110845024033076,0.006505231567493941,1,1,277
medium,9,train,29,high,2,1|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1,0.3141278813770723,0.18327973312085852,0.1308481482562138,0.019502962984576044,1,1,277
medium,9,train,30,high,2,1|0|0|0|0|0|1|0|1|0|0|1|0|0|0|1|0|1|0|1|0|1|1|1,0.4813212149049239,0.13327973312085847,0.34804148178406547,0.004626748117681934,1,2,277
medium,9,train,31,low,3,0|0|0|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.9190898426375229,0.9166666666666666,0.002423175970856284,0.0012115879854283085,1,32,277
medium,9,train,32,low,3,0|0|0|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0.9298463519417123,0.9249999999999999,0.004846351941712346,0.0012115879854279754,1,67,277
medium,9,train,33,high,2,0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|1|0|0|0|0|0|0|1|0,0.7186687272344234,0.09161306645419182,0.6270556607802316,0.007463044435591315,1,1,277
medium,9,train,34,low,3,0|0|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0.9119680972896175,0.9083333333333333,0.0036347639562841483,0.0012115879854279754,1,42,277
medium,9,train,35,mid,2,0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0.8845449213187614,0.8833333333333333,0.0012115879854280864,0.0012115879854279754,1,2,277
medium,9,train,36,low,3,0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1,0.9025709585355196,0.9,0.002570958535519585,0.0001477825646633013,3,76,277
medium,9,train,37,high,3,0|0|0|0|0|0|0|0|1|0|2|2|0|0|0|0|0|0|0|0|2|1|1|0,0.6066977170444794,0.09994639978752516,0.5067513172569542,0.007463044435591315,1,1,277
medium,9,train,38,mid,2,0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0.8982565093041894,0.8958333333333334,0.002423175970856062,0.0012115879854280864,1,5,277
medium,9,train,39,high,3,1|0|2|0|1|0|1|0|1|1|0|2|0|0|0|0|0|1|1|0|1|0|0|0,0.6564410290268223,0.43510305835915436,0.22133797066766797,0.0072142383315744185,1,1,277
medium,9,test,0,low,3,0|0|0|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.8840130186083789,0.8791666666666668,0.004846351941712124,0.0012115879854280864,1,56,277
medium,9,test,1,high,2,1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|1|0|0|0|0|1|0,0.538499733509895,0.08744639978752515,0.45105333372236983,0.007463044435591426,1,1,277
medium,9,test,2,low,3,0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2|2|2|2,0.9482565093041896,0.9458333333333333,0.002423175970856284,0.0,25,78,277
medium,9,test,3,mid,2,0|0|1|1|1|1|0|0|0|1|1|1|1|1|1|0|0|0|0|1|1|0|0|1,0.8574173104772317,0.85,0.007417310477231709,0.0012115879854279754,1,5,277
medium,9,test,4,high,3,2|0|0|1|2|2|1|1|1|2|0|0|0|1|0|0|1|0|1|1|0|1|1|0,0.5354227097261506,0.14577973312085848,0.3896429766052921,0.0072142383315744185,1,1,277
medium,9,test,5,mid,2,1|1|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|0|1|0|1|1|1,0.8563535050564669,0.85,0.006353505056466924,0.0012115879854280864,1,4,277
medium,9,test,6,high,3,0|0|1|0|1|0|1|1|1|0|0|1|2|1|0|0|0|0|1|0|0|0|0|1,0.5507962983829817,0.11244639978752514,0.4383498985954566,0.015373588656831028,1,1,277
medium,9,test,7,mid,2,0|1|1|0|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1,0.8756796852750458,0.8708333333333332,0.004846351941712568,0.0012115879854283085,1,5,277
medium,9,test,8,mid,1,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.8583333333333334,0.8583333333333334,0.0,0.002200659246499259,1,3,277
medium,9,test,9,mid,1,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.8708333333333332,0.8708333333333332,0.0,0.002200659246499037,1,3,277
medium,9,test,10,high,2,1|1|1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1|0|0|0|1|0,0.5036604742074094,0.13327973312085847,0.37038074108655095,0.007463044435591315,1,1,277
medium,9,test,11,high,2,0|0|1|0|0|0|1|0|1|0|0|0|1|1|1|1|0|0|0|0|1|0|0|0,0.7213642049976786,0.6221841780840184,0.09918002691366024,0.007367638551595723,1,1,277
medium,9,test,12,low,3,2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|2|2|2,0.8994680972896175,0.8958333333333334,0.0036347639562841483,0.0,2,57,277
medium,9,test,13,high,3,0|0|0|1|0|1|0|1|1|0|1|2|0|1|1|0|1|0|1|0|0|0|0|1,0.544547754833145,0.11244639978752513,0.43210135504561986,0.0003442119880124883,2,2,277
medium,9,test,14,mid,2,0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0.832801430622951,0.8291666666666666,0.0036347639562843703,0.0012115879854280864,1,4,277
medium,9,test,15,high,3,1|1|1|0|0|1|1|0|1|0|0|1|0|0|1|2|0|0|1|0|0|1|2|1,0.6056316473654324,0.08744639978752515,0.5181852475779073,0.015547571664907722,1,1,277
medium,9,test,16,mid,1,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.8708333333333332,0.8708333333333332,0.0,0.002200659246499148,1,3,277
medium,9,test,17,mid,2,0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0.8774231759708563,0.875,0.002423175970856284,0.0009160228561018169,2,7,277
medium,9,test,18,high,3,0|1|0|0|1|1|0|2|1|0|1|0|1|0|0|0|0|0|1|0|1|0|0|1,0.44052483713599927,0.08327973312085848,0.35724510401514076,0.009541304014209107,1,1,277
medium,9,test,19,high,3,0|0|0|2|1|0|2|1|2|0|0|1|0|1|0|0|1|0|2|0|1|1|0|0,0.5737320913875407,0.10411306645419181,0.46961902493334884,0.000716888677720795,2,2,277
medium,17,train,0,low,3,0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|1|1|2,0.931589842637523,0.9291666666666667,0.002423175970856284,0.0012115879854281975,1,52,277
medium,17,train,1,mid,1,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.8916666666666667,0.8916666666666666,1.1102230246251565e-16,0.002200659246499481,1,2,277
medium,17,train,2,mid,2,1|0|1|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0|1,0.8650709585355193,0.8625000000000002,0.002570958535519141,0.002570958535519141,1,8,277
medium,17,train,3,mid,2,1|0|1|1|1|0|1|0|0|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1,0.8343085837377053,0.8291666666666666,0.005141917071038726,0.0022753934061926495,1,4,277
medium,17,train,4,mid,2,0|0|0|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0.8521868383898002,0.841578111650274,0.010608726739526286,0.007121745347905217,1,1,277
medium,17,train,5,high,3,2|0|0|0|0|0|0|1|1|0|1|0|0|1|0|2|0|0|0|0|0|1|0|1,0.6016636743803973,0.07494639978752514,0.5267172745928721,0.01579637776892473,1,1,277
medium,17,train,6,low,3,0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2|2|2|2|2,0.9140071531147544,0.8958333333333334,0.018173819781421074,0.0012115879854279754,1,15,277
medium,17,train,7,low,3,0|0|0|1|1|1|1|1|1|1|1|1|1|2|1|1|1|2|2|2|1|2|2|2,0.9121158798542809,0.9,0.012115879854280864,0.0012115879854279754,1,37,277
medium,17,train,8,low,3,0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2,0.9369680972896175,0.9333333333333332,0.0036347639562842593,0.0012115879854278644,1,68,277
medium,17,train,9,low,2,0|0|0|0|0|0|0|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,0.9666666666666668,0.9666666666666667,1.1102230246251565e-16,0.0,24,25,277
medium,17,train,10,mid,2,1|0|1|1|1|0|0|0|1|0|0|1|0|0|0|1|1|1|1|1|1|1|1|0,0.8502955651293265,0.8333333333333334,0.0169622317959931,0.0012115879854280864,1,5,277
medium,17,train,11,high,3,1|0|0|1|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|1|0|2|1,0.5549629650496484,0.10827973312085848,0.4466832319287899,0.00014069934560601016,2,2,277
medium,17,train,12,high,2,0|1|1|1|1|1|0|0|0|1|1|1|1|0|0|1|0|0|0|0|1|1|1|0,0.48118037883572945,0.13744639978752513,0.34373397904820435,0.004995867503791107,1,2,277
medium,17,train,13,high,2,0|0|0|0|0|1|0|0|1|1|0|1|0|1|0|0|1|0|0|1|1|0|0|0,0.7046975383310118,0.6305175114173517,0.0741800269136601,0.014735277103191224,1,1,277
medium,17,train,14,mid,2,1|1|1|0|1|1|1|1|1|1|1|0|1|0|1|1|1|0|1|1|0|1|1|1,0.8271868383898001,0.8249114449836071,0.0022753934061929826,0.0012115879854279754,1,20,277
medium,17,train,15,low,3,0|0|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.9203014306229509,0.9166666666666666,0.0036347639562842593,0.0,11,77,277
medium,17,train,16,mid,2,1|1|0|1|1|1|0|0|0|0|0|0|1|1|1|0|1|1|1|1|1|1|1|1,0.8568854077668492,0.8541666666666666,0.0027187411001825534,0.0012115879854279754,1,7,277
medium,17,train,17,mid,1,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.8666666666666667,0.8666666666666666,1.1102230246251565e-16,0.002200659246499259,1,4,277
medium,17,train,18,low,3,0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2,0.8703014306229511,0.8666666666666666,0.0036347639562844813,0.0,11,54,277
medium,17,train,19,mid,2,0|1|0|1|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|1|0|0|1|0,0.8918144492313299,0.8833333333333333,0.008481115897996605,0.0012115879854279754,1,5,277
medium,17,train,20,low,3,0|0|1|1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2,0.8768912732604738,0.8708333333333332,0.006057939927140543,0.0012115879854279754,1,65,277
medium,17,train,21,low,3,1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1,0.9065898426375227,0.9041666666666667,0.002423175970856062,0.0012115879854279754,1,57,277
medium,17,train,22,low,3,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|1|1,0.9203014306229509,0.9166666666666666,0.0036347639562842593,0.0012115879854280864,1,38,277
medium,17,train,23,mid,2,1|0|0|1|1|0|0|1|0|1|1|0|1|0|0|1|1|1|0|1|0|1|1|0,0.8740839771438983,0.8624114449836072,0.011672532160291071,0.0012115879854279754,1,5,277
medium,17,train,24,high,3,0|2|0|0|0|0|1|1|1|1|0|0|0|2|1|0|1|0|0|0|0|0|0|0,0.48873438533622676,0.12494639978752513,0.3637879855487016,0.004626748117681878,1,2,277
medium,17,train,25,low,3,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|2|2|2|2,0.8994680972896177,0.8958333333333334,0.0036347639562843703,2.220446049250313e-16,2,80,277
medium,17,train,26,high,2,0|1|0|1|1|0|0|1|1|0|0|0|0|0|1|1|0|0|1|0|0|1|0|0,0.5770078863684099,0.4101030583591543,0.16690482800925566,0.005788342889773146,1,1,277
medium,17,train,27,high,3,2|0|1|1|2|0|1|2|0|1|1|1|1|0|1|0|2|0|0|0|2|2|0|1,0.4735471054202023,0.11244639978752514,0.36110070563267715,0.0010315710314034998,1,2,277
