load_level,seed,split,scenario_index,nearest_neighbor_same_teacher_group,nearest_neighbor_mean_distance,same_cqi_pair_count,same_cqi_same_group_ratio,same_cqi_mean_cost_distance
medium,9,train,31,0.625,0.2205914705991745,81,0.5925925925925926,0.0
medium,9,train,32,0.8333333333333334,0.24102990329265594,91,0.8681318681318682,0.0
medium,9,train,33,0.9166666666666666,0.6912603378295898,31,1.0,0.009946536963745471
medium,9,train,34,0.8333333333333334,0.2654781639575958,79,0.8354430379746836,0.0008860760946062547
medium,9,train,35,0.9166666666666666,0.37254154682159424,39,0.9230769230769231,0.0017948721845944722
medium,9,train,36,0.375,0.28052660822868347,72,0.5694444444444444,0.00013888891165455183
medium,9,train,37,0.9583333333333334,0.803920567035675,19,1.0,0.01833084490346281
medium,9,train,38,0.9166666666666666,0.35083648562431335,74,0.8918918918918919,0.001045779702631203
medium,9,train,39,0.9166666666666666,0.8073351979255676,17,0.8823529411764706,0.018734134295407462
medium,9,test,0,0.75,0.2533252537250519,85,0.5411764705882353,0.0
medium,9,test,1,0.9583333333333334,1.145135521888733,19,0.9473684210526315,0.02768885167805772
medium,9,test,2,0.5,0.21995194256305695,111,0.45045045045045046,0.0
medium,9,test,3,0.8333333333333334,0.33963701128959656,49,0.7959183673469388,0.006772839749345974
medium,9,test,4,0.9583333333333334,0.8299821019172668,11,0.8181818181818182,0.028568827885795723
medium,9,test,5,0.7916666666666666,0.3883095979690552,36,0.7777777777777778,0.005457656406280067
medium,9,test,6,0.875,0.9925598502159119,14,1.0,0.03319051396101713
medium,9,test,7,0.75,0.35632291436195374,40,0.8,0.006435093493200839
medium,9,test,8,1.0,0.4068078100681305,34,1.0,0.006309823516537161
medium,9,test,9,1.0,0.34134939312934875,47,1.0,0.006963387785598319
medium,9,test,10,1.0,0.7344852089881897,19,1.0,0.030546047283630622
medium,9,test,11,0.875,0.5446810126304626,17,1.0,0.013829147114473231
medium,9,test,12,0.5,0.24845099449157715,78,0.5256410256410257,0.0
medium,9,test,13,0.9166666666666666,1.2464423179626465,14,1.0,0.026111833551632508
medium,9,test,14,0.75,0.32208362221717834,48,0.9166666666666666,0.009419872735937437
medium,9,test,15,0.9166666666666666,1.1571491956710815,24,0.9166666666666666,0.019901282309244078
medium,9,test,16,1.0,0.36872735619544983,51,1.0,0.0051259079984590115
medium,9,test,17,0.9166666666666666,0.31288424134254456,36,0.8333333333333334,0.007619319716468453
medium,9,test,18,0.7916666666666666,0.7979357838630676,16,0.875,0.03158048423938453
medium,9,test,19,0.8333333333333334,0.9492679238319397,17,0.9411764705882353,0.018031917128931072
medium,17,train,0,0.7083333333333334,0.2768639028072357,85,0.7294117647058823,0.0008235295467516955
medium,17,train,1,1.0,0.39309653639793396,36,1.0,0.003489022712326712
medium,17,train,2,0.625,0.39206042885780334,54,0.6296296296296297,0.00698743705396299
medium,17,train,3,0.8333333333333334,0.4001578986644745,38,0.631578947368421,0.007037322429057799
medium,17,train,4,0.5416666666666666,0.44762101769447327,36,0.7222222222222222,0.006883130822744634
medium,17,train,5,0.7916666666666666,1.2670458555221558,21,0.8571428571428571,0.07222308533354885
medium,17,train,6,0.4166666666666667,0.22667932510375977,123,0.4715447154471545,0.0
medium,17,train,7,0.5,0.25725820660591125,103,0.47572815533980584,0.0
medium,17,train,8,0.7083333333333334,0.24055106937885284,91,0.8241758241758241,0.0
medium,17,train,9,0.4583333333333333,0.30657634139060974,80,0.5625,0.00017677675932645798
medium,17,train,10,0.75,0.39899301528930664,36,0.6944444444444444,0.004301468376070261
medium,17,train,11,0.9583333333333334,1.3265902996063232,12,1.0,0.024747299263253808
medium,17,train,12,0.9583333333333334,0.8701884150505066,17,1.0,0.02735437173396349
medium,17,train,13,1.0,0.5484641194343567,26,1.0,0.018768935679243162
medium,17,train,14,0.7916666666666666,0.4305499494075775,39,0.8717948717948718,0.00743739440655097
medium,17,train,15,0.7916666666666666,0.24924392998218536,91,0.7692307692307693,0.0
medium,17,train,16,0.5,0.35507526993751526,40,0.725,0.00555833587422967
medium,17,train,17,1.0,0.42827507853507996,50,1.0,0.0034684841334819794
medium,17,train,18,0.625,0.31156304478645325,118,0.8305084745762712,0.0
medium,17,train,19,0.6666666666666666,0.3661748468875885,50,0.76,0.004262742996215821
medium,17,train,20,0.625,0.2689588963985443,91,0.5054945054945055,0.0004395605116100102
medium,17,train,21,0.9166666666666666,0.2775614261627197,79,0.9493670886075949,0.00037974689768839484
medium,17,train,22,0.6666666666666666,0.26122865080833435,77,0.7792207792207793,0.0007792209069450181
medium,17,train,23,0.7916666666666666,0.37796369194984436,55,0.6363636363636364,0.008262681994925846
medium,17,train,24,1.0,1.1320632696151733,12,0.9166666666666666,0.047381039087971054
medium,17,train,25,0.4166666666666667,0.2591138184070587,105,0.45714285714285713,0.0
medium,17,train,26,0.9583333333333334,0.9596127867698669,13,1.0,0.03254627665648094
medium,17,train,27,0.875,0.8943551182746887,17,0.8235294117647058,0.031906240948421115
medium,17,train,28,0.9166666666666666,1.1307917833328247,18,1.0,0.028337541967630386
medium,17,train,29,0.9166666666666666,1.8919552564620972,22,0.9545454545454546,0.0516003074801781
medium,17,train,30,0.8333333333333334,0.25944122672080994,72,0.8194444444444444,0.0008333334699273109
medium,17,train,31,0.625,0.36364200711250305,80,0.675,0.0
medium,17,train,32,0.9583333333333334,0.31588107347488403,64,0.921875,0.0016651341575197875
medium,17,train,33,0.7083333333333334,0.282330185174942,79,0.810126582278481,0.0
medium,17,train,34,1.0,1.2831016778945923,27,1.0,0.05647259478077844
medium,17,train,35,0.625,0.4824872314929962,51,0.6078431372549019,0.007178382765428692
medium,17,train,36,0.7083333333333334,0.23941326141357422,88,0.6590909090909091,0.0007954546758397059
medium,17,train,37,0.9583333333333334,1.0634828805923462,17,1.0,0.03334040698759696
medium,17,train,38,0.4166666666666667,0.2550450563430786,101,0.5544554455445545,9.900991721908645e-05
medium,17,train,39,0.5833333333333334,0.2789059579372406,91,0.5934065934065934,0.0
medium,17,test,0,0.9166666666666666,0.712033748626709,17,0.9411764705882353,0.03135538457290215
medium,17,test,1,0.9166666666666666,0.37163519859313965,38,0.8947368421052632,0.008185036137307944
medium,17,test,2,0.875,0.3690444529056549,34,0.7941176470588235,0.0034284867510637816
medium,17,test,3,1.0,0.6320297122001648,20,1.0,0.023221634328365326
medium,17,test,4,0.8333333333333334,0.27622485160827637,73,0.8767123287671232,0.0
medium,17,test,5,0.7916666666666666,0.401766300201416,38,0.8421052631578947,0.0085498599923755
medium,17,test,6,0.5833333333333334,0.3103346824645996,72,0.5833333333333334,0.00019641862147384218
medium,17,test,7,0.4583333333333333,0.24152147769927979,105,0.4857142857142857,0.0
medium,17,test,8,0.9583333333333334,1.1508820056915283,28,1.0,0.019300546031445265
medium,17,test,9,0.5416666666666666,0.2864955961704254,79,0.6075949367088608,0.0
medium,17,test,10,0.875,0.35210391879081726,49,0.8979591836734694,0.004215686068851121
medium,17,test,11,0.625,0.2885299623012543,67,0.7761194029850746,0.0002985075116157532
medium,17,test,12,0.7916666666666666,0.43456482887268066,40,0.725,0.005172878690063954
medium,17,test,13,0.9583333333333334,0.8655151724815369,17,0.9411764705882353,0.04830282718381461
medium,17,test,14,0.875,0.48911669850349426,46,0.7608695652173914,0.0072728920242060785
medium,17,test,15,1.0,0.507234513759613,44,1.0,0.0016070612155917015
medium,17,test,16,0.375,0.29482951760292053,93,0.41935483870967744,0.0
medium,17,test,17,0.9166666666666666,0.7445171475410461,31,0.9354838709677419,0.037953409156010996
medium,17,test,18,0.5833333333333334,0.23294921219348907,75,0.52,0.0
medium,17,test,19,0.875,0.42504575848579407,31,1.0,0.004835712573220653
medium,23,train,0,0.8333333333333334,0.390710711479187,32,0.875,0.005723035312257707
medium,23,train,1,0.9166666666666666,0.964735209941864,26,1.0,0.03631343943281816
medium,23,train,2,0.8333333333333334,0.6615673899650574,26,1.0,0.01629290794237302
medium,23,train,3,0.7083333333333334,0.2768109142780304,82,0.8780487804878049,0.0
medium,23,train,4,1.0,0.37159886956214905,43,1.0,0.004049818118124507
medium,23,train,5,0.9166666666666666,0.37387093901634216,42,0.9285714285714286,0.007043413906579926
medium,23,train,6,0.5833333333333334,0.3762497901916504,50,0.8,0.0073800463974475865
medium,23,train,7,0.5416666666666666,0.27110281586647034,83,0.37349397590361444,0.000481927789837481
medium,23,train,8,0.7916666666666666,0.3827597200870514,38,0.7894736842105263,0.009093477880876315
medium,23,train,9,0.9583333333333334,1.0137120485305786,16,1.0,0.026957883732393384
medium,23,train,10,0.8333333333333334,0.2469661980867386,79,0.8481012658227848,0.0008860760946062547
medium,23,train,11,0.9166666666666666,0.9686262011528015,17,0.9411764705882353,0.07635686568477575
medium,23,train,12,0.75,0.3438710868358612,39,0.8461538461538461,0.005781441329954526
medium,23,train,13,0.9583333333333334,0.3945680856704712,36,0.8611111111111112,0.005538996981663836
medium,23,train,14,0.7916666666666666,0.7966272234916687,18,0.9444444444444444,0.015979668746391933
medium,23,train,15,0.8333333333333334,0.9845747947692871,16,0.9375,0.020653992134612054
medium,23,train,16,0.875,0.2558172047138214,82,0.9024390243902439,0.0
medium,23,train,17,1.0,0.37556982040405273,30,1.0,0.008261775846282642
medium,23,train,18,0.7083333333333334,0.45557379722595215,24,0.75,0.02835049949741612
medium,23,train,19,0.9583333333333334,0.8907535672187805,17,1.0,0.039808898945065105
medium,23,train,20,0.9583333333333334,1.1739239692687988,20,1.0,0.02586102457717061
medium,23,train,21,0.5416666666666666,0.254709929227829,83,0.6024096385542169,0.0
medium,23,train,22,0.875,0.3711510896682739,38,0.8947368421052632,0.003853145619168093
medium,23,train,23,0.75,0.34519442915916443,51,0.8823529411764706,0.004705883270385219
medium,23,train,24,0.9166666666666666,0.787857711315155,25,0.92,0.022802749201655387
medium,23,train,25,0.75,0.24903564155101776,73,0.821917808219178,0.0
medium,23,train,26,0.5833333333333334,0.22577746212482452,94,0.7021276595744681,0.0
medium,23,train,27,0.5,0.2238801270723343,85,0.4823529411764706,0.0
medium,23,train,28,0.875,0.3769586980342865,58,0.7413793103448276,0.009051831824512318
medium,23,train,29,0.9583333333333334,0.31496933102607727,36,1.0,0.009446514977349175
