method,utility,adr_kbps,used_spectral_efficiency,system_spectral_efficiency,served_ratio,unserved_ratio,average_quality,rb_utilization,avg_switching,fairness,avg_groups,selected_epoch,selection_validation_loss,pair_sampling,train_positive_pairs,train_negative_pairs,train_active_negative_ratio,train_mean_negative_distance,dataset,feature_mode,max_groups,rb_budget_ratio,focus_ue_ids,train_window_end,test_window_start,test_window_end,seed
No grouping,0.5471841780840183,3000.0,25.0,14.285714285714286,1.0,0.0,3.0,0.5714285714285714,0.39999999999999997,1.0,1.0,12,0.014845590589468256,random_balanced,2.0,0.13224368499257058,0.05943536404160475,0.6179661985812853,p3_6g_temporal_focus,history_cost_quality,3,0.28,1|2|3|4|5|6,27.4,27.5,27.6,9
CQI k-means,0.5707506041175935,4925.0,23.452380952380953,23.452380952380953,1.0,0.0,3.5,1.0,0.5,0.8636889660390795,2.0,12,0.014845590589468256,random_balanced,2.0,0.13224368499257058,0.05943536404160475,0.6179661985812853,p3_6g_temporal_focus,history_cost_quality,3,0.28,1|2|3|4|5|6,27.4,27.5,27.6,9
Resource-cost k-means,0.5707506041175935,4925.0,23.452380952380953,23.452380952380953,1.0,0.0,3.5,1.0,0.5,0.8636889660390795,2.0,12,0.014845590589468256,random_balanced,2.0,0.13224368499257058,0.05943536404160475,0.6179661985812853,p3_6g_temporal_focus,history_cost_quality,3,0.28,1|2|3|4|5|6,27.4,27.5,27.6,9
Multi-feature k-means,0.5707506041175935,4925.0,23.452380952380953,23.452380952380953,1.0,0.0,3.5,1.0,0.5,0.8636889660390795,2.0,12,0.014845590589468256,random_balanced,2.0,0.13224368499257058,0.05943536404160475,0.6179661985812853,p3_6g_temporal_focus,history_cost_quality,3,0.28,1|2|3|4|5|6,27.4,27.5,27.6,9
Offline teacher,0.5713642049976785,4366.666666666667,20.793650793650794,20.793650793650794,1.0,0.0,3.3333333333333335,1.0,0.46666666666666673,0.8227144158396855,2.0,12,0.014845590589468256,random_balanced,2.0,0.13224368499257058,0.05943536404160475,0.6179661985812853,p3_6g_temporal_focus,history_cost_quality,3,0.28,1|2|3|4|5|6,27.4,27.5,27.6,9
LE-GRA MVP,0.5707506041175935,4925.0,23.452380952380953,23.452380952380953,1.0,0.0,3.5,1.0,0.5,0.8636889660390795,2.0,12,0.014845590589468256,random_balanced,2.0,0.13224368499257058,0.05943536404160475,0.6179661985812853,p3_6g_temporal_focus,history_cost_quality,3,0.28,1|2|3|4|5|6,27.4,27.5,27.6,9
