serving_gnb,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
gnb_1,430,0,0.0,1.0,-1.0327656043024712e-18,0.0
gnb_2,390,15,0.038461538461538464,1.0384615384615385,0.002240865021873871,0.16083185759435376
