cqi_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,156,0,0.0,1.0,0.0,0.0
1,258,0,0.0,1.0,0.0,0.0
2,140,0,0.0,1.0,-3.96508223080413e-18,1.1102230246251565e-16
3+,266,15,0.05639097744360902,1.056390977443609,0.0032854787914692097,0.16083185759435376
