method,utility,adr_kbps,used_spectral_efficiency,system_spectral_efficiency,served_ratio,unserved_ratio,average_quality,rb_utilization,avg_switching,fairness,avg_groups,selected_epoch,selection_validation_loss,pair_sampling,train_positive_pairs,train_negative_pairs,train_active_negative_ratio,train_mean_negative_distance,scenario_mode,load_level,rb_budget_ratio,kmax,seed,feature_mode,train_scenarios,test_scenarios
No grouping,0.5555175114173516,3000.0,21.944444444444443,11.764705882352942,1.0,0.0,3.0,0.536764705882353,0.38333333333333336,1.0,1.0,3,0.1643744559603677,random_balanced,35.214285714285715,30.785714285714285,0.9380739795918368,0.740778213186932,anti_cqi_hard,focused,0.24,3,9,history_cost_quality,16,8
CQI k-means,0.5631905221082654,3080.208333333333,18.96759259259259,12.079248366013072,1.0,0.0,2.854166666666667,0.6691176470588235,0.28750000000000003,0.861848997130111,1.375,3,0.1643744559603677,random_balanced,35.214285714285715,30.785714285714285,0.9380739795918368,0.740778213186932,anti_cqi_hard,focused,0.24,3,9,history_cost_quality,16,8
Resource-cost k-means,0.5910372810788701,3721.875,17.555402369281047,14.595588235294116,1.0,0.0,2.9375,0.8602941176470589,0.22916666666666669,0.7841179181578772,1.75,3,0.1643744559603677,random_balanced,35.214285714285715,30.785714285714285,0.9380739795918368,0.740778213186932,anti_cqi_hard,focused,0.24,3,9,history_cost_quality,16,8
Multi-feature k-means,0.5880622570961298,3453.125,14.56232492997199,13.541666666666668,1.0,0.0,2.6875,0.9338235294117647,0.12083333333333335,0.6460029946336312,2.125,3,0.1643744559603677,random_balanced,35.214285714285715,30.785714285714285,0.9380739795918368,0.740778213186932,anti_cqi_hard,focused,0.24,3,9,history_cost_quality,16,8
Offline teacher,0.6317218347486369,4156.770833333334,16.808546335200745,16.30106209150327,1.0,0.0,3.072916666666667,0.9705882352941176,0.19791666666666669,0.7529252511768603,2.125,3,0.1643744559603677,random_balanced,35.214285714285715,30.785714285714285,0.9380739795918368,0.740778213186932,anti_cqi_hard,focused,0.24,3,9,history_cost_quality,16,8
LE-GRA MVP,0.5980196882224645,3700.0,16.286509395424837,14.509803921568627,1.0,0.0,2.875,0.9117647058823529,0.18333333333333335,0.7284999316510848,2.0,3,0.1643744559603677,random_balanced,35.214285714285715,30.785714285714285,0.9380739795918368,0.740778213186932,anti_cqi_hard,focused,0.24,3,9,history_cost_quality,16,8
