scenario_index,feature_mode,users,rbs,rb_budget_ratio,cqi_min,cqi_max,cqi_span,mean_cost_std,max_same_cqi_cost_std,teacher_groups,cqi_groups,resource_groups,multifeature_groups,teacher_gain_vs_no_grouping,teacher_gain_vs_cqi,resource_gain_vs_cqi,multifeature_gain_vs_cqi,resource_gap_vs_teacher,multifeature_gap_vs_teacher,cqi_pairwise_vs_teacher,resource_pairwise_vs_teacher,multifeature_pairwise_vs_teacher,teacher_utility,cqi_utility,resource_utility,multifeature_utility,no_grouping_utility,split,seed,accepted,acceptance_score,selected
10,history_cost_quality,12,72,0.2361111111111111,8,10,2,0.014654147017985104,0.008486251286955253,2,2,2,2,0.036075164734554854,1.1102230246251565e-16,-0.029163753766340172,-0.029163753766340172,0.029163753766340283,0.029163753766340283,1.0,0.8333333333333334,0.8333333333333334,0.6082593428185731,0.608259342818573,0.5790955890522328,0.5790955890522328,0.5721841780840182,train,9,0,0.020159145189016462,0
11,history_cost_quality,12,72,0.2361111111111111,8,10,2,0.010344975060024634,0.006279935169560435,2,2,1,2,0.07704758162454317,0.04097241688998854,-0.03607516473455463,-0.029163753766340283,0.07704758162454317,0.07013617065632882,0.5909090909090909,0.696969696969697,0.5151515151515151,0.6075650930418949,0.5665926761519063,0.5305175114173517,0.537428922385566,0.5305175114173517,train,9,0,0.12203860838463877,0
12,history_cost_quality,12,72,0.2361111111111111,8,10,2,0.01279998173316288,0.007411023422954679,2,2,2,2,0.06523891850089492,0.017677654910014717,0.017677654910014717,-0.04064985262266563,0.0,0.058327507532680345,0.5909090909090909,1.0,0.696969696969697,0.6040897632515799,0.5864121083415652,0.6040897632515799,0.5457622557188996,0.538850844750685,train,9,1,0.08750517983623028,0
13,history_cost_quality,12,72,0.2361111111111111,8,10,2,0.011630200844894186,0.006075623359577019,2,2,2,2,0.12356642603357515,0.11665501506536069,0.058327507532680345,0.0,0.058327507532680345,0.11665501506536069,0.5151515151515151,0.696969696969697,0.5151515151515151,0.6790839374509269,0.5624289223855662,0.6207564299182465,0.5624289223855662,0.5555175114173517,train,9,1,0.3549396565200836,1
14,history_cost_quality,12,72,0.2361111111111111,8,10,2,0.00975058021304021,0.006075623359577019,1,1,1,1,-2.220446049250313e-16,-2.220446049250313e-16,0.0,0.0,-2.220446049250313e-16,-2.220446049250313e-16,1.0,1.0,1.0,0.7457447783169405,0.7457447783169407,0.7457447783169407,0.7457447783169407,0.7457447783169407,train,9,0,0.0015189058398936996,0
15,history_cost_quality,12,72,0.2361111111111111,8,10,2,0.015193957305181492,0.0041011365018266445,2,2,2,2,0.04756126359088031,0.04064985262266574,0.0,0.0,0.04064985262266574,0.04064985262266574,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5947454416748986,0.5540955890522329,0.5540955890522329,0.5540955890522329,0.5471841780840183,train,9,1,0.10610562116622829,0
16,history_cost_quality,12,72,0.2361111111111111,8,10,2,0.010835144035481185,0.00723171266287653,2,1,1,2,0.04962440565368709,0.04962440565368709,0.0,0.00691141096821446,0.04962440565368709,0.04271299468547263,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5718085837377054,0.5221841780840183,0.5221841780840183,0.5290955890522328,0.5221841780840183,train,9,1,0.13105250052609768,0
17,history_cost_quality,12,72,0.2361111111111111,8,10,2,0.012230607626656913,0.0068146302980924755,2,2,2,2,0.006911410968214571,0.00691141096821446,0.00691141096821446,0.00691141096821446,0.0,0.0,0.696969696969697,1.0,1.0,0.5624289223855662,0.5555175114173517,0.5624289223855662,0.5624289223855662,0.5555175114173516,train,9,0,0.031077154189434627,0
18,history_cost_quality,12,72,0.2361111111111111,8,10,2,0.012801435202960695,0.0050005715265492735,2,2,1,2,0.03607516473455463,0.0,-0.03607516473455463,-0.029163753766340172,0.03607516473455463,0.029163753766340172,1.0,0.4696969696969697,0.8333333333333334,0.6165926761519063,0.6165926761519063,0.5805175114173516,0.5874289223855661,0.5805175114173516,train,9,0,0.019287725248914634,0
19,history_cost_quality,12,72,0.2361111111111111,8,10,2,0.01422115209920259,0.006481481481481485,2,2,1,2,0.04756126359088031,0.011486098856325677,-0.03607516473455463,-0.02916375376634006,0.04756126359088031,0.04064985262266574,0.696969696969697,0.4696969696969697,0.8333333333333334,0.6030787750082319,0.5915926761519062,0.5555175114173516,0.5624289223855662,0.5555175114173516,train,9,0,0.04837319987846188,0
