quality_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,727,0,0.0,1.0,0.0,0.0
1,101,9,0.0891089108910891,1.0891089108910892,0.002404789639538395,0.05715940214371451
2,2,0,0.0,1.0,0.0,0.0
