quality_mean_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
"high[3,4)",248,0,0.0,1.0,0.0,0.0
low(<2),321,9,0.028037383177570093,1.02803738317757,0.0007566472074560055,0.05715940214371462
"mid[2,3)",261,0,0.0,1.0,0.0,0.0
