dispersion,seed,scenario_index,method,utility,adr_kbps
low,8,0,CQI+cost+joint 3-way union,0.9352813505177419,7035.333333333333
low,8,1,No grouping,0.938666666666667,7500.0
low,8,1,CQI k-means,0.9468085379287436,7024.0
low,8,1,CQI k-means (k-means++),0.9468085379287436,7024.0
low,8,1,Resource-cost k-means,0.9396359370550091,7443.333333333333
low,8,1,Resource-cost k-means (k-means++),0.9396359370550091,7443.333333333333
low,8,1,Multi-feature k-means,0.9483593705500915,6933.333333333333
low,8,1,Multi-feature k-means (k-means++),0.9483593705500915,6933.333333333333
low,8,1,CQI+resource-cost joint k-means (single clustering),0.9482442566156241,6375.333333333333
low,8,1,"CQI+resource-cost hybrid (paper method, union)",0.9468085379287436,7024.0
low,8,1,CQI+cost+joint 3-way union,0.9482442566156241,6375.333333333333
low,8,2,No grouping,0.932,7500.0
low,8,2,CQI k-means,0.9393664549514028,7069.333333333333
low,8,2,CQI k-means (k-means++),0.9393664549514028,7069.333333333333
low,8,2,Resource-cost k-means,0.9325815622330057,7466.0
low,8,2,Resource-cost k-means (k-means++),0.9325815622330057,7466.0
low,8,2,Multi-feature k-means,0.9411111416504195,6967.333333333333
low,8,2,Multi-feature k-means (k-means++),0.9413049957280877,6956.0
low,8,2,CQI+resource-cost joint k-means (single clustering),0.9325815622330057,7466.0
low,8,2,"CQI+resource-cost hybrid (paper method, union)",0.9393664549514028,7069.333333333333
low,8,2,CQI+cost+joint 3-way union,0.9393664549514028,7069.333333333333
low,8,3,No grouping,0.9340000000000002,7500.0
low,8,3,CQI k-means,0.9531915536891805,6378.0
low,8,3,CQI k-means (k-means++),0.9531915536891805,6378.0
low,8,3,Resource-cost k-means,0.934387708155337,7477.333333333333
low,8,3,Resource-cost k-means (k-means++),0.934387708155337,7477.333333333333
low,8,3,Multi-feature k-means,0.9469882232037892,6740.666666666667
low,8,3,Multi-feature k-means (k-means++),0.9469882232037892,6740.666666666667
low,8,3,CQI+resource-cost joint k-means (single clustering),0.9494329679082972,6340.666666666667
low,8,3,"CQI+resource-cost hybrid (paper method, union)",0.9531915536891805,6378.0
low,8,3,CQI+cost+joint 3-way union,0.9531915536891805,6378.0
low,8,4,No grouping,0.9280000000000002,7500.0
low,8,4,CQI k-means,0.934978746796066,7092.0
low,8,4,CQI k-means (k-means++),0.934978746796066,7092.0
low,8,4,Resource-cost k-means,0.9280000000000002,7500.0
low,8,4,Resource-cost k-means (k-means++),0.9295508326213483,7409.333333333333
low,8,4,Multi-feature k-means,0.9323510646433154,6217.333333333333
low,8,4,Multi-feature k-means (k-means++),0.9311879401773044,6285.333333333333
low,8,4,CQI+resource-cost joint k-means (single clustering),0.9295508326213483,7409.333333333333
low,8,4,"CQI+resource-cost hybrid (paper method, union)",0.934978746796066,7092.0
low,8,4,CQI+cost+joint 3-way union,0.934978746796066,7092.0
low,8,5,No grouping,0.9240000000000002,7500.0
low,8,5,CQI k-means,0.9307848927183974,7103.333333333333
low,8,5,CQI k-means (k-means++),0.9307848927183974,7103.333333333333
low,8,5,Resource-cost k-means,0.9240000000000002,7500.0
low,8,5,Resource-cost k-means (k-means++),0.9247754163106743,7454.666666666667
low,8,5,Multi-feature k-means,0.9360189528154467,6797.333333333333
low,8,5,Multi-feature k-means (k-means++),0.9360189528154467,6797.333333333333
low,8,5,CQI+resource-cost joint k-means (single clustering),0.9404614861828827,6152.0
low,8,5,"CQI+resource-cost hybrid (paper method, union)",0.9307848927183974,7103.333333333333
low,8,5,CQI+cost+joint 3-way union,0.9404614861828827,6152.0
low,8,6,No grouping,0.928666666666667,7500.0
low,8,6,CQI k-means,0.9387470787054284,6910.666666666667
low,8,6,CQI k-means (k-means++),0.9387470787054284,6910.666666666667
low,8,6,Resource-cost k-means,0.9306052074433516,7386.666666666667
low,8,6,Resource-cost k-means (k-means++),0.9306052074433516,7386.666666666667
low,8,6,Multi-feature k-means,0.9414610357927872,6752.0
low,8,6,Multi-feature k-means (k-means++),0.9420425980257928,6718.0
low,8,6,CQI+resource-cost joint k-means (single clustering),0.9306161240727782,6100.666666666667
low,8,6,"CQI+resource-cost hybrid (paper method, union)",0.9387470787054284,6910.666666666667
low,8,6,CQI+cost+joint 3-way union,0.9387470787054284,6910.666666666667
low,8,7,No grouping,0.9333333333333336,7500.0
low,8,7,CQI k-means,0.9527187411001823,6366.666666666667
low,8,7,CQI k-means (k-means++),0.9426383290614213,6956.0
low,8,7,Resource-cost k-means,0.9333333333333336,7500.0
low,8,7,Resource-cost k-means (k-means++),0.9354657281876869,7375.333333333333
low,8,7,Multi-feature k-means,0.9432198912944267,6922.0
low,8,7,Multi-feature k-means (k-means++),0.9432198912944267,6922.0
low,8,7,CQI+resource-cost joint k-means (single clustering),0.9354657281876869,7375.333333333333
low,8,7,"CQI+resource-cost hybrid (paper method, union)",0.9426383290614213,6956.0
low,8,7,CQI+cost+joint 3-way union,0.9426383290614213,6956.0
low,8,8,No grouping,0.9300000000000004,7500.0
low,8,8,CQI k-means,0.9387234334950825,6990.0
low,8,8,CQI k-means (k-means++),0.9387234334950825,6990.0
low,8,8,Resource-cost k-means,0.9300000000000004,7500.0
low,8,8,Resource-cost k-means (k-means++),0.9315508326213482,7409.333333333333
low,8,8,Multi-feature k-means,0.9435697854367944,6706.666666666667
low,8,8,Multi-feature k-means (k-means++),0.9435697854367944,6706.666666666667
low,8,8,CQI+resource-cost joint k-means (single clustering),0.9353203350316579,6160.666666666667
low,8,8,"CQI+resource-cost hybrid (paper method, union)",0.9387234334950825,6990.0
low,8,8,CQI+cost+joint 3-way union,0.9387234334950825,6990.0
low,8,9,No grouping,0.9333333333333337,7500.0
low,8,9,CQI k-means,0.9414752045954102,7024.0
low,8,9,CQI k-means (k-means++),0.9414752045954102,7024.0
low,8,9,Resource-cost k-means,0.9333333333333337,7500.0
low,8,9,Resource-cost k-means (k-means++),0.9343026037216757,7443.333333333333
low,8,9,Multi-feature k-means,0.9422742661164303,6899.333333333333
low,8,9,Multi-feature k-means (k-means++),0.9422742661164303,6899.333333333333
low,8,9,CQI+resource-cost joint k-means (single clustering),0.941442983757532,6254.666666666667
low,8,9,"CQI+resource-cost hybrid (paper method, union)",0.9414752045954102,7024.0
low,8,9,CQI+cost+joint 3-way union,0.9414752045954102,7024.0
low,8,10,No grouping,0.9300000000000004,7500.0
low,8,10,CQI k-means,0.9385295794174139,7001.333333333333
low,8,10,CQI k-means (k-means++),0.9385295794174139,7001.333333333333
low,8,10,Resource-cost k-means,0.9311631244660111,7432.0
low,8,10,Resource-cost k-means (k-means++),0.9311631244660111,7432.0
low,8,10,Multi-feature k-means,0.9439574935921314,6684.0
low,8,10,Multi-feature k-means (k-means++),0.9439574935921314,6684.0
low,8,10,CQI+resource-cost joint k-means (single clustering),0.9390789208125413,6198.0
low,8,10,"CQI+resource-cost hybrid (paper method, union)",0.9385295794174139,7001.333333333333
low,8,10,CQI+cost+joint 3-way union,0.9390789208125413,6198.0
low,8,11,No grouping,0.9273333333333335,7500.0
low,8,11,CQI k-means,0.9350874964400733,7046.666666666667
low,8,11,CQI k-means (k-means++),0.9350874964400733,7046.666666666667
low,8,11,Resource-cost k-means,0.9273333333333335,7500.0
low,8,11,Resource-cost k-means (k-means++),0.9281087496440074,7454.666666666667
low,8,11,Multi-feature k-means,0.9407092646924593,6718.0
low,8,11,Multi-feature k-means (k-means++),0.9407092646924593,6718.0
low,8,11,CQI+resource-cost joint k-means (single clustering),0.9294496177687481,6990.666666666667
low,8,11,"CQI+resource-cost hybrid (paper method, union)",0.9350874964400733,7046.666666666667
low,8,11,CQI+cost+joint 3-way union,0.9350874964400733,7046.666666666667
low,8,12,No grouping,0.9333333333333333,7500.0
low,8,12,CQI k-means,0.9422506209060842,6978.666666666667
low,8,12,CQI k-means (k-means++),0.9422506209060842,6978.666666666667
low,8,12,Resource-cost k-means,0.9341087496440075,7454.666666666667
low,8,12,Resource-cost k-means (k-means++),0.9343026037216757,7443.333333333333
low,8,12,Multi-feature k-means,0.9451584320711116,6808.666666666667
low,8,12,Multi-feature k-means (k-means++),0.9451584320711116,6808.666666666667
low,8,12,CQI+resource-cost joint k-means (single clustering),0.9347334493443171,6904.0
low,8,12,"CQI+resource-cost hybrid (paper method, union)",0.9422506209060842,6978.666666666667
low,8,12,CQI+cost+joint 3-way union,0.9422506209060842,6978.666666666667
low,8,13,No grouping,0.9320000000000003,7500.0
low,8,13,CQI k-means,0.9416927038834247,6933.333333333333
low,8,13,CQI k-means (k-means++),0.9416927038834247,6933.333333333333
low,8,13,Resource-cost k-means,0.934326248932022,7364.0
low,8,13,Resource-cost k-means (k-means++),0.9347139570873588,7341.333333333333
low,8,13,Multi-feature k-means,0.9420804120387618,6910.666666666667
low,8,13,Multi-feature k-means (k-means++),0.9420804120387618,6910.666666666667
low,8,13,CQI+resource-cost joint k-means (single clustering),0.9347139570873588,7341.333333333333
low,8,13,"CQI+resource-cost hybrid (paper method, union)",0.9416927038834247,6933.333333333333
low,8,13,CQI+cost+joint 3-way union,0.9416927038834247,6933.333333333333
low,8,14,No grouping,0.9300000000000004,7500.0
low,8,14,CQI k-means,0.9377541631067398,7046.666666666667
low,8,14,CQI k-means (k-means++),0.9377541631067398,7046.666666666667
low,8,14,Resource-cost k-means,0.9307754163106743,7454.666666666667
low,8,14,Resource-cost k-means (k-means++),0.9307754163106743,7454.666666666667
low,8,14,Multi-feature k-means,0.9439574935921317,6684.0
low,8,14,Multi-feature k-means (k-means++),0.9443452017474685,6661.333333333333
low,8,14,CQI+resource-cost joint k-means (single clustering),0.9428375065934247,6235.333333333333
low,8,14,"CQI+resource-cost hybrid (paper method, union)",0.9377541631067398,7046.666666666667
low,8,14,CQI+cost+joint 3-way union,0.9428375065934247,6235.333333333333
low,8,15,No grouping,0.9293333333333336,7500.0
low,8,15,CQI k-means,0.9394137453720951,6910.666666666667
low,8,15,CQI k-means (k-means++),0.9394137453720951,6910.666666666667
low,8,15,Resource-cost k-means,0.9310780200323499,7398.0
low,8,15,Resource-cost k-means (k-means++),0.9308841659546816,7409.333333333333
low,8,15,Multi-feature k-means,0.9415461402264487,6786.0
low,8,15,Multi-feature k-means (k-means++),0.9415461402264487,6786.0
low,8,15,CQI+resource-cost joint k-means (single clustering),0.934107708807883,6142.0
low,8,15,"CQI+resource-cost hybrid (paper method, union)",0.9394137453720951,6910.666666666667
low,8,15,CQI+cost+joint 3-way union,0.9394137453720951,6910.666666666667
low,8,16,No grouping,0.932,7500.0
low,8,16,CQI k-means,0.9397541631067399,7046.666666666667
low,8,16,CQI k-means (k-means++),0.9397541631067399,7046.666666666667
low,8,16,Resource-cost k-means,0.932,7500.0
low,8,16,Resource-cost k-means (k-means++),0.9333569785436797,7420.666666666667
low,8,16,Multi-feature k-means,0.9432435365047726,6842.666666666667
low,8,16,Multi-feature k-means (k-means++),0.9432435365047726,6842.666666666667
low,8,16,CQI+resource-cost joint k-means (single clustering),0.9408970242004239,6236.0
low,8,16,"CQI+resource-cost hybrid (paper method, union)",0.9397541631067399,7046.666666666667
low,8,16,CQI+cost+joint 3-way union,0.9408970242004239,6236.0
low,8,17,No grouping,0.9280000000000003,7500.0
low,8,17,CQI k-means,0.9367234334950824,6990.0
low,8,17,CQI k-means (k-means++),0.9367234334950824,6990.0
low,8,17,Resource-cost k-means,0.9280000000000003,7500.0
low,8,17,Resource-cost k-means (k-means++),0.930326248932022,7364.0
low,8,17,Multi-feature k-means,0.9394373905824412,6831.333333333333
low,8,17,Multi-feature k-means (k-means++),0.9394373905824412,6831.333333333333
low,8,17,CQI+resource-cost joint k-means (single clustering),0.930326248932022,7364.0
low,8,17,"CQI+resource-cost hybrid (paper method, union)",0.9367234334950824,6990.0
low,8,17,CQI+cost+joint 3-way union,0.9367234334950824,6990.0
low,8,18,No grouping,0.928666666666667,7500.0
low,8,18,CQI k-means,0.936614683851075,7035.333333333333
low,8,18,CQI k-means (k-means++),0.936614683851075,7035.333333333333
low,8,18,Resource-cost k-means,0.9296359370550091,7443.333333333333
low,8,18,Resource-cost k-means (k-means++),0.9296359370550091,7443.333333333333
low,8,18,Multi-feature k-means,0.9422364521034611,6706.666666666667
low,8,18,Multi-feature k-means (k-means++),0.9422364521034611,6706.666666666667
low,8,18,CQI+resource-cost joint k-means (single clustering),0.9418918814154282,6212.666666666667
low,8,18,"CQI+resource-cost hybrid (paper method, union)",0.936614683851075,7035.333333333333
low,8,18,CQI+cost+joint 3-way union,0.9418918814154282,6212.666666666667
low,8,19,No grouping,0.9360000000000003,7500.0
low,8,19,CQI k-means,0.9437541631067399,7046.666666666667
low,8,19,CQI k-means (k-means++),0.9437541631067399,7046.666666666667
low,8,19,Resource-cost k-means,0.9385201030096905,7352.666666666667
low,8,19,Resource-cost k-means (k-means++),0.9375508326213482,7409.333333333333
low,8,19,Multi-feature k-means,0.9422033304853921,7137.333333333333
low,8,19,Multi-feature k-means (k-means++),0.9422033304853921,7137.333333333333
low,8,19,CQI+resource-cost joint k-means (single clustering),0.9385201030096905,7352.666666666667
low,8,19,"CQI+resource-cost hybrid (paper method, union)",0.9437541631067399,7046.666666666667
low,8,19,CQI+cost+joint 3-way union,0.9437541631067399,7046.666666666667
low,9,0,No grouping,0.9333333333333336,7500.0
low,9,0,CQI k-means,0.9527187411001823,6366.666666666667
low,9,0,CQI k-means (k-means++),0.9527187411001823,6366.666666666667
low,9,0,Resource-cost k-means,0.9337210414886704,7477.333333333333
low,9,0,Resource-cost k-means (k-means++),0.9337210414886704,7477.333333333333
low,9,0,Multi-feature k-means,0.9476785350808018,6661.333333333333
low,9,0,Multi-feature k-means (k-means++),0.9476785350808018,6661.333333333333
low,9,0,CQI+resource-cost joint k-means (single clustering),0.9508394482097406,6348.0
low,9,0,"CQI+resource-cost hybrid (paper method, union)",0.9527187411001823,6366.666666666667
low,9,0,CQI+cost+joint 3-way union,0.9527187411001823,6366.666666666667
low,9,1,No grouping,0.9353333333333336,7500.0
low,9,1,CQI k-means,0.9425059342070676,7080.666666666667
low,9,1,CQI k-means (k-means++),0.9425059342070676,7080.666666666667
low,9,1,Resource-cost k-means,0.9368841659546814,7409.333333333333
low,9,1,Resource-cost k-means (k-means++),0.9368841659546814,7409.333333333333
low,9,1,Multi-feature k-means,0.945026037216758,6933.333333333333
low,9,1,Multi-feature k-means (k-means++),0.945026037216758,6933.333333333333
low,9,1,CQI+resource-cost joint k-means (single clustering),0.9391028357436433,6251.333333333333
low,9,1,"CQI+resource-cost hybrid (paper method, union)",0.9425059342070676,7080.666666666667
low,9,1,CQI+cost+joint 3-way union,0.9425059342070676,7080.666666666667
low,9,2,No grouping,0.9340000000000002,7500.0
low,9,2,CQI k-means,0.9438865579610933,6922.0
low,9,2,CQI k-means (k-means++),0.9438865579610933,6922.0
low,9,2,Resource-cost k-means,0.9340000000000002,7500.0
low,9,2,Resource-cost k-means (k-means++),0.9357446866990164,7398.0
low,9,2,Multi-feature k-means,0.9477636395144631,6695.333333333333
low,9,2,Multi-feature k-means (k-means++),0.9471820772814574,6729.333333333333
low,9,2,CQI+resource-cost joint k-means (single clustering),0.9374173969308701,6221.333333333333
low,9,2,"CQI+resource-cost hybrid (paper method, union)",0.9438865579610933,6922.0
low,9,2,CQI+cost+joint 3-way union,0.9438865579610933,6922.0
low,9,3,No grouping,0.9266666666666666,7500.0
low,9,3,CQI k-means,0.9351962460840806,7001.333333333333
low,9,3,CQI k-means (k-means++),0.9351962460840806,7001.333333333333
low,9,3,Resource-cost k-means,0.9280236452103462,7420.666666666667
low,9,3,Resource-cost k-means (k-means++),0.9280236452103462,7420.666666666667
low,9,3,Multi-feature k-means,0.9386856194821133,6797.333333333333
low,9,3,Multi-feature k-means (k-means++),0.9386856194821133,6797.333333333333
low,9,3,CQI+resource-cost joint k-means (single clustering),0.9348355649771086,6122.666666666667
low,9,3,"CQI+resource-cost hybrid (paper method, union)",0.9351962460840806,7001.333333333333
low,9,3,CQI+cost+joint 3-way union,0.9351962460840806,7001.333333333333
low,9,4,No grouping,0.9340000000000002,7500.0
low,9,4,CQI k-means,0.94175416310674,7046.666666666667
low,9,4,CQI k-means (k-means++),0.94175416310674,7046.666666666667
low,9,4,Resource-cost k-means,0.9347754163106741,7454.666666666667
low,9,4,Resource-cost k-means (k-means++),0.9347754163106741,7454.666666666667
low,9,4,Multi-feature k-means,0.9460189528154467,6797.333333333333
low,9,4,Multi-feature k-means (k-means++),0.9460189528154467,6797.333333333333
low,9,4,CQI+resource-cost joint k-means (single clustering),0.9479533406387433,6326.0
low,9,4,"CQI+resource-cost hybrid (paper method, union)",0.94175416310674,7046.666666666667
low,9,4,CQI+cost+joint 3-way union,0.9479533406387433,6326.0
low,9,5,No grouping,0.9320000000000003,7500.0
low,9,5,CQI k-means,0.9399480171844083,7035.333333333333
low,9,5,CQI k-means (k-means++),0.9399480171844083,7035.333333333333
low,9,5,Resource-cost k-means,0.9325815622330057,7466.0
low,9,5,Resource-cost k-means (k-means++),0.9327754163106742,7454.666666666667
low,9,5,Multi-feature k-means,0.944600515048452,6763.333333333333
low,9,5,Multi-feature k-means (k-means++),0.944600515048452,6763.333333333333
low,9,5,CQI+resource-cost joint k-means (single clustering),0.9461352372508609,6288.0
low,9,5,"CQI+resource-cost hybrid (paper method, union)",0.9399480171844083,7035.333333333333
low,9,5,CQI+cost+joint 3-way union,0.9461352372508609,6288.0
low,9,6,No grouping,0.9360000000000003,7500.0
low,9,6,CQI k-means,0.9437541631067399,7046.666666666667
low,9,6,CQI k-means (k-means++),0.9437541631067399,7046.666666666667
low,9,6,Resource-cost k-means,0.9373569785436795,7420.666666666667
low,9,6,Resource-cost k-means (k-means++),0.9373569785436795,7420.666666666667
low,9,6,Multi-feature k-means,0.9487943691261207,6752.0
low,9,6,Multi-feature k-means (k-means++),0.9491820772814575,6729.333333333333
low,9,6,CQI+resource-cost joint k-means (single clustering),0.9414549412230833,6281.333333333333
low,9,6,"CQI+resource-cost hybrid (paper method, union)",0.9437541631067399,7046.666666666667
low,9,6,CQI+cost+joint 3-way union,0.9437541631067399,7046.666666666667
low,9,7,No grouping,0.9380000000000002,7500.0
low,9,7,CQI k-means,0.9449787467960659,7092.0
low,9,7,CQI k-means (k-means++),0.9449787467960659,7092.0
low,9,7,Resource-cost k-means,0.939163124466011,7432.0
low,9,7,Resource-cost k-means (k-means++),0.939163124466011,7432.0
low,9,7,Multi-feature k-means,0.9488558283494355,6865.333333333333
low,9,7,Multi-feature k-means (k-means++),0.9488558283494355,6865.333333333333
low,9,7,CQI+resource-cost joint k-means (single clustering),0.9485112576614029,6371.333333333333
low,9,7,"CQI+resource-cost hybrid (paper method, union)",0.9449787467960659,7092.0
low,9,7,CQI+cost+joint 3-way union,0.9485112576614029,6371.333333333333
low,9,8,No grouping,0.9226666666666669,7500.0
low,9,8,CQI k-means,0.9317778083170861,6967.333333333333
low,9,8,CQI k-means (k-means++),0.9317778083170861,6967.333333333333
low,9,8,Resource-cost k-means,0.9249929155986888,7364.0
low,9,8,Resource-cost k-means (k-means++),0.9249929155986888,7364.0
low,9,8,Multi-feature k-means,0.9319716623947545,6956.0
low,9,8,Multi-feature k-means (k-means++),0.9319716623947545,6956.0
low,9,8,CQI+resource-cost joint k-means (single clustering),0.9249929155986888,7364.0
low,9,8,"CQI+resource-cost hybrid (paper method, union)",0.9317778083170861,6967.333333333333
low,9,8,CQI+cost+joint 3-way union,0.9317778083170861,6967.333333333333
low,9,9,No grouping,0.928666666666667,7500.0
low,9,9,CQI k-means,0.9385532246277599,6922.0
low,9,9,CQI k-means (k-means++),0.9385532246277599,6922.0
low,9,9,Resource-cost k-means,0.9307990615210203,7375.333333333333
low,9,9,Resource-cost k-means (k-means++),0.9307990615210203,7375.333333333333
low,9,9,Multi-feature k-means,0.9428180143364667,6672.666666666667
low,9,9,Multi-feature k-means (k-means++),0.9428180143364667,6672.666666666667
low,9,9,CQI+resource-cost joint k-means (single clustering),0.9307990615210203,7375.333333333333
low,9,9,"CQI+resource-cost hybrid (paper method, union)",0.9385532246277599,6922.0
low,9,9,CQI+cost+joint 3-way union,0.9385532246277599,6922.0
low,9,10,No grouping,0.9333333333333336,7500.0
low,9,10,CQI k-means,0.9527187411001823,6366.666666666667
low,9,10,CQI k-means (k-means++),0.9527187411001823,6366.666666666667
low,9,10,Resource-cost k-means,0.9333333333333336,7500.0
low,9,10,Resource-cost k-means (k-means++),0.9341087496440076,7454.666666666667
low,9,10,Multi-feature k-means,0.9444066609707836,6774.666666666667
low,9,10,Multi-feature k-means (k-means++),0.9444066609707836,6774.666666666667
low,9,10,CQI+resource-cost joint k-means (single clustering),0.9452015695384155,6292.0
low,9,10,"CQI+resource-cost hybrid (paper method, union)",0.9527187411001823,6366.666666666667
low,9,10,CQI+cost+joint 3-way union,0.9527187411001823,6366.666666666667
low,9,11,No grouping,0.9300000000000004,7500.0
low,9,11,CQI k-means,0.935815622330055,7160.0
low,9,11,CQI k-means (k-means++),0.935815622330055,7160.0
low,9,11,Resource-cost k-means,0.9309692703883427,7443.333333333333
low,9,11,Resource-cost k-means (k-means++),0.9309692703883427,7443.333333333333
low,9,11,Multi-feature k-means,0.9410496824271042,6854.0
low,9,11,Multi-feature k-means (k-means++),0.942659762934695,6631.333333333333
low,9,11,CQI+resource-cost joint k-means (single clustering),0.9309692703883427,7443.333333333333
low,9,11,"CQI+resource-cost hybrid (paper method, union)",0.935815622330055,7160.0
low,9,11,CQI+cost+joint 3-way union,0.935815622330055,7160.0
low,9,12,No grouping,0.9340000000000002,7500.0
low,9,12,CQI k-means,0.9409787467960659,7092.0
low,9,12,CQI k-means (k-means++),0.9409787467960659,7092.0
low,9,12,Resource-cost k-means,0.9349692703883424,7443.333333333333
low,9,12,Resource-cost k-means (k-means++),0.9349692703883424,7443.333333333333
low,9,12,Multi-feature k-means,0.9442742661164302,6899.333333333333
low,9,12,Multi-feature k-means (k-means++),0.9442742661164302,6899.333333333333
low,9,12,CQI+resource-cost joint k-means (single clustering),0.9349692703883424,7443.333333333333
low,9,12,"CQI+resource-cost hybrid (paper method, union)",0.9409787467960659,7092.0
low,9,12,CQI+cost+joint 3-way union,0.9409787467960659,7092.0
low,9,13,No grouping,0.9266666666666671,7500.0
low,9,13,CQI k-means,0.9367470787054285,6910.666666666667
low,9,13,CQI k-means (k-means++),0.9367470787054285,6910.666666666667
low,9,13,Resource-cost k-means,0.9286052074433517,7386.666666666667
low,9,13,Resource-cost k-means (k-means++),0.9286052074433517,7386.666666666667
low,9,13,Multi-feature k-means,0.9390733276374502,6774.666666666667
low,9,13,Multi-feature k-means (k-means++),0.9390733276374502,6774.666666666667
low,9,13,CQI+resource-cost joint k-means (single clustering),0.9287990615210202,7375.333333333333
low,9,13,"CQI+resource-cost hybrid (paper method, union)",0.9367470787054285,6910.666666666667
low,9,13,CQI+cost+joint 3-way union,0.9367470787054285,6910.666666666667
low,9,14,No grouping,0.9266666666666666,7500.0
low,9,14,CQI k-means,0.9342269756957381,7058.0
low,9,14,CQI k-means (k-means++),0.9342269756957381,7058.0
low,9,14,Resource-cost k-means,0.9266666666666666,7500.0
low,9,14,Resource-cost k-means (k-means++),0.9278297911326776,7432.0
low,9,14,Multi-feature k-means,0.9363830157604376,6854.0
low,9,14,Multi-feature k-means (k-means++),0.9363830157604376,6854.0
low,9,14,CQI+resource-cost joint k-means (single clustering),0.9378543371232153,6152.666666666667
low,9,14,"CQI+resource-cost hybrid (paper method, union)",0.9342269756957381,7058.0
low,9,14,CQI+cost+joint 3-way union,0.9378543371232153,6152.666666666667
low,9,15,No grouping,0.9240000000000002,7500.0
low,9,15,CQI k-means,0.9327234334950824,6990.0
low,9,15,CQI k-means (k-means++),0.9327234334950824,6990.0
low,9,15,Resource-cost k-means,0.9251631244660111,7432.0
low,9,15,Resource-cost k-means (k-means++),0.9261323948543537,7375.333333333333
low,9,15,Multi-feature k-means,0.9340804120387619,6910.666666666667
low,9,15,Multi-feature k-means (k-means++),0.9342742661164302,6899.333333333333
low,9,15,CQI+resource-cost joint k-means (single clustering),0.9261323948543537,7375.333333333333
low,9,15,"CQI+resource-cost hybrid (paper method, union)",0.9327234334950824,6990.0
low,9,15,CQI+cost+joint 3-way union,0.9327234334950824,6990.0
low,9,16,No grouping,0.924666666666667,7500.0
low,9,16,CQI k-means,0.9335839542394175,6978.666666666667
low,9,16,CQI k-means (k-means++),0.9335839542394175,6978.666666666667
low,9,16,Resource-cost k-means,0.9256359370550092,7443.333333333333
low,9,16,Resource-cost k-means (k-means++),0.9256359370550092,7443.333333333333
low,9,16,Multi-feature k-means,0.9262333933475639,6382.0
low,9,16,Multi-feature k-means (k-means++),0.9262333933475639,6382.0
low,9,16,CQI+resource-cost joint k-means (single clustering),0.9256359370550092,7443.333333333333
low,9,16,"CQI+resource-cost hybrid (paper method, union)",0.9335839542394175,6978.666666666667
low,9,16,CQI+cost+joint 3-way union,0.9335839542394175,6978.666666666667
low,9,17,No grouping,0.9340000000000002,7500.0
low,9,17,CQI k-means,0.9419480171844085,7035.333333333333
low,9,17,CQI k-means (k-means++),0.9419480171844085,7035.333333333333
low,9,17,Resource-cost k-means,0.935938540776685,7386.666666666667
low,9,17,Resource-cost k-means (k-means++),0.935938540776685,7386.666666666667
low,9,17,Multi-feature k-means,0.9450496824271043,6854.0
low,9,17,Multi-feature k-means (k-means++),0.9450496824271043,6854.0
low,9,17,CQI+resource-cost joint k-means (single clustering),0.935938540776685,7386.666666666667
low,9,17,"CQI+resource-cost hybrid (paper method, union)",0.9419480171844085,7035.333333333333
low,9,17,CQI+cost+joint 3-way union,0.9419480171844085,7035.333333333333
low,9,18,No grouping,0.9280000000000003,7500.0
low,9,18,CQI k-means,0.9361418712620768,7024.0
low,9,18,CQI k-means (k-means++),0.9361418712620768,7024.0
low,9,18,Resource-cost k-means,0.9295508326213483,7409.333333333333
low,9,18,Resource-cost k-means (k-means++),0.9295508326213483,7409.333333333333
low,9,18,Multi-feature k-means,0.9404066609707835,6774.666666666667
low,9,18,Multi-feature k-means (k-means++),0.9404066609707835,6774.666666666667
low,9,18,CQI+resource-cost joint k-means (single clustering),0.9339018972646632,6126.666666666667
low,9,18,"CQI+resource-cost hybrid (paper method, union)",0.9361418712620768,7024.0
low,9,18,CQI+cost+joint 3-way union,0.9361418712620768,7024.0
low,9,19,No grouping,0.9313333333333337,7500.0
low,9,19,CQI k-means,0.9410260372167579,6933.333333333333
low,9,19,CQI k-means (k-means++),0.9410260372167579,6933.333333333333
low,9,19,Resource-cost k-means,0.9324964577993444,7432.0
low,9,19,Resource-cost k-means (k-means++),0.93307802003235,7398.0
low,9,19,Multi-feature k-means,0.9460662432361387,6638.666666666667
low,9,19,Multi-feature k-means (k-means++),0.9460662432361387,6638.666666666667
low,9,19,CQI+resource-cost joint k-means (single clustering),0.93307802003235,7398.0
low,9,19,"CQI+resource-cost hybrid (paper method, union)",0.9410260372167579,6933.333333333333
low,9,19,CQI+cost+joint 3-way union,0.9410260372167579,6933.333333333333
low,10,0,No grouping,0.9353333333333335,7500.0
low,10,0,CQI k-means,0.9436690586730786,7012.666666666667
low,10,0,CQI k-means (k-means++),0.9436690586730786,7012.666666666667
low,10,0,Resource-cost k-means,0.9361087496440074,7454.666666666667
low,10,0,Resource-cost k-means (k-means++),0.9363026037216758,7443.333333333333
low,10,0,Multi-feature k-means,0.9471584320711114,6808.666666666667
low,10,0,Multi-feature k-means (k-means++),0.9469645779934429,6820.0
low,10,0,CQI+resource-cost joint k-means (single clustering),0.9466200073054101,6326.0
low,10,0,"CQI+resource-cost hybrid (paper method, union)",0.9436690586730786,7012.666666666667
low,10,0,CQI+cost+joint 3-way union,0.9466200073054101,6326.0
low,10,1,No grouping,0.934666666666667,7500.0
