dispersion,seed,scenario_index,method,utility,adr_kbps
mid_v2,10,2,CQI+resource-cost joint k-means (single clustering),0.7375887382522411,5128.0
mid_v2,10,2,"CQI+resource-cost hybrid (paper method, union)",0.7278604616100781,4313.0
mid_v2,10,2,CQI+cost+joint 3-way union,0.7375887382522411,5128.0
mid_v2,10,3,No grouping,0.6791841780840183,3000.0
mid_v2,10,3,CQI k-means,0.6791841780840183,3000.0
mid_v2,10,3,CQI k-means (k-means++),0.6791841780840183,3000.0
mid_v2,10,3,Resource-cost k-means,0.7651673866519989,4615.333333333333
mid_v2,10,3,Resource-cost k-means (k-means++),0.7775596491596073,4770.666666666667
mid_v2,10,3,Multi-feature k-means,0.773931763395427,4596.0
mid_v2,10,3,Multi-feature k-means (k-means++),0.773931763395427,4596.0
mid_v2,10,3,CQI+resource-cost joint k-means (single clustering),0.7871395708735889,5426.666666666667
mid_v2,10,3,"CQI+resource-cost hybrid (paper method, union)",0.7775596491596073,4770.666666666667
mid_v2,10,3,CQI+cost+joint 3-way union,0.7871395708735889,5426.666666666667
mid_v2,10,4,No grouping,0.6865175114173516,3000.0
mid_v2,10,4,CQI k-means,0.6911739183380475,3650.0
mid_v2,10,4,CQI k-means (k-means++),0.7082924869649435,3585.6666666666665
mid_v2,10,4,Resource-cost k-means,0.7404179698803386,4820.0
mid_v2,10,4,Resource-cost k-means (k-means++),0.7404179698803386,4820.0
mid_v2,10,4,Multi-feature k-means,0.6906948867387533,3858.6666666666665
mid_v2,10,4,Multi-feature k-means (k-means++),0.6906948867387533,3858.6666666666665
mid_v2,10,4,CQI+resource-cost joint k-means (single clustering),0.7267282175079058,5090.666666666667
mid_v2,10,4,"CQI+resource-cost hybrid (paper method, union)",0.7404179698803386,4820.0
mid_v2,10,4,CQI+cost+joint 3-way union,0.7404179698803386,4820.0
mid_v2,10,5,No grouping,0.6898508447506849,3000.0
mid_v2,10,5,CQI k-means,0.7517223153982413,4309.333333333333
mid_v2,10,5,CQI k-means (k-means++),0.7019700860705363,3736.0
mid_v2,10,5,Resource-cost k-means,0.7374182029123646,4785.0
mid_v2,10,5,Resource-cost k-means (k-means++),0.7374182029123646,4785.0
mid_v2,10,5,Multi-feature k-means,0.6898508447506849,3000.0
mid_v2,10,5,Multi-feature k-means (k-means++),0.6898508447506849,3000.0
mid_v2,10,5,CQI+resource-cost joint k-means (single clustering),0.7129347928117664,4141.0
mid_v2,10,5,"CQI+resource-cost hybrid (paper method, union)",0.7374182029123646,4785.0
mid_v2,10,5,CQI+cost+joint 3-way union,0.7374182029123646,4785.0
mid_v2,10,6,No grouping,0.6825175114173515,3000.0
mid_v2,10,6,CQI k-means,0.7200500330018998,3936.6666666666665
mid_v2,10,6,CQI k-means (k-means++),0.7200500330018998,3936.6666666666665
mid_v2,10,6,Resource-cost k-means,0.7430846365470053,4820.0
mid_v2,10,6,Resource-cost k-means (k-means++),0.7430846365470053,4820.0
mid_v2,10,6,Multi-feature k-means,0.7598518164640637,4395.333333333333
mid_v2,10,6,Multi-feature k-means (k-means++),0.7598518164640637,4395.333333333333
mid_v2,10,6,CQI+resource-cost joint k-means (single clustering),0.7774158725921034,5135.0
mid_v2,10,6,"CQI+resource-cost hybrid (paper method, union)",0.7430846365470053,4820.0
mid_v2,10,6,CQI+cost+joint 3-way union,0.7774158725921034,5135.0
mid_v2,10,7,No grouping,0.6831841780840183,3000.0
mid_v2,10,7,CQI k-means,0.7031243642035886,3764.6666666666665
mid_v2,10,7,CQI k-means (k-means++),0.7031243642035886,3764.6666666666665
mid_v2,10,7,Resource-cost k-means,0.7347515362456981,4785.0
mid_v2,10,7,Resource-cost k-means (k-means++),0.7347515362456981,4785.0
mid_v2,10,7,Multi-feature k-means,0.7479013705985227,4280.666666666667
mid_v2,10,7,Multi-feature k-means (k-means++),0.7479013705985227,4280.666666666667
mid_v2,10,7,CQI+resource-cost joint k-means (single clustering),0.7530837044189007,4960.0
mid_v2,10,7,"CQI+resource-cost hybrid (paper method, union)",0.7347515362456981,4785.0
mid_v2,10,7,CQI+cost+joint 3-way union,0.7530837044189007,4960.0
mid_v2,10,8,No grouping,0.6838508447506849,3000.0
mid_v2,10,8,CQI k-means,0.6863777506055585,3564.0
mid_v2,10,8,CQI k-means (k-means++),0.6863777506055585,3564.0
mid_v2,10,8,Resource-cost k-means,0.7287234805583719,4134.333333333333
mid_v2,10,8,Resource-cost k-means (k-means++),0.7287234805583719,4134.333333333333
mid_v2,10,8,Multi-feature k-means,0.7261795340677222,4022.6666666666665
mid_v2,10,8,Multi-feature k-means (k-means++),0.7261795340677222,4022.6666666666665
mid_v2,10,8,CQI+resource-cost joint k-means (single clustering),0.6838508447506849,3000.0
mid_v2,10,8,"CQI+resource-cost hybrid (paper method, union)",0.7287234805583719,4134.333333333333
mid_v2,10,8,CQI+cost+joint 3-way union,0.7287234805583719,4134.333333333333
mid_v2,10,9,No grouping,0.6885175114173516,3000.0
mid_v2,10,9,CQI k-means,0.6885175114173516,3000.0
mid_v2,10,9,CQI k-means (k-means++),0.6885175114173516,3000.0
mid_v2,10,9,Resource-cost k-means,0.7147524683738024,4645.0
mid_v2,10,9,Resource-cost k-means (k-means++),0.7147524683738024,4645.0
mid_v2,10,9,Multi-feature k-means,0.7031243642035886,3764.6666666666665
mid_v2,10,9,Multi-feature k-means (k-means++),0.7031243642035886,3764.6666666666665
mid_v2,10,9,CQI+resource-cost joint k-means (single clustering),0.7008133219415669,4978.666666666667
mid_v2,10,9,"CQI+resource-cost hybrid (paper method, union)",0.7147524683738024,4645.0
mid_v2,10,9,CQI+cost+joint 3-way union,0.7147524683738024,4645.0
mid_v2,10,10,No grouping,0.6905175114173516,3000.0
mid_v2,10,10,CQI k-means,0.6905175114173516,3000.0
mid_v2,10,10,CQI k-means (k-means++),0.6905175114173516,3000.0
mid_v2,10,10,Resource-cost k-means,0.7345036842533433,4328.0
mid_v2,10,10,Resource-cost k-means (k-means++),0.7345036842533433,4328.0
mid_v2,10,10,Multi-feature k-means,0.7210252559346703,3994.0
mid_v2,10,10,Multi-feature k-means (k-means++),0.7210252559346703,3994.0
mid_v2,10,10,CQI+resource-cost joint k-means (single clustering),0.6996264695776889,4048.6666666666665
mid_v2,10,10,"CQI+resource-cost hybrid (paper method, union)",0.7345036842533433,4328.0
mid_v2,10,10,CQI+cost+joint 3-way union,0.7345036842533433,4328.0
mid_v2,10,11,No grouping,0.6905175114173516,3000.0
mid_v2,10,11,CQI k-means,0.6905175114173516,3000.0
mid_v2,10,11,CQI k-means (k-means++),0.6905175114173516,3000.0
mid_v2,10,11,Resource-cost k-means,0.7240853356430834,4715.0
mid_v2,10,11,Resource-cost k-means (k-means++),0.7240853356430834,4715.0
mid_v2,10,11,Multi-feature k-means,0.6905175114173516,3000.0
mid_v2,10,11,Multi-feature k-means (k-means++),0.6905175114173516,3000.0
mid_v2,10,11,CQI+resource-cost joint k-means (single clustering),0.7262554049189077,5128.0
mid_v2,10,11,"CQI+resource-cost hybrid (paper method, union)",0.7240853356430834,4715.0
mid_v2,10,11,CQI+cost+joint 3-way union,0.7262554049189077,5128.0
mid_v2,10,12,No grouping,0.6885175114173516,3000.0
mid_v2,10,12,CQI k-means,0.6903281964710993,3678.6666666666665
mid_v2,10,12,CQI k-means (k-means++),0.6903281964710993,3678.6666666666665
mid_v2,10,12,Resource-cost k-means,0.7394177368483124,4855.0
mid_v2,10,12,Resource-cost k-means (k-means++),0.7394177368483124,4855.0
mid_v2,10,12,Multi-feature k-means,0.7351052028660335,4194.666666666667
mid_v2,10,12,Multi-feature k-means (k-means++),0.7351052028660335,4194.666666666667
mid_v2,10,12,CQI+resource-cost joint k-means (single clustering),0.7724156395600773,5170.0
mid_v2,10,12,"CQI+resource-cost hybrid (paper method, union)",0.7394177368483124,4855.0
mid_v2,10,12,CQI+cost+joint 3-way union,0.7724156395600773,5170.0
mid_v2,10,13,No grouping,0.6878508447506849,3000.0
mid_v2,10,13,CQI k-means,0.7037910308702552,3764.6666666666665
mid_v2,10,13,CQI k-means (k-means++),0.7037910308702552,3764.6666666666665
mid_v2,10,13,Resource-cost k-means,0.7290851026110574,4750.0
mid_v2,10,13,Resource-cost k-means (k-means++),0.7290851026110574,4750.0
mid_v2,10,13,Multi-feature k-means,0.7485680372651893,4280.666666666667
mid_v2,10,13,Multi-feature k-means (k-means++),0.7485680372651893,4280.666666666667
mid_v2,10,13,CQI+resource-cost joint k-means (single clustering),0.7152010300969041,5053.333333333333
mid_v2,10,13,"CQI+resource-cost hybrid (paper method, union)",0.7290851026110574,4750.0
mid_v2,10,13,CQI+cost+joint 3-way union,0.7290851026110574,4750.0
mid_v2,10,14,No grouping,0.6805175114173516,3000.0
mid_v2,10,14,CQI k-means,0.7073034194038696,3736.0
mid_v2,10,14,CQI k-means (k-means++),0.7073034194038696,3736.0
mid_v2,10,14,Resource-cost k-means,0.7164193680724952,4610.0
mid_v2,10,14,Resource-cost k-means (k-means++),0.7164193680724952,4610.0
mid_v2,10,14,Multi-feature k-means,0.7471052028660335,4194.666666666667
mid_v2,10,14,Multi-feature k-means (k-means++),0.7471052028660335,4194.666666666667
mid_v2,10,14,CQI+resource-cost joint k-means (single clustering),0.712340509352569,5016.0
mid_v2,10,14,"CQI+resource-cost hybrid (paper method, union)",0.7164193680724952,4610.0
mid_v2,10,14,CQI+cost+joint 3-way union,0.7164193680724952,4610.0
mid_v2,10,15,No grouping,0.6771841780840183,3000.0
mid_v2,10,15,CQI k-means,0.6978405850047141,3650.0
mid_v2,10,15,CQI k-means (k-means++),0.6978405850047141,3650.0
mid_v2,10,15,Resource-cost k-means,0.7635588541174771,4586.0
mid_v2,10,15,Resource-cost k-means (k-means++),0.7635588541174771,4586.0
mid_v2,10,15,Multi-feature k-means,0.6771841780840183,3000.0
mid_v2,10,15,Multi-feature k-means (k-means++),0.6771841780840183,3000.0
mid_v2,10,15,CQI+resource-cost joint k-means (single clustering),0.7262236497386179,4851.333333333333
mid_v2,10,15,"CQI+resource-cost hybrid (paper method, union)",0.7635588541174771,4586.0
mid_v2,10,15,CQI+cost+joint 3-way union,0.7635588541174771,4586.0
mid_v2,10,16,No grouping,0.6791841780840183,3000.0
mid_v2,10,16,CQI k-means,0.7044576975369218,3764.6666666666665
mid_v2,10,16,CQI k-means (k-means++),0.7044576975369218,3764.6666666666665
mid_v2,10,16,Resource-cost k-means,0.7075064061944871,4377.333333333333
mid_v2,10,16,Resource-cost k-means (k-means++),0.7075064061944871,4377.333333333333
mid_v2,10,16,Multi-feature k-means,0.688516603638512,3989.3333333333335
mid_v2,10,16,Multi-feature k-means (k-means++),0.688516603638512,3989.3333333333335
mid_v2,10,16,CQI+resource-cost joint k-means (single clustering),0.7207282175079059,5090.666666666667
mid_v2,10,16,"CQI+resource-cost hybrid (paper method, union)",0.7075064061944871,4377.333333333333
mid_v2,10,16,CQI+cost+joint 3-way union,0.7207282175079059,5090.666666666667
mid_v2,10,17,No grouping,0.6778508447506849,3000.0
mid_v2,10,17,CQI k-means,0.7570556487315746,4309.333333333333
mid_v2,10,17,CQI k-means (k-means++),0.709791030870255,3764.6666666666665
mid_v2,10,17,Resource-cost k-means,0.6992474040628422,4205.333333333333
mid_v2,10,17,Resource-cost k-means (k-means++),0.6992474040628422,4205.333333333333
mid_v2,10,17,Multi-feature k-means,0.7446175913996484,4166.0
mid_v2,10,17,Multi-feature k-means (k-means++),0.7446175913996484,4166.0
mid_v2,10,17,CQI+resource-cost joint k-means (single clustering),0.6819927590602138,3979.0
mid_v2,10,17,"CQI+resource-cost hybrid (paper method, union)",0.709791030870255,3764.6666666666665
mid_v2,10,17,CQI+cost+joint 3-way union,0.709791030870255,3764.6666666666665
mid_v2,10,18,No grouping,0.6825175114173515,3000.0
mid_v2,10,18,CQI k-means,0.7148957548688478,3908.0
mid_v2,10,18,CQI k-means (k-means++),0.7148957548688478,3908.0
mid_v2,10,18,Resource-cost k-means,0.7383476070124111,4411.666666666667
mid_v2,10,18,Resource-cost k-means (k-means++),0.7606843295378851,4667.333333333333
mid_v2,10,18,Multi-feature k-means,0.7571851497973969,4395.333333333333
mid_v2,10,18,Multi-feature k-means (k-means++),0.7571851497973969,4395.333333333333
mid_v2,10,18,CQI+resource-cost joint k-means (single clustering),0.7616974878962484,5277.333333333333
mid_v2,10,18,"CQI+resource-cost hybrid (paper method, union)",0.7606843295378851,4667.333333333333
mid_v2,10,18,CQI+cost+joint 3-way union,0.7616974878962484,5277.333333333333
mid_v2,10,19,No grouping,0.6791841780840183,3000.0
mid_v2,10,19,CQI k-means,0.7232043111349516,3965.3333333333335
mid_v2,10,19,CQI k-means (k-means++),0.7232043111349516,3965.3333333333335
mid_v2,10,19,Resource-cost k-means,0.7754441519290418,4567.333333333333
mid_v2,10,19,Resource-cost k-means (k-means++),0.7754441519290418,4567.333333333333
mid_v2,10,19,Multi-feature k-means,0.7580308716643451,4366.666666666667
mid_v2,10,19,Multi-feature k-means (k-means++),0.7580308716643451,4366.666666666667
mid_v2,10,19,CQI+resource-cost joint k-means (single clustering),0.7574172707842602,4925.0
mid_v2,10,19,"CQI+resource-cost hybrid (paper method, union)",0.7754441519290418,4567.333333333333
mid_v2,10,19,CQI+cost+joint 3-way union,0.7754441519290418,4567.333333333333
mid_v2,11,0,No grouping,0.6865175114173517,3000.0
mid_v2,11,0,CQI k-means,0.6915320287386104,3592.6666666666665
mid_v2,11,0,CQI k-means (k-means++),0.6915320287386104,3592.6666666666665
mid_v2,11,0,Resource-cost k-means,0.7144193680724953,4610.0
mid_v2,11,0,Resource-cost k-means (k-means++),0.7144193680724953,4610.0
mid_v2,11,0,Multi-feature k-means,0.7238709778016185,3965.3333333333335
mid_v2,11,0,Multi-feature k-means (k-means++),0.7238709778016185,3965.3333333333335
mid_v2,11,0,CQI+resource-cost joint k-means (single clustering),0.7144193680724953,4610.0
mid_v2,11,0,"CQI+resource-cost hybrid (paper method, union)",0.7144193680724953,4610.0
mid_v2,11,0,CQI+cost+joint 3-way union,0.7144193680724953,4610.0
mid_v2,11,1,No grouping,0.6871841780840183,3000.0
mid_v2,11,1,CQI k-means,0.7105871986027442,3850.6666666666665
mid_v2,11,1,CQI k-means (k-means++),0.7105871986027442,3850.6666666666665
mid_v2,11,1,Resource-cost k-means,0.7011978499283833,4320.0
mid_v2,11,1,Resource-cost k-means (k-means++),0.7314353055960828,4372.0
mid_v2,11,1,Multi-feature k-means,0.7528765935312932,4338.0
mid_v2,11,1,Multi-feature k-means (k-means++),0.7528765935312932,4338.0
mid_v2,11,1,CQI+resource-cost joint k-means (single clustering),0.7083405093525689,5016.0
mid_v2,11,1,"CQI+resource-cost hybrid (paper method, union)",0.7314353055960828,4372.0
mid_v2,11,1,CQI+cost+joint 3-way union,0.7314353055960828,4372.0
mid_v2,11,2,No grouping,0.683850844750685,3000.0
mid_v2,11,2,CQI k-means,0.6936615298044326,3678.6666666666665
mid_v2,11,2,CQI k-means (k-means++),0.6936615298044326,3678.6666666666665
mid_v2,11,2,Resource-cost k-means,0.7104193680724953,4610.0
mid_v2,11,2,Resource-cost k-means (k-means++),0.7159073231429507,4151.333333333333
mid_v2,11,2,Multi-feature k-means,0.7284880903338259,4080.0
mid_v2,11,2,Multi-feature k-means (k-means++),0.7284880903338259,4080.0
mid_v2,11,2,CQI+resource-cost joint k-means (single clustering),0.6959109478726414,4058.3333333333335
mid_v2,11,2,"CQI+resource-cost hybrid (paper method, union)",0.7159073231429507,4151.333333333333
mid_v2,11,2,CQI+cost+joint 3-way union,0.7159073231429507,4151.333333333333
mid_v2,11,3,No grouping,0.6825175114173515,3000.0
mid_v2,11,3,CQI k-means,0.7064576975369217,3764.6666666666665
mid_v2,11,3,CQI k-means (k-means++),0.7064576975369217,3764.6666666666665
mid_v2,11,3,Resource-cost k-means,0.7885488759276347,4710.666666666667
mid_v2,11,3,Resource-cost k-means (k-means++),0.7885488759276347,4710.666666666667
mid_v2,11,3,Multi-feature k-means,0.741284258066315,4166.0
mid_v2,11,3,Multi-feature k-means (k-means++),0.741284258066315,4166.0
mid_v2,11,3,CQI+resource-cost joint k-means (single clustering),0.7330851026110574,4750.0
mid_v2,11,3,"CQI+resource-cost hybrid (paper method, union)",0.7885488759276347,4710.666666666667
mid_v2,11,3,CQI+cost+joint 3-way union,0.7885488759276347,4710.666666666667
mid_v2,11,4,No grouping,0.6818508447506849,3000.0
mid_v2,11,4,CQI k-means,0.7104081434024626,3879.3333333333335
mid_v2,11,4,CQI k-means (k-means++),0.7104081434024626,3879.3333333333335
mid_v2,11,4,Resource-cost k-means,0.7477083115629845,4426.666666666667
mid_v2,11,4,Resource-cost k-means (k-means++),0.758417037752234,4960.0
mid_v2,11,4,Multi-feature k-means,0.7387285477983346,4082.6666666666665
mid_v2,11,4,Multi-feature k-means (k-means++),0.7444295575885348,4232.0
mid_v2,11,4,CQI+resource-cost joint k-means (single clustering),0.79874780773328,5345.0
mid_v2,11,4,"CQI+resource-cost hybrid (paper method, union)",0.758417037752234,4960.0
mid_v2,11,4,CQI+cost+joint 3-way union,0.79874780773328,5345.0
mid_v2,11,5,No grouping,0.6905175114173516,3000.0
mid_v2,11,5,CQI k-means,0.6909948631377659,3678.6666666666665
mid_v2,11,5,CQI k-means (k-means++),0.6909948631377659,3678.6666666666665
mid_v2,11,5,Resource-cost k-means,0.7506975383310117,4366.666666666667
mid_v2,11,5,Resource-cost k-means (k-means++),0.7506975383310117,4366.666666666667
mid_v2,11,5,Multi-feature k-means,0.7446234116662034,4269.333333333333
mid_v2,11,5,Multi-feature k-means (k-means++),0.7446234116662034,4269.333333333333
mid_v2,11,5,CQI+resource-cost joint k-means (single clustering),0.7357718695327002,4194.666666666667
mid_v2,11,5,"CQI+resource-cost hybrid (paper method, union)",0.7506975383310117,4366.666666666667
mid_v2,11,5,CQI+cost+joint 3-way union,0.7506975383310117,4366.666666666667
mid_v2,11,6,No grouping,0.6831841780840183,3000.0
mid_v2,11,6,CQI k-means,0.7205376444682849,3965.3333333333335
mid_v2,11,6,CQI k-means (k-means++),0.7205376444682849,3965.3333333333335
mid_v2,11,6,Resource-cost k-means,0.7425903787712648,4584.0
mid_v2,11,6,Resource-cost k-means (k-means++),0.7728278344389643,4636.0
mid_v2,11,6,Multi-feature k-means,0.7777527081951457,4624.666666666667
mid_v2,11,6,Multi-feature k-means (k-means++),0.7777527081951457,4624.666666666667
mid_v2,11,6,CQI+resource-cost joint k-means (single clustering),0.7474177368483123,4855.0
mid_v2,11,6,"CQI+resource-cost hybrid (paper method, union)",0.7728278344389643,4636.0
mid_v2,11,6,CQI+cost+joint 3-way union,0.7728278344389643,4636.0
mid_v2,11,7,No grouping,0.6831841780840183,3000.0
mid_v2,11,7,CQI k-means,0.7331045811939056,3584.0
mid_v2,11,7,CQI k-means (k-means++),0.7128957548688478,3908.0
mid_v2,11,7,Resource-cost k-means,0.7576727612637822,4424.0
mid_v2,11,7,Resource-cost k-means (k-means++),0.7576727612637822,4424.0
mid_v2,11,7,Multi-feature k-means,0.7427470924654709,4252.0
mid_v2,11,7,Multi-feature k-means (k-means++),0.7427470924654709,4252.0
mid_v2,11,7,CQI+resource-cost joint k-means (single clustering),0.7502099268646266,4338.0
mid_v2,11,7,"CQI+resource-cost hybrid (paper method, union)",0.7576727612637822,4424.0
mid_v2,11,7,CQI+cost+joint 3-way union,0.7576727612637822,4424.0
mid_v2,11,8,No grouping,0.6898508447506849,3000.0
mid_v2,11,8,CQI k-means,0.7230252559346703,3994.0
mid_v2,11,8,CQI k-means (k-means++),0.7230252559346703,3994.0
mid_v2,11,8,Resource-cost k-means,0.7777527081951456,4624.666666666667
mid_v2,11,8,Resource-cost k-means (k-means++),0.7777527081951456,4624.666666666667
mid_v2,11,8,Multi-feature k-means,0.7404385361993671,4194.666666666667
mid_v2,11,8,Multi-feature k-means (k-means++),0.7404385361993671,4194.666666666667
mid_v2,11,8,CQI+resource-cost joint k-means (single clustering),0.7827279311279159,4682.0
mid_v2,11,8,"CQI+resource-cost hybrid (paper method, union)",0.7777527081951456,4624.666666666667
mid_v2,11,8,CQI+cost+joint 3-way union,0.7827279311279159,4682.0
mid_v2,11,9,No grouping,0.6831841780840183,3000.0
mid_v2,11,9,CQI k-means,0.7184443921833831,3382.6666666666665
mid_v2,11,9,CQI k-means (k-means++),0.7184443921833831,3382.6666666666665
mid_v2,11,9,Resource-cost k-means,0.7988078780592794,4882.666666666667
mid_v2,11,9,Resource-cost k-means (k-means++),0.7988078780592794,4882.666666666667
mid_v2,11,9,Multi-feature k-means,0.7304671018807478,4194.666666666667
mid_v2,11,9,Multi-feature k-means (k-means++),0.7299211423236396,4176.0
mid_v2,11,9,CQI+resource-cost joint k-means (single clustering),0.8112459353912057,5026.0
mid_v2,11,9,"CQI+resource-cost hybrid (paper method, union)",0.7988078780592794,4882.666666666667
mid_v2,11,9,CQI+cost+joint 3-way union,0.8112459353912057,5026.0
mid_v2,11,10,No grouping,0.6805175114173516,3000.0
mid_v2,11,10,CQI k-means,0.7119205319360774,3850.6666666666665
mid_v2,11,10,CQI k-means (k-means++),0.7119205319360774,3850.6666666666665
mid_v2,11,10,Resource-cost k-means,0.7741108185957085,4567.333333333333
mid_v2,11,10,Resource-cost k-means (k-means++),0.7741108185957085,4567.333333333333
mid_v2,11,10,Multi-feature k-means,0.739284258066315,4166.0
mid_v2,11,10,Multi-feature k-means (k-means++),0.739284258066315,4166.0
mid_v2,11,10,CQI+resource-cost joint k-means (single clustering),0.7741108185957085,4567.333333333333
mid_v2,11,10,"CQI+resource-cost hybrid (paper method, union)",0.7741108185957085,4567.333333333333
mid_v2,11,10,CQI+cost+joint 3-way union,0.7741108185957085,4567.333333333333
mid_v2,11,11,No grouping,0.43326972502582106,1500.0
mid_v2,11,11,CQI k-means,0.6929661069519588,3581.0
mid_v2,11,11,CQI k-means (k-means++),0.6929661069519588,3581.0
mid_v2,11,11,Resource-cost k-means,0.6918489226755326,4070.6666666666665
mid_v2,11,11,Resource-cost k-means (k-means++),0.7240858017071358,4645.0
mid_v2,11,11,Multi-feature k-means,0.6497028980676125,3561.6666666666665
mid_v2,11,11,Multi-feature k-means (k-means++),0.6497028980676125,3561.6666666666665
mid_v2,11,11,CQI+resource-cost joint k-means (single clustering),0.7026194678638983,4941.333333333333
mid_v2,11,11,"CQI+resource-cost hybrid (paper method, union)",0.7240858017071358,4645.0
mid_v2,11,11,CQI+cost+joint 3-way union,0.7240858017071358,4645.0
mid_v2,11,12,No grouping,0.6805175114173515,3000.0
mid_v2,11,12,CQI k-means,0.7233833663352333,3936.6666666666665
mid_v2,11,12,CQI k-means (k-means++),0.7233833663352333,3936.6666666666665
mid_v2,11,12,Resource-cost k-means,0.7464179698803385,4820.0
mid_v2,11,12,Resource-cost k-means (k-means++),0.7227524683738025,4645.0
mid_v2,11,12,Multi-feature k-means,0.7582099268646266,4338.0
mid_v2,11,12,Multi-feature k-means (k-means++),0.7582099268646266,4338.0
mid_v2,11,12,CQI+resource-cost joint k-means (single clustering),0.7207066495410783,4214.333333333333
mid_v2,11,12,"CQI+resource-cost hybrid (paper method, union)",0.7233833663352333,3936.6666666666665
mid_v2,11,12,CQI+cost+joint 3-way union,0.7233833663352333,3936.6666666666665
mid_v2,11,13,No grouping,0.6805175114173515,3000.0
mid_v2,11,13,CQI k-means,0.7295128674010556,4022.6666666666665
mid_v2,11,13,CQI k-means (k-means++),0.7295128674010556,4022.6666666666665
mid_v2,11,13,Resource-cost k-means,0.7656587574285253,4541.333333333333
mid_v2,11,13,Resource-cost k-means (k-means++),0.7656587574285253,4541.333333333333
mid_v2,11,13,Multi-feature k-means,0.680929410114118,3733.3333333333335
mid_v2,11,13,Multi-feature k-means (k-means++),0.680929410114118,3733.3333333333335
mid_v2,11,13,CQI+resource-cost joint k-means (single clustering),0.7636974878962484,5277.333333333333
mid_v2,11,13,"CQI+resource-cost hybrid (paper method, union)",0.7656587574285253,4541.333333333333
mid_v2,11,13,CQI+cost+joint 3-way union,0.7656587574285253,4541.333333333333
mid_v2,11,14,No grouping,0.6745175114173516,3000.0
mid_v2,11,14,CQI k-means,0.7267166996685666,3936.6666666666665
mid_v2,11,14,CQI k-means (k-means++),0.7267166996685666,3936.6666666666665
mid_v2,11,14,Resource-cost k-means,0.7177805146787147,4112.333333333333
mid_v2,11,14,Resource-cost k-means (k-means++),0.7097531674698807,4540.0
mid_v2,11,14,Multi-feature k-means,0.7466175913996483,4166.0
mid_v2,11,14,Multi-feature k-means (k-means++),0.7466175913996483,4166.0
mid_v2,11,14,CQI+resource-cost joint k-means (single clustering),0.7178676967635705,5053.333333333333
mid_v2,11,14,"CQI+resource-cost hybrid (paper method, union)",0.7267166996685666,3936.6666666666665
mid_v2,11,14,CQI+cost+joint 3-way union,0.7267166996685666,3936.6666666666665
mid_v2,11,15,No grouping,0.42860305835915435,1500.0
mid_v2,11,15,CQI k-means,0.5839352111013041,2300.0
mid_v2,11,15,CQI k-means (k-means++),0.7162634659375756,3676.6666666666665
mid_v2,11,15,Resource-cost k-means,0.7561455738527804,4386.666666666667
mid_v2,11,15,Resource-cost k-means (k-means++),0.7477874634522177,4442.666666666667
mid_v2,11,15,Multi-feature k-means,0.6500287514150621,3469.0
mid_v2,11,15,Multi-feature k-means (k-means++),0.7075874316347702,3815.6666666666665
mid_v2,11,15,CQI+resource-cost joint k-means (single clustering),0.6833970373398195,2983.6666666666665
mid_v2,11,15,"CQI+resource-cost hybrid (paper method, union)",0.7477874634522177,4442.666666666667
mid_v2,11,15,CQI+cost+joint 3-way union,0.7477874634522177,4442.666666666667
mid_v2,11,16,No grouping,0.6885175114173516,3000.0
mid_v2,11,16,CQI k-means,0.6906863068716622,3621.3333333333335
mid_v2,11,16,CQI k-means (k-means++),0.6906863068716622,3621.3333333333335
mid_v2,11,16,Resource-cost k-means,0.7197522353417762,4680.0
mid_v2,11,16,Resource-cost k-means (k-means++),0.7197522353417762,4680.0
mid_v2,11,16,Multi-feature k-means,0.7180500330018998,3936.6666666666665
mid_v2,11,16,Multi-feature k-means (k-means++),0.7180500330018998,3936.6666666666665
mid_v2,11,16,CQI+resource-cost joint k-means (single clustering),0.7724156395600773,5170.0
mid_v2,11,16,"CQI+resource-cost hybrid (paper method, union)",0.7197522353417762,4680.0
mid_v2,11,16,CQI+cost+joint 3-way union,0.7724156395600773,5170.0
mid_v2,11,17,No grouping,0.6791841780840182,3000.0
mid_v2,11,17,CQI k-means,0.7132538652694108,3850.6666666666665
mid_v2,11,17,CQI k-means (k-means++),0.7132538652694108,3850.6666666666665
mid_v2,11,17,Resource-cost k-means,0.708007226453999,4105.333333333333
mid_v2,11,17,Resource-cost k-means (k-means++),0.708007226453999,4105.333333333333
mid_v2,11,17,Multi-feature k-means,0.7306671455341074,4051.3333333333335
mid_v2,11,17,Multi-feature k-means (k-means++),0.7306671455341074,4051.3333333333335
mid_v2,11,17,CQI+resource-cost joint k-means (single clustering),0.7123405093525689,5016.0
mid_v2,11,17,"CQI+resource-cost hybrid (paper method, union)",0.7132538652694108,3850.6666666666665
mid_v2,11,17,CQI+cost+joint 3-way union,0.7132538652694108,3850.6666666666665
mid_v2,11,18,No grouping,0.6838508447506849,3000.0
mid_v2,11,18,CQI k-means,0.6877110839388918,3564.0
mid_v2,11,18,CQI k-means (k-means++),0.6877110839388918,3564.0
mid_v2,11,18,Resource-cost k-means,0.691753633533933,4470.0
mid_v2,11,18,Resource-cost k-means (k-means++),0.691753633533933,4470.0
mid_v2,11,18,Multi-feature k-means,0.7275128674010555,4022.6666666666665
mid_v2,11,18,Multi-feature k-means (k-means++),0.7275128674010555,4022.6666666666665
mid_v2,11,18,CQI+resource-cost joint k-means (single clustering),0.6838508447506849,3000.0
