metric,value
split_name,full_bundle
scenario_count,830
multi_group_count,14
multi_group_ratio,0.016867469879518072
mean_teacher_group_count,1.0168674698795181
max_teacher_group_count,2
mean_teacher_gain_vs_single,0.0006805989336500628
max_teacher_gain_vs_single,0.09440267226723498
positive_gain_count,14
positive_gain_ratio,0.016867469879518072
