quality_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,607,3,0.004942339373970346,1.0049423393739703,0.00028250116380748575,0.05715940214371462
1,200,6,0.03,1.03,0.0003570277358111701,0.011900924527038947
2,2,0,0.0,1.0,0.0,0.0
3+,21,21,1.0,2.0,0.07945174187052606,0.07945174187052606
