mode,dispersion,seed,scenario_index,method,utility
aligned,mid_v2,14,3,CQI+cost+RBprofile hybrid (3-way),0.7214797022282439
aligned,mid_v2,14,4,CQI k-means,0.6991243642035884
aligned,mid_v2,14,4,Multi-feature k-means,0.6831841780840183
aligned,mid_v2,14,4,CQI+cost hybrid (2-way),0.7407510701816457
aligned,mid_v2,14,4,CQI+cost+RBprofile hybrid (3-way),0.7407510701816457
aligned,mid_v2,14,5,CQI k-means,0.7261795340677223
aligned,mid_v2,14,5,Multi-feature k-means,0.7435928143324189
aligned,mid_v2,14,5,CQI+cost hybrid (2-way),0.7397300284161512
aligned,mid_v2,14,5,CQI+cost+RBprofile hybrid (3-way),0.7397300284161512
aligned,mid_v2,14,6,CQI k-means,0.6903053250612565
aligned,mid_v2,14,6,Multi-feature k-means,0.7520308716643452
aligned,mid_v2,14,6,CQI+cost hybrid (2-way),0.7331933288793592
aligned,mid_v2,14,6,CQI+cost+RBprofile hybrid (3-way),0.7331933288793592
aligned,mid_v2,14,7,CQI k-means,0.6951739183380475
aligned,mid_v2,14,7,Multi-feature k-means,0.7324880903338261
aligned,mid_v2,14,7,CQI+cost hybrid (2-way),0.7499013705985227
aligned,mid_v2,14,7,CQI+cost+RBprofile hybrid (3-way),0.7499013705985227
aligned,mid_v2,14,8,CQI k-means,0.7134329204696922
aligned,mid_v2,14,8,Multi-feature k-means,0.7706479841965528
aligned,mid_v2,14,8,CQI+cost hybrid (2-way),0.7417438618621865
aligned,mid_v2,14,8,CQI+cost+RBprofile hybrid (3-way),0.7417438618621865
aligned,mid_v2,14,9,CQI k-means,0.7104477702300614
aligned,mid_v2,14,9,Multi-feature k-means,0.7419509247329816
aligned,mid_v2,14,9,CQI+cost hybrid (2-way),0.72875200230975
aligned,mid_v2,14,9,CQI+cost+RBprofile hybrid (3-way),0.72875200230975
aligned,mid_v2,14,10,CQI k-means,0.6989948631377659
aligned,mid_v2,14,10,Multi-feature k-means,0.7363090351335446
aligned,mid_v2,14,10,CQI+cost hybrid (2-way),0.7107529344378546
aligned,mid_v2,14,10,CQI+cost+RBprofile hybrid (3-way),0.7107529344378546
aligned,mid_v2,14,11,CQI k-means,0.7096119756699737
aligned,mid_v2,14,11,Multi-feature k-means,0.7568765935312931
aligned,mid_v2,14,11,CQI+cost hybrid (2-way),0.7114196011045213
aligned,mid_v2,14,11,CQI+cost+RBprofile hybrid (3-way),0.724537644468285
aligned,mid_v2,14,12,CQI k-means,0.7137414767357959
aligned,mid_v2,14,12,Multi-feature k-means,0.7435928143324189
aligned,mid_v2,14,12,CQI+cost hybrid (2-way),0.7536486832926311
aligned,mid_v2,14,12,CQI+cost+RBprofile hybrid (3-way),0.7536486832926311
aligned,mid_v2,14,13,CQI k-means,0.7185871986027441
aligned,mid_v2,14,13,Multi-feature k-means,0.748438536199367
aligned,mid_v2,14,13,CQI+cost hybrid (2-way),0.7347034908754398
aligned,mid_v2,14,13,CQI+cost+RBprofile hybrid (3-way),0.7347034908754398
aligned,mid_v2,14,14,CQI k-means,0.6878648010012983
aligned,mid_v2,14,14,Multi-feature k-means,0.7269757018002112
aligned,mid_v2,14,14,CQI+cost hybrid (2-way),0.7327515362456978
aligned,mid_v2,14,14,CQI+cost+RBprofile hybrid (3-way),0.7327515362456978
aligned,mid_v2,14,15,CQI k-means,0.7084081434024627
aligned,mid_v2,14,15,Multi-feature k-means,0.763135595662938
aligned,mid_v2,14,15,CQI+cost hybrid (2-way),0.7514172707842601
aligned,mid_v2,14,15,CQI+cost+RBprofile hybrid (3-way),0.7514172707842601
aligned,mid_v2,14,16,CQI k-means,0.6805175114173516
aligned,mid_v2,14,16,Multi-feature k-means,0.7670060945971154
aligned,mid_v2,14,16,CQI+cost hybrid (2-way),0.7247166996685666
aligned,mid_v2,14,16,CQI+cost+RBprofile hybrid (3-way),0.7495928143324189
aligned,mid_v2,14,17,CQI k-means,0.68717896620776
aligned,mid_v2,14,17,Multi-feature k-means,0.6806748550402834
aligned,mid_v2,14,17,CQI+cost hybrid (2-way),0.7329980433062868
aligned,mid_v2,14,17,CQI+cost+RBprofile hybrid (3-way),0.7329980433062868
aligned,mid_v2,14,18,CQI k-means,0.4997624887509255
aligned,mid_v2,14,18,Multi-feature k-means,0.6985228455908981
aligned,mid_v2,14,18,CQI+cost hybrid (2-way),0.7085586142961339
aligned,mid_v2,14,18,CQI+cost+RBprofile hybrid (3-way),0.7085586142961339
aligned,mid_v2,14,19,CQI k-means,0.7041491412708177
aligned,mid_v2,14,19,Multi-feature k-means,0.6798508447506848
aligned,mid_v2,14,19,CQI+cost hybrid (2-way),0.7049670498648798
aligned,mid_v2,14,19,CQI+cost+RBprofile hybrid (3-way),0.7049670498648798
aligned,mid_v2,15,0,CQI k-means,0.7168957548688479
aligned,mid_v2,15,0,Multi-feature k-means,0.7790860415284788
aligned,mid_v2,15,0,CQI+cost hybrid (2-way),0.7550927891150372
aligned,mid_v2,15,0,CQI+cost+RBprofile hybrid (3-way),0.7550927891150372
aligned,mid_v2,15,1,CQI k-means,0.6851841780840182
aligned,mid_v2,15,1,Multi-feature k-means,0.7546975383310117
aligned,mid_v2,15,1,CQI+cost hybrid (2-way),0.7483749782296509
aligned,mid_v2,15,1,CQI+cost+RBprofile hybrid (3-way),0.7483749782296509
aligned,mid_v2,15,2,CQI k-means,0.7139205319360775
aligned,mid_v2,15,2,Multi-feature k-means,0.7537223153982414
aligned,mid_v2,15,2,CQI+cost hybrid (2-way),0.7397438618621867
aligned,mid_v2,15,2,CQI+cost+RBprofile hybrid (3-way),0.7397438618621867
aligned,mid_v2,15,3,CQI k-means,0.6872013731627037
aligned,mid_v2,15,3,Multi-feature k-means,0.7474137591321375
aligned,mid_v2,15,3,CQI+cost hybrid (2-way),0.7648270393968343
aligned,mid_v2,15,3,CQI+cost+RBprofile hybrid (3-way),0.7648270393968343
aligned,mid_v2,15,4,CQI k-means,0.7084576975369218
aligned,mid_v2,15,4,Multi-feature k-means,0.7457718695327004
aligned,mid_v2,15,4,CQI+cost hybrid (2-way),0.7256639149308233
aligned,mid_v2,15,4,CQI+cost+RBprofile hybrid (3-way),0.7256639149308233
aligned,mid_v2,15,5,CQI k-means,0.689850844750685
aligned,mid_v2,15,5,Multi-feature k-means,0.689850844750685
aligned,mid_v2,15,5,CQI+cost hybrid (2-way),0.689850844750685
aligned,mid_v2,15,5,CQI+cost+RBprofile hybrid (3-way),0.689850844750685
aligned,mid_v2,15,6,CQI k-means,0.715079394677116
aligned,mid_v2,15,6,Multi-feature k-means,0.7335059057253246
aligned,mid_v2,15,6,CQI+cost hybrid (2-way),0.7459013705985228
aligned,mid_v2,15,6,CQI+cost+RBprofile hybrid (3-way),0.7459013705985228
aligned,mid_v2,15,7,CQI k-means,0.6844278856929749
aligned,mid_v2,15,7,Multi-feature k-means,0.7545184831307301
aligned,mid_v2,15,7,CQI+cost hybrid (2-way),0.7767518627182519
aligned,mid_v2,15,7,CQI+cost+RBprofile hybrid (3-way),0.7767518627182519
aligned,mid_v2,15,8,CQI k-means,0.6881986954052771
aligned,mid_v2,15,8,Multi-feature k-means,0.698149141270818
aligned,mid_v2,15,8,CQI+cost hybrid (2-way),0.7355136624431857
aligned,mid_v2,15,8,CQI+cost+RBprofile hybrid (3-way),0.7355136624431857
aligned,mid_v2,15,9,CQI k-means,0.706099587136359
aligned,mid_v2,15,9,Multi-feature k-means,0.7459013705985228
aligned,mid_v2,15,9,CQI+cost hybrid (2-way),0.7290851026110574
aligned,mid_v2,15,9,CQI+cost+RBprofile hybrid (3-way),0.7290851026110574
aligned,mid_v2,15,10,CQI k-means,0.6898405850047141
aligned,mid_v2,15,10,Multi-feature k-means,0.6825175114173515
aligned,mid_v2,15,10,CQI+cost hybrid (2-way),0.7127524683738025
aligned,mid_v2,15,10,CQI+cost+RBprofile hybrid (3-way),0.7420804257988042
aligned,mid_v2,15,11,CQI k-means,0.7018856277418987
aligned,mid_v2,15,11,Multi-feature k-means,0.7296423684668778
aligned,mid_v2,15,11,CQI+cost hybrid (2-way),0.7619813175298862
aligned,mid_v2,15,11,CQI+cost+RBprofile hybrid (3-way),0.7619813175298862
aligned,mid_v2,15,12,CQI k-means,0.700149141270818
aligned,mid_v2,15,12,Multi-feature k-means,0.732488090333826
aligned,mid_v2,15,12,CQI+cost hybrid (2-way),0.7598518164640636
aligned,mid_v2,15,12,CQI+cost+RBprofile hybrid (3-way),0.7598518164640636
aligned,mid_v2,15,13,CQI k-means,0.7263585892680037
aligned,mid_v2,15,13,Multi-feature k-means,0.7761108185957084
aligned,mid_v2,15,13,CQI+cost hybrid (2-way),0.7485400295946755
aligned,mid_v2,15,13,CQI+cost+RBprofile hybrid (3-way),0.7485400295946755
aligned,mid_v2,15,14,CQI k-means,0.699840585004714
aligned,mid_v2,15,14,Multi-feature k-means,0.729691922601337
aligned,mid_v2,15,14,CQI+cost hybrid (2-way),0.71834175825071
aligned,mid_v2,15,14,CQI+cost+RBprofile hybrid (3-way),0.71834175825071
aligned,mid_v2,15,15,CQI k-means,0.6898508447506849
aligned,mid_v2,15,15,Multi-feature k-means,0.6898508447506849
aligned,mid_v2,15,15,CQI+cost hybrid (2-way),0.7213483061084893
aligned,mid_v2,15,15,CQI+cost+RBprofile hybrid (3-way),0.7341299799332632
aligned,mid_v2,15,16,CQI k-means,0.6913529735383289
aligned,mid_v2,15,16,Multi-feature k-means,0.7386175913996484
aligned,mid_v2,15,16,CQI+cost hybrid (2-way),0.7147530450098988
aligned,mid_v2,15,16,CQI+cost+RBprofile hybrid (3-way),0.7212043111349516
aligned,mid_v2,15,17,CQI k-means,0.7024576975369219
aligned,mid_v2,15,17,Multi-feature k-means,0.7223585892680036
aligned,mid_v2,15,17,CQI+cost hybrid (2-way),0.7024576975369219
aligned,mid_v2,15,17,CQI+cost+RBprofile hybrid (3-way),0.7124081434024627
aligned,mid_v2,15,18,CQI k-means,0.6971841780840183
aligned,mid_v2,15,18,Multi-feature k-means,0.7133833663352332
aligned,mid_v2,15,18,CQI+cost hybrid (2-way),0.6971841780840183
aligned,mid_v2,15,18,CQI+cost+RBprofile hybrid (3-way),0.6971841780840183
aligned,mid_v2,15,19,CQI k-means,0.7142290882021812
aligned,mid_v2,15,19,Multi-feature k-means,0.7515432601979597
aligned,mid_v2,15,19,CQI+cost hybrid (2-way),0.7514649033508569
aligned,mid_v2,15,19,CQI+cost+RBprofile hybrid (3-way),0.7514649033508569
aligned,mid_v2,16,0,CQI k-means,0.6994824746041514
aligned,mid_v2,16,0,Multi-feature k-means,0.7168957548688479
aligned,mid_v2,16,0,CQI+cost hybrid (2-way),0.7342306782864417
aligned,mid_v2,16,0,CQI+cost+RBprofile hybrid (3-way),0.7342306782864417
aligned,mid_v2,16,1,CQI k-means,0.7227166996685666
aligned,mid_v2,16,1,Multi-feature k-means,0.7575432601979599
aligned,mid_v2,16,1,CQI+cost hybrid (2-way),0.7537083115629845
aligned,mid_v2,16,1,CQI+cost+RBprofile hybrid (3-way),0.7537083115629845
aligned,mid_v2,16,2,CQI k-means,0.6961853900517382
aligned,mid_v2,16,2,Multi-feature k-means,0.7108957548688479
aligned,mid_v2,16,2,CQI+cost hybrid (2-way),0.78303648739402
aligned,mid_v2,16,2,CQI+cost+RBprofile hybrid (3-way),0.78303648739402
aligned,mid_v2,16,3,CQI k-means,0.7267166996685663
aligned,mid_v2,16,3,Multi-feature k-means,0.7665184831307303
aligned,mid_v2,16,3,CQI+cost hybrid (2-way),0.7527330886302138
aligned,mid_v2,16,3,CQI+cost+RBprofile hybrid (3-way),0.7527330886302138
aligned,mid_v2,16,4,CQI k-means,0.7331547570004927
aligned,mid_v2,16,4,Multi-feature k-means,0.7754441519290417
aligned,mid_v2,16,4,CQI+cost hybrid (2-way),0.7680316667064752
aligned,mid_v2,16,4,CQI+cost+RBprofile hybrid (3-way),0.7680316667064752
aligned,mid_v2,16,5,CQI k-means,0.7034824746041511
aligned,mid_v2,16,5,Multi-feature k-means,0.6471661985308205
aligned,mid_v2,16,5,CQI+cost hybrid (2-way),0.7034824746041511
aligned,mid_v2,16,5,CQI+cost+RBprofile hybrid (3-way),0.7034824746041511
aligned,mid_v2,16,6,CQI k-means,0.7119205319360774
aligned,mid_v2,16,6,Multi-feature k-means,0.6791841780840182
aligned,mid_v2,16,6,CQI+cost hybrid (2-way),0.733751769277724
aligned,mid_v2,16,6,CQI+cost+RBprofile hybrid (3-way),0.733751769277724
aligned,mid_v2,16,7,CQI k-means,0.7179205319360775
aligned,mid_v2,16,7,Multi-feature k-means,0.6874722446657434
aligned,mid_v2,16,7,CQI+cost hybrid (2-way),0.728418902008443
aligned,mid_v2,16,7,CQI+cost+RBprofile hybrid (3-way),0.728418902008443
aligned,mid_v2,16,8,CQI k-means,0.7084576975369218
aligned,mid_v2,16,8,Multi-feature k-means,0.7383090351335446
aligned,mid_v2,16,8,CQI+cost hybrid (2-way),0.7368617946539062
aligned,mid_v2,16,8,CQI+cost+RBprofile hybrid (3-way),0.7368617946539062
aligned,mid_v2,16,9,CQI k-means,0.6897474595359394
aligned,mid_v2,16,9,Multi-feature k-means,0.6885175114173516
aligned,mid_v2,16,9,CQI+cost hybrid (2-way),0.6897474595359394
aligned,mid_v2,16,9,CQI+cost+RBprofile hybrid (3-way),0.7017910308702551
aligned,mid_v2,16,10,CQI k-means,0.7250252559346703
aligned,mid_v2,16,10,Multi-feature k-means,0.7722898737959899
aligned,mid_v2,16,10,CQI+cost hybrid (2-way),0.776086274560505
aligned,mid_v2,16,10,CQI+cost+RBprofile hybrid (3-way),0.776086274560505
aligned,mid_v2,16,11,CQI k-means,0.7033034194038698
aligned,mid_v2,16,11,Multi-feature k-means,0.6831841780840183
aligned,mid_v2,16,11,CQI+cost hybrid (2-way),0.7087529344378546
aligned,mid_v2,16,11,CQI+cost+RBprofile hybrid (3-way),0.7087529344378546
aligned,mid_v2,16,12,CQI k-means,0.7303675336521798
aligned,mid_v2,16,12,Multi-feature k-means,0.7256919226013369
aligned,mid_v2,16,12,CQI+cost hybrid (2-way),0.7480804257988043
aligned,mid_v2,16,12,CQI+cost+RBprofile hybrid (3-way),0.7480804257988043
aligned,mid_v2,16,13,CQI k-means,0.706945309003307
aligned,mid_v2,16,13,Multi-feature k-means,0.7467470924654708
aligned,mid_v2,16,13,CQI+cost hybrid (2-way),0.746084403514979
aligned,mid_v2,16,13,CQI+cost+RBprofile hybrid (3-way),0.746084403514979
aligned,mid_v2,16,14,CQI k-means,0.7095624215355145
aligned,mid_v2,16,14,Multi-feature k-means,0.7195128674010556
aligned,mid_v2,16,14,CQI+cost hybrid (2-way),0.8320797428744565
aligned,mid_v2,16,14,CQI+cost+RBprofile hybrid (3-way),0.8320797428744565
aligned,mid_v2,16,15,CQI k-means,0.6938217245229833
aligned,mid_v2,16,15,Multi-feature k-means,0.7581603727301673
aligned,mid_v2,16,15,CQI+cost hybrid (2-way),0.7929869332595608
aligned,mid_v2,16,15,CQI+cost+RBprofile hybrid (3-way),0.7929869332595608
aligned,mid_v2,16,16,CQI k-means,0.7044576975369217
aligned,mid_v2,16,16,Multi-feature k-means,0.7268462007343889
aligned,mid_v2,16,16,CQI+cost hybrid (2-way),0.7529912957197286
aligned,mid_v2,16,16,CQI+cost+RBprofile hybrid (3-way),0.7529912957197286
aligned,mid_v2,16,17,CQI k-means,0.6993529735383289
aligned,mid_v2,16,17,Multi-feature k-means,0.741642368466878
aligned,mid_v2,16,17,CQI+cost hybrid (2-way),0.7126095401088194
aligned,mid_v2,16,17,CQI+cost+RBprofile hybrid (3-way),0.7126095401088194
aligned,mid_v2,16,18,CQI k-means,0.6231766859219033
aligned,mid_v2,16,18,Multi-feature k-means,0.6403489780217725
aligned,mid_v2,16,18,CQI+cost hybrid (2-way),0.6911467057096639
aligned,mid_v2,16,18,CQI+cost+RBprofile hybrid (3-way),0.6911467057096639
aligned,mid_v2,16,19,CQI k-means,0.6818508447506849
aligned,mid_v2,16,19,Multi-feature k-means,0.6818508447506849
aligned,mid_v2,16,19,CQI+cost hybrid (2-way),0.6877540995979853
aligned,mid_v2,16,19,CQI+cost+RBprofile hybrid (3-way),0.6971739183380473
aligned,mid_v2,17,0,CQI k-means,0.6911739183380475
aligned,mid_v2,17,0,Multi-feature k-means,0.738438536199367
aligned,mid_v2,17,0,CQI+cost hybrid (2-way),0.7196639149308233
aligned,mid_v2,17,0,CQI+cost+RBprofile hybrid (3-way),0.7196639149308233
aligned,mid_v2,17,1,CQI k-means,0.7200500330018997
aligned,mid_v2,17,1,Multi-feature k-means,0.742438536199367
aligned,mid_v2,17,1,CQI+cost hybrid (2-way),0.7200500330018997
aligned,mid_v2,17,1,CQI+cost+RBprofile hybrid (3-way),0.7275128674010555
aligned,mid_v2,17,2,CQI k-means,0.726846200734389
aligned,mid_v2,17,2,Multi-feature k-means,0.7591851497973972
aligned,mid_v2,17,2,CQI+cost hybrid (2-way),0.751729562352099
aligned,mid_v2,17,2,CQI+cost+RBprofile hybrid (3-way),0.751729562352099
aligned,mid_v2,17,3,CQI k-means,0.7011243642035885
aligned,mid_v2,17,3,Multi-feature k-means,0.7409261476657522
aligned,mid_v2,17,3,CQI+cost hybrid (2-way),0.7232183389786148
aligned,mid_v2,17,3,CQI+cost+RBprofile hybrid (3-way),0.7232183389786148
aligned,mid_v2,17,4,CQI k-means,0.6951841780840182
aligned,mid_v2,17,4,Multi-feature k-means,0.7077414767357961
aligned,mid_v2,17,4,CQI+cost hybrid (2-way),0.7525184831307303
aligned,mid_v2,17,4,CQI+cost+RBprofile hybrid (3-way),0.7525184831307303
aligned,mid_v2,17,5,CQI k-means,0.7168957548688479
aligned,mid_v2,17,5,Multi-feature k-means,0.7566975383310118
aligned,mid_v2,17,5,CQI+cost hybrid (2-way),0.7547506041175935
aligned,mid_v2,17,5,CQI+cost+RBprofile hybrid (3-way),0.7547506041175935
aligned,mid_v2,17,6,CQI k-means,0.7112922539329172
aligned,mid_v2,17,6,Multi-feature k-means,0.6831841780840183
aligned,mid_v2,17,6,CQI+cost hybrid (2-way),0.7198676967635708
aligned,mid_v2,17,6,CQI+cost+RBprofile hybrid (3-way),0.7198676967635708
aligned,mid_v2,17,7,CQI k-means,0.6968158079374847
aligned,mid_v2,17,7,Multi-feature k-means,0.7167166996685668
aligned,mid_v2,17,7,CQI+cost hybrid (2-way),0.7863698207273533
aligned,mid_v2,17,7,CQI+cost+RBprofile hybrid (3-way),0.7863698207273533
aligned,mid_v2,17,8,CQI k-means,0.6818508447506849
aligned,mid_v2,17,8,Multi-feature k-means,0.6818508447506849
aligned,mid_v2,17,8,CQI+cost hybrid (2-way),0.6818508447506849
aligned,mid_v2,17,8,CQI+cost+RBprofile hybrid (3-way),0.6868653620719436
aligned,mid_v2,17,9,CQI k-means,0.683402527672788
aligned,mid_v2,17,9,Multi-feature k-means,0.7008158079374844
aligned,mid_v2,17,9,CQI+cost hybrid (2-way),0.6882210369113524
aligned,mid_v2,17,9,CQI+cost+RBprofile hybrid (3-way),0.6983281964710993
aligned,mid_v2,17,10,CQI k-means,0.7082786423366404
aligned,mid_v2,17,10,Multi-feature k-means,0.767981317529886
aligned,mid_v2,17,10,CQI+cost hybrid (2-way),0.7434177368483125
aligned,mid_v2,17,10,CQI+cost+RBprofile hybrid (3-way),0.7630060945971157
aligned,mid_v2,17,11,CQI k-means,0.7283585892680037
aligned,mid_v2,17,11,Multi-feature k-means,0.763185149797397
aligned,mid_v2,17,11,CQI+cost hybrid (2-way),0.8104497676587165
aligned,mid_v2,17,11,CQI+cost+RBprofile hybrid (3-way),0.8104497676587165
aligned,mid_v2,17,12,CQI k-means,0.7111243642035884
aligned,mid_v2,17,12,Multi-feature k-means,0.7459509247329816
aligned,mid_v2,17,12,CQI+cost hybrid (2-way),0.7240858017071358
aligned,mid_v2,17,12,CQI+cost+RBprofile hybrid (3-way),0.7240858017071358
aligned,mid_v2,17,13,CQI k-means,0.7013034194038698
aligned,mid_v2,17,13,Multi-feature k-means,0.7659813175298861
aligned,mid_v2,17,13,CQI+cost hybrid (2-way),0.7254186689764168
aligned,mid_v2,17,13,CQI+cost+RBprofile hybrid (3-way),0.7254186689764168
aligned,mid_v2,17,14,CQI k-means,0.712099587136359
aligned,mid_v2,17,14,Multi-feature k-means,0.7444385361993671
aligned,mid_v2,17,14,CQI+cost hybrid (2-way),0.7817527081951456
aligned,mid_v2,17,14,CQI+cost+RBprofile hybrid (3-way),0.7817527081951456
aligned,mid_v2,17,15,CQI k-means,0.7057465274078351
aligned,mid_v2,17,15,Multi-feature k-means,0.7185722380128792
aligned,mid_v2,17,15,CQI+cost hybrid (2-way),0.7089838808821736
aligned,mid_v2,17,15,CQI+cost+RBprofile hybrid (3-way),0.7089838808821736
aligned,mid_v2,17,16,CQI k-means,0.6831841780840182
aligned,mid_v2,17,16,Multi-feature k-means,0.7017910308702551
aligned,mid_v2,17,16,CQI+cost hybrid (2-way),0.6831841780840182
aligned,mid_v2,17,16,CQI+cost+RBprofile hybrid (3-way),0.6831841780840182
aligned,mid_v2,17,17,CQI k-means,0.6847358610061214
aligned,mid_v2,17,17,Multi-feature k-means,0.6096484272995573
aligned,mid_v2,17,17,CQI+cost hybrid (2-way),0.6847358610061214
aligned,mid_v2,17,17,CQI+cost+RBprofile hybrid (3-way),0.6872234724725068
aligned,mid_v2,17,18,CQI k-means,0.7238377474259733
aligned,mid_v2,17,18,Multi-feature k-means,0.6379232595101703
aligned,mid_v2,17,18,CQI+cost hybrid (2-way),0.7565562839758727
aligned,mid_v2,17,18,CQI+cost+RBprofile hybrid (3-way),0.7565562839758727
aligned,mid_v2,17,19,CQI k-means,0.7134329204696922
aligned,mid_v2,17,19,Multi-feature k-means,0.7507470924654708
aligned,mid_v2,17,19,CQI+cost hybrid (2-way),0.7318359175748745
aligned,mid_v2,17,19,CQI+cost+RBprofile hybrid (3-way),0.7318359175748745
aligned,mid_v2,18,0,CQI k-means,0.693850844750685
aligned,mid_v2,18,0,Multi-feature k-means,0.732438536199367
aligned,mid_v2,18,0,CQI+cost hybrid (2-way),0.7598022623296047
aligned,mid_v2,18,0,CQI+cost+RBprofile hybrid (3-way),0.7598022623296047
aligned,mid_v2,18,1,CQI k-means,0.712945309003307
aligned,mid_v2,18,1,Multi-feature k-means,0.679850844750685
aligned,mid_v2,18,1,CQI+cost hybrid (2-way),0.7309920907618587
aligned,mid_v2,18,1,CQI+cost+RBprofile hybrid (3-way),0.7309920907618587
aligned,mid_v2,18,2,CQI k-means,0.689352973538329
aligned,mid_v2,18,2,Multi-feature k-means,0.6993034194038699
aligned,mid_v2,18,2,CQI+cost hybrid (2-way),0.6951467057096639
aligned,mid_v2,18,2,CQI+cost+RBprofile hybrid (3-way),0.6951467057096639
aligned,mid_v2,18,3,CQI k-means,0.7159205319360774
aligned,mid_v2,18,3,Multi-feature k-means,0.7358214236671594
aligned,mid_v2,18,3,CQI+cost hybrid (2-way),0.7656727612637823
aligned,mid_v2,18,3,CQI+cost+RBprofile hybrid (3-way),0.7656727612637823
aligned,mid_v2,18,4,CQI k-means,0.6210016416497338
aligned,mid_v2,18,4,Multi-feature k-means,0.6254237956809916
aligned,mid_v2,18,4,CQI+cost hybrid (2-way),0.6753922915276133
aligned,mid_v2,18,4,CQI+cost+RBprofile hybrid (3-way),0.6753922915276133
aligned,mid_v2,18,5,CQI k-means,0.6046717488090774
aligned,mid_v2,18,5,Multi-feature k-means,0.6568812541718155
aligned,mid_v2,18,5,CQI+cost hybrid (2-way),0.789768302114663
aligned,mid_v2,18,5,CQI+cost+RBprofile hybrid (3-way),0.789768302114663
aligned,mid_v2,18,6,CQI k-means,0.6918508447506849
aligned,mid_v2,18,6,Multi-feature k-means,0.7347966465999299
aligned,mid_v2,18,6,CQI+cost hybrid (2-way),0.7090860347391619
aligned,mid_v2,18,6,CQI+cost+RBprofile hybrid (3-way),0.7090860347391619
aligned,mid_v2,18,7,CQI k-means,0.6845568058058401
aligned,mid_v2,18,7,Multi-feature k-means,0.6831841780840183
aligned,mid_v2,18,7,CQI+cost hybrid (2-way),0.7074196011045213
aligned,mid_v2,18,7,CQI+cost+RBprofile hybrid (3-way),0.7074196011045213
aligned,mid_v2,18,8,CQI k-means,0.6991243642035884
aligned,mid_v2,18,8,Multi-feature k-means,0.758827039396834
aligned,mid_v2,18,8,CQI+cost hybrid (2-way),0.7401167711401365
aligned,mid_v2,18,8,CQI+cost+RBprofile hybrid (3-way),0.746388982064908
aligned,mid_v2,18,9,CQI k-means,0.7180500330018997
aligned,mid_v2,18,9,Multi-feature k-means,0.6769857451383823
aligned,mid_v2,18,9,CQI+cost hybrid (2-way),0.7242018755737977
aligned,mid_v2,18,9,CQI+cost+RBprofile hybrid (3-way),0.7242018755737977
aligned,mid_v2,18,10,CQI k-means,0.7184081434024627
aligned,mid_v2,18,10,Multi-feature k-means,0.6805175114173516
aligned,mid_v2,18,10,CQI+cost hybrid (2-way),0.7250855686751095
aligned,mid_v2,18,10,CQI+cost+RBprofile hybrid (3-way),0.7308462007343889
aligned,mid_v2,18,11,CQI k-means,0.6278098421665591
aligned,mid_v2,18,11,Multi-feature k-means,0.7481455738527802
aligned,mid_v2,18,11,CQI+cost hybrid (2-way),0.722177334983577
aligned,mid_v2,18,11,CQI+cost+RBprofile hybrid (3-way),0.722177334983577
aligned,mid_v2,18,12,CQI k-means,0.6895320287386103
aligned,mid_v2,18,12,Multi-feature k-means,0.7343090351335447
aligned,mid_v2,18,12,CQI+cost hybrid (2-way),0.6954233364062563
aligned,mid_v2,18,12,CQI+cost+RBprofile hybrid (3-way),0.7268462007343889
aligned,mid_v2,18,13,CQI k-means,0.7039700860705363
aligned,mid_v2,18,13,Multi-feature k-means,0.7462594809990856
aligned,mid_v2,18,13,CQI+cost hybrid (2-way),0.7597379093177585
aligned,mid_v2,18,13,CQI+cost+RBprofile hybrid (3-way),0.7597379093177585
aligned,mid_v2,18,14,CQI k-means,0.6953529735383288
aligned,mid_v2,18,14,Multi-feature k-means,0.7227166996685664
aligned,mid_v2,18,14,CQI+cost hybrid (2-way),0.7120862677711879
aligned,mid_v2,18,14,CQI+cost+RBprofile hybrid (3-way),0.7120862677711879
aligned,mid_v2,18,15,CQI k-means,0.7174329204696923
aligned,mid_v2,18,15,Multi-feature k-means,0.7646975383310117
aligned,mid_v2,18,15,CQI+cost hybrid (2-way),0.7174329204696923
aligned,mid_v2,18,15,CQI+cost+RBprofile hybrid (3-way),0.7323585892680037
aligned,mid_v2,18,16,CQI k-means,0.6878508447506849
aligned,mid_v2,18,16,Multi-feature k-means,0.7357718695327002
aligned,mid_v2,18,16,CQI+cost hybrid (2-way),0.7350846365470052
aligned,mid_v2,18,16,CQI+cost+RBprofile hybrid (3-way),0.7350846365470052
aligned,mid_v2,18,17,CQI k-means,0.7099205319360775
aligned,mid_v2,18,17,Multi-feature k-means,0.7522099268646265
aligned,mid_v2,18,17,CQI+cost hybrid (2-way),0.7232918006950035
aligned,mid_v2,18,17,CQI+cost+RBprofile hybrid (3-way),0.7232918006950035
aligned,mid_v2,18,18,CQI k-means,0.7079205319360774
aligned,mid_v2,18,18,Multi-feature k-means,0.7228462007343889
aligned,mid_v2,18,18,CQI+cost hybrid (2-way),0.723983181786095
aligned,mid_v2,18,18,CQI+cost+RBprofile hybrid (3-way),0.723983181786095
aligned,mid_v2,18,19,CQI k-means,0.7340004788674408
aligned,mid_v2,18,19,Multi-feature k-means,0.7663394279304488
aligned,mid_v2,18,19,CQI+cost hybrid (2-way),0.7575750511870208
aligned,mid_v2,18,19,CQI+cost+RBprofile hybrid (3-way),0.7575750511870208
aligned,mid_v2,19,0,CQI k-means,0.6993034194038698
aligned,mid_v2,19,0,Multi-feature k-means,0.7142290882021813
