mode,dispersion,seed,scenario_index,method,utility
aligned,high,24,14,Multi-feature k-means,0.3991791018276651
aligned,high,24,14,CQI+cost hybrid (2-way),0.412300481044115
aligned,high,24,14,CQI+cost+RBprofile hybrid (3-way),0.412300481044115
aligned,high,24,15,CQI k-means,0.3520589620716085
aligned,high,24,15,Multi-feature k-means,0.32708980639371693
aligned,high,24,15,CQI+cost hybrid (2-way),0.3520589620716085
aligned,high,24,15,CQI+cost+RBprofile hybrid (3-way),0.37882760136111954
aligned,high,24,16,CQI k-means,0.31681278949870323
aligned,high,24,16,Multi-feature k-means,0.32246068401926337
aligned,high,24,16,CQI+cost hybrid (2-way),0.31681278949870323
aligned,high,24,16,CQI+cost+RBprofile hybrid (3-way),0.31681278949870323
aligned,high,24,17,CQI k-means,0.2929133501993406
aligned,high,24,17,Multi-feature k-means,0.32010857853982344
aligned,high,24,17,CQI+cost hybrid (2-way),0.37858614125782264
aligned,high,24,17,CQI+cost+RBprofile hybrid (3-way),0.37858614125782264
aligned,high,24,18,CQI k-means,0.3451944303991613
aligned,high,24,18,Multi-feature k-means,0.3636438401837443
aligned,high,24,18,CQI+cost hybrid (2-way),0.3451944303991613
aligned,high,24,18,CQI+cost+RBprofile hybrid (3-way),0.3451944303991613
aligned,high,24,19,CQI k-means,0.4321066793431415
aligned,high,24,19,Multi-feature k-means,0.3632917347043044
aligned,high,24,19,CQI+cost hybrid (2-way),0.4321066793431415
aligned,high,24,19,CQI+cost+RBprofile hybrid (3-way),0.4321066793431415
aligned,high,25,0,CQI k-means,0.36806624323613873
aligned,high,25,0,Multi-feature k-means,0.3794315413731737
aligned,high,25,0,CQI+cost hybrid (2-way),0.42110401324323893
aligned,high,25,0,CQI+cost+RBprofile hybrid (3-way),0.42110401324323893
aligned,high,25,1,CQI k-means,0.3593292789965175
aligned,high,25,1,Multi-feature k-means,0.4327519077637991
aligned,high,25,1,CQI+cost hybrid (2-way),0.42145611872267885
aligned,high,25,1,CQI+cost+RBprofile hybrid (3-way),0.42145611872267885
aligned,high,25,2,CQI k-means,0.35599594566318415
aligned,high,25,2,Multi-feature k-means,0.3898833127865449
aligned,high,25,2,CQI+cost hybrid (2-way),0.44071436347158605
aligned,high,25,2,CQI+cost+RBprofile hybrid (3-way),0.44071436347158605
aligned,high,25,3,CQI k-means,0.37804222157790546
aligned,high,25,3,Multi-feature k-means,0.36364384018374435
aligned,high,25,3,CQI+cost hybrid (2-way),0.37804222157790546
aligned,high,25,3,CQI+cost+RBprofile hybrid (3-way),0.37804222157790546
aligned,high,25,4,CQI k-means,0.37894228060746465
aligned,high,25,4,Multi-feature k-means,0.35174905366492804
aligned,high,25,4,CQI+cost hybrid (2-way),0.37894228060746465
aligned,high,25,4,CQI+cost+RBprofile hybrid (3-way),0.37894228060746465
aligned,high,25,5,CQI k-means,0.3536785350808018
aligned,high,25,5,Multi-feature k-means,0.3869401896700951
aligned,high,25,5,CQI+cost hybrid (2-way),0.39949366301489203
aligned,high,25,5,CQI+cost+RBprofile hybrid (3-way),0.39949366301489203
aligned,high,25,6,CQI k-means,0.3530147178092907
aligned,high,25,6,Multi-feature k-means,0.36431050685041094
aligned,high,25,6,CQI+cost hybrid (2-way),0.35309430134141606
aligned,high,25,6,CQI+cost+RBprofile hybrid (3-way),0.35309430134141606
aligned,high,25,7,CQI k-means,0.32846068401926337
aligned,high,25,7,Multi-feature k-means,0.3736438401837443
aligned,high,25,7,CQI+cost hybrid (2-way),0.32846068401926337
aligned,high,25,7,CQI+cost+RBprofile hybrid (3-way),0.32846068401926337
aligned,high,25,8,CQI k-means,0.32783827633221685
aligned,high,25,8,Multi-feature k-means,0.33073770091427707
aligned,high,25,8,CQI+cost hybrid (2-way),0.31230506105800193
aligned,high,25,8,CQI+cost+RBprofile hybrid (3-way),0.31230506105800193
aligned,high,25,9,CQI k-means,0.37873290990280545
aligned,high,25,9,Multi-feature k-means,0.3456695384237106
aligned,high,25,9,CQI+cost hybrid (2-way),0.40496043781542607
aligned,high,25,9,CQI+cost+RBprofile hybrid (3-way),0.40496043781542607
aligned,high,25,10,CQI k-means,0.3136548898704557
aligned,high,25,10,Multi-feature k-means,0.29551700045758295
aligned,high,25,10,CQI+cost hybrid (2-way),0.35199594566318415
aligned,high,25,10,CQI+cost+RBprofile hybrid (3-way),0.35199594566318415
aligned,high,25,11,CQI k-means,0.32014612283203653
aligned,high,25,11,Multi-feature k-means,0.32014612283203653
aligned,high,25,11,CQI+cost hybrid (2-way),0.32014612283203653
aligned,high,25,11,CQI+cost+RBprofile hybrid (3-way),0.32014612283203653
aligned,high,25,12,CQI k-means,0.3831206180581424
aligned,high,25,12,Multi-feature k-means,0.36893962922486456
aligned,high,25,12,CQI+cost hybrid (2-way),0.4536580470332663
aligned,high,25,12,CQI+cost+RBprofile hybrid (3-way),0.4536580470332663
aligned,high,25,13,CQI k-means,0.3463421072994323
aligned,high,25,13,Multi-feature k-means,0.39188331278654487
aligned,high,25,13,CQI+cost hybrid (2-way),0.4208484345942344
aligned,high,25,13,CQI+cost+RBprofile hybrid (3-way),0.4208484345942344
aligned,high,25,14,CQI k-means,0.35476115609538716
aligned,high,25,14,Multi-feature k-means,0.3995687515993181
aligned,high,25,14,CQI+cost hybrid (2-way),0.35476115609538716
aligned,high,25,14,CQI+cost+RBprofile hybrid (3-way),0.35476115609538716
aligned,high,25,15,CQI k-means,0.4083688469578145
aligned,high,25,15,Multi-feature k-means,0.44730945310358455
aligned,high,25,15,CQI+cost hybrid (2-way),0.4377331356176925
aligned,high,25,15,CQI+cost+RBprofile hybrid (3-way),0.4377331356176925
aligned,high,25,16,CQI k-means,0.4760564284274276
aligned,high,25,16,Multi-feature k-means,0.42207929725394067
aligned,high,25,16,CQI+cost hybrid (2-way),0.4508149536068282
aligned,high,25,16,CQI+cost+RBprofile hybrid (3-way),0.4508149536068282
aligned,high,25,17,CQI k-means,0.4189483608473727
aligned,high,25,17,Multi-feature k-means,0.3855687515993181
aligned,high,25,17,CQI+cost hybrid (2-way),0.41894836084737275
aligned,high,25,17,CQI+cost+RBprofile hybrid (3-way),0.41894836084737275
aligned,high,25,18,CQI k-means,0.3028878780831294
aligned,high,25,18,Multi-feature k-means,0.34242313972705024
aligned,high,25,18,CQI+cost hybrid (2-way),0.32321563763116534
aligned,high,25,18,CQI+cost+RBprofile hybrid (3-way),0.32321563763116534
aligned,high,25,19,CQI k-means,0.43461907610154404
aligned,high,25,19,Multi-feature k-means,0.36900729841383517
aligned,high,25,19,CQI+cost hybrid (2-way),0.40937760128094475
aligned,high,25,19,CQI+cost+RBprofile hybrid (3-way),0.40937760128094475
aligned,high,26,0,CQI k-means,0.36853905582513685
aligned,high,26,0,Multi-feature k-means,0.3094794561653698
aligned,high,26,0,CQI+cost hybrid (2-way),0.36853905582513685
aligned,high,26,0,CQI+cost+RBprofile hybrid (3-way),0.36853905582513685
aligned,high,26,1,CQI k-means,0.3657256434555777
aligned,high,26,1,Multi-feature k-means,0.36396043736846545
aligned,high,26,1,CQI+cost hybrid (2-way),0.41612140290174354
aligned,high,26,1,CQI+cost+RBprofile hybrid (3-way),0.41612140290174354
aligned,high,26,2,CQI k-means,0.4150355136244812
aligned,high,26,2,Multi-feature k-means,0.4212293677021497
aligned,high,26,2,CQI+cost hybrid (2-way),0.4150355136244812
aligned,high,26,2,CQI+cost+RBprofile hybrid (3-way),0.4150355136244812
aligned,high,26,3,CQI k-means,0.3785298101022006
aligned,high,26,3,Multi-feature k-means,0.30881278949870317
aligned,high,26,3,CQI+cost hybrid (2-way),0.3785298101022006
aligned,high,26,3,CQI+cost+RBprofile hybrid (3-way),0.3785298101022006
aligned,high,26,4,CQI k-means,0.40792353789596303
aligned,high,26,4,Multi-feature k-means,0.4138082242021188
aligned,high,26,4,CQI+cost hybrid (2-way),0.40792353789596303
aligned,high,26,4,CQI+cost+RBprofile hybrid (3-way),0.40792353789596303
aligned,high,26,5,CQI k-means,0.40943796630676893
aligned,high,26,5,Multi-feature k-means,0.34368138447595736
aligned,high,26,5,CQI+cost hybrid (2-way),0.40943796630676893
aligned,high,26,5,CQI+cost+RBprofile hybrid (3-way),0.40943796630676893
aligned,high,26,6,CQI k-means,0.35536682328873065
aligned,high,26,6,Multi-feature k-means,0.3384231397270503
aligned,high,26,6,CQI+cost hybrid (2-way),0.4005499794532115
aligned,high,26,6,CQI+cost+RBprofile hybrid (3-way),0.4005499794532115
aligned,high,26,7,CQI k-means,0.3603452017474684
aligned,high,26,7,Multi-feature k-means,0.36097717351707764
aligned,high,26,7,CQI+cost hybrid (2-way),0.3603452017474684
aligned,high,26,7,CQI+cost+RBprofile hybrid (3-way),0.3603452017474684
aligned,high,26,8,CQI k-means,0.33076317303048836
aligned,high,26,8,Multi-feature k-means,0.3590968711273698
aligned,high,26,8,CQI+cost hybrid (2-way),0.3808804908840627
aligned,high,26,8,CQI+cost+RBprofile hybrid (3-way),0.3808804908840627
aligned,high,26,9,CQI k-means,0.4204963291147945
aligned,high,26,9,Multi-feature k-means,0.38556875159931814
aligned,high,26,9,CQI+cost hybrid (2-way),0.4204963291147945
aligned,high,26,9,CQI+cost+RBprofile hybrid (3-way),0.4204963291147945
aligned,high,26,10,CQI k-means,0.3572057224918036
aligned,high,26,10,Multi-feature k-means,0.42942859026864627
aligned,high,26,10,CQI+cost hybrid (2-way),0.43039980228435903
aligned,high,26,10,CQI+cost+RBprofile hybrid (3-way),0.43039980228435903
aligned,high,26,11,CQI k-means,0.44373377006519166
aligned,high,26,11,Multi-feature k-means,0.4370664689510258
aligned,high,26,11,CQI+cost hybrid (2-way),0.44373377006519166
aligned,high,26,11,CQI+cost+RBprofile hybrid (3-way),0.44373377006519166
aligned,high,26,12,CQI k-means,0.2734089770294354
aligned,high,26,12,Multi-feature k-means,0.3028878780831294
aligned,high,26,12,CQI+cost hybrid (2-way),0.34213001678583255
aligned,high,26,12,CQI+cost+RBprofile hybrid (3-way),0.34213001678583255
aligned,high,26,13,CQI k-means,0.33940436758094367
aligned,high,26,13,Multi-feature k-means,0.3789396292248645
aligned,high,26,13,CQI+cost hybrid (2-way),0.37925482485959044
aligned,high,26,13,CQI+cost+RBprofile hybrid (3-way),0.37925482485959044
aligned,high,26,14,CQI k-means,0.3988859788864475
aligned,high,26,14,Multi-feature k-means,0.3317189287681704
aligned,high,26,14,CQI+cost hybrid (2-way),0.3988859788864475
aligned,high,26,14,CQI+cost+RBprofile hybrid (3-way),0.3988859788864475
aligned,high,26,15,CQI k-means,0.348254810142288
aligned,high,26,15,Multi-feature k-means,0.4087894520560122
aligned,high,26,15,CQI+cost hybrid (2-way),0.40983496239501804
aligned,high,26,15,CQI+cost+RBprofile hybrid (3-way),0.40983496239501804
aligned,high,26,16,CQI k-means,0.3595921773458235
aligned,high,26,16,Multi-feature k-means,0.2991648949781431
aligned,high,26,16,CQI+cost hybrid (2-way),0.40998793679198936
aligned,high,26,16,CQI+cost+RBprofile hybrid (3-way),0.40998793679198936
aligned,high,26,17,CQI k-means,0.3929838882044848
aligned,high,26,17,Multi-feature k-means,0.4201227853893454
aligned,high,26,17,CQI+cost hybrid (2-way),0.3929838882044848
aligned,high,26,17,CQI+cost+RBprofile hybrid (3-way),0.3929838882044848
aligned,high,26,18,CQI k-means,0.36919849370396834
aligned,high,26,18,Multi-feature k-means,0.41678945205601203
aligned,high,26,18,CQI+cost hybrid (2-way),0.3709865690216897
aligned,high,26,18,CQI+cost+RBprofile hybrid (3-way),0.37114014561324526
aligned,high,26,19,CQI k-means,0.37450900630369055
aligned,high,26,19,Multi-feature k-means,0.37862506803763774
aligned,high,26,19,CQI+cost hybrid (2-way),0.37450900630369055
aligned,high,26,19,CQI+cost+RBprofile hybrid (3-way),0.37450900630369055
aligned,high,27,0,CQI k-means,0.2942513363132202
aligned,high,27,0,Multi-feature k-means,0.2882212114164628
aligned,high,27,0,CQI+cost hybrid (2-way),0.38580277840970967
aligned,high,27,0,CQI+cost+RBprofile hybrid (3-way),0.38580277840970967
aligned,high,27,1,CQI k-means,0.36121321726257033
aligned,high,27,1,Multi-feature k-means,0.3148127894987032
aligned,high,27,1,CQI+cost hybrid (2-way),0.36121321726257033
aligned,high,27,1,CQI+cost+RBprofile hybrid (3-way),0.36121321726257033
aligned,high,27,2,CQI k-means,0.35481801433646665
aligned,high,27,2,Multi-feature k-means,0.3490147178092907
aligned,high,27,2,CQI+cost hybrid (2-way),0.44336489465744383
aligned,high,27,2,CQI+cost+RBprofile hybrid (3-way),0.44336489465744383
aligned,high,27,3,CQI k-means,0.35481801433646665
aligned,high,27,3,Multi-feature k-means,0.3643105068504109
aligned,high,27,3,CQI+cost hybrid (2-way),0.42078945205601204
aligned,high,27,3,CQI+cost+RBprofile hybrid (3-way),0.42078945205601204
aligned,high,27,4,CQI k-means,0.42726292203459953
aligned,high,27,4,Multi-feature k-means,0.3807447656479301
aligned,high,27,4,CQI+cost hybrid (2-way),0.34348818778787815
aligned,high,27,4,CQI+cost+RBprofile hybrid (3-way),0.34852776373249467
aligned,high,27,5,CQI k-means,0.32613870343658097
aligned,high,27,5,Multi-feature k-means,0.31877524520649014
aligned,high,27,5,CQI+cost hybrid (2-way),0.3851401456132452
aligned,high,27,5,CQI+cost+RBprofile hybrid (3-way),0.3851401456132452
aligned,high,27,6,CQI k-means,0.38512061805814246
aligned,high,27,6,Multi-feature k-means,0.402044704066255
aligned,high,27,6,CQI+cost hybrid (2-way),0.38512061805814246
aligned,high,27,6,CQI+cost+RBprofile hybrid (3-way),0.38512061805814246
aligned,high,27,7,CQI k-means,0.43841922359526736
aligned,high,27,7,Multi-feature k-means,0.3815687515993181
aligned,high,27,7,CQI+cost hybrid (2-way),0.43841922359526736
aligned,high,27,7,CQI+cost+RBprofile hybrid (3-way),0.43841922359526736
aligned,high,27,8,CQI k-means,0.3327611560953872
aligned,high,27,8,Multi-feature k-means,0.2815545447497961
aligned,high,27,8,CQI+cost hybrid (2-way),0.3982756433754029
aligned,high,27,8,CQI+cost+RBprofile hybrid (3-way),0.3982756433754029
aligned,high,27,9,CQI k-means,0.3472792865726903
aligned,high,27,9,Multi-feature k-means,0.41051243516099833
aligned,high,27,9,CQI+cost hybrid (2-way),0.40110260132103215
aligned,high,27,9,CQI+cost+RBprofile hybrid (3-way),0.40110260132103215
aligned,high,27,10,CQI k-means,0.3651984937039684
aligned,high,27,10,Multi-feature k-means,0.32956978543679455
aligned,high,27,10,CQI+cost hybrid (2-way),0.424714363471586
aligned,high,27,10,CQI+cost+RBprofile hybrid (3-way),0.424714363471586
aligned,high,27,11,CQI k-means,0.3774318860668609
aligned,high,27,11,Multi-feature k-means,0.36266261232985086
aligned,high,27,11,CQI+cost hybrid (2-way),0.3774318860668609
aligned,high,27,11,CQI+cost+RBprofile hybrid (3-way),0.3774318860668609
aligned,high,27,12,CQI k-means,0.37604020464280435
aligned,high,27,12,Multi-feature k-means,0.3653673837339612
aligned,high,27,12,CQI+cost hybrid (2-way),0.3245154106147909
aligned,high,27,12,CQI+cost+RBprofile hybrid (3-way),0.3245154106147909
aligned,high,27,13,CQI k-means,0.38912061805814235
aligned,high,27,13,Multi-feature k-means,0.3636438401837443
aligned,high,27,13,CQI+cost hybrid (2-way),0.38912061805814235
aligned,high,27,13,CQI+cost+RBprofile hybrid (3-way),0.38912061805814235
aligned,high,27,14,CQI k-means,0.4265171329133046
aligned,high,27,14,Multi-feature k-means,0.33870015662206393
aligned,high,27,14,CQI+cost hybrid (2-way),0.4265171329133046
aligned,high,27,14,CQI+cost+RBprofile hybrid (3-way),0.4265171329133046
aligned,high,27,15,CQI k-means,0.3844319007841633
aligned,high,27,15,Multi-feature k-means,0.3217564730603836
aligned,high,27,15,CQI+cost hybrid (2-way),0.3844319007841633
aligned,high,27,15,CQI+cost+RBprofile hybrid (3-way),0.3844319007841633
aligned,high,27,16,CQI k-means,0.3974714767287798
aligned,high,27,16,Multi-feature k-means,0.2736638370729418
aligned,high,27,16,CQI+cost hybrid (2-way),0.39747147672877986
aligned,high,27,16,CQI+cost+RBprofile hybrid (3-way),0.39747147672877986
aligned,high,27,17,CQI k-means,0.3740662432361388
aligned,high,27,17,Multi-feature k-means,0.34136682328873064
aligned,high,27,17,CQI+cost hybrid (2-way),0.3740662432361388
aligned,high,27,17,CQI+cost+RBprofile hybrid (3-way),0.3740662432361388
aligned,high,27,18,CQI k-means,0.34901736919189086
aligned,high,27,18,Multi-feature k-means,0.39753120730710506
aligned,high,27,18,CQI+cost hybrid (2-way),0.3943735526934401
aligned,high,27,18,CQI+cost+RBprofile hybrid (3-way),0.3943735526934401
aligned,high,27,19,CQI k-means,0.4160067236553983
aligned,high,27,19,Multi-feature k-means,0.3878833127865449
aligned,high,27,19,CQI+cost hybrid (2-way),0.4160067236553983
aligned,high,27,19,CQI+cost+RBprofile hybrid (3-way),0.4160067236553983
aligned,high,28,0,CQI k-means,0.3959275423315603
aligned,high,28,0,Multi-feature k-means,0.32842313972705023
aligned,high,28,0,CQI+cost hybrid (2-way),0.3765110232387917
aligned,high,28,0,CQI+cost+RBprofile hybrid (3-way),0.3765110232387917
aligned,high,28,1,CQI k-means,0.3466241602587981
aligned,high,28,1,Multi-feature k-means,0.40118113782515946
aligned,high,28,1,CQI+cost hybrid (2-way),0.32152774901519227
aligned,high,28,1,CQI+cost+RBprofile hybrid (3-way),0.32152774901519227
aligned,high,28,2,CQI k-means,0.4007900570689064
aligned,high,28,2,Multi-feature k-means,0.3619959456631842
aligned,high,28,2,CQI+cost hybrid (2-way),0.32246068401926337
aligned,high,28,2,CQI+cost+RBprofile hybrid (3-way),0.32246068401926337
aligned,high,28,3,CQI k-means,0.35730910964550644
aligned,high,28,3,Multi-feature k-means,0.2537047219186484
aligned,high,28,3,CQI+cost hybrid (2-way),0.35730910964550644
aligned,high,28,3,CQI+cost+RBprofile hybrid (3-way),0.35730910964550644
aligned,high,28,4,CQI k-means,0.408562701035483
aligned,high,28,4,Multi-feature k-means,0.37493962922486457
aligned,high,28,4,CQI+cost hybrid (2-way),0.43141857443046583
aligned,high,28,4,CQI+cost+RBprofile hybrid (3-way),0.43141857443046583
aligned,high,28,5,CQI k-means,0.372636287629805
aligned,high,28,5,Multi-feature k-means,0.36940345247391054
aligned,high,28,5,CQI+cost hybrid (2-way),0.372636287629805
aligned,high,28,5,CQI+cost+RBprofile hybrid (3-way),0.372636287629805
aligned,high,28,6,CQI k-means,0.32991944515655114
aligned,high,28,6,Multi-feature k-means,0.34599594566318415
aligned,high,28,6,CQI+cost hybrid (2-way),0.4024748908687853
aligned,high,28,6,CQI+cost+RBprofile hybrid (3-way),0.4024748908687853
aligned,high,28,7,CQI k-means,0.4058960343688164
aligned,high,28,7,Multi-feature k-means,0.42079121077392007
aligned,high,28,7,CQI+cost hybrid (2-way),0.4058960343688164
aligned,high,28,7,CQI+cost+RBprofile hybrid (3-way),0.4058960343688164
aligned,high,28,8,CQI k-means,0.3903695188232379
aligned,high,28,8,Multi-feature k-means,0.34701471780929066
aligned,high,28,8,CQI+cost hybrid (2-way),0.3903695188232379
aligned,high,28,8,CQI+cost+RBprofile hybrid (3-way),0.3903695188232379
aligned,high,28,9,CQI k-means,0.44200478401282367
aligned,high,28,9,Multi-feature k-means,0.3772541904120913
aligned,high,28,9,CQI+cost hybrid (2-way),0.44200478401282367
aligned,high,28,9,CQI+cost+RBprofile hybrid (3-way),0.44200478401282367
aligned,high,28,10,CQI k-means,0.34160488396932437
aligned,high,28,10,Multi-feature k-means,0.40717910182766515
aligned,high,28,10,CQI+cost hybrid (2-way),0.37688191558164047
aligned,high,28,10,CQI+cost+RBprofile hybrid (3-way),0.37688191558164047
aligned,high,28,11,CQI k-means,0.4353212995599275
aligned,high,28,11,Multi-feature k-means,0.38054997945321156
aligned,high,28,11,CQI+cost hybrid (2-way),0.4353212995599275
aligned,high,28,11,CQI+cost+RBprofile hybrid (3-way),0.4353212995599275
aligned,high,28,12,CQI k-means,0.3273486708728207
aligned,high,28,12,Multi-feature k-means,0.3493668232887306
aligned,high,28,12,CQI+cost hybrid (2-way),0.3273486708728207
aligned,high,28,12,CQI+cost+RBprofile hybrid (3-way),0.3273486708728207
aligned,high,28,13,CQI k-means,0.3596313920521301
aligned,high,28,13,Multi-feature k-means,0.27962963333422225
aligned,high,28,13,CQI+cost hybrid (2-way),0.3773487003074256
aligned,high,28,13,CQI+cost+RBprofile hybrid (3-way),0.3773487003074256
aligned,high,28,14,CQI k-means,0.35901186841413507
aligned,high,28,14,Multi-feature k-means,0.3204231397270503
aligned,high,28,14,CQI+cost hybrid (2-way),0.42590881433736094
aligned,high,28,14,CQI+cost+RBprofile hybrid (3-way),0.42590881433736094
aligned,high,28,15,CQI k-means,0.35999037238495335
aligned,high,28,15,Multi-feature k-means,0.364310506850411
aligned,high,28,15,CQI+cost hybrid (2-way),0.35999037238495335
aligned,high,28,15,CQI+cost+RBprofile hybrid (3-way),0.35999037238495335
aligned,high,28,16,CQI k-means,0.33637755712903755
aligned,high,28,16,Multi-feature k-means,0.37062506803763773
aligned,high,28,16,CQI+cost hybrid (2-way),0.33637755712903755
aligned,high,28,16,CQI+cost+RBprofile hybrid (3-way),0.34107370034751283
aligned,high,28,17,CQI k-means,0.3428423249197215
aligned,high,28,17,Multi-feature k-means,0.40184576849433173
aligned,high,28,17,CQI+cost hybrid (2-way),0.3428423249197215
aligned,high,28,17,CQI+cost+RBprofile hybrid (3-way),0.3576785350808018
aligned,high,28,18,CQI k-means,0.34462416025879816
aligned,high,28,18,Multi-feature k-means,0.38968046936892425
aligned,high,28,18,CQI+cost hybrid (2-way),0.34462416025879816
aligned,high,28,18,CQI+cost+RBprofile hybrid (3-way),0.34462416025879816
aligned,high,28,19,CQI k-means,0.3264881730705757
aligned,high,28,19,Multi-feature k-means,0.40094816951078127
aligned,high,28,19,CQI+cost hybrid (2-way),0.3264881730705757
aligned,high,28,19,CQI+cost+RBprofile hybrid (3-way),0.3435485528137024
aligned,high,29,0,CQI k-means,0.40362975107264143
aligned,high,29,0,Multi-feature k-means,0.36231050685041094
aligned,high,29,0,CQI+cost hybrid (2-way),0.40362975107264143
aligned,high,29,0,CQI+cost+RBprofile hybrid (3-way),0.40362975107264143
aligned,high,29,1,CQI k-means,0.39353184175460404
aligned,high,29,1,Multi-feature k-means,0.366310506850411
aligned,high,29,1,CQI+cost hybrid (2-way),0.39353184175460404
aligned,high,29,1,CQI+cost+RBprofile hybrid (3-way),0.39353184175460404
aligned,high,29,2,CQI k-means,0.40125419520414285
aligned,high,29,2,Multi-feature k-means,0.36127190881137156
aligned,high,29,2,CQI+cost hybrid (2-way),0.40125419520414285
aligned,high,29,2,CQI+cost+RBprofile hybrid (3-way),0.40125419520414285
aligned,high,29,3,CQI k-means,0.3129549577963607
aligned,high,29,3,Multi-feature k-means,0.31014612283203663
aligned,high,29,3,CQI+cost hybrid (2-way),0.3129549577963607
aligned,high,29,3,CQI+cost+RBprofile hybrid (3-way),0.32613203372093363
aligned,high,29,4,CQI k-means,0.40936083135263684
aligned,high,29,4,Multi-feature k-means,0.32508980639371693
aligned,high,29,4,CQI+cost hybrid (2-way),0.3938276160784219
aligned,high,29,4,CQI+cost+RBprofile hybrid (3-way),0.3938276160784219
aligned,high,29,5,CQI k-means,0.38159343064714063
aligned,high,29,5,Multi-feature k-means,0.3160216439031505
aligned,high,29,5,CQI+cost hybrid (2-way),0.43520662031358237
aligned,high,29,5,CQI+cost+RBprofile hybrid (3-way),0.43520662031358237
aligned,high,29,6,CQI k-means,0.41789002747395204
aligned,high,29,6,Multi-feature k-means,0.3559959456631841
aligned,high,29,6,CQI+cost hybrid (2-way),0.41789002747395204
aligned,high,29,6,CQI+cost+RBprofile hybrid (3-way),0.41789002747395204
aligned,high,29,7,CQI k-means,0.29688787808312944
aligned,high,29,7,Multi-feature k-means,0.3025357726036895
aligned,high,29,7,CQI+cost hybrid (2-way),0.32512735068592996
aligned,high,29,7,CQI+cost+RBprofile hybrid (3-way),0.32512735068592996
aligned,high,29,8,CQI k-means,0.41704428266491383
aligned,high,29,8,Multi-feature k-means,0.32983862637846273
aligned,high,29,8,CQI+cost hybrid (2-way),0.35834520174746853
aligned,high,29,8,CQI+cost+RBprofile hybrid (3-way),0.35834520174746853
aligned,high,29,9,CQI k-means,0.3636785350808018
aligned,high,29,9,Multi-feature k-means,0.4064328782856443
aligned,high,29,9,CQI+cost hybrid (2-way),0.3774036526496501
aligned,high,29,9,CQI+cost+RBprofile hybrid (3-way),0.3774036526496501
aligned,high,29,10,CQI k-means,0.42630048104411505
aligned,high,29,10,Multi-feature k-means,0.3691784640002185
aligned,high,29,10,CQI+cost hybrid (2-way),0.42630048104411505
aligned,high,29,10,CQI+cost+RBprofile hybrid (3-way),0.42630048104411505
aligned,high,29,11,CQI k-means,0.3805881581929237
aligned,high,29,11,Multi-feature k-means,0.29751700045758295
aligned,high,29,11,CQI+cost hybrid (2-way),0.3805881581929237
aligned,high,29,11,CQI+cost+RBprofile hybrid (3-way),0.3805881581929237
aligned,high,29,12,CQI k-means,0.36109652108112406
aligned,high,29,12,Multi-feature k-means,0.2711890639615795
aligned,high,29,12,CQI+cost hybrid (2-way),0.36109652108112406
aligned,high,29,12,CQI+cost+RBprofile hybrid (3-way),0.36109652108112406
aligned,high,29,13,CQI k-means,0.3136424282615375
aligned,high,29,13,Multi-feature k-means,0.30841927351548953
aligned,high,29,13,CQI+cost hybrid (2-way),0.3407415972392319
aligned,high,29,13,CQI+cost+RBprofile hybrid (3-way),0.3407415972392319
aligned,high,29,14,CQI k-means,0.41830048104411505
aligned,high,29,14,Multi-feature k-means,0.4011791018276652
aligned,high,29,14,CQI+cost hybrid (2-way),0.41830048104411505
aligned,high,29,14,CQI+cost+RBprofile hybrid (3-way),0.41830048104411505
aligned,high,29,15,CQI k-means,0.354700156622064
aligned,high,29,15,Multi-feature k-means,0.354700156622064
aligned,high,29,15,CQI+cost hybrid (2-way),0.39423541826598474
aligned,high,29,15,CQI+cost+RBprofile hybrid (3-way),0.39423541826598474
aligned,high,29,16,CQI k-means,0.2862128068931152
aligned,high,29,16,Multi-feature k-means,0.30383156164480973
aligned,high,29,16,CQI+cost hybrid (2-way),0.3585465505959037
aligned,high,29,16,CQI+cost+RBprofile hybrid (3-way),0.3585465505959037
aligned,high,29,17,CQI k-means,0.39924211823608946
aligned,high,29,17,Multi-feature k-means,0.44338103013825264
aligned,high,29,17,CQI+cost hybrid (2-way),0.39924211823608946
aligned,high,29,17,CQI+cost+RBprofile hybrid (3-way),0.39924211823608946
aligned,high,29,18,CQI k-means,0.4125150865435986
aligned,high,29,18,Multi-feature k-means,0.3121461228320366
aligned,high,29,18,CQI+cost hybrid (2-way),0.3167195484983671
aligned,high,29,18,CQI+cost+RBprofile hybrid (3-way),0.3167195484983671
aligned,high,29,19,CQI k-means,0.38368608222826345
aligned,high,29,19,Multi-feature k-means,0.37575555795335047
aligned,high,29,19,CQI+cost hybrid (2-way),0.38368608222826345
aligned,high,29,19,CQI+cost+RBprofile hybrid (3-way),0.38368608222826345
aligned,high,30,0,CQI k-means,0.46013151701185373
aligned,high,30,0,Multi-feature k-means,0.3659584013709711
aligned,high,30,0,CQI+cost hybrid (2-way),0.4329483902819775
aligned,high,30,0,CQI+cost+RBprofile hybrid (3-way),0.4543065612840231
aligned,high,30,1,CQI k-means,0.35481801433646665
aligned,high,30,1,Multi-feature k-means,0.33238559543483714
aligned,high,30,1,CQI+cost hybrid (2-way),0.35481801433646665
aligned,high,30,1,CQI+cost+RBprofile hybrid (3-way),0.35481801433646665
aligned,high,30,2,CQI k-means,0.4250047214375996
aligned,high,30,2,Multi-feature k-means,0.46330594155382643
