dispersion,load,seed,step,is_warmup,method,utility,adr_kbps,served_ratio,average_quality,system_spectral_efficiency,fairness,avg_switching,quality_switch_rate,quality_change_levels,pairwise_group_churn,groups,eta,eta_label,best_2way_candidate_utility,best_switching_candidate_utility,switching_margin,switching_admitted,selected_source,unique_candidate_count
low,light,seed_0019,6,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.9290781116502739,0.9290781116502739,0.0,0,two_way,3
low,light,seed_0019,7,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.9290781116502739,0.9290781116502739,0.0,0,two_way,3
low,light,seed_0019,8,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.9290781116502739,0.9290781116502739,0.0,0,two_way,3
low,light,seed_0019,9,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.9290781116502739,0.9290781116502739,0.0,0,two_way,3
low,light,seed_0019,10,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.9290781116502739,0.9290781116502739,0.0,0,two_way,4
low,light,seed_0019,11,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.9290781116502739,0.9290781116502739,0.0,0,two_way,2
low,light,seed_0019,12,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.9290781116502739,0.9290781116502739,0.0,0,two_way,4
low,light,seed_0019,13,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.9290781116502739,0.9290781116502739,0.0,0,two_way,2
low,light,seed_0019,14,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.9290781116502739,0.9290781116502739,0.0,0,two_way,4
low,medium,seed_0019,0,1,CQI k-means,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0,0.6,1.0,3.0,0.0,1,,,,,,,,
low,medium,seed_0019,1,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,2,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,3,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,4,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,5,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,6,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,7,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,8,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,9,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,10,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,11,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,12,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,13,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,14,0,CQI k-means,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,0,1,CQI+cost 2-way union,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0,0.6,1.0,3.0,0.0,1,,,,,,,,
low,medium,seed_0019,1,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,2,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,3,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,4,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,5,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,6,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,7,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,8,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,9,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,10,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,11,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,12,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,13,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,14,0,CQI+cost 2-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,0,1,CQI+cost+switching 3-way union,0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0,0.6,1.0,3.0,0.0,1,,,,,,,,
low,medium,seed_0019,1,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,2,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,3,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,4,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,5,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,6,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,7,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,8,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,9,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,10,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,11,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,12,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,13,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,14,0,CQI+cost+switching 3-way union,0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,medium,seed_0019,0,1,"Conditional switching gate (fixed eta=.020, confirmatory)",0.4471841780840183,3000.0,1.0,3.0,66.66666666666667,1.0,0.6,1.0,3.0,0.0,1,0.02,eta_0.020,0.4471841780840183,0.4471841780840183,0.0,0,two_way,2
low,medium,seed_0019,1,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,2
low,medium,seed_0019,2,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,4
low,medium,seed_0019,3,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,4
low,medium,seed_0019,4,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,3
low,medium,seed_0019,5,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,3
low,medium,seed_0019,6,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,3
low,medium,seed_0019,7,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,3
low,medium,seed_0019,8,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,3
low,medium,seed_0019,9,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,3
low,medium,seed_0019,10,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,4
low,medium,seed_0019,11,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,2
low,medium,seed_0019,12,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,4
low,medium,seed_0019,13,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,2
low,medium,seed_0019,14,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.7471841780840182,3000.0,1.0,3.0,66.66666666666667,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.7471841780840182,0.7471841780840182,0.0,0,two_way,4
low,heavy,seed_0019,0,1,CQI k-means,0.35593639169248764,1500.0,1.0,2.0,100.0,1.0,0.4000000000000001,1.0,2.0,0.0,1,,,,,,,,
low,heavy,seed_0019,1,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,2,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,3,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,4,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,5,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,6,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,7,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,8,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,9,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,10,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,11,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,12,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,13,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,14,0,CQI k-means,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,0,1,CQI+cost 2-way union,0.35593639169248764,1500.0,1.0,2.0,100.0,1.0,0.4000000000000001,1.0,2.0,0.0,1,,,,,,,,
low,heavy,seed_0019,1,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,2,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,3,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,4,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,5,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,6,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,7,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,8,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,9,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,10,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,11,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,12,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,13,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,14,0,CQI+cost 2-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,0,1,CQI+cost+switching 3-way union,0.35593639169248764,1500.0,1.0,2.0,100.0,1.0,0.4000000000000001,1.0,2.0,0.0,1,,,,,,,,
low,heavy,seed_0019,1,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,2,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,3,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,4,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,5,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,6,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,7,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,8,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,9,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,10,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,11,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,12,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,13,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,14,0,CQI+cost+switching 3-way union,0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,heavy,seed_0019,0,1,"Conditional switching gate (fixed eta=.020, confirmatory)",0.35593639169248764,1500.0,1.0,2.0,100.0,1.0,0.4000000000000001,1.0,2.0,0.0,1,0.02,eta_0.020,0.35593639169248764,0.35593639169248764,0.0,0,two_way,2
low,heavy,seed_0019,1,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,2
low,heavy,seed_0019,2,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,4
low,heavy,seed_0019,3,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,4
low,heavy,seed_0019,4,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,3
low,heavy,seed_0019,5,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,3
low,heavy,seed_0019,6,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,3
low,heavy,seed_0019,7,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,3
low,heavy,seed_0019,8,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,3
low,heavy,seed_0019,9,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,3
low,heavy,seed_0019,10,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,4
low,heavy,seed_0019,11,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,2
low,heavy,seed_0019,12,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,4
low,heavy,seed_0019,13,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,2
low,heavy,seed_0019,14,0,"Conditional switching gate (fixed eta=.020, confirmatory)",0.5559363916924877,1500.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,1,0.02,eta_0.020,0.5559363916924877,0.5559363916924877,0.0,0,two_way,4
low,light,seed_0022,0,1,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.8000000000000002,1.0,4.0,0.0,1,,,,,,,,
low,light,seed_0022,1,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,light,seed_0022,2,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,light,seed_0022,3,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,light,seed_0022,4,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,light,seed_0022,5,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,light,seed_0022,6,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,light,seed_0022,7,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,light,seed_0022,8,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,light,seed_0022,9,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,light,seed_0022,10,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
low,light,seed_0022,11,0,CQI k-means,0.9290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,
