candidate_seed,selected,restart_selection_mode,support_pairwise_accuracy,support_ari,support_nmi,support_utility,support_teacher_utility,support_utility_gap,support_contrastive_loss,support_weak_bce,support_weak_margin_min,support_weak_margin_mean,support_proto_sep_margin,selected_epoch,selection_validation_loss
7,1,margin_aware,1.0,1.0,1.0,0.6394690596753554,0.6394690596753554,0.0,0.0006389180027298152,0.6776805140956687,0.06872288298175912,0.07409894626827507,0.9977617396497254,12,0.0005621851358250707
9,0,margin_aware,1.0,1.0,1.0,0.6394690596753554,0.6394690596753554,0.0,0.0007146301774822524,0.6732432337776025,-0.12000782487043994,-0.10983340951931966,1.0173763256171393,12,0.0006064365779881318
11,0,margin_aware,1.0,1.0,1.0,0.6394690596753554,0.6394690596753554,0.0,0.0006789735152520953,0.6630153230039838,-0.005902034093360241,0.0022850941898650426,0.9978385366216375,12,0.000596392896943624
