dispersion,seed,scenario_index,fast_utility,multikey_utility,winning_key,No grouping,CQI k-means,Resource-cost k-means,Multi-feature k-means,LE-GRA MVP
low,2,17,0.9279148955663391,0.9484634277991988,cqi,0.9273333333333335,0.9356690586730787,0.9273333333333335,0.9376075994497636,0.9279148955663391
low,2,18,0.9357446866990167,0.9531915536891805,cqi,0.9340000000000002,0.9413664549514029,0.9340000000000002,0.9429172875727507,0.9357446866990164
low,2,19,0.9316595822653555,0.9498818655661933,cqi,0.9293333333333336,0.9363120801293993,0.9293333333333336,0.9398014535274322,0.9310780200323499
low,3,0,0.9344964577993443,0.9527187411001823,cqi,0.9333333333333336,0.9412813505177416,0.9343026037216757,0.943026037216758,0.9343026037216757
low,3,1,0.9326524978640441,0.9508274907441898,cqi,0.9306666666666669,0.9388085379287436,0.9306666666666669,0.9446241602587983,0.9320236452103463
low,3,2,0.9429692703883426,0.9588653047571586,cqi,0.9420000000000001,0.9588653047571586,0.942775416310674,0.9514988498057562,0.942775416310674
low,3,3,0.9304822889967216,0.9482695737215302,cqi,0.9273333333333335,0.9368321831390897,0.9300472904206922,0.9345059342070677,0.9300472904206922
low,3,4,0.931489373398033,0.9487423863105285,cqi,0.9280000000000003,0.9382742661164302,0.9311016652426959,0.9411820772814574,0.9312955193203645
low,3,5,0.9362411444983606,0.9536643662781789,cqi,0.9346666666666668,0.9536643662781789,0.9356359370550092,0.9493995765694719,0.9356359370550092
low,3,6,0.9322174992880148,0.9508274907441898,cqi,0.9306666666666669,0.9386146838510752,0.9318297911326777,0.9440425980257927,0.9318297911326777
low,3,7,0.9358534363430238,0.9527187411001823,cqi,0.9333333333333336,0.9410874964400732,0.9352718741100183,0.943801453527432,0.9352718741100183
low,3,8,0.9348841659546815,0.9525248870225137,cqi,0.9333333333333336,0.9410874964400732,0.9343026037216757,0.9457399943041167,0.9344964577993444
low,3,9,0.9378534363430239,0.9537494707118397,cqi,0.9353333333333336,0.9438629127507471,0.9374657281876868,0.9463830157604375,0.9374657281876868
low,3,10,0.9311867696763572,0.9494090529771954,cqi,0.9286666666666668,0.9387470787054284,0.9311867696763572,0.9399102031714393,0.9311867696763572
low,3,11,0.9379148955663389,0.9553617625565027,cqi,0.9373333333333335,0.9454752045954101,0.9379148955663389,0.9493522861487801,0.9379148955663389
low,3,12,0.9347990615210201,0.9522459285111842,cqi,0.9326666666666669,0.9394515593850641,0.9344113533656833,0.9444917654044448,0.9344113533656833
low,3,13,0.9328841659546815,0.9511064492555192,cqi,0.9313333333333335,0.9406383290614212,0.9313333333333335,0.9439338483817854,0.9324964577993444
low,3,14,0.9302174992880149,0.9492151988995268,cqi,0.9286666666666668,0.9356454134627327,0.9286666666666668,0.9387470787054284,0.9296359370550094
low,3,15,0.9367754163106742,0.9544161373785065,cqi,0.9360000000000003,0.9439480171844084,0.9360000000000003,0.9474373905824413,0.9367754163106742
low,3,16,0.92655322462776,0.9456265522652098,cqi,0.9233333333333337,0.9322506209060842,0.9241087496440075,0.9341891616827691,0.9250780200323501
low,3,17,0.935938540776685,0.9531915536891805,cqi,0.9340000000000004,0.9409787467960659,0.9340000000000004,0.9481513476698001,0.9355508326213482
low,3,18,0.9382174992880149,0.9548889499675046,cqi,0.9366666666666669,0.94267614307439,0.9380236452103463,0.9436454134627326,0.9380236452103463
low,3,19,0.9325201030096906,0.950160824077523,cqi,0.9300000000000004,0.9393049957280878,0.9317446866990167,0.9416312446601097,0.9323262489320219
low,4,0,0.9322174992880148,0.9508274907441898,cqi,0.9306666666666669,0.9508274907441898,0.9310543748220037,0.9397260952222499,0.9316359370550092
low,4,1,0.9308841659546816,0.9498818655661933,cqi,0.9293333333333336,0.9498818655661933,0.9293333333333336,0.9423215565371226,0.9306903118770129
low,4,2,0.9412718741100184,0.956974054401166,cqi,0.9393333333333336,0.9468936423624048,0.9412718741100184,0.9480567668284158,0.9412718741100184
low,4,3,0.9354657281876869,0.9527187411001825,cqi,0.9333333333333337,0.9408936423624048,0.9344964577993444,0.9422506209060842,0.9344964577993444
