rb_budget_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
tight(<0.45),830,12,0.014457831325301205,1.0144578313253012,0.00029263102842575677,0.05715940214371462
