dispersion,seed,scenario_index,method,objective,adr_kbps,log_utility
low,13,18,No grouping,ADR,7500.0,0.9293333333333336
low,13,18,CQI k-means,ADR,7500.0,0.9293333333333336
low,13,18,Resource-cost k-means,ADR,7500.0,0.9293333333333336
low,13,18,Multi-feature k-means,ADR,7500.0,0.9293333333333336
low,13,19,No grouping,log-utility,7500.0,0.9293333333333336
low,13,19,CQI k-means,log-utility,6978.666666666667,0.9382506209060841
low,13,19,Resource-cost k-means,log-utility,7409.333333333333,0.9308841659546814
low,13,19,Multi-feature k-means,log-utility,6774.666666666667,0.9417399943041168
low,13,19,No grouping,ADR,7500.0,0.9293333333333336
low,13,19,CQI k-means,ADR,7500.0,0.9293333333333336
low,13,19,Resource-cost k-means,ADR,7500.0,0.9293333333333336
low,13,19,Multi-feature k-means,ADR,7500.0,0.9293333333333336
low,14,0,No grouping,log-utility,7500.0,0.9253333333333336
low,14,0,CQI k-means,log-utility,6944.666666666667,0.9348321831390896
low,14,0,Resource-cost k-means,log-utility,7352.666666666667,0.9278534363430236
low,14,0,Multi-feature k-means,log-utility,6842.666666666667,0.9365768698381061
low,14,0,No grouping,ADR,7500.0,0.9253333333333336
low,14,0,CQI k-means,ADR,7500.0,0.9253333333333336
low,14,0,Resource-cost k-means,ADR,7500.0,0.9253333333333336
low,14,0,Multi-feature k-means,ADR,7500.0,0.9253333333333336
low,14,1,No grouping,log-utility,7500.0,0.9286666666666668
low,14,1,CQI k-means,log-utility,7058.0,0.9362269756957382
low,14,1,Resource-cost k-means,log-utility,7432.0,0.9298297911326777
low,14,1,Multi-feature k-means,log-utility,6910.666666666667,0.9387470787054284
low,14,1,No grouping,ADR,7500.0,0.9286666666666668
low,14,1,CQI k-means,ADR,7500.0,0.9286666666666668
low,14,1,Resource-cost k-means,ADR,7500.0,0.9286666666666668
low,14,1,Multi-feature k-means,ADR,7500.0,0.9286666666666668
low,14,2,No grouping,log-utility,7500.0,0.9326666666666669
low,14,2,CQI k-means,log-utility,7001.333333333333,0.9411962460840804
low,14,2,Resource-cost k-means,log-utility,7443.333333333333,0.9336359370550091
low,14,2,Multi-feature k-means,log-utility,6865.333333333333,0.9435224950161023
low,14,2,No grouping,ADR,7500.0,0.9326666666666669
low,14,2,CQI k-means,ADR,7500.0,0.9326666666666669
low,14,2,Resource-cost k-means,ADR,7500.0,0.9326666666666669
low,14,2,Multi-feature k-means,ADR,7500.0,0.9326666666666669
low,14,3,No grouping,log-utility,7500.0,0.9380000000000002
low,14,3,CQI k-means,log-utility,7080.666666666667,0.9451726008737343
low,14,3,Resource-cost k-means,log-utility,7500.0,0.9380000000000002
low,14,3,Multi-feature k-means,log-utility,6616.0,0.9531206180581421
low,14,3,No grouping,ADR,7500.0,0.9380000000000002
low,14,3,CQI k-means,ADR,7500.0,0.9380000000000002
low,14,3,Resource-cost k-means,ADR,7500.0,0.9380000000000002
low,14,3,Multi-feature k-means,ADR,7500.0,0.9380000000000002
low,14,4,No grouping,log-utility,7500.0,0.9380000000000002
low,14,4,CQI k-means,log-utility,6990.0,0.9467234334950824
low,14,4,Resource-cost k-means,log-utility,7398.0,0.9397446866990167
low,14,4,Multi-feature k-means,log-utility,6763.333333333333,0.950600515048452
low,14,4,No grouping,ADR,7500.0,0.9380000000000002
low,14,4,CQI k-means,ADR,7500.0,0.9380000000000002
low,14,4,Resource-cost k-means,ADR,7500.0,0.9380000000000002
low,14,4,Multi-feature k-means,ADR,7500.0,0.9380000000000002
low,14,5,No grouping,log-utility,7500.0,0.9280000000000003
low,14,5,CQI k-means,log-utility,7046.666666666667,0.9357541631067399
low,14,5,Resource-cost k-means,log-utility,7500.0,0.9280000000000003
low,14,5,Multi-feature k-means,log-utility,6774.666666666667,0.9404066609707837
low,14,5,No grouping,ADR,7500.0,0.9280000000000003
low,14,5,CQI k-means,ADR,7500.0,0.9280000000000003
low,14,5,Resource-cost k-means,ADR,7500.0,0.9280000000000003
low,14,5,Multi-feature k-means,ADR,7500.0,0.9280000000000003
low,14,6,No grouping,log-utility,7500.0,0.9333333333333337
low,14,6,CQI k-means,log-utility,6967.333333333333,0.9424444749837528
low,14,6,Resource-cost k-means,log-utility,7454.666666666667,0.9341087496440075
low,14,6,Multi-feature k-means,log-utility,6944.666666666667,0.9428321831390895
low,14,6,No grouping,ADR,7500.0,0.9333333333333337
low,14,6,CQI k-means,ADR,7500.0,0.9333333333333337
low,14,6,Resource-cost k-means,ADR,7500.0,0.9333333333333337
low,14,6,Multi-feature k-means,ADR,7500.0,0.9333333333333337
low,14,7,No grouping,log-utility,7500.0,0.924666666666667
low,14,7,CQI k-means,log-utility,6956.0,0.9339716623947546
low,14,7,Resource-cost k-means,log-utility,7500.0,0.924666666666667
low,14,7,Multi-feature k-means,log-utility,6616.0,0.9397872847248088
low,14,7,No grouping,ADR,7500.0,0.924666666666667
low,14,7,CQI k-means,ADR,7500.0,0.924666666666667
low,14,7,Resource-cost k-means,ADR,7500.0,0.924666666666667
low,14,7,Multi-feature k-means,ADR,7500.0,0.924666666666667
low,14,8,No grouping,log-utility,7500.0,0.9333333333333337
low,14,8,CQI k-means,log-utility,6967.333333333333,0.9424444749837529
low,14,8,Resource-cost k-means,log-utility,7420.666666666667,0.934690311877013
low,14,8,Multi-feature k-means,log-utility,6593.333333333333,0.9488416595468128
low,14,8,No grouping,ADR,7500.0,0.9333333333333337
low,14,8,CQI k-means,ADR,7500.0,0.9333333333333337
low,14,8,Resource-cost k-means,ADR,7500.0,0.9333333333333337
low,14,8,Multi-feature k-means,ADR,7500.0,0.9333333333333337
low,14,9,No grouping,log-utility,7500.0,0.9333333333333336
low,14,9,CQI k-means,log-utility,6990.0,0.9420567668284158
low,14,9,Resource-cost k-means,log-utility,7432.0,0.9344964577993444
low,14,9,Multi-feature k-means,log-utility,6865.333333333333,0.9441891616827691
low,14,9,No grouping,ADR,7500.0,0.9333333333333336
low,14,9,CQI k-means,ADR,7500.0,0.9333333333333336
low,14,9,Resource-cost k-means,ADR,7500.0,0.9333333333333336
low,14,9,Multi-feature k-means,ADR,7500.0,0.9333333333333336
low,14,10,No grouping,log-utility,7500.0,0.9326666666666669
low,14,10,CQI k-means,log-utility,7024.0,0.9408085379287435
low,14,10,Resource-cost k-means,log-utility,7454.666666666667,0.9334420829773408
low,14,10,Multi-feature k-means,log-utility,6820.0,0.9442979113267764
low,14,10,No grouping,ADR,7500.0,0.9326666666666669
low,14,10,CQI k-means,ADR,7500.0,0.9326666666666669
low,14,10,Resource-cost k-means,ADR,7500.0,0.9326666666666669
low,14,10,Multi-feature k-means,ADR,7500.0,0.9326666666666669
low,14,11,No grouping,log-utility,7500.0,0.9300000000000004
low,14,11,CQI k-means,log-utility,7148.666666666667,0.9360094764077235
low,14,11,Resource-cost k-means,log-utility,7409.333333333333,0.9315508326213482
low,14,11,Multi-feature k-means,log-utility,7058.0,0.9375603090290715
low,14,11,No grouping,ADR,7500.0,0.9300000000000004
low,14,11,CQI k-means,ADR,7500.0,0.9300000000000004
low,14,11,Resource-cost k-means,ADR,7500.0,0.9300000000000004
low,14,11,Multi-feature k-means,ADR,7500.0,0.9300000000000004
low,14,12,No grouping,log-utility,7500.0,0.9393333333333336
low,14,12,CQI k-means,log-utility,7012.666666666667,0.9476690586730787
low,14,12,Resource-cost k-means,log-utility,7386.666666666667,0.9412718741100184
low,14,12,Multi-feature k-means,log-utility,6978.666666666667,0.9482506209060841
low,14,12,No grouping,ADR,7500.0,0.9393333333333336
low,14,12,CQI k-means,ADR,7500.0,0.9393333333333336
low,14,12,Resource-cost k-means,ADR,7500.0,0.9393333333333336
low,14,12,Multi-feature k-means,ADR,7500.0,0.9393333333333336
low,14,13,No grouping,log-utility,7500.0,0.9293333333333336
low,14,13,CQI k-means,log-utility,7092.0,0.9363120801293993
low,14,13,Resource-cost k-means,log-utility,7500.0,0.9293333333333336
low,14,13,Multi-feature k-means,log-utility,6706.666666666667,0.9429031187701279
low,14,13,No grouping,ADR,7500.0,0.9293333333333336
low,14,13,CQI k-means,ADR,7500.0,0.9293333333333336
low,14,13,Resource-cost k-means,ADR,7500.0,0.9293333333333336
low,14,13,Multi-feature k-means,ADR,7500.0,0.9293333333333336
low,14,14,No grouping,log-utility,7500.0,0.9333333333333333
low,14,14,CQI k-means,log-utility,7046.666666666667,0.9410874964400732
low,14,14,Resource-cost k-means,log-utility,7398.0,0.9350780200323496
low,14,14,Multi-feature k-means,log-utility,6922.0,0.9432198912944265
low,14,14,No grouping,ADR,7500.0,0.9333333333333333
low,14,14,CQI k-means,ADR,7500.0,0.9333333333333333
low,14,14,Resource-cost k-means,ADR,7500.0,0.9333333333333333
low,14,14,Multi-feature k-means,ADR,7500.0,0.9333333333333333
low,14,15,No grouping,log-utility,7500.0,0.928666666666667
low,14,15,CQI k-means,log-utility,7160.0,0.9344822889967215
low,14,15,Resource-cost k-means,log-utility,7443.333333333333,0.9296359370550091
low,14,15,Multi-feature k-means,log-utility,6729.333333333333,0.9418487439481245
low,14,15,No grouping,ADR,7500.0,0.928666666666667
low,14,15,CQI k-means,ADR,7500.0,0.928666666666667
low,14,15,Resource-cost k-means,ADR,7500.0,0.928666666666667
low,14,15,Multi-feature k-means,ADR,7500.0,0.928666666666667
low,14,16,No grouping,log-utility,7500.0,0.9333333333333337
low,14,16,CQI k-means,log-utility,6990.0,0.9420567668284158
low,14,16,Resource-cost k-means,log-utility,7500.0,0.9333333333333337
low,14,16,Multi-feature k-means,log-utility,6910.666666666667,0.943413745372095
low,14,16,No grouping,ADR,7500.0,0.9333333333333337
low,14,16,CQI k-means,ADR,7500.0,0.9333333333333337
low,14,16,Resource-cost k-means,ADR,7500.0,0.9333333333333337
low,14,16,Multi-feature k-means,ADR,7500.0,0.9333333333333337
low,14,17,No grouping,log-utility,7500.0,0.930666666666667
low,14,17,CQI k-means,log-utility,6978.666666666667,0.9395839542394175
low,14,17,Resource-cost k-means,log-utility,7409.333333333333,0.9322174992880148
low,14,17,Multi-feature k-means,log-utility,6922.0,0.94055322462776
low,14,17,No grouping,ADR,7500.0,0.930666666666667
low,14,17,CQI k-means,ADR,7500.0,0.930666666666667
low,14,17,Resource-cost k-means,ADR,7500.0,0.930666666666667
low,14,17,Multi-feature k-means,ADR,7500.0,0.930666666666667
low,14,18,No grouping,log-utility,7500.0,0.9306666666666669
low,14,18,CQI k-means,log-utility,7035.333333333333,0.9386146838510749
low,14,18,Resource-cost k-means,log-utility,7488.666666666667,0.9308605207443351
low,14,18,Multi-feature k-means,log-utility,6763.333333333333,0.9432671817151188
low,14,18,No grouping,ADR,7500.0,0.9306666666666669
low,14,18,CQI k-means,ADR,7500.0,0.9306666666666669
low,14,18,Resource-cost k-means,ADR,7500.0,0.9306666666666669
low,14,18,Multi-feature k-means,ADR,7500.0,0.9306666666666669
low,14,19,No grouping,log-utility,7500.0,0.930666666666667
low,14,19,CQI k-means,log-utility,7046.666666666667,0.9384208297734066
low,14,19,Resource-cost k-means,log-utility,7500.0,0.930666666666667
low,14,19,Multi-feature k-means,log-utility,7080.666666666667,0.937839267540401
low,14,19,No grouping,ADR,7500.0,0.930666666666667
low,14,19,CQI k-means,ADR,7500.0,0.930666666666667
low,14,19,Resource-cost k-means,ADR,7500.0,0.930666666666667
low,14,19,Multi-feature k-means,ADR,7500.0,0.930666666666667
low,15,0,No grouping,log-utility,7500.0,0.9253333333333335
low,15,0,CQI k-means,log-utility,7080.666666666667,0.9325059342070678
low,15,0,Resource-cost k-means,log-utility,7409.333333333333,0.9268841659546816
low,15,0,Multi-feature k-means,log-utility,6820.0,0.9369645779934429
low,15,0,No grouping,ADR,7500.0,0.9253333333333335
low,15,0,CQI k-means,ADR,7500.0,0.9253333333333335
low,15,0,Resource-cost k-means,ADR,7500.0,0.9253333333333335
low,15,0,Multi-feature k-means,ADR,7500.0,0.9253333333333335
low,15,1,No grouping,log-utility,7500.0,0.9366666666666669
low,15,1,CQI k-means,log-utility,7137.333333333333,0.9428699971520587
low,15,1,Resource-cost k-means,log-utility,7409.333333333333,0.9382174992880149
low,15,1,Multi-feature k-means,log-utility,6990.0,0.9453901001617491
low,15,1,No grouping,ADR,7500.0,0.9366666666666669
low,15,1,CQI k-means,ADR,7500.0,0.9366666666666669
low,15,1,Resource-cost k-means,ADR,7500.0,0.9366666666666669
low,15,1,Multi-feature k-means,ADR,7500.0,0.9366666666666669
low,15,2,No grouping,log-utility,7500.0,0.928666666666667
low,15,2,CQI k-means,log-utility,7080.666666666667,0.9358392675404009
low,15,2,Resource-cost k-means,log-utility,7454.666666666667,0.9294420829773407
low,15,2,Multi-feature k-means,log-utility,6876.666666666667,0.939328640938434
low,15,2,No grouping,ADR,7500.0,0.928666666666667
low,15,2,CQI k-means,ADR,7500.0,0.928666666666667
low,15,2,Resource-cost k-means,ADR,7500.0,0.928666666666667
low,15,2,Multi-feature k-means,ADR,7500.0,0.928666666666667
low,15,3,No grouping,log-utility,7500.0,0.9266666666666666
low,15,3,CQI k-means,log-utility,6990.0,0.9353901001617491
low,15,3,Resource-cost k-means,log-utility,7420.666666666667,0.9280236452103463
low,15,3,Multi-feature k-means,log-utility,6740.666666666667,0.9383215565371223
low,15,3,No grouping,ADR,7500.0,0.9266666666666666
low,15,3,CQI k-means,ADR,7500.0,0.9266666666666666
low,15,3,Resource-cost k-means,ADR,7500.0,0.9266666666666666
low,15,3,Multi-feature k-means,ADR,7500.0,0.9266666666666666
low,15,4,No grouping,log-utility,7500.0,0.934666666666667
low,15,4,CQI k-means,log-utility,7001.333333333333,0.9431962460840805
low,15,4,Resource-cost k-means,log-utility,7375.333333333333,0.9367990615210201
low,15,4,Multi-feature k-means,log-utility,6808.666666666667,0.9464917654044448
low,15,4,No grouping,ADR,7500.0,0.934666666666667
low,15,4,CQI k-means,ADR,7500.0,0.934666666666667
low,15,4,Resource-cost k-means,ADR,7500.0,0.934666666666667
low,15,4,Multi-feature k-means,ADR,7500.0,0.934666666666667
low,15,5,No grouping,log-utility,7500.0,0.9313333333333337
low,15,5,CQI k-means,log-utility,6990.0,0.9400567668284157
low,15,5,Resource-cost k-means,log-utility,7398.0,0.93307802003235
low,15,5,Multi-feature k-means,log-utility,6956.0,0.9406383290614211
low,15,5,No grouping,ADR,7500.0,0.9313333333333337
low,15,5,CQI k-means,ADR,7500.0,0.9313333333333337
low,15,5,Resource-cost k-means,ADR,7500.0,0.9313333333333337
low,15,5,Multi-feature k-means,ADR,7500.0,0.9313333333333337
low,15,6,No grouping,log-utility,7500.0,0.9273333333333335
low,15,6,CQI k-means,log-utility,7046.666666666667,0.9350874964400733
low,15,6,Resource-cost k-means,log-utility,7466.0,0.9279148955663391
low,15,6,Multi-feature k-means,log-utility,6876.666666666667,0.937995307605101
low,15,6,No grouping,ADR,7500.0,0.9273333333333335
low,15,6,CQI k-means,ADR,7500.0,0.9273333333333335
low,15,6,Resource-cost k-means,ADR,7500.0,0.9273333333333335
low,15,6,Multi-feature k-means,ADR,7500.0,0.9273333333333335
low,15,7,No grouping,log-utility,7500.0,0.9360000000000003
low,15,7,CQI k-means,log-utility,7058.0,0.9435603090290715
low,15,7,Resource-cost k-means,log-utility,7500.0,0.9360000000000003
low,15,7,Multi-feature k-means,log-utility,6752.0,0.9487943691261207
low,15,7,No grouping,ADR,7500.0,0.9360000000000003
low,15,7,CQI k-means,ADR,7500.0,0.9360000000000003
low,15,7,Resource-cost k-means,ADR,7500.0,0.9360000000000003
low,15,7,Multi-feature k-means,ADR,7500.0,0.9360000000000003
low,15,8,No grouping,log-utility,7500.0,0.9300000000000002
low,15,8,CQI k-means,log-utility,6922.0,0.9398865579610932
low,15,8,Resource-cost k-means,log-utility,7432.0,0.9311631244660111
low,15,8,Multi-feature k-means,log-utility,6684.0,0.9439574935921314
low,15,8,No grouping,ADR,7500.0,0.9300000000000002
low,15,8,CQI k-means,ADR,7500.0,0.9300000000000002
low,15,8,Resource-cost k-means,ADR,7500.0,0.9300000000000002
low,15,8,Multi-feature k-means,ADR,7500.0,0.9300000000000002
low,15,9,No grouping,log-utility,7500.0,0.9393333333333336
low,15,9,CQI k-means,log-utility,7046.666666666667,0.9470874964400732
low,15,9,Resource-cost k-means,log-utility,7432.0,0.9404964577993443
low,15,9,Multi-feature k-means,log-utility,6854.0,0.9503830157604375
low,15,9,No grouping,ADR,7500.0,0.9393333333333336
low,15,9,CQI k-means,ADR,7500.0,0.9393333333333336
low,15,9,Resource-cost k-means,ADR,7500.0,0.9393333333333336
low,15,9,Multi-feature k-means,ADR,7500.0,0.9393333333333336
low,15,10,No grouping,log-utility,7500.0,0.9353333333333336
low,15,10,CQI k-means,log-utility,6956.0,0.9446383290614212
low,15,10,Resource-cost k-means,log-utility,7420.666666666667,0.9366903118770131
low,15,10,Multi-feature k-means,log-utility,6706.666666666667,0.9489031187701278
low,15,10,No grouping,ADR,7500.0,0.9353333333333336
low,15,10,CQI k-means,ADR,7500.0,0.9353333333333336
low,15,10,Resource-cost k-means,ADR,7500.0,0.9353333333333336
low,15,10,Multi-feature k-means,ADR,7500.0,0.9353333333333336
low,15,11,No grouping,log-utility,7500.0,0.9333333333333336
low,15,11,CQI k-means,log-utility,7012.666666666667,0.9416690586730787
low,15,11,Resource-cost k-means,log-utility,7443.333333333333,0.934302603721676
low,15,11,Multi-feature k-means,log-utility,6729.333333333333,0.9451820772814575
low,15,11,No grouping,ADR,7500.0,0.9333333333333336
low,15,11,CQI k-means,ADR,7500.0,0.9333333333333336
low,15,11,Resource-cost k-means,ADR,7500.0,0.9333333333333336
low,15,11,Multi-feature k-means,ADR,7500.0,0.9333333333333336
low,15,12,No grouping,log-utility,7500.0,0.9360000000000003
low,15,12,CQI k-means,log-utility,7103.333333333333,0.9427848927183974
low,15,12,Resource-cost k-means,log-utility,7500.0,0.9360000000000003
low,15,12,Multi-feature k-means,log-utility,6990.0,0.9447234334950823
low,15,12,No grouping,ADR,7500.0,0.9360000000000003
low,15,12,CQI k-means,ADR,7500.0,0.9360000000000003
low,15,12,Resource-cost k-means,ADR,7500.0,0.9360000000000003
low,15,12,Multi-feature k-means,ADR,7500.0,0.9360000000000003
low,15,13,No grouping,log-utility,7500.0,0.9433333333333335
low,15,13,CQI k-means,log-utility,7024.0,0.9514752045954101
low,15,13,Resource-cost k-means,log-utility,7352.666666666667,0.9458534363430238
low,15,13,Multi-feature k-means,log-utility,6854.0,0.9543830157604375
low,15,13,No grouping,ADR,7500.0,0.9433333333333335
low,15,13,CQI k-means,ADR,7500.0,0.9433333333333335
low,15,13,Resource-cost k-means,ADR,7500.0,0.9433333333333335
low,15,13,Multi-feature k-means,ADR,7500.0,0.9433333333333335
low,15,14,No grouping,log-utility,7500.0,0.9360000000000003
low,15,14,CQI k-means,log-utility,7046.666666666667,0.94375416310674
low,15,14,Resource-cost k-means,log-utility,7500.0,0.9360000000000003
low,15,14,Multi-feature k-means,log-utility,6831.333333333333,0.9474373905824413
low,15,14,No grouping,ADR,7500.0,0.9360000000000003
low,15,14,CQI k-means,ADR,7500.0,0.9360000000000003
low,15,14,Resource-cost k-means,ADR,7500.0,0.9360000000000003
low,15,14,Multi-feature k-means,ADR,7500.0,0.9360000000000003
low,15,15,No grouping,log-utility,7500.0,0.9320000000000003
low,15,15,CQI k-means,log-utility,7046.666666666667,0.9397541631067399
low,15,15,Resource-cost k-means,log-utility,7500.0,0.9320000000000003
low,15,15,Multi-feature k-means,log-utility,6514.0,0.9475319714238253
low,15,15,No grouping,ADR,7500.0,0.9320000000000003
low,15,15,CQI k-means,ADR,7500.0,0.9320000000000003
low,15,15,Resource-cost k-means,ADR,7500.0,0.9320000000000003
low,15,15,Multi-feature k-means,ADR,7500.0,0.9320000000000003
low,15,16,No grouping,log-utility,7500.0,0.9293333333333336
low,15,16,CQI k-means,log-utility,7035.333333333333,0.9372813505177415
low,15,16,Resource-cost k-means,log-utility,7432.0,0.9304964577993443
low,15,16,Multi-feature k-means,log-utility,6684.0,0.9432908269254647
low,15,16,No grouping,ADR,7500.0,0.9293333333333336
low,15,16,CQI k-means,ADR,7500.0,0.9293333333333336
low,15,16,Resource-cost k-means,ADR,7500.0,0.9293333333333336
low,15,16,Multi-feature k-means,ADR,7500.0,0.9293333333333336
low,15,17,No grouping,log-utility,7500.0,0.934666666666667
low,15,17,CQI k-means,log-utility,7035.333333333333,0.942614683851075
low,15,17,Resource-cost k-means,log-utility,7454.666666666667,0.9354420829773409
low,15,17,Multi-feature k-means,log-utility,6774.666666666667,0.9470733276374502
low,15,17,No grouping,ADR,7500.0,0.934666666666667
low,15,17,CQI k-means,ADR,7500.0,0.934666666666667
low,15,17,Resource-cost k-means,ADR,7500.0,0.934666666666667
low,15,17,Multi-feature k-means,ADR,7500.0,0.934666666666667
low,15,18,No grouping,log-utility,7500.0,0.9273333333333335
low,15,18,CQI k-means,log-utility,6888.0,0.937801453527432
low,15,18,Resource-cost k-means,log-utility,7409.333333333333,0.9288841659546815
low,15,18,Multi-feature k-means,log-utility,6763.333333333333,0.9399338483817854
low,15,18,No grouping,ADR,7500.0,0.9273333333333335
low,15,18,CQI k-means,ADR,7500.0,0.9273333333333335
low,15,18,Resource-cost k-means,ADR,7500.0,0.9273333333333335
low,15,18,Multi-feature k-means,ADR,7500.0,0.9273333333333335
low,15,19,No grouping,log-utility,7500.0,0.9293333333333336
low,15,19,CQI k-means,log-utility,7103.333333333333,0.9361182260517308
low,15,19,Resource-cost k-means,log-utility,7500.0,0.9293333333333336
low,15,19,Multi-feature k-means,log-utility,7092.0,0.9363120801293993
low,15,19,No grouping,ADR,7500.0,0.9293333333333336
low,15,19,CQI k-means,ADR,7500.0,0.9293333333333336
low,15,19,Resource-cost k-means,ADR,7500.0,0.9293333333333336
low,15,19,Multi-feature k-means,ADR,7500.0,0.9293333333333336
low,16,0,No grouping,log-utility,7500.0,0.9320000000000003
low,16,0,CQI k-means,log-utility,7024.0,0.9401418712620769
low,16,0,Resource-cost k-means,log-utility,7409.333333333333,0.9335508326213483
low,16,0,Multi-feature k-means,log-utility,7001.333333333333,0.9405295794174138
low,16,0,No grouping,ADR,7500.0,0.9320000000000003
low,16,0,CQI k-means,ADR,7500.0,0.9320000000000003
low,16,0,Resource-cost k-means,ADR,7500.0,0.9320000000000003
low,16,0,Multi-feature k-means,ADR,7500.0,0.9320000000000003
low,16,1,No grouping,log-utility,7500.0,0.9293333333333336
low,16,1,CQI k-means,log-utility,7137.333333333333,0.9355366638187254
low,16,1,Resource-cost k-means,log-utility,7420.666666666667,0.930690311877013
low,16,1,Multi-feature k-means,log-utility,6394.666666666667,0.934183067113065
low,16,1,No grouping,ADR,7500.0,0.9293333333333336
low,16,1,CQI k-means,ADR,7500.0,0.9293333333333336
low,16,1,Resource-cost k-means,ADR,7500.0,0.9293333333333336
low,16,1,Multi-feature k-means,ADR,7500.0,0.9293333333333336
low,16,2,No grouping,log-utility,7500.0,0.94
low,16,2,CQI k-means,log-utility,7069.333333333333,0.9473664549514027
low,16,2,Resource-cost k-means,log-utility,7454.666666666667,0.9407754163106741
low,16,2,Multi-feature k-means,log-utility,6752.0,0.9527943691261207
low,16,2,No grouping,ADR,7500.0,0.94
low,16,2,CQI k-means,ADR,7500.0,0.94
low,16,2,Resource-cost k-means,ADR,7500.0,0.94
low,16,2,Multi-feature k-means,ADR,7500.0,0.94
low,16,3,No grouping,log-utility,7500.0,0.9333333333333337
low,16,3,CQI k-means,log-utility,7024.0,0.9414752045954102
low,16,3,Resource-cost k-means,log-utility,7432.0,0.9344964577993444
low,16,3,Multi-feature k-means,log-utility,6831.333333333333,0.9447707239157745
low,16,3,No grouping,ADR,7500.0,0.9333333333333337
low,16,3,CQI k-means,ADR,7500.0,0.9333333333333337
low,16,3,Resource-cost k-means,ADR,7500.0,0.9333333333333337
low,16,3,Multi-feature k-means,ADR,7500.0,0.9333333333333337
low,16,4,No grouping,log-utility,7500.0,0.9360000000000003
low,16,4,CQI k-means,log-utility,7126.0,0.9423971845630603
low,16,4,Resource-cost k-means,log-utility,7432.0,0.937163124466011
low,16,4,Multi-feature k-means,log-utility,6888.0,0.9464681201940988
low,16,4,No grouping,ADR,7500.0,0.9360000000000003
low,16,4,CQI k-means,ADR,7500.0,0.9360000000000003
low,16,4,Resource-cost k-means,ADR,7500.0,0.9360000000000003
low,16,4,Multi-feature k-means,ADR,7500.0,0.9360000000000003
low,16,5,No grouping,log-utility,7500.0,0.928666666666667
low,16,5,CQI k-means,log-utility,6876.666666666667,0.939328640938434
low,16,5,Resource-cost k-means,log-utility,7364.0,0.9309929155986887
low,16,5,Multi-feature k-means,log-utility,6786.0,0.940879473559782
low,16,5,No grouping,ADR,7500.0,0.928666666666667
low,16,5,CQI k-means,ADR,7500.0,0.928666666666667
low,16,5,Resource-cost k-means,ADR,7500.0,0.928666666666667
low,16,5,Multi-feature k-means,ADR,7500.0,0.928666666666667
low,16,6,No grouping,log-utility,7500.0,0.934666666666667
low,16,6,CQI k-means,log-utility,7046.666666666667,0.9424208297734066
low,16,6,Resource-cost k-means,log-utility,7443.333333333333,0.9356359370550092
low,16,6,Multi-feature k-means,log-utility,6638.666666666667,0.9493995765694719
low,16,6,No grouping,ADR,7500.0,0.934666666666667
low,16,6,CQI k-means,ADR,7500.0,0.934666666666667
low,16,6,Resource-cost k-means,ADR,7500.0,0.934666666666667
low,16,6,Multi-feature k-means,ADR,7500.0,0.934666666666667
low,16,7,No grouping,log-utility,7500.0,0.9366666666666671
low,16,7,CQI k-means,log-utility,6967.333333333333,0.9457778083170861
low,16,7,Resource-cost k-means,log-utility,7443.333333333333,0.9376359370550091
low,16,7,Multi-feature k-means,log-utility,6706.666666666667,0.9502364521034611
low,16,7,No grouping,ADR,7500.0,0.9366666666666671
low,16,7,CQI k-means,ADR,7500.0,0.9366666666666671
low,16,7,Resource-cost k-means,ADR,7500.0,0.9366666666666671
low,16,7,Multi-feature k-means,ADR,7500.0,0.9366666666666671
low,16,8,No grouping,log-utility,7500.0,0.9313333333333335
low,16,8,CQI k-means,log-utility,6956.0,0.9406383290614211
low,16,8,Resource-cost k-means,log-utility,7375.333333333333,0.933465728187687
low,16,8,Multi-feature k-means,log-utility,6910.666666666667,0.9414137453720951
low,16,8,No grouping,ADR,7500.0,0.9313333333333335
low,16,8,CQI k-means,ADR,7500.0,0.9313333333333335
low,16,8,Resource-cost k-means,ADR,7500.0,0.9313333333333335
low,16,8,Multi-feature k-means,ADR,7500.0,0.9313333333333335
low,16,9,No grouping,log-utility,7500.0,0.924666666666667
low,16,9,CQI k-means,log-utility,7001.333333333333,0.9331962460840805
low,16,9,Resource-cost k-means,log-utility,7443.333333333333,0.9256359370550092
low,16,9,Multi-feature k-means,log-utility,6718.0,0.9380425980257928
low,16,9,No grouping,ADR,7500.0,0.924666666666667
low,16,9,CQI k-means,ADR,7500.0,0.924666666666667
low,16,9,Resource-cost k-means,ADR,7500.0,0.924666666666667
low,16,9,Multi-feature k-means,ADR,7500.0,0.924666666666667
low,16,10,No grouping,log-utility,7500.0,0.9373333333333335
low,16,10,CQI k-means,log-utility,7080.666666666667,0.9445059342070677
low,16,10,Resource-cost k-means,log-utility,7432.0,0.9384964577993442
low,16,10,Multi-feature k-means,log-utility,6910.666666666667,0.9474137453720952
low,16,10,No grouping,ADR,7500.0,0.9373333333333335
low,16,10,CQI k-means,ADR,7500.0,0.9373333333333335
low,16,10,Resource-cost k-means,ADR,7500.0,0.9373333333333335
low,16,10,Multi-feature k-means,ADR,7500.0,0.9373333333333335
low,16,11,No grouping,log-utility,7500.0,0.9293333333333336
low,16,11,CQI k-means,log-utility,7024.0,0.9374752045954102
low,16,11,Resource-cost k-means,log-utility,7454.666666666667,0.9301087496440075
low,16,11,Multi-feature k-means,log-utility,6740.666666666667,0.9423215565371224
