dispersion,seed,scenario_index,method,objective,adr_kbps,log_utility
high,13,10,CQI k-means,log-utility,1534.0,0.3587444156016842
high,13,10,Resource-cost k-means,log-utility,1163.3333333333333,0.3573023747471752
high,13,10,Multi-feature k-means,log-utility,1736.6666666666667,0.3641969588667386
high,13,10,No grouping,ADR,550.0,0.12844639978752515
high,13,10,CQI k-means,ADR,3500.0,0.3269031187701279
high,13,10,Resource-cost k-means,ADR,2164.6666666666665,0.3573023747471752
high,13,10,Multi-feature k-means,ADR,2954.6666666666665,0.3641969588667386
high,13,11,No grouping,log-utility,550.0,0.13777973312085848
high,13,11,CQI k-means,log-utility,1628.6666666666667,0.4078859641691451
high,13,11,Resource-cost k-means,log-utility,1101.0,0.3419013618526596
high,13,11,Multi-feature k-means,log-utility,1387.6666666666667,0.34626434489006497
high,13,11,No grouping,ADR,550.0,0.13777973312085848
high,13,11,CQI k-means,ADR,3100.0,0.2786856194821133
high,13,11,Resource-cost k-means,ADR,1929.3333333333333,0.3419013618526596
high,13,11,Multi-feature k-means,ADR,2802.6666666666665,0.34626434489006497
high,13,12,No grouping,log-utility,550.0,0.13777973312085848
high,13,12,CQI k-means,log-utility,1470.0,0.36838827625204207
high,13,12,Resource-cost k-means,log-utility,1110.0,0.2984888075180747
high,13,12,Multi-feature k-means,log-utility,1713.0,0.3320216439031504
high,13,12,No grouping,ADR,550.0,0.13777973312085848
high,13,12,CQI k-means,ADR,3100.0,0.2746856194821133
high,13,12,Resource-cost k-means,ADR,2144.0,0.2984888075180747
high,13,12,Multi-feature k-means,ADR,2861.3333333333335,0.2699441945214491
high,13,13,No grouping,log-utility,550.0,0.10844639978752513
high,13,13,CQI k-means,log-utility,1879.3333333333333,0.44805438205772175
high,13,13,Resource-cost k-means,log-utility,1149.3333333333333,0.3274711854223408
high,13,13,Multi-feature k-means,log-utility,1693.3333333333333,0.2944982283114765
high,13,13,No grouping,ADR,550.0,0.10844639978752513
high,13,13,CQI k-means,ADR,3750.0,0.36587238915847026
high,13,13,Resource-cost k-means,ADR,2142.6666666666665,0.3274711854223408
high,13,13,Multi-feature k-means,ADR,3650.0,0.2731060492407333
high,13,14,No grouping,log-utility,550.0,0.13644639978752512
high,13,14,CQI k-means,log-utility,1425.3333333333333,0.35962165389763223
high,13,14,Resource-cost k-means,log-utility,550.0,0.13644639978752512
high,13,14,Multi-feature k-means,log-utility,1075.3333333333333,0.2916638370729418
high,13,14,No grouping,ADR,550.0,0.13644639978752512
high,13,14,CQI k-means,ADR,3093.3333333333335,0.3211648949781431
high,13,14,Resource-cost k-means,ADR,1200.0,0.08595711983002012
high,13,14,Multi-feature k-means,ADR,2629.3333333333335,0.2533901607314217
high,13,15,No grouping,log-utility,550.0,0.12177973312085849
high,13,15,CQI k-means,log-utility,2925.3333333333335,0.3588180143364666
high,13,15,Resource-cost k-means,log-utility,1129.6666666666667,0.32819794642341305
high,13,15,Multi-feature k-means,log-utility,1992.0,0.39553120730710506
high,13,15,No grouping,ADR,550.0,0.12177973312085849
high,13,15,CQI k-means,ADR,3650.0,0.3588180143364666
high,13,15,Resource-cost k-means,ADR,2036.0,0.32819794642341305
high,13,15,Multi-feature k-means,ADR,3235.3333333333335,0.35757226314907614
high,13,16,No grouping,log-utility,550.0,0.11844639978752515
high,13,16,CQI k-means,log-utility,1647.3333333333333,0.39820052535637185
high,13,16,Resource-cost k-means,log-utility,1127.3333333333333,0.2972346260739746
high,13,16,Multi-feature k-means,log-utility,1101.3333333333333,0.28211589824012484
high,13,16,No grouping,ADR,550.0,0.11844639978752515
high,13,16,CQI k-means,ADR,3650.0,0.36081801433646665
high,13,16,Resource-cost k-means,ADR,2168.0,0.2972346260739746
high,13,16,Multi-feature k-means,ADR,3385.3333333333335,0.2523669206984831
high,13,17,No grouping,log-utility,550.0,0.1291130664541918
high,13,17,CQI k-means,log-utility,1495.3333333333333,0.3485465505959036
high,13,17,Resource-cost k-means,log-utility,2085.3333333333335,0.4204373465765723
high,13,17,Multi-feature k-means,log-utility,1113.6666666666667,0.35269490609558074
high,13,17,No grouping,ADR,550.0,0.1291130664541918
high,13,17,CQI k-means,ADR,3450.0,0.31604259802579276
high,13,17,Resource-cost k-means,ADR,2133.6666666666665,0.4204373465765723
high,13,17,Multi-feature k-means,ADR,3078.6666666666665,0.34103271348815734
high,13,18,No grouping,log-utility,550.0,0.11577973312085847
high,13,18,CQI k-means,log-utility,1689.3333333333333,0.4198296624481278
high,13,18,Resource-cost k-means,log-utility,550.0,0.11577973312085847
high,13,18,Multi-feature k-means,log-utility,1712.0,0.30614612283203657
high,13,18,No grouping,ADR,550.0,0.11577973312085847
high,13,18,CQI k-means,ADR,3650.0,0.35548468100313324
high,13,18,Resource-cost k-means,ADR,1290.0,0.1067719635222061
high,13,18,Multi-feature k-means,ADR,3500.0,0.25121720656510876
high,13,19,No grouping,log-utility,550.0,0.11911306645419178
high,13,19,CQI k-means,log-utility,1552.0,0.3367651899655894
high,13,19,Resource-cost k-means,log-utility,1124.0,0.32675589674931954
high,13,19,Multi-feature k-means,log-utility,1749.3333333333333,0.3207752452064901
high,13,19,No grouping,ADR,550.0,0.11911306645419178
high,13,19,CQI k-means,ADR,3286.6666666666665,0.33207103424761036
high,13,19,Resource-cost k-means,ADR,2077.3333333333335,0.32675589674931954
high,13,19,Multi-feature k-means,ADR,3209.3333333333335,0.3207752452064901
high,14,0,No grouping,log-utility,550.0,0.12644639978752512
high,14,0,CQI k-means,log-utility,1722.6666666666667,0.4020670592466178
high,14,0,Resource-cost k-means,log-utility,1116.0,0.33545309329886486
high,14,0,Multi-feature k-means,log-utility,1730.6666666666667,0.31712735068593
high,14,0,No grouping,ADR,550.0,0.12644639978752512
high,14,0,CQI k-means,ADR,3500.0,0.3395697854367945
high,14,0,Resource-cost k-means,ADR,2052.0,0.33545309329886486
high,14,0,Multi-feature k-means,ADR,3639.3333333333335,0.28781372841731656
high,14,1,No grouping,log-utility,550.0,0.1251130664541918
high,14,1,CQI k-means,log-utility,1824.0,0.3520334899553973
high,14,1,Resource-cost k-means,log-utility,1136.0,0.3062742020185911
high,14,1,Multi-feature k-means,log-utility,1880.0,0.36897717351707765
high,14,1,No grouping,ADR,550.0,0.1251130664541918
high,14,1,CQI k-means,ADR,3364.0,0.3520334899553973
high,14,1,Resource-cost k-means,ADR,2197.3333333333335,0.3062742020185911
high,14,1,Multi-feature k-means,ADR,3800.0,0.2899066502292359
high,14,2,No grouping,log-utility,550.0,0.11177973312085847
high,14,2,CQI k-means,log-utility,1708.0,0.42147755696868794
high,14,2,Resource-cost k-means,log-utility,2141.3333333333335,0.44004769680491923
high,14,2,Multi-feature k-means,log-utility,1562.6666666666667,0.3615347188568631
high,14,2,No grouping,ADR,550.0,0.11177973312085847
high,14,2,CQI k-means,ADR,4000.0,0.39617499288014607
high,14,2,Resource-cost k-means,ADR,2171.6666666666665,0.44004769680491923
high,14,2,Multi-feature k-means,ADR,3335.3333333333335,0.3615347188568631
high,14,3,No grouping,log-utility,550.0,0.12311306645419182
high,14,3,CQI k-means,log-utility,2850.6666666666665,0.33709697284779644
high,14,3,Resource-cost k-means,log-utility,1116.0,0.3321197599655315
high,14,3,Multi-feature k-means,log-utility,1786.6666666666667,0.3320710342476104
high,14,3,No grouping,ADR,550.0,0.12311306645419182
high,14,3,CQI k-means,ADR,3550.0,0.33709697284779644
high,14,3,Resource-cost k-means,ADR,2052.0,0.3321197599655315
high,14,3,Multi-feature k-means,ADR,3600.0,0.2869925505855718
high,14,4,No grouping,log-utility,550.0,0.12444639978752513
high,14,4,CQI k-means,log-utility,1492.6666666666667,0.3394265126370151
high,14,4,Resource-cost k-means,log-utility,1225.3333333333333,0.2087491133539901
high,14,4,Multi-feature k-means,log-utility,1712.0,0.3121461228320365
high,14,4,No grouping,ADR,550.0,0.12444639978752513
high,14,4,CQI k-means,ADR,3550.0,0.3290969728477964
high,14,4,Resource-cost k-means,ADR,1280.0,0.09906572091092282
high,14,4,Multi-feature k-means,ADR,3600.0,0.28398557516320116
high,14,5,No grouping,log-utility,550.0,0.1071130664541918
high,14,5,CQI k-means,log-utility,3224.0,0.40970218029114797
high,14,5,Resource-cost k-means,log-utility,2085.3333333333335,0.42377067990990563
high,14,5,Multi-feature k-means,log-utility,1992.0,0.39553120730710506
high,14,5,No grouping,ADR,550.0,0.1071130664541918
high,14,5,CQI k-means,ADR,4050.0,0.40970218029114797
high,14,5,Resource-cost k-means,ADR,2126.3333333333335,0.42377067990990563
high,14,5,Multi-feature k-means,ADR,3303.0,0.34558024298976237
high,14,6,No grouping,log-utility,550.0,0.1371130664541918
high,14,6,CQI k-means,log-utility,1446.6666666666667,0.3464070336808462
high,14,6,Resource-cost k-means,log-utility,1101.3333333333333,0.29278256490679144
high,14,6,Multi-feature k-means,log-utility,1917.3333333333333,0.3762729625581978
high,14,6,No grouping,ADR,550.0,0.1371130664541918
high,14,6,CQI k-means,ADR,3300.0,0.30279436912612057
high,14,6,Resource-cost k-means,ADR,2125.3333333333335,0.29278256490679144
high,14,6,Multi-feature k-means,ADR,2765.3333333333335,0.32420641425968844
high,14,7,No grouping,log-utility,550.0,0.13844639978752515
high,14,7,CQI k-means,log-utility,1069.3333333333333,0.3444431509177936
high,14,7,Resource-cost k-means,log-utility,1917.3333333333333,0.38027296255819787
high,14,7,Multi-feature k-means,log-utility,1667.6666666666667,0.41583982465114006
high,14,7,No grouping,ADR,550.0,0.13844639978752515
high,14,7,CQI k-means,ADR,3170.6666666666665,0.3444431509177936
high,14,7,Resource-cost k-means,ADR,1986.6666666666667,0.38027296255819787
high,14,7,Multi-feature k-means,ADR,2826.6666666666665,0.41583982465114006
high,14,8,No grouping,log-utility,550.0,0.11844639978752515
high,14,8,CQI k-means,log-utility,1542.6666666666667,0.36178399154630075
high,14,8,Resource-cost k-means,log-utility,1153.3333333333333,0.30968668724115767
high,14,8,Multi-feature k-means,log-utility,2085.3333333333335,0.4271040132432389
high,14,8,No grouping,ADR,550.0,0.11844639978752515
high,14,8,CQI k-means,ADR,3441.3333333333335,0.3593292789965175
high,14,8,Resource-cost k-means,ADR,2226.6666666666665,0.30968668724115767
high,14,8,Multi-feature k-means,ADR,3336.6666666666665,0.3733954726332244
high,14,9,No grouping,log-utility,550.0,0.12511306645419182
high,14,9,CQI k-means,log-utility,2888.0,0.3439574935921315
high,14,9,Resource-cost k-means,log-utility,1861.3333333333333,0.35266261232985086
high,14,9,Multi-feature k-means,log-utility,1774.6666666666667,0.32864278643691797
high,14,9,No grouping,ADR,550.0,0.12511306645419182
high,14,9,CQI k-means,ADR,3600.0,0.3439574935921315
high,14,9,Resource-cost k-means,ADR,1945.0,0.35266261232985086
high,14,9,Multi-feature k-means,ADR,3093.3333333333335,0.3018315616448098
high,14,10,No grouping,log-utility,550.0,0.12977973312085847
high,14,10,CQI k-means,log-utility,1730.6666666666667,0.32446068401926337
high,14,10,Resource-cost k-means,log-utility,1169.3333333333333,0.14117832435295732
high,14,10,Multi-feature k-means,log-utility,1768.0,0.33575647306038353
high,14,10,No grouping,ADR,550.0,0.12977973312085847
high,14,10,CQI k-means,ADR,3170.6666666666665,0.32446068401926337
high,14,10,Resource-cost k-means,ADR,1280.0,0.09284315004091034
high,14,10,Multi-feature k-means,ADR,3248.0,0.33575647306038353
high,14,11,No grouping,log-utility,550.0,0.12511306645419182
high,14,11,CQI k-means,log-utility,1842.6666666666667,0.360348051142624
high,14,11,Resource-cost k-means,log-utility,1898.6666666666667,0.37729173470430444
high,14,11,Multi-feature k-means,log-utility,1880.0,0.3716438401837443
high,14,11,No grouping,ADR,550.0,0.12511306645419182
high,14,11,CQI k-means,ADR,3402.6666666666665,0.360348051142624
high,14,11,Resource-cost k-means,ADR,1948.3333333333333,0.37729173470430444
high,14,11,Multi-feature k-means,ADR,3534.0,0.2742915614226382
high,14,12,No grouping,log-utility,550.0,0.12311306645419179
high,14,12,CQI k-means,log-utility,2850.6666666666665,0.34776363951446304
high,14,12,Resource-cost k-means,log-utility,1104.0,0.33216555478984944
high,14,12,Multi-feature k-means,log-utility,1600.0,0.4000686435883134
high,14,12,No grouping,ADR,550.0,0.12311306645419179
high,14,12,CQI k-means,ADR,3550.0,0.34776363951446304
high,14,12,Resource-cost k-means,ADR,2014.0,0.33216555478984944
high,14,12,Multi-feature k-means,ADR,3396.0,0.4000686435883134
high,14,13,No grouping,log-utility,550.0,0.13511306645419183
high,14,13,CQI k-means,log-utility,1861.3333333333333,0.3693292789965175
high,14,13,Resource-cost k-means,log-utility,1084.0,0.2820367463508916
high,14,13,Multi-feature k-means,log-utility,2010.6666666666667,0.41451243516099856
high,14,13,No grouping,ADR,550.0,0.13511306645419183
high,14,13,CQI k-means,ADR,3441.3333333333335,0.3693292789965175
high,14,13,Resource-cost k-means,ADR,2082.6666666666665,0.2820367463508916
high,14,13,Multi-feature k-means,ADR,3132.0,0.3703187698567412
high,14,14,No grouping,log-utility,550.0,0.13244639978752515
high,14,14,CQI k-means,log-utility,2626.6666666666665,0.2999338483817854
high,14,14,Resource-cost k-means,log-utility,1086.6666666666667,0.33141973623394955
high,14,14,Multi-feature k-means,log-utility,1730.6666666666667,0.3164606840192633
high,14,14,No grouping,ADR,550.0,0.13244639978752515
high,14,14,CQI k-means,ADR,3250.0,0.2999338483817854
high,14,14,Resource-cost k-means,ADR,1876.0,0.33141973623394955
high,14,14,Multi-feature k-means,ADR,3100.0,0.26330825483090736
high,14,15,No grouping,log-utility,550.0,0.11111306645419182
high,14,15,CQI k-means,log-utility,1584.0,0.36178600848140186
high,14,15,Resource-cost k-means,log-utility,1153.3333333333333,0.30502002057449107
high,14,15,Multi-feature k-means,log-utility,2104.0,0.4347519077637989
high,14,15,No grouping,ADR,550.0,0.11111306645419182
high,14,15,CQI k-means,ADR,4050.0,0.3161461228320366
high,14,15,Resource-cost k-means,ADR,2230.6666666666665,0.30502002057449107
high,14,15,Multi-feature k-means,ADR,3780.0,0.2752405131499706
high,14,16,No grouping,log-utility,550.0,0.11577973312085846
high,14,16,CQI k-means,log-utility,2072.6666666666665,0.37905954608434417
high,14,16,Resource-cost k-means,log-utility,2010.6666666666667,0.40184576849433173
high,14,16,Multi-feature k-means,log-utility,2010.6666666666667,0.40184576849433173
high,14,16,No grouping,ADR,550.0,0.11577973312085846
high,14,16,CQI k-means,ADR,3480.0,0.36231050685041094
high,14,16,Resource-cost k-means,ADR,2046.3333333333333,0.40184576849433173
high,14,16,Multi-feature k-means,ADR,3331.3333333333335,0.3606191241944459
high,14,17,No grouping,log-utility,550.0,0.1131130664541918
high,14,17,CQI k-means,log-utility,1684.6666666666667,0.40949631439749207
high,14,17,Resource-cost k-means,log-utility,1124.0,0.3300892300826529
high,14,17,Multi-feature k-means,log-utility,1954.6666666666667,0.3862354182659848
high,14,17,No grouping,ADR,550.0,0.1131130664541918
high,14,17,CQI k-means,ADR,3750.0,0.3758723891584703
high,14,17,Resource-cost k-means,ADR,2077.3333333333335,0.3300892300826529
high,14,17,Multi-feature k-means,ADR,3682.6666666666665,0.27488286881345997
high,14,18,No grouping,log-utility,550.0,0.12377973312085845
high,14,18,CQI k-means,log-utility,2813.3333333333335,0.33156978543679455
high,14,18,Resource-cost k-means,log-utility,1100.3333333333333,0.32549792269183114
high,14,18,Multi-feature k-means,log-utility,1936.0,0.38192085707875806
high,14,18,No grouping,ADR,550.0,0.12377973312085845
high,14,18,CQI k-means,ADR,3500.0,0.33156978543679455
high,14,18,Resource-cost k-means,ADR,2021.0,0.32549792269183114
high,14,18,Multi-feature k-means,ADR,3300.0,0.26780993580392815
high,14,19,No grouping,log-utility,550.0,0.12777973312085847
high,14,19,CQI k-means,log-utility,1552.6666666666667,0.3743923101222443
high,14,19,Resource-cost k-means,log-utility,1153.3333333333333,0.1450991724637241
high,14,19,Multi-feature k-means,log-utility,2048.0,0.4158082242021187
high,14,19,No grouping,ADR,550.0,0.12777973312085847
high,14,19,CQI k-means,ADR,3400.0,0.32584874394812424
high,14,19,Resource-cost k-means,ADR,1240.0,0.07940013493546523
high,14,19,Multi-feature k-means,ADR,3400.0,0.2380568273980883
high,15,0,No grouping,log-utility,550.0,0.1117797331208585
high,15,0,CQI k-means,log-utility,1658.0,0.41443596408897027
high,15,0,Resource-cost k-means,log-utility,1188.0,0.32317832435295735
high,15,0,Multi-feature k-means,log-utility,1179.3333333333333,0.3181387484083407
high,15,0,No grouping,ADR,550.0,0.1117797331208585
high,15,0,CQI k-means,ADR,3850.0,0.3829267639804739
high,15,0,Resource-cost k-means,ADR,2305.3333333333335,0.32317832435295735
high,15,0,Multi-feature k-means,ADR,3684.0,0.2707436225898213
high,15,1,No grouping,log-utility,550.0,0.12644639978752514
high,15,1,CQI k-means,log-utility,1692.0,0.42163381437744835
high,15,1,Resource-cost k-means,log-utility,1117.0,0.32650696875356905
high,15,1,Multi-feature k-means,log-utility,1411.0,0.32972894460635094
high,15,1,No grouping,ADR,550.0,0.12644639978752514
high,15,1,CQI k-means,ADR,3400.0,0.23405682739808828
high,15,1,Resource-cost k-means,ADR,2066.3333333333335,0.32650696875356905
high,15,1,Multi-feature k-means,ADR,2894.6666666666665,0.32972894460635094
high,15,2,No grouping,log-utility,550.0,0.1271130664541918
high,15,2,CQI k-means,log-utility,1743.3333333333333,0.43291081655515967
high,15,2,Resource-cost k-means,log-utility,1153.3333333333333,0.3183533539078243
high,15,2,Multi-feature k-means,log-utility,2029.3333333333333,0.4134936630148919
high,15,2,No grouping,ADR,550.0,0.1271130664541918
high,15,2,CQI k-means,ADR,3402.6666666666665,0.3570147178092907
high,15,2,Resource-cost k-means,ADR,2229.3333333333335,0.3183533539078243
high,15,2,Multi-feature k-means,ADR,3144.6666666666665,0.3693017505424849
high,15,3,No grouping,log-utility,550.0,0.13644639978752518
high,15,3,CQI k-means,log-utility,1486.6666666666667,0.3535069746512871
high,15,3,Resource-cost k-means,log-utility,1087.0,0.3200701725278253
high,15,3,Multi-feature k-means,log-utility,1936.0,0.3812541904120913
high,15,3,No grouping,ADR,550.0,0.13644639978752518
high,15,3,CQI k-means,ADR,3300.0,0.3074610357927872
high,15,3,Resource-cost k-means,ADR,1993.6666666666667,0.3200701725278253
high,15,3,Multi-feature k-means,ADR,2977.3333333333335,0.2908878780831294
high,15,4,No grouping,log-utility,550.0,0.12111306645419181
high,15,4,CQI k-means,log-utility,2104.0,0.3795827078499315
high,15,4,Resource-cost k-means,log-utility,1102.6666666666667,0.3253586764681924
high,15,4,Multi-feature k-means,log-utility,1917.3333333333333,0.3789396292248645
high,15,4,No grouping,ADR,550.0,0.12111306645419181
high,15,4,CQI k-means,ADR,3700.0,0.3683452017474684
high,15,4,Resource-cost k-means,ADR,2024.6666666666667,0.3253586764681924
high,15,4,Multi-feature k-means,ADR,3732.6666666666665,0.28525577809140995
high,15,5,No grouping,log-utility,550.0,0.14244639978752516
high,15,5,CQI k-means,log-utility,1442.6666666666667,0.3650341391201988
high,15,5,Resource-cost k-means,log-utility,1092.6666666666667,0.2970763222955083
high,15,5,Multi-feature k-means,log-utility,912.3333333333334,0.28001024179332423
high,15,5,No grouping,ADR,550.0,0.14244639978752516
high,15,5,CQI k-means,ADR,3050.0,0.2664917654044448
high,15,5,Resource-cost k-means,ADR,2101.3333333333335,0.2970763222955083
high,15,5,Multi-feature k-means,ADR,3100.0,0.28001024179332423
high,15,6,No grouping,log-utility,550.0,0.13244639978752515
high,15,6,CQI k-means,log-utility,1706.0,0.42028169418070616
high,15,6,Resource-cost k-means,log-utility,1086.6666666666667,0.33008640290061625
high,15,6,Multi-feature k-means,log-utility,1474.0,0.36425488949711515
high,15,6,No grouping,ADR,550.0,0.13244639978752515
high,15,6,CQI k-means,ADR,3150.0,0.2907121963876095
high,15,6,Resource-cost k-means,ADR,1974.0,0.33008640290061625
high,15,6,Multi-feature k-means,ADR,3048.6666666666665,0.36425488949711515
high,15,7,No grouping,log-utility,550.0,0.1091130664541918
high,15,7,CQI k-means,log-utility,3373.3333333333335,0.42314426326848853
high,15,7,Resource-cost k-means,log-utility,2178.6666666666665,0.4513434858460395
high,15,7,Multi-feature k-means,log-utility,1941.6666666666667,0.37704161432193434
high,15,7,No grouping,ADR,550.0,0.1091130664541918
high,15,7,CQI k-means,ADR,4250.0,0.42314426326848853
high,15,7,Resource-cost k-means,ADR,2222.6666666666665,0.4513434858460395
high,15,7,Multi-feature k-means,ADR,4350.0,0.37704161432193434
high,15,8,No grouping,log-utility,550.0,0.13444639978752515
high,15,8,CQI k-means,log-utility,1532.6666666666667,0.3731756729703572
high,15,8,Resource-cost k-means,log-utility,1068.6666666666667,0.31827047851722123
high,15,8,Multi-feature k-means,log-utility,1656.0,0.2958691059370228
high,15,8,No grouping,ADR,550.0,0.13444639978752515
high,15,8,CQI k-means,ADR,3250.0,0.30193384838178533
high,15,8,Resource-cost k-means,ADR,1939.3333333333333,0.31827047851722123
high,15,8,Multi-feature k-means,ADR,3189.3333333333335,0.2504575449157673
high,15,9,No grouping,log-utility,550.0,0.11911306645419181
high,15,9,CQI k-means,log-utility,2925.3333333333335,0.35215134766979994
high,15,9,Resource-cost k-means,log-utility,1120.0,0.3334378283574255
high,15,9,Multi-feature k-means,log-utility,1749.3333333333333,0.3247752452064901
high,15,9,No grouping,ADR,550.0,0.11911306645419181
high,15,9,CQI k-means,ADR,3650.0,0.35215134766979994
high,15,9,Resource-cost k-means,ADR,2064.6666666666665,0.3334378283574255
high,15,9,Multi-feature k-means,ADR,3209.3333333333335,0.3247752452064901
high,15,10,No grouping,log-utility,550.0,0.11844639978752515
high,15,10,CQI k-means,log-utility,1656.0,0.40457343463432177
high,15,10,Resource-cost k-means,log-utility,1176.6666666666667,0.12955123363090726
high,15,10,Multi-feature k-means,log-utility,1712.0,0.3048127894987032
high,15,10,No grouping,ADR,550.0,0.11844639978752515
high,15,10,CQI k-means,ADR,3300.0,0.30812770245945387
high,15,10,Resource-cost k-means,ADR,1240.0,0.07273346826879858
high,15,10,Multi-feature k-means,ADR,3193.3333333333335,0.2487064729115178
high,15,11,No grouping,log-utility,550.0,0.12311306645419179
high,15,11,CQI k-means,log-utility,1538.0,0.3441173101623317
high,15,11,Resource-cost k-means,log-utility,2048.0,0.40580822420211865
high,15,11,Multi-feature k-means,log-utility,1082.0,0.3341341285876375
high,15,11,No grouping,ADR,550.0,0.12311306645419179
high,15,11,CQI k-means,ADR,3550.0,0.33576363951446303
high,15,11,Resource-cost k-means,ADR,2119.3333333333335,0.40580822420211865
high,15,11,Multi-feature k-means,ADR,3351.3333333333335,0.27986376417319847
high,15,12,No grouping,log-utility,550.0,0.12644639978752512
high,15,12,CQI k-means,log-utility,1512.0,0.3349985823284819
high,15,12,Resource-cost k-means,log-utility,2048.0,0.41847489086878525
high,15,12,Multi-feature k-means,log-utility,1824.0,0.35070015662206394
high,15,12,No grouping,ADR,550.0,0.12644639978752512
high,15,12,CQI k-means,ADR,2938.6666666666665,0.3173702179082617
high,15,12,Resource-cost k-means,ADR,2112.0,0.41847489086878525
high,15,12,Multi-feature k-means,ADR,3364.0,0.35070015662206394
high,15,13,No grouping,log-utility,550.0,0.11844639978752514
high,15,13,CQI k-means,log-utility,1585.3333333333333,0.35935475111272885
high,15,13,Resource-cost k-means,log-utility,1157.0,0.3487902192455865
high,15,13,Multi-feature k-means,log-utility,1637.3333333333333,0.2835545447497961
high,15,13,No grouping,ADR,550.0,0.11844639978752514
high,15,13,CQI k-means,ADR,3650.0,0.34748468100313334
high,15,13,Resource-cost k-means,ADR,2148.3333333333335,0.3487902192455865
high,15,13,Multi-feature k-means,ADR,3640.6666666666665,0.28100781552701115
high,15,14,No grouping,log-utility,550.0,0.12911306645419182
high,15,14,CQI k-means,log-utility,1682.6666666666667,0.3983004516095102
high,15,14,Resource-cost k-means,log-utility,1190.6666666666667,0.1852574762421905
high,15,14,Multi-feature k-means,log-utility,1674.6666666666667,0.29618366712424965
high,15,14,No grouping,ADR,550.0,0.12911306645419182
high,15,14,CQI k-means,ADR,3200.0,0.29440666097078355
high,15,14,Resource-cost k-means,ADR,1270.0,0.08564906293121571
high,15,14,Multi-feature k-means,ADR,3100.0,0.24544750105454596
high,15,15,No grouping,log-utility,550.0,0.13444639978752515
high,15,15,CQI k-means,log-utility,1567.3333333333333,0.306981812400174
high,15,15,Resource-cost k-means,log-utility,1153.3333333333333,0.3203533539078244
high,15,15,Multi-feature k-means,log-utility,1327.0,0.31693248710899546
high,15,15,No grouping,ADR,550.0,0.13444639978752515
high,15,15,CQI k-means,ADR,3016.0,0.2958691059370228
high,15,15,Resource-cost k-means,ADR,1260.0,0.08978830915485449
high,15,15,Multi-feature k-means,ADR,2650.0,0.31693248710899546
high,15,16,No grouping,log-utility,550.0,0.13244639978752512
high,15,16,CQI k-means,log-utility,1640.0,0.40272969204308223
high,15,16,Resource-cost k-means,log-utility,1144.6666666666667,0.1487262631857743
high,15,16,Multi-feature k-means,log-utility,1824.0,0.34870015662206394
high,15,16,No grouping,ADR,550.0,0.13244639978752512
high,15,16,CQI k-means,ADR,3170.6666666666665,0.32046068401926336
high,15,16,Resource-cost k-means,ADR,1220.0,0.07901196071607601
high,15,16,Multi-feature k-means,ADR,2839.3333333333335,0.3239713683136791
high,15,17,No grouping,log-utility,550.0,0.12444639978752514
high,15,17,CQI k-means,log-utility,2925.3333333333335,0.35615134766979994
high,15,17,Resource-cost k-means,log-utility,1108.0,0.33348362318174346
high,15,17,Multi-feature k-means,log-utility,1712.0,0.3134794561653699
high,15,17,No grouping,ADR,550.0,0.12444639978752514
high,15,17,CQI k-means,ADR,3650.0,0.35615134766979994
high,15,17,Resource-cost k-means,ADR,1933.3333333333333,0.33348362318174346
high,15,17,Multi-feature k-means,ADR,3700.0,0.29587761536511037
high,15,18,No grouping,log-utility,550.0,0.14644639978752513
high,15,18,CQI k-means,log-utility,1568.6666666666667,0.30121722169816767
high,15,18,Resource-cost k-means,log-utility,1136.0,0.3209408686852578
high,15,18,Multi-feature k-means,log-utility,877.3333333333334,0.2712015017209821
high,15,18,No grouping,ADR,550.0,0.14644639978752513
high,15,18,CQI k-means,ADR,2745.3333333333335,0.25233384429310196
high,15,18,Resource-cost k-means,ADR,2198.6666666666665,0.3209408686852578
high,15,18,Multi-feature k-means,ADR,2750.0,0.2712015017209821
high,15,19,No grouping,log-utility,550.0,0.11177973312085847
high,15,19,CQI k-means,log-utility,1650.0,0.37867134395235913
high,15,19,Resource-cost k-means,log-utility,1184.0,0.3496294892008071
high,15,19,Multi-feature k-means,log-utility,1842.6666666666667,0.34301471780929066
high,15,19,No grouping,ADR,550.0,0.11177973312085847
high,15,19,CQI k-means,ADR,3800.0,0.37006624323613874
high,15,19,Resource-cost k-means,ADR,2222.6666666666665,0.3496294892008071
high,15,19,Multi-feature k-means,ADR,3836.6666666666665,0.29987441783882557
high,16,0,No grouping,log-utility,550.0,0.12377973312085849
high,16,0,CQI k-means,log-utility,2925.3333333333335,0.35681801433646665
high,16,0,Resource-cost k-means,log-utility,1146.0,0.34788988952460864
high,16,0,Multi-feature k-means,log-utility,1730.6666666666667,0.31846068401926336
high,16,0,No grouping,ADR,550.0,0.12377973312085849
high,16,0,CQI k-means,ADR,3650.0,0.35681801433646665
high,16,0,Resource-cost k-means,ADR,2124.6666666666665,0.34788988952460864
high,16,0,Multi-feature k-means,ADR,3170.6666666666665,0.31846068401926336
high,16,1,No grouping,log-utility,550.0,0.11911306645419181
high,16,1,CQI k-means,log-utility,1842.6666666666667,0.35168138447595737
high,16,1,Resource-cost k-means,log-utility,1973.3333333333333,0.3912166461198783
high,16,1,Multi-feature k-means,log-utility,1954.6666666666667,0.38556875159931814
high,16,1,No grouping,ADR,550.0,0.11911306645419181
