timestamp_s,ue_id,serving_gnb,rb_index,rate_kbps,sinr_db,cqi
0.0,ue_2049,gnb_1,0,1160.000000,,15
0.0,ue_2049,gnb_1,1,984.000000,,13
0.0,ue_2049,gnb_1,2,1160.000000,,15
0.0,ue_2049,gnb_1,3,1128.000000,,14
0.0,ue_2049,gnb_1,4,1160.000000,,15
0.0,ue_2049,gnb_1,5,1160.000000,,15
0.0,ue_2050,gnb_1,0,1160.000000,,15
0.0,ue_2050,gnb_1,1,1160.000000,,15
0.0,ue_2050,gnb_1,2,1160.000000,,15
0.0,ue_2050,gnb_1,3,1160.000000,,15
0.0,ue_2050,gnb_1,4,1160.000000,,15
0.0,ue_2050,gnb_1,5,1160.000000,,15
0.0,ue_2051,gnb_1,0,1160.000000,,15
0.0,ue_2051,gnb_1,1,984.000000,,13
0.0,ue_2051,gnb_1,2,1160.000000,,15
0.0,ue_2051,gnb_1,3,1160.000000,,15
0.0,ue_2051,gnb_1,4,1128.000000,,14
0.0,ue_2051,gnb_1,5,1160.000000,,15
0.0,ue_2052,gnb_1,0,1160.000000,,15
0.0,ue_2052,gnb_1,1,1160.000000,,15
0.0,ue_2052,gnb_1,2,1160.000000,,15
0.0,ue_2052,gnb_1,3,984.000000,,13
0.0,ue_2052,gnb_1,4,608.000000,,9
0.0,ue_2052,gnb_1,5,984.000000,,13
0.0,ue_2053,gnb_1,0,1160.000000,,15
0.0,ue_2053,gnb_1,1,1160.000000,,15
0.0,ue_2053,gnb_1,2,1160.000000,,15
0.0,ue_2053,gnb_1,3,1160.000000,,15
0.0,ue_2053,gnb_1,4,1160.000000,,15
0.0,ue_2053,gnb_1,5,1160.000000,,15
0.1,ue_2049,gnb_1,0,1160.000000,,15
0.1,ue_2049,gnb_1,1,984.000000,,13
0.1,ue_2049,gnb_1,2,1160.000000,,15
0.1,ue_2049,gnb_1,3,1128.000000,,14
0.1,ue_2049,gnb_1,4,1160.000000,,15
0.1,ue_2049,gnb_1,5,1160.000000,,15
0.1,ue_2050,gnb_1,0,1160.000000,,15
0.1,ue_2050,gnb_1,1,1160.000000,,15
0.1,ue_2050,gnb_1,2,1160.000000,,15
0.1,ue_2050,gnb_1,3,1160.000000,,15
0.1,ue_2050,gnb_1,4,1160.000000,,15
0.1,ue_2050,gnb_1,5,1160.000000,,15
0.1,ue_2051,gnb_1,0,1160.000000,,15
0.1,ue_2051,gnb_1,1,984.000000,,13
0.1,ue_2051,gnb_1,2,1160.000000,,15
0.1,ue_2051,gnb_1,3,1160.000000,,15
0.1,ue_2051,gnb_1,4,1128.000000,,14
0.1,ue_2051,gnb_1,5,1160.000000,,15
0.1,ue_2052,gnb_1,0,1160.000000,,15
0.1,ue_2052,gnb_1,1,1160.000000,,15
0.1,ue_2052,gnb_1,2,1160.000000,,15
0.1,ue_2052,gnb_1,3,984.000000,,13
0.1,ue_2052,gnb_1,4,608.000000,,9
0.1,ue_2052,gnb_1,5,984.000000,,13
0.1,ue_2053,gnb_1,0,1160.000000,,15
0.1,ue_2053,gnb_1,1,1160.000000,,15
0.1,ue_2053,gnb_1,2,1160.000000,,15
0.1,ue_2053,gnb_1,3,1160.000000,,15
0.1,ue_2053,gnb_1,4,1160.000000,,15
0.1,ue_2053,gnb_1,5,1160.000000,,15
0.2,ue_2049,gnb_1,0,1160.000000,,15
0.2,ue_2049,gnb_1,1,984.000000,,13
0.2,ue_2049,gnb_1,2,1160.000000,,15
0.2,ue_2049,gnb_1,3,1128.000000,,14
0.2,ue_2049,gnb_1,4,1160.000000,,15
0.2,ue_2049,gnb_1,5,1160.000000,,15
0.2,ue_2050,gnb_1,0,1160.000000,,15
0.2,ue_2050,gnb_1,1,1160.000000,,15
0.2,ue_2050,gnb_1,2,1160.000000,,15
0.2,ue_2050,gnb_1,3,1160.000000,,15
0.2,ue_2050,gnb_1,4,1160.000000,,15
0.2,ue_2050,gnb_1,5,1160.000000,,15
0.2,ue_2051,gnb_1,0,1160.000000,,15
0.2,ue_2051,gnb_1,1,984.000000,,13
0.2,ue_2051,gnb_1,2,1160.000000,,15
0.2,ue_2051,gnb_1,3,1160.000000,,15
0.2,ue_2051,gnb_1,4,1128.000000,,14
0.2,ue_2051,gnb_1,5,1160.000000,,15
0.2,ue_2052,gnb_1,0,1160.000000,,15
0.2,ue_2052,gnb_1,1,1160.000000,,15
0.2,ue_2052,gnb_1,2,1160.000000,,15
0.2,ue_2052,gnb_1,3,984.000000,,13
0.2,ue_2052,gnb_1,4,608.000000,,9
0.2,ue_2052,gnb_1,5,984.000000,,13
0.2,ue_2053,gnb_1,0,1160.000000,,15
0.2,ue_2053,gnb_1,1,1160.000000,,15
0.2,ue_2053,gnb_1,2,1160.000000,,15
0.2,ue_2053,gnb_1,3,1160.000000,,15
0.2,ue_2053,gnb_1,4,1160.000000,,15
0.2,ue_2053,gnb_1,5,1160.000000,,15
0.3,ue_2049,gnb_1,0,1160.000000,,15
0.3,ue_2049,gnb_1,1,984.000000,,13
0.3,ue_2049,gnb_1,2,1160.000000,,15
0.3,ue_2049,gnb_1,3,1128.000000,,14
0.3,ue_2049,gnb_1,4,1160.000000,,15
0.3,ue_2049,gnb_1,5,1160.000000,,15
0.3,ue_2050,gnb_1,0,1160.000000,,15
0.3,ue_2050,gnb_1,1,1160.000000,,15
0.3,ue_2050,gnb_1,2,1160.000000,,15
0.3,ue_2050,gnb_1,3,1160.000000,,15
0.3,ue_2050,gnb_1,4,1160.000000,,15
0.3,ue_2050,gnb_1,5,1160.000000,,15
