metric,value
split_name,full_bundle
scenario_count,830
multi_group_count,3
multi_group_ratio,0.0036144578313253013
mean_teacher_group_count,1.0036144578313253
max_teacher_group_count,2
mean_teacher_gain_vs_single,0.0002066002487122194
max_teacher_gain_vs_single,0.05715940214371462
positive_gain_count,3
positive_gain_ratio,0.0036144578313253013
