quality_mean_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
"high[3,4)",282,0,0.0,1.0,0.0,0.0
low(<2),215,12,0.05581395348837209,1.0558139534883721,0.0021548932228916545,0.038608503576809006
"mid[2,3)",323,0,0.0,1.0,0.0,0.0
