scenario_id,ue_id,user_index,cqi_t_minus_4,cqi_t_minus_3,cqi_t_minus_2,cqi_t_minus_1,cqi_now_raw,cqi_now,previous_quality,distance_m,speed_mps,direction_to_gnb,x_m,y_m,rsrp_dbm,rsrq_db,wideband_sinr_db,mcs
simu5g_00000000,0,0,15.0,15.0,15.0,15.0,15.0,15,3,122.26822373762367,0.326899091902853,0.8346120967453815,223.35,33.9534614210085,-65.408481,,34.091519,
simu5g_00000001,0,0,15.0,15.0,15.0,15.0,15.0,15,3,122.23759038123595,0.367057087685037,0.8345209730662523,223.35,33.990167129777,-65.404229,,34.095771,
simu5g_00000002,0,0,15.0,15.0,15.0,15.0,15.0,15,3,122.20059894201238,0.44329479190997,0.8344108316475398,223.35,34.034496608968,-65.399092,,34.100908,
simu5g_00000003,0,0,15.0,15.0,15.0,15.0,15.0,15,3,122.15867500351897,0.502475231523945,0.8342858652072297,223.35,34.0847441321204,-65.393268,,34.106732,
simu5g_00000004,0,0,15.0,15.0,15.0,15.0,15.0,15,3,122.1128709566359,0.549065985392403,0.8341491643867133,223.35,34.1396507306596,-65.386903,,34.113097,
simu5g_00000005,0,0,15.0,15.0,15.0,15.0,15.0,15,3,122.06406805051591,0.585113240411358,0.8340033194958638,223.35,34.1981620547007,-65.380119,,34.119881,
simu5g_00000006,0,0,15.0,15.0,15.0,15.0,15.0,15,3,122.01016653631694,0.646361053637404,0.8338420045484735,223.35,34.2627981600644,-65.372622,,34.127378,
simu5g_00000007,0,0,15.0,15.0,15.0,15.0,15.0,15,3,121.95530541727149,0.657996689220214,0.8336775659176419,223.35,34.3285978289865,-65.364989,,34.135011,
simu5g_00000008,0,0,15.0,15.0,15.0,15.0,15.0,15,3,121.89536352702854,0.719083268686088,0.8334976073279168,223.35,34.4005061558551,-65.356645,,34.143355,
simu5g_00000009,0,0,15.0,15.0,15.0,15.0,15.0,15,3,121.8300987578277,0.783115059645905,0.8333013218677824,223.35,34.4788176618197,-65.347555,,34.152445,
simu5g_00000010,0,0,15.0,15.0,15.0,15.0,15.0,15,3,121.76194338785554,0.817996626762732,0.8330959563644866,223.35,34.560617324496,-65.338058,,34.161942,
simu5g_00000011,0,0,15.0,15.0,15.0,15.0,15.0,15,3,121.69067017542704,0.855632716720983,0.8328807726814397,223.35,34.6461805961681,-65.32812,,34.17188,
simu5g_00000012,0,0,15.0,15.0,15.0,15.0,15.0,15,3,121.61421843248864,0.918046848611965,0.8326494716173677,223.35,34.7379852810292,-65.317454,,34.182546,
