dispersion,load,seed,method,mean_utility,n_scenarios
low,heavy,seed_0008,Trend-downside-deviation k-means,0.34414817000993464,15
low,heavy,seed_0008,Trend-only union (CQI+slope+volatility+downside),0.34939212393778635,15
low,heavy,seed_0008,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.34939212393778635,15
low,heavy,seed_0008,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.34939212393778635,15
low,heavy,seed_0008,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.34939212393778635,15
low,heavy,seed_0008,CQI+cost+switching+regret-graph+trend union,0.34939212393778635,15
low,heavy,seed_0009,CQI k-means,0.35593639169248775,15
low,heavy,seed_0009,Trend-slope k-means,0.35593639169248775,15
low,heavy,seed_0009,Trend-volatility k-means,0.35593639169248775,15
low,heavy,seed_0009,Trend-downside-deviation k-means,0.35593639169248775,15
low,heavy,seed_0009,Trend-only union (CQI+slope+volatility+downside),0.35593639169248775,15
low,heavy,seed_0009,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.35593639169248775,15
low,heavy,seed_0009,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.35593639169248775,15
low,heavy,seed_0009,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.35593639169248775,15
low,heavy,seed_0009,CQI+cost+switching+regret-graph+trend union,0.35593639169248775,15
low,heavy,seed_0010,CQI k-means,0.35593639169248775,15
low,heavy,seed_0010,Trend-slope k-means,0.35593639169248775,15
low,heavy,seed_0010,Trend-volatility k-means,0.35593639169248775,15
low,heavy,seed_0010,Trend-downside-deviation k-means,0.35593639169248775,15
low,heavy,seed_0010,Trend-only union (CQI+slope+volatility+downside),0.35593639169248775,15
low,heavy,seed_0010,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.35593639169248775,15
low,heavy,seed_0010,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.35593639169248775,15
low,heavy,seed_0010,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.35593639169248775,15
low,heavy,seed_0010,CQI+cost+switching+regret-graph+trend union,0.35593639169248775,15
low,light,seed_0001,CQI k-means,0.529078111650274,15
low,light,seed_0001,Trend-slope k-means,0.529078111650274,15
low,light,seed_0001,Trend-volatility k-means,0.529078111650274,15
low,light,seed_0001,Trend-downside-deviation k-means,0.529078111650274,15
low,light,seed_0001,Trend-only union (CQI+slope+volatility+downside),0.529078111650274,15
low,light,seed_0001,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.529078111650274,15
low,light,seed_0001,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.529078111650274,15
low,light,seed_0001,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.529078111650274,15
low,light,seed_0001,CQI+cost+switching+regret-graph+trend union,0.529078111650274,15
low,light,seed_0002,CQI k-means,0.529078111650274,15
low,light,seed_0002,Trend-slope k-means,0.529078111650274,15
low,light,seed_0002,Trend-volatility k-means,0.529078111650274,15
low,light,seed_0002,Trend-downside-deviation k-means,0.529078111650274,15
low,light,seed_0002,Trend-only union (CQI+slope+volatility+downside),0.529078111650274,15
low,light,seed_0002,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.529078111650274,15
low,light,seed_0002,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.529078111650274,15
low,light,seed_0002,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.529078111650274,15
low,light,seed_0002,CQI+cost+switching+regret-graph+trend union,0.529078111650274,15
low,light,seed_0003,CQI k-means,0.529078111650274,15
low,light,seed_0003,Trend-slope k-means,0.529078111650274,15
low,light,seed_0003,Trend-volatility k-means,0.529078111650274,15
low,light,seed_0003,Trend-downside-deviation k-means,0.529078111650274,15
low,light,seed_0003,Trend-only union (CQI+slope+volatility+downside),0.529078111650274,15
low,light,seed_0003,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.529078111650274,15
low,light,seed_0003,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.529078111650274,15
low,light,seed_0003,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.529078111650274,15
low,light,seed_0003,CQI+cost+switching+regret-graph+trend union,0.529078111650274,15
low,light,seed_0004,CQI k-means,0.529078111650274,15
low,light,seed_0004,Trend-slope k-means,0.529078111650274,15
low,light,seed_0004,Trend-volatility k-means,0.529078111650274,15
low,light,seed_0004,Trend-downside-deviation k-means,0.529078111650274,15
low,light,seed_0004,Trend-only union (CQI+slope+volatility+downside),0.529078111650274,15
low,light,seed_0004,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.529078111650274,15
low,light,seed_0004,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.529078111650274,15
low,light,seed_0004,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.529078111650274,15
low,light,seed_0004,CQI+cost+switching+regret-graph+trend union,0.529078111650274,15
low,light,seed_0005,CQI k-means,0.529078111650274,15
low,light,seed_0005,Trend-slope k-means,0.529078111650274,15
low,light,seed_0005,Trend-volatility k-means,0.529078111650274,15
low,light,seed_0005,Trend-downside-deviation k-means,0.529078111650274,15
low,light,seed_0005,Trend-only union (CQI+slope+volatility+downside),0.529078111650274,15
low,light,seed_0005,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.529078111650274,15
low,light,seed_0005,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.529078111650274,15
low,light,seed_0005,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.529078111650274,15
low,light,seed_0005,CQI+cost+switching+regret-graph+trend union,0.529078111650274,15
low,light,seed_0006,CQI k-means,0.529078111650274,15
low,light,seed_0006,Trend-slope k-means,0.529078111650274,15
low,light,seed_0006,Trend-volatility k-means,0.529078111650274,15
low,light,seed_0006,Trend-downside-deviation k-means,0.529078111650274,15
low,light,seed_0006,Trend-only union (CQI+slope+volatility+downside),0.529078111650274,15
low,light,seed_0006,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.529078111650274,15
low,light,seed_0006,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.529078111650274,15
low,light,seed_0006,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.529078111650274,15
low,light,seed_0006,CQI+cost+switching+regret-graph+trend union,0.529078111650274,15
low,light,seed_0007,CQI k-means,0.529078111650274,15
low,light,seed_0007,Trend-slope k-means,0.529078111650274,15
low,light,seed_0007,Trend-volatility k-means,0.529078111650274,15
low,light,seed_0007,Trend-downside-deviation k-means,0.529078111650274,15
low,light,seed_0007,Trend-only union (CQI+slope+volatility+downside),0.529078111650274,15
low,light,seed_0007,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.529078111650274,15
low,light,seed_0007,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.529078111650274,15
low,light,seed_0007,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.529078111650274,15
low,light,seed_0007,CQI+cost+switching+regret-graph+trend union,0.529078111650274,15
low,light,seed_0008,CQI k-means,0.529078111650274,15
low,light,seed_0008,Trend-slope k-means,0.529078111650274,15
low,light,seed_0008,Trend-volatility k-means,0.529078111650274,15
low,light,seed_0008,Trend-downside-deviation k-means,0.529078111650274,15
low,light,seed_0008,Trend-only union (CQI+slope+volatility+downside),0.529078111650274,15
low,light,seed_0008,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.529078111650274,15
low,light,seed_0008,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.529078111650274,15
low,light,seed_0008,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.529078111650274,15
low,light,seed_0008,CQI+cost+switching+regret-graph+trend union,0.529078111650274,15
low,light,seed_0009,CQI k-means,0.529078111650274,15
low,light,seed_0009,Trend-slope k-means,0.529078111650274,15
low,light,seed_0009,Trend-volatility k-means,0.529078111650274,15
low,light,seed_0009,Trend-downside-deviation k-means,0.529078111650274,15
low,light,seed_0009,Trend-only union (CQI+slope+volatility+downside),0.529078111650274,15
low,light,seed_0009,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.529078111650274,15
low,light,seed_0009,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.529078111650274,15
low,light,seed_0009,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.529078111650274,15
low,light,seed_0009,CQI+cost+switching+regret-graph+trend union,0.529078111650274,15
low,light,seed_0010,CQI k-means,0.529078111650274,15
low,light,seed_0010,Trend-slope k-means,0.529078111650274,15
low,light,seed_0010,Trend-volatility k-means,0.529078111650274,15
low,light,seed_0010,Trend-downside-deviation k-means,0.529078111650274,15
low,light,seed_0010,Trend-only union (CQI+slope+volatility+downside),0.529078111650274,15
low,light,seed_0010,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.529078111650274,15
low,light,seed_0010,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.529078111650274,15
low,light,seed_0010,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.529078111650274,15
low,light,seed_0010,CQI+cost+switching+regret-graph+trend union,0.529078111650274,15
low,medium,seed_0001,CQI k-means,0.44718417808401845,15
low,medium,seed_0001,Trend-slope k-means,0.44718417808401845,15
low,medium,seed_0001,Trend-volatility k-means,0.44718417808401845,15
low,medium,seed_0001,Trend-downside-deviation k-means,0.44718417808401845,15
low,medium,seed_0001,Trend-only union (CQI+slope+volatility+downside),0.44718417808401845,15
low,medium,seed_0001,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0001,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.44718417808401845,15
low,medium,seed_0001,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0001,CQI+cost+switching+regret-graph+trend union,0.44718417808401845,15
low,medium,seed_0002,CQI k-means,0.44718417808401845,15
low,medium,seed_0002,Trend-slope k-means,0.44718417808401845,15
low,medium,seed_0002,Trend-volatility k-means,0.44718417808401845,15
low,medium,seed_0002,Trend-downside-deviation k-means,0.44718417808401845,15
low,medium,seed_0002,Trend-only union (CQI+slope+volatility+downside),0.44718417808401845,15
low,medium,seed_0002,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0002,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.44718417808401845,15
low,medium,seed_0002,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0002,CQI+cost+switching+regret-graph+trend union,0.44718417808401845,15
low,medium,seed_0003,CQI k-means,0.44718417808401845,15
low,medium,seed_0003,Trend-slope k-means,0.44718417808401845,15
low,medium,seed_0003,Trend-volatility k-means,0.44718417808401845,15
low,medium,seed_0003,Trend-downside-deviation k-means,0.44718417808401845,15
low,medium,seed_0003,Trend-only union (CQI+slope+volatility+downside),0.44718417808401845,15
low,medium,seed_0003,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0003,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.44718417808401845,15
low,medium,seed_0003,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0003,CQI+cost+switching+regret-graph+trend union,0.44718417808401845,15
low,medium,seed_0004,CQI k-means,0.44718417808401845,15
low,medium,seed_0004,Trend-slope k-means,0.44718417808401845,15
low,medium,seed_0004,Trend-volatility k-means,0.44718417808401845,15
low,medium,seed_0004,Trend-downside-deviation k-means,0.44718417808401845,15
low,medium,seed_0004,Trend-only union (CQI+slope+volatility+downside),0.44718417808401845,15
low,medium,seed_0004,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0004,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.44718417808401845,15
low,medium,seed_0004,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0004,CQI+cost+switching+regret-graph+trend union,0.44718417808401845,15
low,medium,seed_0005,CQI k-means,0.44718417808401845,15
low,medium,seed_0005,Trend-slope k-means,0.44718417808401845,15
low,medium,seed_0005,Trend-volatility k-means,0.44718417808401845,15
low,medium,seed_0005,Trend-downside-deviation k-means,0.44718417808401845,15
low,medium,seed_0005,Trend-only union (CQI+slope+volatility+downside),0.44718417808401845,15
low,medium,seed_0005,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0005,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.44718417808401845,15
low,medium,seed_0005,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0005,CQI+cost+switching+regret-graph+trend union,0.44718417808401845,15
low,medium,seed_0006,CQI k-means,0.44718417808401845,15
low,medium,seed_0006,Trend-slope k-means,0.44718417808401845,15
low,medium,seed_0006,Trend-volatility k-means,0.44718417808401845,15
low,medium,seed_0006,Trend-downside-deviation k-means,0.44718417808401845,15
low,medium,seed_0006,Trend-only union (CQI+slope+volatility+downside),0.44718417808401845,15
low,medium,seed_0006,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0006,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.44718417808401845,15
low,medium,seed_0006,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0006,CQI+cost+switching+regret-graph+trend union,0.44718417808401845,15
low,medium,seed_0007,CQI k-means,0.45264377365510217,15
low,medium,seed_0007,Trend-slope k-means,0.45264377365510217,15
low,medium,seed_0007,Trend-volatility k-means,0.45264377365510217,15
low,medium,seed_0007,Trend-downside-deviation k-means,0.45264377365510217,15
low,medium,seed_0007,Trend-only union (CQI+slope+volatility+downside),0.45264377365510217,15
low,medium,seed_0007,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.45264377365510217,15
low,medium,seed_0007,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.45264377365510217,15
low,medium,seed_0007,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.45264377365510217,15
low,medium,seed_0007,CQI+cost+switching+regret-graph+trend union,0.45264377365510217,15
low,medium,seed_0008,CQI k-means,0.44718417808401845,15
low,medium,seed_0008,Trend-slope k-means,0.44718417808401845,15
low,medium,seed_0008,Trend-volatility k-means,0.44718417808401845,15
low,medium,seed_0008,Trend-downside-deviation k-means,0.44718417808401845,15
low,medium,seed_0008,Trend-only union (CQI+slope+volatility+downside),0.44718417808401845,15
low,medium,seed_0008,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0008,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.44718417808401845,15
low,medium,seed_0008,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0008,CQI+cost+switching+regret-graph+trend union,0.44718417808401845,15
low,medium,seed_0009,CQI k-means,0.44718417808401845,15
low,medium,seed_0009,Trend-slope k-means,0.44718417808401845,15
low,medium,seed_0009,Trend-volatility k-means,0.44718417808401845,15
low,medium,seed_0009,Trend-downside-deviation k-means,0.44718417808401845,15
low,medium,seed_0009,Trend-only union (CQI+slope+volatility+downside),0.44718417808401845,15
low,medium,seed_0009,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0009,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.44718417808401845,15
low,medium,seed_0009,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.44718417808401845,15
low,medium,seed_0009,CQI+cost+switching+regret-graph+trend union,0.44718417808401845,15
low,medium,seed_0010,CQI k-means,0.4526437736551021,15
low,medium,seed_0010,Trend-slope k-means,0.4526437736551021,15
low,medium,seed_0010,Trend-volatility k-means,0.4526437736551021,15
low,medium,seed_0010,Trend-downside-deviation k-means,0.4526437736551021,15
low,medium,seed_0010,Trend-only union (CQI+slope+volatility+downside),0.4526437736551021,15
low,medium,seed_0010,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.4526437736551021,15
low,medium,seed_0010,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.4526437736551021,15
low,medium,seed_0010,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.4526437736551021,15
low,medium,seed_0010,CQI+cost+switching+regret-graph+trend union,0.4526437736551021,15
mid,heavy,seed_0001,CQI k-means,0.1661771227658335,15
mid,heavy,seed_0001,Trend-slope k-means,0.14528059834617782,15
mid,heavy,seed_0001,Trend-volatility k-means,0.14470040574768314,15
mid,heavy,seed_0001,Trend-downside-deviation k-means,0.15224610648606304,15
mid,heavy,seed_0001,Trend-only union (CQI+slope+volatility+downside),0.16667465906153958,15
mid,heavy,seed_0001,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.1661771227658335,15
mid,heavy,seed_0001,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.1661771227658335,15
mid,heavy,seed_0001,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.1666746590615396,15
mid,heavy,seed_0001,CQI+cost+switching+regret-graph+trend union,0.1666746590615396,15
mid,heavy,seed_0002,CQI k-means,0.1676697316529518,15
mid,heavy,seed_0002,Trend-slope k-means,0.15722146944312393,15
mid,heavy,seed_0002,Trend-volatility k-means,0.14528059834617782,15
mid,heavy,seed_0002,Trend-downside-deviation k-means,0.15921161462594832,15
mid,heavy,seed_0002,Trend-only union (CQI+slope+volatility+downside),0.1676697316529518,15
mid,heavy,seed_0002,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.168664804244364,15
mid,heavy,seed_0002,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.168664804244364,15
mid,heavy,seed_0002,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.168664804244364,15
mid,heavy,seed_0002,CQI+cost+switching+regret-graph+trend union,0.168664804244364,15
mid,heavy,seed_0003,CQI k-means,0.16659200275875105,15
mid,heavy,seed_0003,Trend-slope k-means,0.16120175980877266,15
mid,heavy,seed_0003,Trend-volatility k-means,0.16169929610447875,15
mid,heavy,seed_0003,Trend-downside-deviation k-means,0.16418697758300918,15
mid,heavy,seed_0003,Trend-only union (CQI+slope+volatility+downside),0.16659200275875105,15
mid,heavy,seed_0003,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.17156736571581196,15
mid,heavy,seed_0003,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.17156736571581196,15
mid,heavy,seed_0003,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.17156736571581196,15
mid,heavy,seed_0003,CQI+cost+switching+regret-graph+trend union,0.17156736571581196,15
mid,heavy,seed_0004,CQI k-means,0.16916234054007007,15
mid,heavy,seed_0004,Trend-slope k-means,0.16020668721736048,15
mid,heavy,seed_0004,Trend-volatility k-means,0.16816726794865788,15
mid,heavy,seed_0004,Trend-downside-deviation k-means,0.14967576870474403,15
mid,heavy,seed_0004,Trend-only union (CQI+slope+volatility+downside),0.17165002201860052,15
mid,heavy,seed_0004,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.17413770349713095,15
mid,heavy,seed_0004,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.17413770349713095,15
mid,heavy,seed_0004,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.17413770349713095,15
mid,heavy,seed_0004,CQI+cost+switching+regret-graph+trend union,0.17413770349713095,15
mid,heavy,seed_0005,CQI k-means,0.16916234054007007,15
mid,heavy,seed_0005,Trend-slope k-means,0.15722146944312393,15
mid,heavy,seed_0005,Trend-volatility k-means,0.15672393314741787,15
mid,heavy,seed_0005,Trend-downside-deviation k-means,0.1582165420345361,15
mid,heavy,seed_0005,Trend-only union (CQI+slope+volatility+downside),0.16965987683577619,15
mid,heavy,seed_0005,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.1783865848335705,15
mid,heavy,seed_0005,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.1783865848335705,15
mid,heavy,seed_0005,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.1783865848335705,15
mid,heavy,seed_0005,CQI+cost+switching+regret-graph+trend union,0.1783865848335705,15
mid,heavy,seed_0006,CQI k-means,0.17413770349713095,15
mid,heavy,seed_0006,Trend-slope k-means,0.1691623405400701,15
mid,heavy,seed_0006,Trend-volatility k-means,0.17115248572289443,15
mid,heavy,seed_0006,Trend-downside-deviation k-means,0.1731426309057188,15
mid,heavy,seed_0006,Trend-only union (CQI+slope+volatility+downside),0.17463523979283707,15
mid,heavy,seed_0006,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.17413770349713095,15
mid,heavy,seed_0006,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.17413770349713095,15
mid,heavy,seed_0006,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.17463523979283707,15
mid,heavy,seed_0006,CQI+cost+switching+regret-graph+trend union,0.17463523979283707,15
mid,heavy,seed_0007,CQI k-means,0.1771229212713675,15
mid,heavy,seed_0007,Trend-slope k-means,0.17563031238424923,15
mid,heavy,seed_0007,Trend-volatility k-means,0.17612784867995532,15
mid,heavy,seed_0007,Trend-downside-deviation k-means,0.17463523979283704,15
mid,heavy,seed_0007,Trend-only union (CQI+slope+volatility+downside),0.1771229212713675,15
mid,heavy,seed_0007,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.1771229212713675,15
mid,heavy,seed_0007,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.1771229212713675,15
mid,heavy,seed_0007,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.1771229212713675,15
mid,heavy,seed_0007,CQI+cost+switching+regret-graph+trend union,0.1771229212713675,15
mid,heavy,seed_0008,CQI k-means,0.17563031238424923,15
mid,heavy,seed_0008,Trend-slope k-means,0.17214755831430661,15
mid,heavy,seed_0008,Trend-volatility k-means,0.16717219535724573,15
mid,heavy,seed_0008,Trend-downside-deviation k-means,0.16717219535724573,15
mid,heavy,seed_0008,Trend-only union (CQI+slope+volatility+downside),0.17563031238424923,15
mid,heavy,seed_0008,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.17563031238424923,15
mid,heavy,seed_0008,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.17563031238424923,15
mid,heavy,seed_0008,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.17563031238424923,15
mid,heavy,seed_0008,CQI+cost+switching+regret-graph+trend union,0.17563031238424923,15
mid,heavy,seed_0009,CQI k-means,0.17513277608854314,15
mid,heavy,seed_0009,Trend-slope k-means,0.16717219535724573,15
mid,heavy,seed_0009,Trend-volatility k-means,0.1726450946100127,15
mid,heavy,seed_0009,Trend-downside-deviation k-means,0.16717219535724573,15
mid,heavy,seed_0009,Trend-only union (CQI+slope+volatility+downside),0.17513277608854314,15
mid,heavy,seed_0009,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.17513277608854314,15
mid,heavy,seed_0009,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.17513277608854314,15
mid,heavy,seed_0009,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.17513277608854314,15
mid,heavy,seed_0009,CQI+cost+switching+regret-graph+trend union,0.17513277608854314,15
mid,heavy,seed_0010,CQI k-means,0.1766253849756614,15
mid,heavy,seed_0010,Trend-slope k-means,0.17463523979283704,15
mid,heavy,seed_0010,Trend-volatility k-means,0.17463523979283704,15
mid,heavy,seed_0010,Trend-downside-deviation k-means,0.17413770349713095,15
mid,heavy,seed_0010,Trend-only union (CQI+slope+volatility+downside),0.1766253849756614,15
mid,heavy,seed_0010,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.1771229212713675,15
mid,heavy,seed_0010,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.1771229212713675,15
mid,heavy,seed_0010,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.1771229212713675,15
mid,heavy,seed_0010,CQI+cost+switching+regret-graph+trend union,0.1771229212713675,15
mid,light,seed_0001,CQI k-means,0.42386774167132796,15
mid,light,seed_0001,Trend-slope k-means,0.40016553839383345,15
mid,light,seed_0001,Trend-volatility k-means,0.40797239300327853,15
mid,light,seed_0001,Trend-downside-deviation k-means,0.4076899133826099,15
mid,light,seed_0001,Trend-only union (CQI+slope+volatility+downside),0.42752792658235594,15
mid,light,seed_0001,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.4379659388585041,15
mid,light,seed_0001,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.4379659388585041,15
mid,light,seed_0001,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.4379659388585041,15
mid,light,seed_0001,CQI+cost+switching+regret-graph+trend union,0.4379659388585041,15
mid,light,seed_0002,CQI k-means,0.43740815794437987,15
mid,light,seed_0002,Trend-slope k-means,0.4189723320069461,15
mid,light,seed_0002,Trend-volatility k-means,0.42052160547451756,15
mid,light,seed_0002,Trend-downside-deviation k-means,0.41660378994312997,15
mid,light,seed_0002,Trend-only union (CQI+slope+volatility+downside),0.43740815794437987,15
mid,light,seed_0002,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.4430670602297995,15
mid,light,seed_0002,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.4430670602297995,15
mid,light,seed_0002,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.4430670602297995,15
mid,light,seed_0002,CQI+cost+switching+regret-graph+trend union,0.4430670602297995,15
mid,light,seed_0003,CQI k-means,0.43148473924496944,15
mid,light,seed_0003,Trend-slope k-means,0.4176060625402391,15
mid,light,seed_0003,Trend-volatility k-means,0.4202468524285467,15
mid,light,seed_0003,Trend-downside-deviation k-means,0.4270644546510328,15
mid,light,seed_0003,Trend-only union (CQI+slope+volatility+downside),0.4331984720562525,15
mid,light,seed_0003,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.43887865897906114,15
mid,light,seed_0003,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.43887865897906114,15
mid,light,seed_0003,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.43887865897906114,15
mid,light,seed_0003,CQI+cost+switching+regret-graph+trend union,0.43887865897906114,15
mid,light,seed_0004,CQI k-means,0.44668627947302736,15
mid,light,seed_0004,Trend-slope k-means,0.41586467869586163,15
mid,light,seed_0004,Trend-volatility k-means,0.4242409522930654,15
mid,light,seed_0004,Trend-downside-deviation k-means,0.42587227558200597,15
mid,light,seed_0004,Trend-only union (CQI+slope+volatility+downside),0.4477717293679737,15
mid,light,seed_0004,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.4491156363221965,15
mid,light,seed_0004,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.4491156363221965,15
mid,light,seed_0004,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.44960211627378255,15
mid,light,seed_0004,CQI+cost+switching+regret-graph+trend union,0.44960211627378255,15
mid,light,seed_0005,CQI k-means,0.4524007604041333,15
mid,light,seed_0005,Trend-slope k-means,0.4291079394806912,15
mid,light,seed_0005,Trend-volatility k-means,0.4323872421905388,15
mid,light,seed_0005,Trend-downside-deviation k-means,0.432980681404418,15
mid,light,seed_0005,Trend-only union (CQI+slope+volatility+downside),0.45386406026548165,15
mid,light,seed_0005,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.4557955897320382,15
mid,light,seed_0005,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.4557955897320382,15
mid,light,seed_0005,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.4557955897320382,15
mid,light,seed_0005,CQI+cost+switching+regret-graph+trend union,0.4557955897320382,15
mid,light,seed_0006,CQI k-means,0.4565236335169052,15
mid,light,seed_0006,Trend-slope k-means,0.42956980035492204,15
mid,light,seed_0006,Trend-volatility k-means,0.43883775019748955,15
