dispersion,seed,load,scenario_index,method,utility,adr_kbps,served_ratio,average_quality,system_spectral_efficiency,fairness
low,seed_0001,light,9,Trend-only union (CQI+slope+volatility+downside),0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,9,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,9,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,9,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,9,CQI+cost+switching+regret-graph+trend union,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,10,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,10,Trend-slope k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,10,Trend-volatility k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,10,Trend-downside-deviation k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,10,Trend-only union (CQI+slope+volatility+downside),0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,10,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,10,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,10,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,10,CQI+cost+switching+regret-graph+trend union,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,11,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,11,Trend-slope k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,11,Trend-volatility k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,11,Trend-downside-deviation k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,11,Trend-only union (CQI+slope+volatility+downside),0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,11,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,11,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,11,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,11,CQI+cost+switching+regret-graph+trend union,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,12,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,12,Trend-slope k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,12,Trend-volatility k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,12,Trend-downside-deviation k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,12,Trend-only union (CQI+slope+volatility+downside),0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,12,"CQI+cost+regret-graph 3-way union (ablation, no switching)",0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,12,CQI+cost+switching+regret-graph 4-way union (confirmatory-validated base),0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,12,"CQI+cost+regret-graph+trend union (ablation, no switching)",0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,12,CQI+cost+switching+regret-graph+trend union,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,13,CQI k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,13,Trend-slope k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,13,Trend-volatility k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,13,Trend-downside-deviation k-means,0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
low,seed_0001,light,13,Trend-only union (CQI+slope+volatility+downside),0.5290781116502739,5800.0,1.0,4.0,64.44444444444444,1.0
