scope,method,mean_utility,mean_diff_vs_cqi,diff_vs_cqi_ci95_low,diff_vs_cqi_ci95_high,seeds_win_vs_cqi,seeds_tie_vs_cqi,seeds_loss_vs_cqi,mean_diff_vs_2way,diff_vs_2way_ci95_low,diff_vs_2way_ci95_high,seeds_win_vs_2way,seeds_tie_vs_2way,seeds_loss_vs_2way,mean_diff_vs_3way,diff_vs_3way_ci95_low,diff_vs_3way_ci95_high,seeds_win_vs_3way,seeds_tie_vs_3way,seeds_loss_vs_3way
all_9_cells,CQI k-means,0.45957146749923694,0.0,0.0,0.0,0,10,0,-0.015406463152412864,-0.017672555907041126,-0.013024677066639272,0,0,10,-0.016234190885920364,-0.018921001960273243,-0.01351101583044482,0,0,10
all_9_cells,CQI+cost 2-way union,0.4749779306516498,0.015406463152412864,0.013018897916158557,0.017659860142966843,10,0,0,0.0,0.0,0.0,0,10,0,-0.0008277277335074995,-0.0013445593476075657,-0.00037535025304731296,1,0,9
all_9_cells,CQI+cost+switching 3-way union,0.4758056583851573,0.016234190885920364,0.013529119262298786,0.018882452790583953,10,0,0,0.0008277277335074995,0.0003835384545306729,0.0013465229731174561,9,0,1,0.0,0.0,0.0,0,10,0
all_9_cells,Conditional switching gate (LOSO),0.4758454245978306,0.01627395709859362,0.013596378842983333,0.019005510151405225,10,0,0,0.0008674939461807585,0.00037095552251065336,0.0014461154012166482,9,1,0,3.976621267325897e-05,-7.322041064500088e-05,0.00016311695156728256,5,1,4
mid_high_6_cells,CQI k-means,0.31749397991882244,0.0,0.0,0.0,0,10,0,-0.023109694728619224,-0.026503074806846338,-0.019500081277896705,0,0,10,-0.024351286328880506,-0.02836452837839433,-0.02024573436724511,0,0,10
mid_high_6_cells,CQI+cost 2-way union,0.34060367464744157,0.023109694728619224,0.01953781428021472,0.02643400733353207,10,0,0,0.0,0.0,0.0,0,10,0,-0.0012415916002612825,-0.002024489495153498,-0.0005780406008420942,1,0,9
mid_high_6_cells,CQI+cost+switching 3-way union,0.34184526624770284,0.024351286328880506,0.020346853409492768,0.02840732527588049,10,0,0,0.0012415916002612825,0.0005737067893320403,0.002013390161763668,9,0,1,0.0,0.0,0.0,0,10,0
mid_high_6_cells,Conditional switching gate (LOSO),0.34190491556671276,0.02441093564789043,0.020382349148795192,0.0284319304664234,10,0,0,0.001301240919271207,0.0005419745631134389,0.0021759869100687365,9,1,0,5.964931900992454e-05,-0.0001095228137581436,0.00024121395196267085,5,1,4
