dispersion,load,seed,method,n_transitions,mean_utility,mean_adr_kbps,mean_served_ratio,mean_average_quality,mean_system_spectral_efficiency,mean_fairness,mean_avg_switching,mean_quality_switch_rate,mean_quality_change_levels,mean_pairwise_group_churn,mean_groups,selected_eta_label,switching_admission_rate
high,light,seed_0005,CQI k-means,14,0.3613558767318275,1228.8690476190475,1.0,1.574404761904762,13.654100529100528,0.7580058344602023,0.13214285714285717,0.5595238095238095,0.6607142857142857,0.4265010351966873,2.2857142857142856,,nan
high,light,seed_0005,CQI+cost 2-way union,14,0.3977301137688517,1199.4047619047617,1.0,1.5952380952380951,13.32671957671958,0.8258980792875422,0.08571428571428572,0.35416666666666663,0.4285714285714285,0.38561076604554867,2.2142857142857144,,nan
high,light,seed_0005,CQI+cost+switching 3-way union,14,0.40592043759276025,1158.482142857143,1.0,1.5803571428571428,12.872023809523812,0.8434713914944174,0.06726190476190476,0.29166666666666663,0.3363095238095238,0.28700828157349895,2.0714285714285716,,nan
high,light,seed_0005,Conditional switching gate (LOSO),14,0.4058147931314016,1203.5714285714287,1.0,1.6071428571428572,13.373015873015875,0.8303685662546921,0.07619047619047617,0.3333333333333333,0.38095238095238093,0.30693581780538304,2.0714285714285716,eta_0.020,0.14285714285714285
high,light,seed_0006,CQI k-means,14,0.3881968968063778,1234.5238095238096,1.0,1.619047619047619,13.716931216931219,0.8046995745115987,0.11190476190476191,0.4970238095238096,0.5595238095238095,0.4516045548654244,2.642857142857143,,nan
high,light,seed_0006,CQI+cost 2-way union,14,0.41605184873205514,1227.827380952381,0.9970238095238095,1.6607142857142858,13.642526455026454,0.8557476362918884,0.07380952380952381,0.33035714285714285,0.369047619047619,0.41770186335403725,2.357142857142857,,nan
high,light,seed_0006,CQI+cost+switching 3-way union,14,0.4137792289243803,1234.5238095238096,1.0,1.6250000000000002,13.716931216931217,0.8250219452436464,0.06904761904761907,0.30654761904761907,0.34523809523809523,0.3002070393374741,2.4285714285714284,,nan
high,light,seed_0006,Conditional switching gate (LOSO),14,0.4139176163179106,1230.5059523809525,1.0,1.6339285714285716,13.672288359788359,0.828766040325898,0.07380952380952384,0.3244047619047619,0.36904761904761907,0.34886128364389235,2.4285714285714284,eta_0.005,0.14285714285714285
high,light,seed_0007,CQI k-means,14,0.3781755130028738,1329.1666666666665,1.0,1.660714285714286,14.768518518518519,0.7413538547796301,0.1357142857142857,0.5416666666666667,0.6785714285714286,0.41071428571428564,2.7857142857142856,,nan
high,light,seed_0007,CQI+cost 2-way union,14,0.4267724797310238,1209.8214285714287,1.0,1.6607142857142858,13.44246031746032,0.8744841061373302,0.07023809523809524,0.3244047619047619,0.35119047619047616,0.4101966873706004,2.5714285714285716,,nan
high,light,seed_0007,CQI+cost+switching 3-way union,14,0.4318059945267062,1299.5535714285713,1.0,1.702380952380952,14.439484126984128,0.8468172943685156,0.07142857142857144,0.3244047619047619,0.3571428571428572,0.34601449275362317,2.4285714285714284,,nan
high,light,seed_0007,Conditional switching gate (LOSO),14,0.43917112113330664,1239.8809523809523,1.0,1.6904761904761902,13.776455026455029,0.8854245597217373,0.061904761904761914,0.28571428571428575,0.3095238095238096,0.36982401656314695,2.5,eta_0.020,0.21428571428571427
high,light,seed_0008,CQI k-means,14,0.3842560666050149,1142.7083333333333,0.9970238095238095,1.5833333333333335,12.696759259259258,0.8299618146944933,0.09166666666666666,0.38095238095238093,0.45833333333333337,0.4609213250517599,2.2142857142857144,,nan
high,light,seed_0008,CQI+cost 2-way union,14,0.40676436051236153,1142.5595238095236,1.0,1.601190476190476,12.695105820105821,0.8568271538078874,0.07738095238095237,0.34226190476190477,0.3869047619047619,0.45936853002070394,2.0714285714285716,,nan
high,light,seed_0008,CQI+cost+switching 3-way union,14,0.40676436051236153,1142.5595238095236,1.0,1.601190476190476,12.695105820105821,0.8568271538078874,0.07738095238095237,0.34226190476190477,0.3869047619047619,0.45936853002070394,2.0714285714285716,,nan
high,light,seed_0008,Conditional switching gate (LOSO),14,0.40676436051236153,1142.5595238095236,1.0,1.601190476190476,12.695105820105821,0.8568271538078874,0.07738095238095237,0.34226190476190477,0.3869047619047619,0.45936853002070394,2.0714285714285716,eta_0.020,0.0
high,light,seed_0009,CQI k-means,14,0.41267169365570566,1448.3630952380954,1.0,1.7708333333333335,16.092923280423282,0.7898025780816614,0.1285714285714286,0.5119047619047619,0.6428571428571429,0.4420289855072464,2.7857142857142856,,nan
high,light,seed_0009,CQI+cost 2-way union,14,0.44279814018019803,1286.1607142857144,1.0,1.7291666666666665,14.290674603174603,0.8785957989573079,0.07202380952380953,0.3095238095238096,0.3601190476190476,0.4161490683229814,2.2857142857142856,,nan
high,light,seed_0009,CQI+cost+switching 3-way union,14,0.4448397541388346,1281.8452380952383,1.0,1.7321428571428572,14.242724867724865,0.8806612550664984,0.06964285714285716,0.32738095238095244,0.34821428571428564,0.3856107660455486,2.2857142857142856,,nan
high,light,seed_0009,Conditional switching gate (LOSO),14,0.44563637425899744,1291.8154761904764,1.0,1.7351190476190477,14.35350529100529,0.8808011743235039,0.06964285714285716,0.30059523809523814,0.3482142857142857,0.39285714285714285,2.2857142857142856,eta_0.020,0.07142857142857142
high,light,seed_0010,CQI k-means,14,0.3496497285877697,1463.0952380952383,1.0,1.6666666666666665,16.256613756613756,0.6510730194743616,0.17023809523809527,0.6011904761904762,0.8511904761904762,0.4091614906832299,2.7857142857142856,,nan
high,light,seed_0010,CQI+cost 2-way union,14,0.3888910431388663,1361.7559523809523,1.0,1.669642857142857,15.130621693121693,0.7767707151922804,0.12202380952380955,0.4880952380952381,0.6101190476190477,0.39880952380952384,2.5714285714285716,,nan
high,light,seed_0010,CQI+cost+switching 3-way union,14,0.3892576403851808,1358.9285714285713,1.0,1.6666666666666665,15.099206349206352,0.7757401404921531,0.11964285714285716,0.47916666666666663,0.5982142857142857,0.3739648033126294,2.5,,nan
high,light,seed_0010,Conditional switching gate (LOSO),14,0.3888910431388663,1361.7559523809523,1.0,1.669642857142857,15.130621693121693,0.7767707151922804,0.12202380952380955,0.4880952380952381,0.6101190476190477,0.39880952380952384,2.5714285714285716,eta_0.020,0.0
high,medium,seed_0001,CQI k-means,14,0.23392157353373394,743.0059523809524,1.0,1.0208333333333333,16.511243386243386,0.7776090674759769,0.10059523809523808,0.39285714285714285,0.5029761904761905,0.4575569358178054,2.142857142857143,,nan
high,medium,seed_0001,CQI+cost 2-way union,14,0.24343380473698856,852.0833333333333,0.994047619047619,1.1433982683982686,18.935185185185187,0.7614041414042296,0.12202380952380953,0.4880952380952381,0.6101190476190477,0.4503105590062112,2.2857142857142856,,nan
high,medium,seed_0001,CQI+cost+switching 3-way union,14,0.24281087682161254,857.5892857142857,0.994047619047619,1.128517316017316,19.05753968253968,0.7319568611687662,0.11488095238095239,0.4375,0.574404761904762,0.4083850931677019,2.357142857142857,,nan
high,medium,seed_0001,Conditional switching gate (LOSO),14,0.24343380473698856,852.0833333333333,0.994047619047619,1.1433982683982686,18.935185185185187,0.7614041414042296,0.12202380952380953,0.4880952380952381,0.6101190476190477,0.4503105590062112,2.2857142857142856,eta_0.020,0.0
high,medium,seed_0002,CQI k-means,14,0.15484312055952845,579.9107142857141,1.0,0.7589285714285714,12.886904761904761,0.7804557563279989,0.11309523809523811,0.45535714285714296,0.5654761904761905,0.43685300207039335,2.5714285714285716,,nan
high,medium,seed_0002,CQI+cost 2-way union,14,0.1580628434314796,595.8333333333333,1.0,0.7738095238095237,13.240740740740739,0.7848698523995667,0.1148809523809524,0.4404761904761906,0.5744047619047619,0.437111801242236,2.357142857142857,,nan
high,medium,seed_0002,CQI+cost+switching 3-way union,14,0.16255565010460188,605.3571428571429,1.0,0.7857142857142856,13.45238095238095,0.7701041970344463,0.11250000000000002,0.4226190476190476,0.5625,0.39932712215320915,2.2857142857142856,,nan
high,medium,seed_0002,Conditional switching gate (LOSO),14,0.16136517391412566,605.3571428571429,1.0,0.7857142857142856,13.45238095238095,0.7701041970344463,0.1148809523809524,0.4345238095238096,0.5744047619047619,0.4045031055900621,2.357142857142857,eta_0.020,0.07142857142857142
high,medium,seed_0003,CQI k-means,14,0.21485022799541326,613.2440476190476,1.0,0.925595238095238,13.627645502645503,0.8476245848873906,0.08630952380952382,0.41071428571428564,0.431547619047619,0.5188923395445134,2.2142857142857144,,nan
high,medium,seed_0003,CQI+cost 2-way union,14,0.2239724203864475,768.75,0.9851190476190477,1.132540466779597,17.083333333333336,0.8534586555333201,0.1125,0.46726190476190477,0.5625000000000001,0.47903726708074534,2.2857142857142856,,nan
high,medium,seed_0003,CQI+cost+switching 3-way union,14,0.22410994578769938,762.0535714285714,0.9880952380952381,1.1087309429700734,16.93452380952381,0.8473909183609319,0.1125,0.4672619047619047,0.5625,0.44694616977225676,2.2142857142857144,,nan
high,medium,seed_0003,Conditional switching gate (LOSO),14,0.22410994578769938,762.0535714285714,0.9880952380952381,1.1087309429700734,16.93452380952381,0.8473909183609319,0.1125,0.4672619047619047,0.5625,0.44694616977225676,2.2142857142857144,eta_0.020,0.07142857142857142
high,medium,seed_0004,CQI k-means,14,0.19068172193069355,640.4761904761905,0.9970238095238095,0.8962215320910972,14.232804232804233,0.7816177102659844,0.10416666666666667,0.44940476190476186,0.5208333333333333,0.46428571428571425,2.5,,nan
high,medium,seed_0004,CQI+cost 2-way union,14,0.21044507747233712,662.797619047619,0.9940476190476192,0.9646739130434783,14.728835978835978,0.802617020948083,0.08928571428571427,0.375,0.44642857142857145,0.4394409937888199,2.4285714285714284,,nan
high,medium,seed_0004,CQI+cost+switching 3-way union,14,0.20922734245786215,669.9404761904761,0.9940476190476192,0.9646739130434783,14.887566137566138,0.7824243044164418,0.09166666666666667,0.38690476190476186,0.4583333333333333,0.42028985507246386,2.4285714285714284,,nan
high,medium,seed_0004,Conditional switching gate (LOSO),14,0.21044507747233712,662.797619047619,0.9940476190476192,0.9646739130434783,14.728835978835978,0.802617020948083,0.08928571428571427,0.375,0.44642857142857145,0.4394409937888199,2.4285714285714284,eta_0.020,0.0
high,medium,seed_0005,CQI k-means,14,0.12812731950045966,493.6011904761904,1.0,0.7113095238095237,10.968915343915343,0.9198971254892884,0.14047619047619048,0.6577380952380951,0.7023809523809523,0.4430641821946169,1.6428571428571428,,nan
high,medium,seed_0005,CQI+cost 2-way union,14,0.18289858276310697,574.2559523809524,0.9880952380952381,0.9244047619047621,12.761243386243384,0.88377896321575,0.09285714285714286,0.4553571428571429,0.46428571428571436,0.4974120082815735,2.0,,nan
high,medium,seed_0005,CQI+cost+switching 3-way union,14,0.19289496567416015,606.3988095238094,0.9880952380952381,0.9244047619047618,13.4755291005291,0.8327711847882274,0.07261904761904761,0.34523809523809523,0.3630952380952381,0.4347826086956522,2.142857142857143,,nan
high,medium,seed_0005,Conditional switching gate (LOSO),14,0.19170448948368396,606.3988095238094,0.9880952380952381,0.9244047619047618,13.4755291005291,0.8327711847882274,0.075,0.35714285714285715,0.37500000000000006,0.44513457556935815,2.142857142857143,eta_0.020,0.14285714285714285
high,medium,seed_0006,CQI k-means,14,0.1795181274701471,748.2142857142859,0.9970238095238095,0.9438405797101449,16.626984126984127,0.7699073145815556,0.15238095238095237,0.5148809523809523,0.7619047619047619,0.45600414078674945,2.0714285714285716,,nan
high,medium,seed_0006,CQI+cost 2-way union,14,0.20263230539304108,854.0178571428572,0.9761904761904763,1.1538819875776398,18.978174603174605,0.7481511882661858,0.12380952380952381,0.443452380952381,0.619047619047619,0.4083850931677019,2.357142857142857,,nan
high,medium,seed_0006,CQI+cost+switching 3-way union,14,0.20263230539304108,854.0178571428572,0.9761904761904763,1.1538819875776398,18.978174603174605,0.7481511882661858,0.12380952380952381,0.443452380952381,0.619047619047619,0.4083850931677019,2.357142857142857,,nan
high,medium,seed_0006,Conditional switching gate (LOSO),14,0.20263230539304108,854.0178571428572,0.9761904761904763,1.1538819875776398,18.978174603174605,0.7481511882661858,0.12380952380952381,0.443452380952381,0.619047619047619,0.4083850931677019,2.357142857142857,eta_0.005,0.0
high,medium,seed_0007,CQI k-means,14,0.22692770489492003,786.0119047619048,0.994047619047619,1.071969696969697,17.466931216931215,0.7413235255920584,0.11547619047619048,0.4672619047619047,0.5773809523809524,0.46946169772256735,2.357142857142857,,nan
high,medium,seed_0007,CQI+cost 2-way union,14,0.23475010087468715,797.9166666666666,0.994047619047619,1.0968614718614718,17.731481481481477,0.7499112607397768,0.11309523809523811,0.4613095238095238,0.5654761904761905,0.4596273291925466,2.2857142857142856,,nan
high,medium,seed_0007,CQI+cost+switching 3-way union,14,0.24205817323893417,785.1190476190476,0.994047619047619,1.090909090909091,17.447089947089946,0.7700104170558717,0.09523809523809523,0.40773809523809523,0.4761904761904763,0.38716356107660455,2.2142857142857144,,nan
high,medium,seed_0007,Conditional switching gate (LOSO),14,0.237165126785638,788.9880952380953,0.994047619047619,1.096861471861472,17.53306878306878,0.772177897847909,0.10833333333333335,0.4404761904761905,0.5416666666666666,0.4280538302277433,2.2142857142857144,eta_0.020,0.14285714285714285
high,medium,seed_0008,CQI k-means,14,0.2059948213126102,673.8095238095237,1.0,0.9404761904761905,14.973544973544975,0.8012813346288447,0.11190476190476188,0.47619047619047616,0.5595238095238095,0.4583333333333333,2.0714285714285716,,nan
high,medium,seed_0008,CQI+cost 2-way union,14,0.2082552639662639,712.3511904761905,0.9910714285714286,1.0225340136054422,15.830026455026456,0.7744234829027518,0.1130952380952381,0.48511904761904756,0.5654761904761905,0.4648033126293995,2.2142857142857144,,nan
high,medium,seed_0008,CQI+cost+switching 3-way union,14,0.21208468548415116,739.7321428571429,0.9910714285714286,1.034438775510204,16.438492063492063,0.7314037052020783,0.11190476190476191,0.47321428571428564,0.5595238095238095,0.42701863354037256,2.4285714285714284,,nan
high,medium,seed_0008,Conditional switching gate (LOSO),14,0.21208468548415116,739.7321428571429,0.9910714285714286,1.034438775510204,16.438492063492063,0.7314037052020783,0.11190476190476191,0.47321428571428564,0.5595238095238095,0.42701863354037256,2.4285714285714284,eta_0.020,0.14285714285714285
high,medium,seed_0009,CQI k-means,14,0.23802661159309516,647.172619047619,1.0,0.9970238095238094,14.381613756613758,0.8712939185023867,0.07976190476190478,0.35416666666666663,0.3988095238095238,0.40916149068322977,2.0,,nan
high,medium,seed_0009,CQI+cost 2-way union,14,0.2528436651682827,704.3154761904763,0.9970238095238095,1.0852743271221532,15.651455026455027,0.8991262430453774,0.08452380952380953,0.38095238095238093,0.42261904761904756,0.36206004140786746,2.142857142857143,,nan
high,medium,seed_0009,CQI+cost+switching 3-way union,14,0.2528436651682827,704.3154761904763,0.9970238095238095,1.0852743271221532,15.651455026455027,0.8991262430453774,0.08452380952380953,0.38095238095238093,0.42261904761904756,0.36206004140786746,2.142857142857143,,nan
high,medium,seed_0009,Conditional switching gate (LOSO),14,0.2528436651682827,704.3154761904763,0.9970238095238095,1.0852743271221532,15.651455026455027,0.8991262430453774,0.08452380952380953,0.38095238095238093,0.42261904761904756,0.36206004140786746,2.142857142857143,eta_0.020,0.0
high,medium,seed_0010,CQI k-means,14,0.17705504065673086,681.8452380952382,1.0,0.851190476190476,15.152116402116402,0.7136700828581617,0.11964285714285716,0.44642857142857134,0.5982142857142857,0.44384057971014496,2.142857142857143,,nan
high,medium,seed_0010,CQI+cost 2-way union,14,0.19897070773040326,701.9345238095239,1.0,0.9136904761904762,15.598544973544973,0.7612464504780228,0.11071428571428572,0.41071428571428575,0.5535714285714285,0.4363354037267082,2.142857142857143,,nan
high,medium,seed_0010,CQI+cost+switching 3-way union,14,0.20531820688793534,708.6309523809523,1.0,0.9226190476190476,15.747354497354495,0.7644779183872686,0.10297619047619049,0.38988095238095244,0.5148809523809523,0.39932712215320926,2.0714285714285716,,nan
high,medium,seed_0010,Conditional switching gate (LOSO),14,0.20466080530000139,709.672619047619,1.0,0.925595238095238,15.770502645502644,0.7654837610296547,0.10595238095238098,0.39880952380952384,0.5297619047619048,0.42391304347826103,2.0714285714285716,eta_0.020,0.07142857142857142
high,heavy,seed_0001,CQI k-means,14,-0.08298120796622911,238.83928571428572,0.949404761904762,0.17100840336134457,15.922619047619051,0.9167916097708068,0.04166666666666667,0.20833333333333334,0.20833333333333334,0.2644927536231884,1.4285714285714286,,nan
high,heavy,seed_0001,CQI+cost 2-way union,14,-0.041968114300891056,220.23809523809524,0.9761904761904762,0.07857142857142858,14.682539682539685,0.954555994069068,0.028571428571428577,0.14285714285714285,0.14285714285714285,0.27898550724637683,1.5714285714285714,,nan
high,heavy,seed_0001,CQI+cost+switching 3-way union,14,-0.041968114300891056,220.23809523809524,0.9761904761904762,0.07857142857142858,14.682539682539685,0.954555994069068,0.028571428571428577,0.14285714285714285,0.14285714285714285,0.27898550724637683,1.5714285714285714,,nan
high,heavy,seed_0001,Conditional switching gate (LOSO),14,-0.041968114300891056,220.23809523809524,0.9761904761904762,0.07857142857142858,14.682539682539685,0.954555994069068,0.028571428571428577,0.14285714285714285,0.14285714285714285,0.27898550724637683,1.5714285714285714,eta_0.020,0.0
high,heavy,seed_0002,CQI k-means,14,-0.2811635556061448,251.1904761904762,0.8392857142857142,0.3393358963018406,16.746031746031747,0.7780419188484756,0.05238095238095238,0.2619047619047619,0.2619047619047619,0.39751552795031053,2.0714285714285716,,nan
high,heavy,seed_0002,CQI+cost 2-way union,14,-0.22701008735533837,261.7559523809524,0.8660714285714286,0.34396284829721363,17.450396825396826,0.8226451090719806,0.05952380952380952,0.2976190476190476,0.2976190476190476,0.3695652173913043,2.0,,nan
high,heavy,seed_0002,CQI+cost+switching 3-way union,14,-0.20829585401631373,254.7619047619048,0.8779761904761905,0.3118199911543565,16.984126984126984,0.8459629144550035,0.054761904761904755,0.27380952380952384,0.27380952380952384,0.3416149068322981,1.9285714285714286,,nan
high,heavy,seed_0002,Conditional switching gate (LOSO),14,-0.20829585401631373,254.7619047619048,0.8779761904761905,0.3118199911543565,16.984126984126984,0.8459629144550035,0.054761904761904755,0.27380952380952384,0.27380952380952384,0.3416149068322981,1.9285714285714286,eta_0.020,0.07142857142857142
high,heavy,seed_0003,CQI k-means,14,-0.1099099888958449,200.14880952380955,0.9434523809523808,0.049107142857142856,13.343253968253972,0.923826412920568,0.011904761904761906,0.059523809523809534,0.059523809523809534,0.14803312629399584,1.4285714285714286,,nan
high,heavy,seed_0003,CQI+cost 2-way union,14,-0.06170890159741944,210.11904761904765,0.9672619047619048,0.07142857142857142,14.00793650793651,0.9672619047619048,0.019047619047619046,0.09523809523809523,0.09523809523809523,0.11956521739130434,1.3571428571428572,,nan
high,heavy,seed_0003,CQI+cost+switching 3-way union,14,-0.06170890159741944,210.11904761904765,0.9672619047619048,0.07142857142857142,14.00793650793651,0.9672619047619048,0.019047619047619046,0.09523809523809523,0.09523809523809523,0.11956521739130434,1.3571428571428572,,nan
high,heavy,seed_0003,Conditional switching gate (LOSO),14,-0.06170890159741944,210.11904761904765,0.9672619047619048,0.07142857142857142,14.00793650793651,0.9672619047619048,0.019047619047619046,0.09523809523809523,0.09523809523809523,0.11956521739130434,1.3571428571428572,eta_0.020,0.0
high,heavy,seed_0004,CQI k-means,14,-0.15344156034338732,226.04166666666666,0.9166666666666667,0.1748030791263874,15.069444444444448,0.8840865082814237,0.041666666666666664,0.20833333333333334,0.20833333333333334,0.43995859213250516,1.8571428571428572,,nan
high,heavy,seed_0004,CQI+cost 2-way union,14,-0.08434114763232729,212.94642857142853,0.955357142857143,0.07329931972789115,14.196428571428573,0.9339949331898485,0.024999999999999998,0.125,0.125,0.3682712215320912,1.7857142857142858,,nan
high,heavy,seed_0004,CQI+cost+switching 3-way union,14,-0.08434114763232729,212.94642857142853,0.955357142857143,0.07329931972789115,14.196428571428573,0.9339949331898485,0.024999999999999998,0.125,0.125,0.3682712215320912,1.7857142857142858,,nan
high,heavy,seed_0004,Conditional switching gate (LOSO),14,-0.08434114763232729,212.94642857142853,0.955357142857143,0.07329931972789115,14.196428571428573,0.9339949331898485,0.024999999999999998,0.125,0.125,0.3682712215320912,1.7857142857142858,eta_0.020,0.0
high,heavy,seed_0005,CQI k-means,14,-0.21709626987288816,228.86904761904756,0.8839285714285714,0.2026908570445722,15.25793650793651,0.8269539828181814,0.05297619047619046,0.26488095238095244,0.26488095238095244,0.4909420289855072,1.8571428571428572,,nan
high,heavy,seed_0005,CQI+cost 2-way union,14,-0.1761981333636869,230.95238095238096,0.9047619047619049,0.18964813995773747,15.396825396825397,0.8588679589802065,0.05119047619047618,0.255952380952381,0.255952380952381,0.47593167701863354,1.8571428571428572,,nan
high,heavy,seed_0005,CQI+cost+switching 3-way union,14,-0.1761981333636869,230.95238095238096,0.9047619047619049,0.18964813995773747,15.396825396825397,0.8588679589802065,0.05119047619047618,0.255952380952381,0.255952380952381,0.47593167701863354,1.8571428571428572,,nan
high,heavy,seed_0005,Conditional switching gate (LOSO),14,-0.1761981333636869,230.95238095238096,0.9047619047619049,0.18964813995773747,15.396825396825397,0.8588679589802065,0.05119047619047618,0.255952380952381,0.255952380952381,0.47593167701863354,1.8571428571428572,eta_0.020,0.0
high,heavy,seed_0006,CQI k-means,14,-0.10902478892619845,248.36309523809524,0.9345238095238095,0.2090121136173768,16.557539682539684,0.8685009266086571,0.054166666666666675,0.2708333333333333,0.2708333333333333,0.39673913043478265,1.8571428571428572,,nan
high,heavy,seed_0006,CQI+cost 2-way union,14,-0.07707396350407844,211.45833333333334,0.9583333333333334,0.056547619047619055,14.097222222222223,0.930050972040121,0.019047619047619053,0.09523809523809523,0.09523809523809523,0.32919254658385094,1.8571428571428572,,nan
high,heavy,seed_0006,CQI+cost+switching 3-way union,14,-0.07707396350407844,211.45833333333334,0.9583333333333334,0.056547619047619055,14.097222222222223,0.930050972040121,0.019047619047619053,0.09523809523809523,0.09523809523809523,0.32919254658385094,1.8571428571428572,,nan
high,heavy,seed_0006,Conditional switching gate (LOSO),14,-0.07707396350407844,211.45833333333334,0.9583333333333334,0.056547619047619055,14.097222222222223,0.930050972040121,0.019047619047619053,0.09523809523809523,0.09523809523809523,0.32919254658385094,1.8571428571428572,eta_0.005,0.0
high,heavy,seed_0007,CQI k-means,14,-0.07203146669702022,241.0714285714286,0.9553571428571427,0.15961779448621552,16.071428571428577,0.8946498375676828,0.045238095238095244,0.22619047619047622,0.22619047619047622,0.3504140786749482,1.6428571428571428,,nan
high,heavy,seed_0007,CQI+cost 2-way union,14,-0.03413208890912459,229.16666666666669,0.9791666666666666,0.09523809523809523,15.277777777777782,0.9380287086168877,0.038095238095238106,0.19047619047619047,0.19047619047619047,0.3178053830227743,1.6428571428571428,,nan
high,heavy,seed_0007,CQI+cost+switching 3-way union,14,-0.03413208890912459,229.16666666666669,0.9791666666666666,0.09523809523809523,15.277777777777782,0.9380287086168877,0.038095238095238106,0.19047619047619047,0.19047619047619047,0.3178053830227743,1.6428571428571428,,nan
high,heavy,seed_0007,Conditional switching gate (LOSO),14,-0.03413208890912459,229.16666666666669,0.9791666666666666,0.09523809523809523,15.277777777777782,0.9380287086168877,0.038095238095238106,0.19047619047619047,0.19047619047619047,0.3178053830227743,1.6428571428571428,eta_0.020,0.0
high,heavy,seed_0008,CQI k-means,14,-0.005400566691328925,238.24404761904762,0.9880952380952381,0.1210625554569654,15.882936507936511,0.9342179950509558,0.02797619047619048,0.13988095238095238,0.13988095238095238,0.20626293995859216,1.4285714285714286,,nan
high,heavy,seed_0008,CQI+cost 2-way union,14,-0.005400566691328925,238.24404761904762,0.9880952380952381,0.1210625554569654,15.882936507936511,0.9342179950509558,0.02797619047619048,0.13988095238095238,0.13988095238095238,0.20626293995859216,1.4285714285714286,,nan
high,heavy,seed_0008,CQI+cost+switching 3-way union,14,-0.005400566691328925,238.24404761904762,0.9880952380952381,0.1210625554569654,15.882936507936511,0.9342179950509558,0.02797619047619048,0.13988095238095238,0.13988095238095238,0.20626293995859216,1.4285714285714286,,nan
high,heavy,seed_0008,Conditional switching gate (LOSO),14,-0.005400566691328925,238.24404761904762,0.9880952380952381,0.1210625554569654,15.882936507936511,0.9342179950509558,0.02797619047619048,0.13988095238095238,0.13988095238095238,0.20626293995859216,1.4285714285714286,eta_0.020,0.0
high,heavy,seed_0009,CQI k-means,14,-0.1558225127243397,225.44642857142858,0.9136904761904762,0.18125671321160045,15.02976190476191,0.8863503482920575,0.034523809523809526,0.17261904761904762,0.17261904761904762,0.24223602484472048,1.5,,nan
high,heavy,seed_0009,CQI+cost 2-way union,14,-0.10408193492885566,202.82738095238093,0.9464285714285714,0.06190476190476191,13.521825396825397,0.9440661622904614,0.015476190476190478,0.07738095238095237,0.07738095238095237,0.18167701863354038,1.5714285714285714,,nan
high,heavy,seed_0009,CQI+cost+switching 3-way union,14,-0.10408193492885566,202.82738095238093,0.9464285714285714,0.06190476190476191,13.521825396825397,0.9440661622904614,0.015476190476190478,0.07738095238095237,0.07738095238095237,0.18167701863354038,1.5714285714285714,,nan
high,heavy,seed_0009,Conditional switching gate (LOSO),14,-0.10408193492885566,202.82738095238093,0.9464285714285714,0.06190476190476191,13.521825396825397,0.9440661622904614,0.015476190476190478,0.07738095238095237,0.07738095238095237,0.18167701863354038,1.5714285714285714,eta_0.020,0.0
high,heavy,seed_0010,CQI k-means,14,-0.2026014968639711,239.73214285714286,0.8809523809523808,0.25847154651334214,15.982142857142861,0.8364171421485539,0.03035714285714286,0.15178571428571427,0.15178571428571427,0.2906314699792961,1.7857142857142858,,nan
high,heavy,seed_0010,CQI+cost 2-way union,14,-0.18844947939290344,225.0,0.8958333333333331,0.19226190476190474,15.0,0.8711894988417954,0.03333333333333333,0.16666666666666669,0.16666666666666669,0.28493788819875776,1.7857142857142858,,nan
high,heavy,seed_0010,CQI+cost+switching 3-way union,14,-0.18844947939290344,225.0,0.8958333333333331,0.19226190476190474,15.0,0.8711894988417954,0.03333333333333333,0.16666666666666669,0.16666666666666669,0.28493788819875776,1.7857142857142858,,nan
high,heavy,seed_0010,Conditional switching gate (LOSO),14,-0.18844947939290344,225.0,0.8958333333333331,0.19226190476190474,15.0,0.8711894988417954,0.03333333333333333,0.16666666666666669,0.16666666666666669,0.28493788819875776,1.7857142857142858,eta_0.020,0.0
