dispersion,load,seed,method,n_transitions,mean_utility,mean_adr_kbps,mean_served_ratio,mean_average_quality,mean_system_spectral_efficiency,mean_fairness,mean_avg_switching,mean_quality_switch_rate,mean_quality_change_levels,mean_pairwise_group_churn,mean_groups,selected_eta_label,switching_admission_rate
mid,light,seed_0007,CQI k-means,14,0.7114436708891679,2892.2619047619046,1.0,2.9136904761904767,32.136243386243386,0.9761252032911024,0.03333333333333333,0.1101190476190476,0.16666666666666666,0.3105590062111801,1.5,,nan
mid,light,seed_0007,CQI+cost 2-way union,14,0.7336114034803065,2955.8035714285716,1.0,2.9672619047619047,32.842261904761905,0.9904328620664697,0.013095238095238094,0.04761904761904762,0.06547619047619048,0.12784679089026912,1.3571428571428572,,nan
mid,light,seed_0007,CQI+cost+switching 3-way union,14,0.7336114034803065,2955.8035714285716,1.0,2.9672619047619047,32.842261904761905,0.9904328620664697,0.013095238095238094,0.04761904761904762,0.06547619047619048,0.12784679089026912,1.3571428571428572,,nan
mid,light,seed_0007,Conditional switching gate (LOSO),14,0.7336114034803065,2955.8035714285716,1.0,2.9672619047619047,32.842261904761905,0.9904328620664697,0.013095238095238094,0.04761904761904762,0.06547619047619048,0.12784679089026912,1.3571428571428572,eta_0.020,0.0
mid,light,seed_0008,CQI k-means,14,0.6901528781569236,3388.988095238095,1.0,3.020833333333333,37.65542328042328,0.926290158971687,0.10238095238095238,0.36309523809523814,0.5119047619047619,0.37603519668737057,1.8571428571428572,,nan
mid,light,seed_0008,CQI+cost 2-way union,14,0.7159575571767555,3471.2797619047624,1.0,3.0863095238095233,38.56977513227513,0.9442643974123373,0.08035714285714288,0.2976190476190476,0.4017857142857143,0.19202898550724634,1.7142857142857142,,nan
mid,light,seed_0008,CQI+cost+switching 3-way union,14,0.7159575571767555,3471.2797619047624,1.0,3.0863095238095233,38.56977513227513,0.9442643974123373,0.08035714285714288,0.2976190476190476,0.4017857142857143,0.19202898550724634,1.7142857142857142,,nan
mid,light,seed_0008,Conditional switching gate (LOSO),14,0.7159575571767555,3471.2797619047624,1.0,3.0863095238095233,38.56977513227513,0.9442643974123373,0.08035714285714288,0.2976190476190476,0.4017857142857143,0.19202898550724634,1.7142857142857142,eta_0.020,0.0
mid,light,seed_0009,CQI k-means,14,0.6810736415108624,2865.3273809523807,1.0,2.863095238095238,31.83697089947089,0.9506369658853328,0.0773809523809524,0.35119047619047616,0.38690476190476186,0.40062111801242234,1.6428571428571428,,nan
mid,light,seed_0009,CQI+cost 2-way union,14,0.7123491911222891,2995.9821428571427,1.0,2.952380952380952,33.28869047619047,0.9703253765865737,0.05,0.24107142857142858,0.25,0.2329192546583851,1.5714285714285714,,nan
mid,light,seed_0009,CQI+cost+switching 3-way union,14,0.7135136190579782,3000.4464285714284,1.0,2.955357142857143,33.338293650793645,0.9708941596553569,0.04880952380952381,0.23511904761904762,0.24404761904761904,0.22722567287784678,1.5714285714285714,,nan
mid,light,seed_0009,Conditional switching gate (LOSO),14,0.7123491911222891,2995.9821428571427,1.0,2.952380952380952,33.28869047619047,0.9703253765865737,0.05,0.24107142857142858,0.25,0.2329192546583851,1.5714285714285714,eta_0.020,0.0
mid,light,seed_0010,CQI k-means,14,0.718573482018199,3028.2738095238096,1.0,2.9732142857142856,33.64748677248677,0.9731248850939993,0.04404761904761905,0.1726190476190476,0.22023809523809526,0.2417184265010352,1.3571428571428572,,nan
mid,light,seed_0010,CQI+cost 2-way union,14,0.7232311937609553,3046.1309523809527,1.0,2.985119047619048,33.84589947089947,0.9758928000396608,0.03928571428571429,0.1488095238095238,0.1964285714285714,0.16252587991718426,1.3571428571428572,,nan
mid,light,seed_0010,CQI+cost+switching 3-way union,14,0.7232311937609553,3046.1309523809527,1.0,2.985119047619048,33.84589947089947,0.9758928000396608,0.03928571428571429,0.1488095238095238,0.1964285714285714,0.16252587991718426,1.3571428571428572,,nan
mid,light,seed_0010,Conditional switching gate (LOSO),14,0.7232311937609553,3046.1309523809527,1.0,2.985119047619048,33.84589947089947,0.9758928000396608,0.03928571428571429,0.1488095238095238,0.1964285714285714,0.16252587991718426,1.3571428571428572,eta_0.020,0.0
mid,medium,seed_0001,CQI k-means,14,0.5091597345827613,1716.6666666666663,1.0,2.0625,38.148148148148145,0.9055978928901894,0.08571428571428573,0.3154761904761905,0.4285714285714285,0.25129399585921325,1.5,,nan
mid,medium,seed_0001,CQI+cost 2-way union,14,0.5273979607020457,1663.5416666666665,1.0,2.056547619047619,36.96759259259259,0.9512550968350267,0.06071428571428572,0.2172619047619048,0.30357142857142855,0.1739130434782609,1.4285714285714286,,nan
mid,medium,seed_0001,CQI+cost+switching 3-way union,14,0.5273979607020457,1663.5416666666665,1.0,2.056547619047619,36.96759259259259,0.9512550968350267,0.06071428571428572,0.2172619047619048,0.30357142857142855,0.1739130434782609,1.4285714285714286,,nan
mid,medium,seed_0001,Conditional switching gate (LOSO),14,0.5273979607020457,1663.5416666666665,1.0,2.056547619047619,36.96759259259259,0.9512550968350267,0.06071428571428572,0.2172619047619048,0.30357142857142855,0.1739130434782609,1.4285714285714286,eta_0.020,0.0
mid,medium,seed_0002,CQI k-means,14,0.4722257366717649,1807.142857142857,0.9970238095238095,2.057971014492754,40.15873015873016,0.8650541155334591,0.12440476190476192,0.375,0.6220238095238095,0.2875258799171843,1.7142857142857142,,nan
mid,medium,seed_0002,CQI+cost 2-way union,14,0.5346645276483293,1470.6845238095236,1.0,1.9672619047619049,32.681878306878296,0.9871762046598587,0.024404761904761905,0.1101190476190476,0.12202380952380952,0.08462732919254656,1.4285714285714286,,nan
mid,medium,seed_0002,CQI+cost+switching 3-way union,14,0.536083644687729,1473.5119047619046,1.0,1.9702380952380953,32.744708994708986,0.988331328300988,0.023214285714285715,0.10416666666666664,0.11607142857142856,0.07375776397515528,1.3571428571428572,,nan
mid,medium,seed_0002,Conditional switching gate (LOSO),14,0.5346645276483293,1470.6845238095236,1.0,1.9672619047619049,32.681878306878296,0.9871762046598587,0.024404761904761905,0.1101190476190476,0.12202380952380952,0.08462732919254656,1.4285714285714286,eta_0.020,0.0
mid,medium,seed_0003,CQI k-means,14,0.5346428213954926,1459.375,1.0,1.9553571428571428,32.43055555555555,0.983084602786011,0.017857142857142856,0.08333333333333333,0.08928571428571429,0.12577639751552797,1.2142857142857142,,nan
mid,medium,seed_0003,CQI+cost 2-way union,14,0.5474148747500899,1484.8214285714287,1.0,1.9821428571428572,32.99603174603174,0.9930731561912182,0.007142857142857144,0.02976190476190476,0.03571428571428571,0.05590062111801242,1.2142857142857142,,nan
mid,medium,seed_0003,CQI+cost+switching 3-way union,14,0.5474148747500899,1484.8214285714287,1.0,1.9821428571428572,32.99603174603174,0.9930731561912182,0.007142857142857144,0.02976190476190476,0.03571428571428571,0.05590062111801242,1.2142857142857142,,nan
mid,medium,seed_0003,Conditional switching gate (LOSO),14,0.5474148747500899,1484.8214285714287,1.0,1.9821428571428572,32.99603174603174,0.9930731561912182,0.007142857142857144,0.02976190476190476,0.03571428571428571,0.05590062111801242,1.2142857142857142,eta_0.020,0.0
mid,medium,seed_0004,CQI k-means,14,0.5361273942614238,1625.5952380952383,0.9970238095238095,2.0625,36.12433862433863,0.9684400765151705,0.038095238095238106,0.1577380952380952,0.19047619047619047,0.25077639751552794,1.5,,nan
mid,medium,seed_0004,CQI+cost 2-way union,14,0.5500784053811653,1670.3869047619046,0.9970238095238095,2.104166666666667,37.11970899470899,0.9820163021450228,0.028571428571428574,0.13988095238095238,0.14285714285714285,0.12085921325051759,1.3571428571428572,,nan
mid,medium,seed_0004,CQI+cost+switching 3-way union,14,0.5500784053811653,1670.3869047619046,0.9970238095238095,2.104166666666667,37.11970899470899,0.9820163021450228,0.028571428571428574,0.13988095238095238,0.14285714285714285,0.12085921325051759,1.3571428571428572,,nan
mid,medium,seed_0004,Conditional switching gate (LOSO),14,0.5500784053811653,1670.3869047619046,0.9970238095238095,2.104166666666667,37.11970899470899,0.9820163021450228,0.028571428571428574,0.13988095238095238,0.14285714285714285,0.12085921325051759,1.3571428571428572,eta_0.020,0.0
mid,medium,seed_0005,CQI k-means,14,0.519847054727441,1788.690476190476,1.0,2.113095238095238,39.74867724867725,0.925809478566431,0.0886904761904762,0.318452380952381,0.443452380952381,0.1684782608695652,1.5,,nan
mid,medium,seed_0005,CQI+cost 2-way union,14,0.5355274647715339,1577.827380952381,1.0,2.0386904761904763,35.06283068783068,0.9872118607367426,0.05,0.24404761904761907,0.25000000000000006,0.12732919254658384,1.4285714285714286,,nan
mid,medium,seed_0005,CQI+cost+switching 3-way union,14,0.5355274647715339,1577.827380952381,1.0,2.0386904761904763,35.06283068783068,0.9872118607367426,0.05,0.24404761904761907,0.25000000000000006,0.12732919254658384,1.4285714285714286,,nan
mid,medium,seed_0005,Conditional switching gate (LOSO),14,0.5355274647715339,1577.827380952381,1.0,2.0386904761904763,35.06283068783068,0.9872118607367426,0.05,0.24404761904761907,0.25000000000000006,0.12732919254658384,1.4285714285714286,eta_0.020,0.0
mid,medium,seed_0006,CQI k-means,14,0.5188446612816813,2048.214285714286,1.0,2.2410714285714284,45.51587301587301,0.8235964621890535,0.1142857142857143,0.3720238095238094,0.5714285714285714,0.35895445134575565,1.9285714285714286,,nan
mid,medium,seed_0006,CQI+cost 2-way union,14,0.5495228580542881,2251.488095238095,0.9910714285714287,2.431547619047619,50.03306878306878,0.8774203370154446,0.09404761904761905,0.30357142857142855,0.47023809523809523,0.3056418219461698,1.9285714285714286,,nan
mid,medium,seed_0006,CQI+cost+switching 3-way union,14,0.5672255906995113,2485.1190476190473,0.9880952380952381,2.553571428571428,55.224867724867735,0.8501878050356054,0.07857142857142858,0.17261904761904762,0.39285714285714285,0.2735507246376811,2.0,,nan
mid,medium,seed_0006,Conditional switching gate (LOSO),14,0.5672255906995113,2485.1190476190473,0.9880952380952381,2.553571428571428,55.224867724867735,0.8501878050356054,0.07857142857142858,0.17261904761904762,0.39285714285714285,0.2735507246376811,2.0,eta_0.005,0.21428571428571427
mid,medium,seed_0007,CQI k-means,14,0.5218503239228962,1439.2857142857142,1.0,1.9285714285714286,31.98412698412698,0.9732296887827128,0.028571428571428574,0.11904761904761904,0.14285714285714285,0.2199792960662526,1.2857142857142858,,nan
mid,medium,seed_0007,CQI+cost 2-way union,14,0.5459957577106901,1481.9940476190477,1.0,1.9791666666666665,32.93320105820105,0.9918863107215572,0.008333333333333335,0.03571428571428571,0.041666666666666664,0.07375776397515528,1.2857142857142858,,nan
mid,medium,seed_0007,CQI+cost+switching 3-way union,14,0.5459957577106901,1481.9940476190477,1.0,1.9791666666666665,32.93320105820105,0.9918863107215572,0.008333333333333335,0.03571428571428571,0.041666666666666664,0.07375776397515528,1.2857142857142858,,nan
mid,medium,seed_0007,Conditional switching gate (LOSO),14,0.5459957577106901,1481.9940476190477,1.0,1.9791666666666665,32.93320105820105,0.9918863107215572,0.008333333333333335,0.03571428571428571,0.041666666666666664,0.07375776397515528,1.2857142857142858,eta_0.020,0.0
mid,medium,seed_0008,CQI k-means,14,0.5187186912798026,1838.392857142857,1.0,2.160714285714286,40.8531746031746,0.9116317575848129,0.10833333333333335,0.44345238095238093,0.5416666666666667,0.2776915113871635,1.5714285714285714,,nan
mid,medium,seed_0008,CQI+cost 2-way union,14,0.5442116826845483,1784.077380952381,1.0,2.1517857142857144,39.64616402116401,0.9560450933348956,0.06666666666666668,0.2857142857142857,0.33333333333333337,0.15890269151138714,1.5,,nan
mid,medium,seed_0008,CQI+cost+switching 3-way union,14,0.5442116826845483,1784.077380952381,1.0,2.1517857142857144,39.64616402116401,0.9560450933348956,0.06666666666666668,0.2857142857142857,0.33333333333333337,0.15890269151138714,1.5,,nan
mid,medium,seed_0008,Conditional switching gate (LOSO),14,0.5442116826845483,1784.077380952381,1.0,2.1517857142857144,39.64616402116401,0.9560450933348956,0.06666666666666668,0.2857142857142857,0.33333333333333337,0.15890269151138714,1.5,eta_0.020,0.0
mid,medium,seed_0009,CQI k-means,14,0.5219441159735744,1636.607142857143,1.0,2.0386904761904763,36.36904761904761,0.9171743011923921,0.058333333333333334,0.2440476190476191,0.2916666666666667,0.22515527950310557,1.4285714285714286,,nan
mid,medium,seed_0009,CQI+cost 2-way union,14,0.5443548145283665,1474.553571428571,1.0,1.973214285714286,32.76785714285713,0.9895175750301458,0.008333333333333333,0.04166666666666667,0.04166666666666667,0.07505175983436851,1.2142857142857142,,nan
mid,medium,seed_0009,CQI+cost+switching 3-way union,14,0.5443548145283665,1474.553571428571,1.0,1.973214285714286,32.76785714285713,0.9895175750301458,0.008333333333333333,0.04166666666666667,0.04166666666666667,0.07505175983436851,1.2142857142857142,,nan
mid,medium,seed_0009,Conditional switching gate (LOSO),14,0.5443548145283665,1474.553571428571,1.0,1.973214285714286,32.76785714285713,0.9895175750301458,0.008333333333333333,0.04166666666666667,0.04166666666666667,0.07505175983436851,1.2142857142857142,eta_0.020,0.0
mid,medium,seed_0010,CQI k-means,14,0.5335388631472802,1878.8690476190475,1.0,2.1964285714285716,41.7526455026455,0.9236308423636658,0.09642857142857145,0.38392857142857134,0.4821428571428571,0.25181159420289856,1.5714285714285714,,nan
mid,medium,seed_0010,CQI+cost 2-way union,14,0.5423423280173875,1885.267857142857,1.0,2.214285714285714,41.89484126984126,0.9282402677988192,0.08928571428571432,0.36607142857142855,0.44642857142857145,0.24560041407867494,1.7142857142857142,,nan
mid,medium,seed_0010,CQI+cost+switching 3-way union,14,0.538831101163772,2255.3571428571427,1.0,2.357142857142857,50.11904761904763,0.8206106959533519,0.11547619047619051,0.36607142857142855,0.5773809523809524,0.3066770186335403,2.0714285714285716,,nan
mid,medium,seed_0010,Conditional switching gate (LOSO),14,0.538831101163772,2255.3571428571427,1.0,2.357142857142857,50.11904761904763,0.8206106959533519,0.11547619047619051,0.36607142857142855,0.5773809523809524,0.3066770186335403,2.0714285714285716,eta_0.020,0.21428571428571427
mid,heavy,seed_0001,CQI k-means,14,0.24561026964523647,522.9166666666666,1.0,0.9226190476190474,34.86111111111112,0.9702650941213656,0.023809523809523808,0.11904761904761905,0.11904761904761905,0.18530020703933747,1.2857142857142858,,nan
mid,heavy,seed_0001,CQI+cost 2-way union,14,0.24561026964523647,522.9166666666666,1.0,0.9226190476190474,34.86111111111112,0.9702650941213656,0.023809523809523808,0.11904761904761905,0.11904761904761905,0.19668737060041405,1.2857142857142858,,nan
mid,heavy,seed_0001,CQI+cost+switching 3-way union,14,0.24680074583571265,522.9166666666666,1.0,0.9226190476190474,34.86111111111112,0.9702650941213656,0.02142857142857143,0.10714285714285714,0.10714285714285714,0.17598343685300205,1.2857142857142858,,nan
mid,heavy,seed_0001,Conditional switching gate (LOSO),14,0.24561026964523647,522.9166666666666,1.0,0.9226190476190474,34.86111111111112,0.9702650941213656,0.023809523809523808,0.11904761904761905,0.11904761904761905,0.19668737060041405,1.2857142857142858,eta_0.020,0.0
mid,heavy,seed_0002,CQI k-means,14,0.25314867598938384,531.25,1.0,0.9464285714285714,35.41666666666667,0.9799438465333701,0.022023809523809525,0.1101190476190476,0.1101190476190476,0.13949275362318841,1.1428571428571428,,nan
mid,heavy,seed_0002,CQI+cost 2-way union,14,0.25314867598938384,531.25,1.0,0.9464285714285714,35.41666666666667,0.9799438465333701,0.022023809523809525,0.1101190476190476,0.1101190476190476,0.18090062111801242,1.2142857142857142,,nan
mid,heavy,seed_0002,CQI+cost+switching 3-way union,14,0.25314867598938384,531.25,1.0,0.9464285714285714,35.41666666666667,0.9799438465333701,0.022023809523809525,0.1101190476190476,0.1101190476190476,0.18090062111801242,1.2142857142857142,,nan
mid,heavy,seed_0002,Conditional switching gate (LOSO),14,0.25314867598938384,531.25,1.0,0.9464285714285714,35.41666666666667,0.9799438465333701,0.022023809523809525,0.1101190476190476,0.1101190476190476,0.18090062111801242,1.2142857142857142,eta_0.020,0.0
mid,heavy,seed_0003,CQI k-means,14,0.2537928791614576,534.8214285714286,0.9970238095238095,0.9604037267080745,35.654761904761905,0.9821224277351112,0.015476190476190477,0.0773809523809524,0.0773809523809524,0.12577639751552797,1.2142857142857142,,nan
mid,heavy,seed_0003,CQI+cost 2-way union,14,0.2612691220129092,543.6011904761905,0.994047619047619,0.9910714285714286,36.240079365079374,0.9904989516084532,0.003571428571428572,0.017857142857142856,0.017857142857142856,0.05538302277432711,1.1428571428571428,,nan
mid,heavy,seed_0003,CQI+cost+switching 3-way union,14,0.2612691220129092,543.6011904761905,0.994047619047619,0.9910714285714286,36.240079365079374,0.9904989516084532,0.003571428571428572,0.017857142857142856,0.017857142857142856,0.05538302277432711,1.2142857142857142,,nan
mid,heavy,seed_0003,Conditional switching gate (LOSO),14,0.2612691220129092,543.6011904761905,0.994047619047619,0.9910714285714286,36.240079365079374,0.9904989516084532,0.003571428571428572,0.017857142857142856,0.017857142857142856,0.05538302277432711,1.1428571428571428,eta_0.020,0.0
mid,heavy,seed_0004,CQI k-means,14,0.25949660614305514,538.9880952380952,0.9970238095238095,0.9732142857142857,35.932539682539684,0.9865035585218527,0.010714285714285714,0.05357142857142857,0.05357142857142857,0.13923395445134576,1.2857142857142858,,nan
mid,heavy,seed_0004,CQI+cost 2-way union,14,0.26544898709543613,539.5833333333334,1.0,0.9702380952380952,35.97222222222223,0.9882814043511454,0.010714285714285714,0.05357142857142857,0.05357142857142857,0.10947204968944098,1.3571428571428572,,nan
mid,heavy,seed_0004,CQI+cost+switching 3-way union,14,0.26544898709543613,539.5833333333334,1.0,0.9702380952380952,35.97222222222223,0.9882814043511454,0.010714285714285714,0.05357142857142857,0.05357142857142857,0.10947204968944098,1.3571428571428572,,nan
mid,heavy,seed_0004,Conditional switching gate (LOSO),14,0.26544898709543613,539.5833333333334,1.0,0.9702380952380952,35.97222222222223,0.9882814043511454,0.010714285714285714,0.05357142857142857,0.05357142857142857,0.10947204968944098,1.3571428571428572,eta_0.020,0.0
mid,heavy,seed_0005,CQI k-means,14,0.2544634791652518,529.1666666666667,1.0,0.9404761904761906,35.277777777777786,0.9768274865533487,0.01607142857142857,0.08035714285714288,0.08035714285714288,0.19177018633540371,1.4285714285714286,,nan
mid,heavy,seed_0005,CQI+cost 2-way union,14,0.2663908093151289,543.1547619047619,0.9970238095238095,0.9851190476190476,36.21031746031746,0.9910617925185846,0.0035714285714285718,0.017857142857142856,0.017857142857142856,0.12267080745341614,1.4285714285714286,,nan
mid,heavy,seed_0005,CQI+cost+switching 3-way union,14,0.2663908093151289,543.1547619047619,0.9970238095238095,0.9851190476190476,36.21031746031746,0.9910617925185846,0.0035714285714285718,0.017857142857142856,0.017857142857142856,0.12267080745341614,1.4285714285714286,,nan
mid,heavy,seed_0005,Conditional switching gate (LOSO),14,0.2663908093151289,543.1547619047619,0.9970238095238095,0.9851190476190476,36.21031746031746,0.9910617925185846,0.0035714285714285718,0.017857142857142856,0.017857142857142856,0.12267080745341614,1.4285714285714286,eta_0.020,0.0
mid,heavy,seed_0006,CQI k-means,14,0.26663946328591226,539.5833333333333,1.0,0.9702380952380951,35.97222222222223,0.9883529494185233,0.008333333333333333,0.04166666666666667,0.04166666666666667,0.10921325051759835,1.2142857142857142,,nan
mid,heavy,seed_0006,CQI+cost 2-way union,14,0.2666394632859123,539.5833333333333,1.0,0.9702380952380951,35.97222222222223,0.9883529494185233,0.008333333333333333,0.04166666666666667,0.04166666666666667,0.14984472049689443,1.5,,nan
mid,heavy,seed_0006,CQI+cost+switching 3-way union,14,0.2666394632859123,539.5833333333333,1.0,0.9702380952380951,35.97222222222223,0.9883529494185233,0.008333333333333333,0.04166666666666667,0.04166666666666667,0.14984472049689443,1.5,,nan
mid,heavy,seed_0006,Conditional switching gate (LOSO),14,0.2666394632859123,539.5833333333333,1.0,0.9702380952380951,35.97222222222223,0.9883529494185233,0.008333333333333333,0.04166666666666667,0.04166666666666667,0.14984472049689443,1.5,eta_0.005,0.0
mid,heavy,seed_0007,CQI k-means,14,0.2734093394725942,545.8333333333334,1.0,0.9880952380952381,36.3888888888889,0.9953032742887815,0.0047619047619047615,0.023809523809523808,0.023809523809523808,0.041407867494824016,1.0714285714285714,,nan
mid,heavy,seed_0007,CQI+cost 2-way union,14,0.27340933947259427,545.8333333333334,1.0,0.9880952380952381,36.3888888888889,0.9953032742887815,0.0047619047619047615,0.023809523809523808,0.023809523809523808,0.06469979296066254,1.2142857142857142,,nan
mid,heavy,seed_0007,CQI+cost+switching 3-way union,14,0.27340933947259427,545.8333333333334,1.0,0.9880952380952381,36.3888888888889,0.9953032742887815,0.0047619047619047615,0.023809523809523808,0.023809523809523808,0.06469979296066254,1.2142857142857142,,nan
mid,heavy,seed_0007,Conditional switching gate (LOSO),14,0.27340933947259427,545.8333333333334,1.0,0.9880952380952381,36.3888888888889,0.9953032742887815,0.0047619047619047615,0.023809523809523808,0.023809523809523808,0.06469979296066254,1.2142857142857142,eta_0.020,0.0
mid,heavy,seed_0008,CQI k-means,14,0.2691315442363961,542.7083333333334,1.0,0.9791666666666667,36.18055555555556,0.9919990010757646,0.008333333333333335,0.04166666666666667,0.04166666666666667,0.09860248447204968,1.2142857142857142,,nan
mid,heavy,seed_0008,CQI+cost 2-way union,14,0.2691315442363961,542.7083333333334,1.0,0.9791666666666667,36.18055555555556,0.9919990010757646,0.008333333333333335,0.04166666666666667,0.04166666666666667,0.08307453416149067,1.2142857142857142,,nan
mid,heavy,seed_0008,CQI+cost+switching 3-way union,14,0.2691315442363961,542.7083333333334,1.0,0.9791666666666667,36.18055555555556,0.9919990010757646,0.008333333333333335,0.04166666666666667,0.04166666666666667,0.08307453416149067,1.2142857142857142,,nan
mid,heavy,seed_0008,Conditional switching gate (LOSO),14,0.2691315442363961,542.7083333333334,1.0,0.9791666666666667,36.18055555555556,0.9919990010757646,0.008333333333333335,0.04166666666666667,0.04166666666666667,0.08307453416149067,1.2142857142857142,eta_0.020,0.0
mid,heavy,seed_0009,CQI k-means,14,0.2677056124909967,541.6666666666666,1.0,0.9761904761904762,36.11111111111112,0.9909560723514212,0.009523809523809523,0.047619047619047616,0.047619047619047616,0.06625258799171843,1.0714285714285714,,nan
mid,heavy,seed_0009,CQI+cost 2-way union,14,0.2677056124909968,541.6666666666666,1.0,0.9761904761904762,36.11111111111112,0.9909560723514212,0.009523809523809523,0.047619047619047616,0.047619047619047616,0.13819875776397517,1.2142857142857142,,nan
mid,heavy,seed_0009,CQI+cost+switching 3-way union,14,0.2677056124909968,541.6666666666666,1.0,0.9761904761904762,36.11111111111112,0.9909560723514212,0.009523809523809523,0.047619047619047616,0.047619047619047616,0.13819875776397517,1.2142857142857142,,nan
mid,heavy,seed_0009,Conditional switching gate (LOSO),14,0.2677056124909968,541.6666666666666,1.0,0.9761904761904762,36.11111111111112,0.9909560723514212,0.009523809523809523,0.047619047619047616,0.047619047619047616,0.13819875776397517,1.2142857142857142,eta_0.020,0.0
mid,heavy,seed_0010,CQI k-means,14,0.2719834077271949,544.7916666666666,1.0,0.9851190476190476,36.31944444444445,0.9941764747092616,0.005952380952380952,0.029761904761904764,0.029761904761904764,0.09912008281573499,1.2142857142857142,,nan
mid,heavy,seed_0010,CQI+cost 2-way union,14,0.27340933947259427,545.8333333333334,1.0,0.9880952380952381,36.38888888888889,0.9953032742887815,0.0047619047619047615,0.023809523809523808,0.023809523809523808,0.10714285714285714,1.3571428571428572,,nan
mid,heavy,seed_0010,CQI+cost+switching 3-way union,14,0.27340933947259427,545.8333333333334,1.0,0.9880952380952381,36.38888888888889,0.9953032742887815,0.0047619047619047615,0.023809523809523808,0.023809523809523808,0.10714285714285714,1.3571428571428572,,nan
mid,heavy,seed_0010,Conditional switching gate (LOSO),14,0.27340933947259427,545.8333333333334,1.0,0.9880952380952381,36.38888888888889,0.9953032742887815,0.0047619047619047615,0.023809523809523808,0.023809523809523808,0.10714285714285714,1.3571428571428572,eta_0.020,0.0
high,light,seed_0001,CQI k-means,14,0.4027740511445758,1481.2500000000002,1.0,1.7648809523809523,16.458333333333336,0.7218275488362739,0.1244047619047619,0.4494047619047619,0.6220238095238095,0.4353002070393375,2.642857142857143,,nan
high,light,seed_0001,CQI+cost 2-way union,14,0.41182036194972127,1309.375,1.0,1.7023809523809523,14.54861111111111,0.8077768945791848,0.10238095238095238,0.4196428571428572,0.511904761904762,0.44875776397515527,2.4285714285714284,,nan
high,light,seed_0001,CQI+cost+switching 3-way union,14,0.41112094316001524,1261.3095238095236,1.0,1.6845238095238095,14.014550264550264,0.8446520476065501,0.10357142857142856,0.4761904761904762,0.5178571428571429,0.4233954451345756,2.357142857142857,,nan
high,light,seed_0001,Conditional switching gate (LOSO),14,0.41182036194972127,1309.375,1.0,1.7023809523809523,14.54861111111111,0.8077768945791848,0.10238095238095238,0.4196428571428572,0.511904761904762,0.44875776397515527,2.4285714285714284,eta_0.020,0.0
high,light,seed_0002,CQI k-means,14,0.3302980266692436,1155.803571428571,1.0,1.4851190476190474,12.842261904761907,0.7392712529380431,0.14821428571428572,0.6071428571428573,0.7410714285714286,0.4298654244306418,2.5,,nan
high,light,seed_0002,CQI+cost 2-way union,14,0.3686831256907851,1144.0476190476188,1.0,1.5238095238095237,12.711640211640214,0.805707163698715,0.10416666666666667,0.42559523809523814,0.5208333333333333,0.40424430641821946,2.5714285714285716,,nan
high,light,seed_0002,CQI+cost+switching 3-way union,14,0.36394725685898693,1205.5059523809523,1.0,1.550595238095238,13.394510582010582,0.774093034857131,0.11726190476190478,0.5,0.5863095238095238,0.363871635610766,2.5,,nan
high,light,seed_0002,Conditional switching gate (LOSO),14,0.37097382461634426,1137.202380952381,1.0,1.5297619047619047,12.635582010582011,0.8086139197950593,0.10297619047619049,0.443452380952381,0.5148809523809524,0.39078674948240166,2.5714285714285716,eta_0.020,0.07142857142857142
high,light,seed_0003,CQI k-means,14,0.3932869317170224,1237.0535714285713,1.0,1.6220238095238095,13.745039682539682,0.8019029370421956,0.10238095238095238,0.43154761904761896,0.5119047619047619,0.4497929606625259,2.5,,nan
high,light,seed_0003,CQI+cost 2-way union,14,0.4220003879573821,1248.6607142857142,0.9970238095238095,1.701475155279503,13.874007936507935,0.8633027912657701,0.08214285714285716,0.39285714285714285,0.41071428571428564,0.4503105590062112,2.642857142857143,,nan
high,light,seed_0003,CQI+cost+switching 3-way union,14,0.42558544594081,1245.0892857142858,0.9970238095238095,1.701475155279503,13.834325396825395,0.8630920469900044,0.075,0.3601190476190476,0.375,0.37318840579710144,2.5,,nan
high,light,seed_0003,Conditional switching gate (LOSO),14,0.4252052192824961,1251.4880952380952,0.9970238095238095,1.7044513457556936,13.90542328042328,0.8643933122695814,0.0773809523809524,0.36904761904761907,0.38690476190476186,0.4083850931677019,2.5714285714285716,eta_0.020,0.07142857142857142
high,light,seed_0004,CQI k-means,14,0.35596553154009847,1407.5892857142858,0.9970238095238095,1.6759834368530022,15.63988095238095,0.7331834358994643,0.16369047619047622,0.6428571428571429,0.8184523809523812,0.4528985507246377,2.5714285714285716,,nan
high,light,seed_0004,CQI+cost 2-way union,14,0.40603796382836904,1231.845238095238,0.9970238095238095,1.6686076604554863,13.687169312169308,0.8530628838544162,0.09583333333333334,0.42559523809523814,0.47916666666666663,0.45936853002070394,2.4285714285714284,,nan
high,light,seed_0004,CQI+cost+switching 3-way union,14,0.4041964697598194,1229.4642857142856,0.9970238095238095,1.6567028985507244,13.660714285714283,0.8487931546181494,0.09285714285714286,0.4107142857142857,0.4642857142857143,0.4505693581780538,2.4285714285714284,,nan
high,light,seed_0004,Conditional switching gate (LOSO),14,0.40603796382836904,1231.845238095238,0.9970238095238095,1.6686076604554863,13.687169312169308,0.8530628838544162,0.09583333333333334,0.42559523809523814,0.47916666666666663,0.45936853002070394,2.4285714285714284,eta_0.020,0.0
