candidate_seed,selected,restart_selection_mode,support_pairwise_accuracy,support_ari,support_nmi,support_utility,support_teacher_utility,support_utility_gap,support_contrastive_loss,support_weak_bce,support_weak_margin_min,support_weak_margin_mean,support_proto_sep_margin,selected_epoch,selection_validation_loss
7,0,support_imitation,1.0,1.0,1.0,0.6659085960100777,0.6659085960100777,0.0,0.014607216363759511,0.3657009416827899,0.001057016699486264,0.0015212824775515238,0.6272958791841311,10,0.27821553905494506
9,0,support_imitation,1.0,1.0,1.0,0.6659085960100777,0.6659085960100777,0.0,0.014519457703499123,0.39052762080366715,0.0006835409724670253,0.000969961740235943,0.5648456537144105,11,0.27611007442760654
11,1,support_imitation,1.0,1.0,1.0,0.6659085960100777,0.6659085960100777,0.0,0.012646662384444195,0.3759093057305076,0.0007364760819695154,0.0013778369550241022,0.7124578411282392,11,0.261665609468728
