candidate_seed,selected,restart_selection_mode,support_pairwise_accuracy,support_ari,support_nmi,support_utility,support_teacher_utility,support_utility_gap,support_contrastive_loss,support_weak_bce,support_weak_margin_min,support_weak_margin_mean,support_proto_sep_margin,selected_epoch,selection_validation_loss
7,0,support_imitation,1.0,1.0,1.0,0.6709056723444847,0.6709056723444847,0.0,0.0014622392316068502,0.6543167145199176,0.047929389999963545,0.06022582499920747,0.9179111143641504,12,0.0015492465155487888
9,1,support_imitation,1.0,1.0,1.0,0.6709056723444847,0.6709056723444847,0.0,0.0016099201997545553,0.6467513588879438,0.014233516027816768,0.02494090824798591,0.9359750761872088,12,0.0013338922198538846
11,0,support_imitation,1.0,1.0,1.0,0.6709056723444847,0.6709056723444847,0.0,0.0018304063559986359,0.6296431297594969,0.05855255223851618,0.07227209451977196,0.9314393692809916,12,0.0015535779638352557
