timestamp_s,ue_id,demand_class,serving_gnb,active_ues_same_gnb,raw_feedback_timestamp_s,achievable_kbps_if_all_budget_assigned,effective_capacity_kbps,ewma_capacity_kbps,buffer_s,previous_quality,next_quality,stalled
0.2,0,conservative,gnb_2,1,0.294,5800.000000,5800.000000,2784.000000,6.000000,0,1,0
0.3,0,conservative,gnb_2,1,0.396,5800.000000,5800.000000,3447.520000,6.954545,1,2,0
0.4,0,conservative,gnb_2,1,0.498,5800.000000,5800.000000,3965.065600,7.241212,2,3,0
0.5,0,conservative,gnb_2,1,0.594,5800.000000,5800.000000,4368.751168,7.334545,3,3,0
0.6,0,conservative,gnb_2,1,0.696,5800.000000,5800.000000,4683.625911,7.427879,3,3,0
0.7,0,conservative,gnb_2,1,0.798,5800.000000,5800.000000,4929.228211,7.521212,3,3,0
0.8,0,conservative,gnb_2,1,0.894,5800.000000,5800.000000,5120.798004,7.614545,3,3,0
0.9,0,conservative,gnb_2,1,0.996,5800.000000,5800.000000,5270.222443,7.707879,3,3,0
1.0,0,conservative,gnb_2,1,1.098,5800.000000,5800.000000,5386.773506,7.801212,3,3,0
1.1,0,conservative,gnb_2,1,1.194,5800.000000,5800.000000,5477.683335,7.894545,3,3,0
1.2,0,conservative,gnb_2,1,1.296,5800.000000,5800.000000,5548.593001,7.987879,3,3,0
1.3,0,conservative,gnb_2,1,1.398,5800.000000,5800.000000,5603.902541,8.081212,3,3,0
1.4,0,conservative,gnb_2,1,1.494,5800.000000,5800.000000,5647.043982,8.174545,3,3,0
1.5,0,conservative,gnb_2,1,1.596,5800.000000,5800.000000,5680.694306,8.267879,3,3,0
1.6,0,conservative,gnb_2,1,1.698,5800.000000,5800.000000,5706.941559,8.361212,3,3,0
1.7,0,conservative,gnb_2,1,1.794,5800.000000,5800.000000,5727.414416,8.454545,3,3,0
1.8,0,conservative,gnb_2,1,1.896,5800.000000,5800.000000,5743.383244,8.547879,3,3,0
1.9,0,conservative,gnb_2,1,1.998,5800.000000,5800.000000,5755.838930,8.641212,3,3,0
2.0,0,conservative,gnb_2,1,2.094,5800.000000,5800.000000,5765.554366,8.734545,3,3,0
2.1,0,conservative,gnb_2,1,2.196,5800.000000,5800.000000,5773.132405,8.827879,3,3,0
2.2,0,conservative,gnb_2,1,2.298,5800.000000,5800.000000,5779.043276,8.921212,3,3,0
2.3,0,conservative,gnb_2,1,2.394,5800.000000,5800.000000,5783.653755,9.014545,3,3,0
2.4,0,conservative,gnb_2,1,2.496,5800.000000,5800.000000,5787.249929,9.107879,3,3,0
2.5,0,conservative,gnb_2,1,2.598,5800.000000,5800.000000,5790.054945,9.201212,3,3,0
2.6,0,conservative,gnb_2,1,2.694,5800.000000,5800.000000,5792.242857,9.294545,3,3,0
