ue_ids,serving_gnb,scenario_count,user_count,max_teacher_gain_vs_single,max_cqi_range,max_resource_cost_range,max_previous_quality_range,first_time_s,last_time_s
31|4|5|6|7,gnb_2,35,5,0.000000000000,3.0,0.833333,2.0,30.5,35.9
