quality_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,608,3,0.004934210526315789,1.0049342105263157,0.000282036523735434,0.05715940214371462
1,200,6,0.03,1.03,0.00035702773581116953,0.011900924527038947
2,22,0,0.0,1.0,0.0,0.0
