quality_range_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
0,743,1,0.0013458950201884253,1.0013458950201883,5.196299270095425e-05,0.038608503576809006
1,73,23,0.3150684931506849,1.3150684931506849,0.012164323044748038,0.038608503576809006
2,4,0,0.0,1.0,0.0,0.0
