scenario_id,timestamp_s,serving_gnb,ue_id,trajectory_step,x_m,y_m,speed_mps,angle_deg,distance_m,direction_to_gnb,lane_id,lane_position_m,slope_deg,vehicle_type,user_index
sumo_coupled_00000000,0.2,gnb_2,0,0,226.65,416.142658488272,0.0734151172842831,0.0,99.76789704705867,0.0,,,,SUMO/TraCI,0
sumo_coupled_00000001,0.3,gnb_2,0,1,226.65,416.12858015702,0.140783312514447,180.0,99.75433034713139,0.9636532050539132,,,,SUMO/TraCI,0
sumo_coupled_00000002,0.4,gnb_2,0,2,226.65,416.106559489917,0.220206671033241,180.0,99.73311023420936,0.9636374446181825,,,,SUMO/TraCI,0
sumo_coupled_00000003,0.5,gnb_2,0,3,226.65,416.076977885486,0.295816044308684,180.0,99.70460460584637,0.9636162568950432,,,,SUMO/TraCI,0
sumo_coupled_00000004,0.6,gnb_2,0,4,226.65,416.040188390945,0.367894945409685,180.0,99.66915413591211,0.9635898811780971,,,,SUMO/TraCI,0
sumo_coupled_00000005,0.7,gnb_2,0,5,226.65,415.997283120378,0.429052705669725,180.0,99.62781171186089,0.9635590852684494,,,,SUMO/TraCI,0
sumo_coupled_00000006,0.8,gnb_2,0,6,226.65,415.949525942562,0.477571778158592,180.0,99.58179566869829,0.9635247617122651,,,,SUMO/TraCI,0
sumo_coupled_00000007,0.9,gnb_2,0,7,226.65,415.898384593366,0.511413491961299,180.0,99.53252065338816,0.9634879531215967,,,,SUMO/TraCI,0
sumo_coupled_00000008,1,gnb_2,0,8,226.65,415.83982451173,0.585600816356153,180.0,99.47609995591506,0.9634457377621705,,,,SUMO/TraCI,0
sumo_coupled_00000009,1.1,gnb_2,0,9,226.65,415.777492415414,0.623320963168361,180.0,99.41604776586465,0.9634007242068217,,,,SUMO/TraCI,0
sumo_coupled_00000010,1.2,gnb_2,0,10,226.65,415.71152183259,0.659705828237297,180.0,99.35249323248185,0.9633529941581628,,,,SUMO/TraCI,0
sumo_coupled_00000011,1.3,gnb_2,0,11,226.65,415.641052543406,0.704692891839035,180.0,99.28460823113794,0.9633019079931339,,,,SUMO/TraCI,0
