rb_budget_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
"mid[0.45,0.60)",614,1,0.0016286644951140066,1.001628664495114,1.8081808218650759e-19,1.1102230246251565e-16
