quality_mean_bucket,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
"high[3,4)",130,0,0.0,1.0,0.0,0.0
low(<2),13,1,0.07692307692307693,1.0769230769230769,8.540177112501205e-18,1.1102230246251565e-16
"mid[2,3)",247,0,0.0,1.0,0.0,0.0
very_high(>=4),224,0,0.0,1.0,0.0,0.0
