serving_gnb,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
gnb_1,302,0,0.0,1.0,0.0,0.0
gnb_2,312,1,0.003205128205128205,1.0032051282051282,3.558407130208835e-19,1.1102230246251565e-16
