user_count,scenario_count,multi_group_count,multi_group_ratio,mean_teacher_group_count,mean_teacher_gain_vs_single,max_teacher_gain_vs_single
2,231,0,0.0,1.0,0.0,0.0
3,75,0,0.0,1.0,0.0,0.0
4,61,0,0.0,1.0,0.0,0.0
5,71,1,0.014084507042253521,1.0140845070422535,1.5636944008805022e-18,1.1102230246251565e-16
6,98,0,0.0,1.0,0.0,0.0
7,78,0,0.0,1.0,0.0,0.0
