scenario_mode,load_level,rb_budget_ratio,seed,test_index,kmax,feature_mode,method,pairwise_accuracy,ari,nmi,teacher_groups,predicted_groups
ambiguous,medium,0.25,17,15,3,history_cost,LE-GRA MVP,1.0,1.0,1.0,1,1
ambiguous,medium,0.25,17,16,3,history_cost,Multi-feature k-means,0.4782608695652174,-0.047603985449944625,0.006336357188177153,3,2
ambiguous,medium,0.25,17,16,3,history_cost,LE-GRA MVP,0.4963768115942029,-0.008835594824865902,0.0705435541450591,3,2
ambiguous,medium,0.25,17,17,3,history_cost,Multi-feature k-means,0.6268115942028986,0.2715998770113765,0.4180458117981741,3,2
ambiguous,medium,0.25,17,17,3,history_cost,LE-GRA MVP,0.5905797101449275,0.18072922139329622,0.3475138781986084,3,2
ambiguous,medium,0.25,17,18,3,history_cost,Multi-feature k-means,0.9166666666666666,0.0,0.0,2,1
ambiguous,medium,0.25,17,18,3,history_cost,LE-GRA MVP,0.6557971014492754,-0.0594795539033455,0.027834908229523173,2,2
ambiguous,medium,0.25,17,19,3,history_cost,Multi-feature k-means,0.5688405797101449,0.0,0.0,2,1
ambiguous,medium,0.25,17,19,3,history_cost,LE-GRA MVP,0.5688405797101449,0.0,0.0,2,1
ambiguous,medium,0.25,23,0,3,history_cost,Multi-feature k-means,0.6557971014492754,0.0,0.0,2,1
ambiguous,medium,0.25,23,0,3,history_cost,LE-GRA MVP,0.6557971014492754,0.0,0.0,2,1
ambiguous,medium,0.25,23,1,3,history_cost,Multi-feature k-means,0.7644927536231884,0.0,0.0,3,1
ambiguous,medium,0.25,23,1,3,history_cost,LE-GRA MVP,0.7644927536231884,0.0,0.0,3,1
ambiguous,medium,0.25,23,2,3,history_cost,Multi-feature k-means,0.7717391304347826,0.5446737194930344,0.5553500579538703,2,2
ambiguous,medium,0.25,23,2,3,history_cost,LE-GRA MVP,0.8405797101449275,0.6814103573115063,0.6576884190648897,2,2
ambiguous,medium,0.25,23,3,3,history_cost,Multi-feature k-means,0.4166666666666667,0.0,0.0,3,1
