scenario_id,ue_id,user_index,cqi_t_minus_4,cqi_t_minus_3,cqi_t_minus_2,cqi_t_minus_1,cqi_now_raw,cqi_now,previous_quality,distance_m,speed_mps,direction_to_gnb,x_m,y_m,rsrp_dbm,rsrq_db,wideband_sinr_db,mcs
simu5g_00000390,4,4,11.28,11.28,11.28,11.28,11.28,11,2,163.68851337092988,1.49649767774574,0.8214431047975137,226.65,414.460800643106,,,,
simu5g_00000391,15,0,15.0,15.0,15.0,15.0,14.96,15,3,84.20350729641838,7.30509955902482,0.14202022594167718,223.35,108.041398868681,,,,
simu5g_00000391,31,1,14.92,14.96,14.96,14.96,15.0,15,3,108.62388890892119,13.0098939377433,-0.18977180327233703,160.6137512767,226.65,,,,
simu5g_00000392,0,0,14.0,14.0,14.84,14.84,14.84,15,2,105.81663903764732,8.07761927488575,0.47090036440773586,226.65,329.82909388323,,,,
simu5g_00000392,1,1,14.4,14.4,14.4,14.24,14.24,14,2,113.66784359779672,7.76992185704865,0.570564932071634,226.65,344.854885461106,,,,
simu5g_00000392,2,2,13.12,13.12,13.12,13.12,13.6,14,2,122.05781753323348,7.77057162087568,0.6442660086184057,226.65,358.63770292281,,,,
simu5g_00000392,3,3,13.68,13.68,13.68,13.68,13.72,14,2,154.33460747969738,3.12513212913152,0.7963359162352727,226.65,402.902191054156,,,,
simu5g_00000392,4,4,11.28,11.28,11.28,11.28,12.08,12,2,163.56085957180696,1.55431115792084,0.8211339184626312,226.65,414.305369527314,,,,
simu5g_00000393,15,0,15.0,15.0,15.0,14.96,15.0,15,3,84.10245361616468,7.33619872576199,0.13346794030496079,223.35,108.775018741257,,,,
simu5g_00000393,31,1,14.96,14.96,14.96,15.0,14.96,15,3,108.87947490474778,13.0695937632388,-0.20133005483541444,161.920710653024,226.65,,,,
simu5g_00000394,0,0,14.0,14.84,14.84,14.84,14.84,15,2,105.43831629385464,8.0852633365054,0.46492175968516586,226.65,329.02056754958,,,,
simu5g_00000394,1,1,14.4,14.4,14.24,14.24,14.24,14,2,113.22326820638409,7.82379943257419,0.5658952133501147,226.65,344.072505517849,,,,
simu5g_00000394,2,2,13.12,13.12,13.12,13.6,13.6,14,2,121.56032253564753,7.74428428535302,0.6405319833816713,226.65,357.863274494274,,,,
simu5g_00000394,3,3,13.68,13.68,13.68,13.72,13.72,14,2,154.08354548931325,3.15419783528166,0.7955863871209417,226.65,402.586771270628,,,,
simu5g_00000394,4,4,11.28,11.28,11.28,12.08,12.08,12,2,163.4294173223612,1.60105181805275,0.8208146767170456,226.65,414.145264345509,,,,
simu5g_00000395,15,0,15.0,15.0,14.96,15.0,15.0,15,3,84.0074407068665,7.35577361586541,0.12486279559162469,223.35,109.510596102843,,,,
simu5g_00000395,31,1,14.96,14.96,15.0,14.96,14.96,15,3,109.15076897979456,13.1004200117351,-0.2128317818676785,163.230752654197,226.65,,,,
simu5g_00000396,0,0,14.84,14.84,14.84,14.84,14.88,15,2,105.06352868660481,8.11413231327979,0.45885717832736816,226.65,328.209154318252,,,,
simu5g_00000396,1,1,14.4,14.24,14.24,14.24,14.24,14,2,112.78232327250205,7.82459359363161,0.5611699096281696,226.65,343.290046158485,,,,
simu5g_00000396,2,2,13.12,13.12,13.6,13.6,13.6,14,2,121.06216993781429,7.80030594887888,0.6367244527252498,226.65,357.083243899386,,,,
simu5g_00000396,3,3,13.68,13.68,13.72,13.72,13.72,14,2,153.83192316766966,3.16422921308216,0.7948307856494131,226.65,402.270348349319,,,,
simu5g_00000396,4,4,11.28,11.28,12.08,12.08,12.08,12,2,163.29147244504486,1.68092882341889,0.8204786781395246,226.65,413.977171463167,,,,
simu5g_00000397,15,0,15.0,14.96,15.0,15.0,15.0,15,3,83.91868534661128,7.36288994545178,0.11622101636040273,223.35,110.246885097388,,,,
simu5g_00000397,31,1,14.96,15.0,14.96,14.96,14.96,15,3,109.43850481939175,13.164230917831,-0.22430108841938806,164.54717574598,226.65,,,,
simu5g_00000398,0,0,14.84,14.84,14.84,14.88,14.88,15,2,104.6916648691377,8.15882716981218,0.45269383823928644,226.65,327.393271601271,,,,
simu5g_00000398,1,1,14.24,14.24,14.24,14.24,14.88,15,2,112.34125227526704,7.89370459936683,0.5563466174064459,226.65,342.500675698549,,,,
simu5g_00000398,2,2,13.12,13.6,13.6,13.6,13.6,14,2,120.56742514860085,7.79367805419071,0.6328730666672323,226.65,356.303876093967,,,,
simu5g_00000398,3,3,13.68,13.72,13.72,13.72,14.76,15,2,153.57771492951284,3.19981302021018,0.794062908822867,226.65,401.950367047298,,,,
simu5g_00000398,4,4,11.28,12.08,12.08,12.08,12.08,12,2,163.14622197235886,1.7706965508051,0.8201238140271198,226.65,413.800101808086,,,,
simu5g_00000399,15,0,14.96,15.0,15.0,15.0,15.0,15,3,83.83596982683538,7.39384442582997,0.10751626633111074,223.35,110.986269539971,,,,
simu5g_00000399,31,1,15.0,14.96,14.96,14.96,14.96,15,3,109.7424566307261,13.2142080170279,-0.23572095378481098,165.868596547683,226.65,,,,
simu5g_00000400,0,0,14.84,14.84,14.88,14.88,14.88,15,2,104.324155553153,8.17452425667656,0.44645287497077013,226.65,326.575819175603,,,,
simu5g_00000400,1,1,14.24,14.24,14.24,14.88,14.88,15,2,111.90083223559878,7.95134982826504,0.5514305790488281,226.65,341.705540715722,,,,
