scenario_id,timestamp_s,ue_id,user_index,cqi_now,previous_quality,distance_m,mean_resource_cost
simu5g_00000594,31.0,31,0,14,2,56.98956510546732,3.166667
simu5g_00000594,31.0,4,1,14,2,118.60073864555929,3.166667
simu5g_00000594,31.0,6,2,15,1,156.3518527305032,3.166667
simu5g_00000594,31.0,7,3,14,1,164.6884283640754,3.166667
simu5g_00000596,31.1,31,0,14,2,56.51626694902516,3.166667
simu5g_00000596,31.1,4,1,14,2,118.1025123553916,3.166667
simu5g_00000596,31.1,6,2,15,2,156.08670741469288,3.166667
simu5g_00000596,31.1,7,3,14,2,164.61643562634077,3.166667
simu5g_00000598,31.2,31,0,14,2,56.07347756055267,3.166667
simu5g_00000598,31.2,4,1,14,2,117.60387692578135,3.166667
simu5g_00000598,31.2,6,2,15,2,155.81607472262706,3.166667
simu5g_00000598,31.2,7,3,14,2,164.53920557559883,3.166667
simu5g_00000600,31.3,31,0,14,2,55.66158244467474,3.166667
simu5g_00000600,31.3,4,1,14,2,117.1059835249152,3.166667
simu5g_00000600,31.3,6,2,15,2,155.54150650152005,3.166667
simu5g_00000600,31.3,7,3,14,2,164.45791567665356,3.166667
simu5g_00000602,31.4,31,0,14,2,55.28316669573406,3.166667
simu5g_00000602,31.4,4,1,14,2,116.60983723390996,3.166667
simu5g_00000602,31.4,6,2,15,2,155.26417841288023,3.166667
simu5g_00000602,31.4,7,3,14,2,164.3700706731802,3.166667
simu5g_00000604,31.5,31,0,14,2,54.936623120732264,3.166667
simu5g_00000604,31.5,4,1,14,2,116.11449605089079,3.166667
simu5g_00000604,31.5,6,2,15,2,154.98375574177422,3.166667
simu5g_00000604,31.5,7,3,14,2,164.2788141389328,3.166667
simu5g_00000606,31.6,31,0,15,2,54.62332626318572,3.166667
simu5g_00000606,31.6,4,1,14,2,115.62073874635752,3.166667
simu5g_00000606,31.6,6,2,15,2,154.69754246946064,3.166667
simu5g_00000606,31.6,7,3,14,2,164.18411333689448,3.166667
simu5g_00000608,31.7,31,0,15,2,54.34215583539457,3.166667
simu5g_00000608,31.7,4,1,14,2,115.12634658586876,3.166667
simu5g_00000608,31.7,6,2,15,2,154.40826316309307,3.166667
simu5g_00000608,31.7,7,3,14,2,164.08650318976368,3.166667
simu5g_00000610,31.8,31,0,15,2,54.09538509022077,3.166667
simu5g_00000610,31.8,4,1,14,2,114.63257925971416,3.166667
simu5g_00000610,31.8,6,2,15,2,154.11336050642933,3.166667
simu5g_00000610,31.8,7,3,14,2,163.98325730593385,3.166667
simu5g_00000612,31.9,31,0,13,2,53.8830316922637,3.333333
simu5g_00000612,31.9,4,1,14,2,114.14115692356637,3.166667
simu5g_00000612,31.9,6,2,15,2,153.81447855003154,3.166667
simu5g_00000612,31.9,7,3,14,2,163.87296633788435,3.166667
simu5g_00000614,32.0,31,0,13,2,53.706239428396444,3.333333
simu5g_00000614,32.0,4,1,14,2,113.65226850087195,3.166667
simu5g_00000614,32.0,6,2,15,2,153.51254549090658,3.166667
simu5g_00000614,32.0,7,3,14,2,163.7561782527347,3.166667
simu5g_00000616,32.1,31,0,13,2,53.56434730094436,3.333333
simu5g_00000616,32.1,4,1,14,2,113.1645653819909,3.166667
simu5g_00000616,32.1,6,2,15,2,153.2067043657807,3.166667
simu5g_00000616,32.1,7,3,14,2,163.6335552371178,3.166667
simu5g_00000618,32.2,31,0,13,2,53.45850878576534,3.166667
simu5g_00000618,32.2,4,1,14,2,112.67812634172678,3.166667
simu5g_00000618,32.2,6,2,15,2,152.89782242608692,3.166667
simu5g_00000618,32.2,7,3,14,2,163.5084016471286,3.166667
simu5g_00000620,32.3,31,0,13,2,53.388126978968174,3.166667
simu5g_00000620,32.3,4,1,13,2,112.19279834811695,3.333333
simu5g_00000620,32.3,6,2,15,2,152.58604706645355,3.166667
simu5g_00000620,32.3,7,3,14,2,163.38067822849533,3.166667
simu5g_00000622,32.4,31,0,13,2,53.353700209383156,3.166667
simu5g_00000622,32.4,4,1,13,2,111.71017669459944,3.333333
simu5g_00000622,32.4,6,2,15,2,152.2696746989047,3.166667
simu5g_00000622,32.4,7,3,14,2,163.24554566984983,3.166667
simu5g_00000624,32.5,31,0,14,2,53.35537952903956,3.166667
simu5g_00000624,32.5,4,1,13,2,111.2284684436778,3.333333
simu5g_00000624,32.5,6,2,15,2,151.95014112925352,3.166667
simu5g_00000624,32.5,7,3,14,2,163.10576046279743,3.166667
simu5g_00000626,32.6,31,0,14,2,53.39316739910016,3.166667
simu5g_00000626,32.6,4,1,13,2,110.74882775185006,3.333333
simu5g_00000626,32.6,6,2,15,2,151.62716417738707,3.166667
simu5g_00000626,32.6,7,3,14,2,162.95882888357025,3.166667
simu5g_00000628,32.7,31,0,14,2,53.46701675783771,3.166667
simu5g_00000628,32.7,4,1,14,2,110.27207794275854,3.166667
simu5g_00000628,32.7,6,2,15,2,151.30131085356825,3.166667
simu5g_00000628,32.7,7,3,14,2,162.80787076993641,3.166667
simu5g_00000630,32.8,31,0,13,2,53.57620074502782,3.166667
simu5g_00000630,32.8,4,1,14,2,109.79689252162498,3.166667
simu5g_00000630,32.8,6,2,15,2,150.97299741504358,3.166667
simu5g_00000630,32.8,7,3,14,2,162.65449363469793,3.166667
simu5g_00000632,32.9,31,0,13,2,53.72113247977341,3.166667
simu5g_00000632,32.9,4,1,14,2,109.32292081978983,3.166667
simu5g_00000632,32.9,6,2,15,2,150.63961242099947,3.166667
simu5g_00000632,32.9,7,3,14,2,162.49351047815745,3.166667
