timestamp_s,ue_id,serving_gnb,rb_index,rate_kbps,sinr_db,cqi
0.0,ue_2049,gnb_1,0,1160.000000,,15
0.0,ue_2049,gnb_1,1,1160.000000,,15
0.0,ue_2049,gnb_1,2,1160.000000,,15
0.0,ue_2049,gnb_1,3,1160.000000,,15
0.0,ue_2049,gnb_1,4,1160.000000,,15
0.0,ue_2049,gnb_1,5,1160.000000,,15
0.1,ue_2049,gnb_1,0,1160.000000,,15
0.1,ue_2049,gnb_1,1,1160.000000,,15
0.1,ue_2049,gnb_1,2,1160.000000,,15
0.1,ue_2049,gnb_1,3,1160.000000,,15
0.1,ue_2049,gnb_1,4,1160.000000,,15
0.1,ue_2049,gnb_1,5,1160.000000,,15
0.2,ue_2049,gnb_1,0,1160.000000,,15
0.2,ue_2049,gnb_1,1,1160.000000,,15
0.2,ue_2049,gnb_1,2,1160.000000,,15
0.2,ue_2049,gnb_1,3,1160.000000,,15
0.2,ue_2049,gnb_1,4,1160.000000,,15
0.2,ue_2049,gnb_1,5,1160.000000,,15
0.3,ue_2049,gnb_1,0,1160.000000,,15
0.3,ue_2049,gnb_1,1,1160.000000,,15
0.3,ue_2049,gnb_1,2,1160.000000,,15
0.3,ue_2049,gnb_1,3,1160.000000,,15
0.3,ue_2049,gnb_1,4,1160.000000,,15
0.3,ue_2049,gnb_1,5,1160.000000,,15
0.4,ue_2049,gnb_1,0,1160.000000,,15
0.4,ue_2049,gnb_1,1,1160.000000,,15
0.4,ue_2049,gnb_1,2,1160.000000,,15
0.4,ue_2049,gnb_1,3,1160.000000,,15
0.4,ue_2049,gnb_1,4,1160.000000,,15
0.4,ue_2049,gnb_1,5,1160.000000,,15
0.5,ue_2049,gnb_1,0,1160.000000,,15
0.5,ue_2049,gnb_1,1,1160.000000,,15
0.5,ue_2049,gnb_1,2,1160.000000,,15
0.5,ue_2049,gnb_1,3,1160.000000,,15
0.5,ue_2049,gnb_1,4,1160.000000,,15
0.5,ue_2049,gnb_1,5,1160.000000,,15
0.6,ue_2049,gnb_1,0,1160.000000,,15
0.6,ue_2049,gnb_1,1,1160.000000,,15
0.6,ue_2049,gnb_1,2,1160.000000,,15
0.6,ue_2049,gnb_1,3,1160.000000,,15
0.6,ue_2049,gnb_1,4,1160.000000,,15
0.6,ue_2049,gnb_1,5,1160.000000,,15
0.7,ue_2049,gnb_1,0,1160.000000,,15
0.7,ue_2049,gnb_1,1,1160.000000,,15
0.7,ue_2049,gnb_1,2,1160.000000,,15
0.7,ue_2049,gnb_1,3,1160.000000,,15
0.7,ue_2049,gnb_1,4,1160.000000,,15
0.7,ue_2049,gnb_1,5,1160.000000,,15
0.8,ue_2049,gnb_1,0,1160.000000,,15
0.8,ue_2049,gnb_1,1,1160.000000,,15
0.8,ue_2049,gnb_1,2,1160.000000,,15
0.8,ue_2049,gnb_1,3,1160.000000,,15
0.8,ue_2049,gnb_1,4,1160.000000,,15
0.8,ue_2049,gnb_1,5,1160.000000,,15
0.9,ue_2049,gnb_1,0,1160.000000,,15
0.9,ue_2049,gnb_1,1,1160.000000,,15
0.9,ue_2049,gnb_1,2,1160.000000,,15
0.9,ue_2049,gnb_1,3,1160.000000,,15
0.9,ue_2049,gnb_1,4,1160.000000,,15
0.9,ue_2049,gnb_1,5,1160.000000,,15
1.0,ue_2049,gnb_1,0,1160.000000,,15
1.0,ue_2049,gnb_1,1,1160.000000,,15
1.0,ue_2049,gnb_1,2,1160.000000,,15
1.0,ue_2049,gnb_1,3,1160.000000,,15
1.0,ue_2049,gnb_1,4,1160.000000,,15
1.0,ue_2049,gnb_1,5,1160.000000,,15
1.1,ue_2049,gnb_1,0,1160.000000,,15
1.1,ue_2049,gnb_1,1,1160.000000,,15
1.1,ue_2049,gnb_1,2,1160.000000,,15
1.1,ue_2049,gnb_1,3,1160.000000,,15
1.1,ue_2049,gnb_1,4,1160.000000,,15
1.1,ue_2049,gnb_1,5,1160.000000,,15
1.2,ue_2049,gnb_1,0,1160.000000,,15
1.2,ue_2049,gnb_1,1,1160.000000,,15
1.2,ue_2049,gnb_1,2,1160.000000,,15
1.2,ue_2049,gnb_1,3,1160.000000,,15
1.2,ue_2049,gnb_1,4,1160.000000,,15
1.2,ue_2049,gnb_1,5,1160.000000,,15
1.3,ue_2049,gnb_1,0,1160.000000,,15
1.3,ue_2049,gnb_1,1,1160.000000,,15
1.3,ue_2049,gnb_1,2,1160.000000,,15
1.3,ue_2049,gnb_1,3,1160.000000,,15
1.3,ue_2049,gnb_1,4,1160.000000,,15
